GM9_GHM_COD;CMD_COD;GHM_LIB;TEC_COL
04M04Z;4;Pneumonies et pleurésies banales, âge inférieur à 18 ans;0
01M18W;1;Lésions traumatiques intracrâniennes sévères, âge supérieur à 69 ans et/ou CMA;0
01M19V;1;Autres lésions traumatiques intracrâniennes, sauf commotions, âge inférieur à 70 ans sans CMA;0
01M19W;1;Autres lésions traumatiques intracrâniennes, sauf commotions, âge supérieur à 69 ans et/ou CMA;0
01M20V;1;Commotions cérébrales, âge inférieur à 70 ans sans CMA;0
01M20W;1;Commotions cérébrales, âge supérieur à 69 ans et/ou CMA;0
24M40Z;24;Surveillances de greffes de coeur sans acte diagnostique par voie vasculaire : séjours de moins de 2 jours;0
24Z01Z;24;***Epuration extrarénale, en séances;0
24Z02Z;24;***Chimiothérapie pour tumeur, en séances;0
24Z03Z;24;***Préparations à une irradiation externe avec une dosimétrie tridimensionnelle;0
24Z04Z;24;***Autres préparations à une irradiation externe;0
24Z05Z;24;***Techniques spéciales d'irradiation externe, en séances;0
24Z06Z;24;***Techniques complexes d'irradiation externe, en séances;0
24Z07Z;24;***Autres techniques d'irradiation externe, en séances;0
24Z08Z;24;***Transfusion, en séances;0
09M10V;9;Tumeurs malignes des seins sans CMA;0
09M10W;9;Tumeurs malignes des seins avec CMA;0
09Z02Z;9;Interventions à visée esthétique;0
10C01S;10;Interventions pour affections endocriniennes, métaboliques et nutritionnelles, avec CMAS;0
10C02Z;10;Interventions sur l'hypophyse;0
10C03Z;10;Interventions sur les surrénales;0
10C04Z;10;***Interventions pour obésité;0
10C05Z;10;Interventions sur les parathyroïdes;0
12C05Z;12;Interventions sur les testicules pour des tumeurs malignes;0
10C06V;10;***Interventions sur la thyroïde, âge inférieur à 70 ans sans CMA;0
13M02Z;13;Infections de l'appareil génital féminin;0
13M03V;13;Tumeurs malignes de l'appareil génital féminin sans CMA;0
13M03W;13;Tumeurs malignes de l'appareil génital féminin avec CMA;0
08C11V;8;Interventions sur le membre supérieur à l'exception de l'humérus et de la main, âge inférieur à 70 ans sans CMA;0
08C11W;8;Interventions sur le membre supérieur à l'exception de l'humérus et de la main, âge supérieur à 69 ans et/ou CMA;0
08C12Z;8;Biopsies ostéoarticulaires;0
08C13Z;8;Résections osseuses localisées et/ou ablations de matériel de fixation interne au niveau de la hanche et du fémur;0
08C14Z;8;Résections osseuses localisées et/ou ablations de matériel de fixation interne au niveau d'une localisation autre que la hanche et le fémur;0
08C15V;8;Interventions sur le pied sans CMA;0
08C15W;8;Interventions sur le pied avec CMA;0
08C16V;8;***Interventions sur les tissus mous sans CMA;0
08C16W;8;***Interventions sur les tissus mous avec CMA;0
08C17Z;8;Interventions sur la main et le poignet pour kyste synovial;0
04M05V;4;Pneumonies et pleurésies banales, âge supérieur à 17 ans sans CMA;0
04M05W;4;Pneumonies et pleurésies banales, âge supérieur à 17 ans avec CMA;0
04M06Z;4;Infections et inflammations respiratoires, âge inférieur à 18 ans;0
03C03Z;3;Exérèses de glandes salivaires;0
03C04Z;3;Interventions sur les glandes salivaires autres que les exérèses;0
03C05Z;3;Réparations de fissures labiale et palatine;0
03C06Z;3;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans;0
03C07V;3;Interventions sur les sinus et l'apophyse mastoïde, âge de 18 à 69 ans sans CMA;0
24Z22Z;24;Autres transferts vers MCO : séjours de moins de 2 jours;0
24Z23Z;24;Nouveau-nés de moins de 5 jours : séjours de moins de 2 jours;0
24Z24Z;24;Transferts de nouveau-nés vers un autre établissement MCO : séjours de moins de 2 jours;0
24Z25Z;24;Brûlures avec transfert vers un autre établissement MCO : séjours de moins de 2 jours;0
25C02Z;25;Interventions pour maladie due au VIH;0
25M02A;25;Autres maladies dues au VIH;0
25M02B;25;Maladies dues au VIH, avec une seule complication infectieuse;0
25M02C;25;Maladies dues au VIH, avec plusieurs complications infectieuses;0
25Z02E;25;Maladies dues au VIH, avec décès;0
16M01S;16;Affections du sang et des organes hématopoïétiques, avec CMAS;0
16M02V;16;Affections du système réticuloendothélial ou immunitaire sans CMA;0
08C29Z;8;Interventions sur le tissu mou pour tumeurs malignes;0
08C30V;8;Interventions sur les tissus mous pour affections non malignes sans CMA;0
08C30W;8;Interventions sur les tissus mous pour affections non malignes avec CMA;0
08M01S;8;Affections de l'appareil musculosquelettique et du tissu conjonctif, avec CMAS non traumatiques;0
08M02Z;8;Fractures, entorses, luxations et dislocations de l'avant-bras, de la main, du pied ou multiples ou mal précisées, âge inférieur à 18 ans;0
08M03V;8;Fractures, entorses, luxations et dislocations de l'avant-bras, de la main, du pied ou multiples ou mal précisées, âge de 18 à 69 ans sans CMA;0
06C07V;6;Interventions mineures sur l'intestin grêle et le côlon sans CMA;0
06C07W;6;Interventions mineures sur l'intestin grêle et le côlon avec CMA;0
06C08V;6;Appendicectomies compliquées, âge inférieur à 70 ans sans CMA;0
06C08W;6;Appendicectomies compliquées, âge supérieur à 69 ans et/ou CMA;0
06C09V;6;Appendicectomies non compliquées, âge inférieur à 70 ans sans CMA;0
06C09W;6;Appendicectomies non compliquées, âge supérieur à 69 ans et/ou CMA;0
06C10Z;6;Interventions réparatrices pour hernies et éventrations, âge inférieur à 18 ans;0
06C11V;6;Interventions réparatrices pour hernies et éventrations à l'exception des hernies inguinales et crurales, âge supérieur à 17 ans sans CMA;0
06C11W;6;Interventions réparatrices pour hernies et éventrations à l'exception des hernies inguinales et crurales, âge supérieur à 17 ans avec CMA;0
06C12V;6;Interventions réparatrices pour hernies inguinales et crurales, âge supérieur à 17 ans sans CMA;0
06C12W;6;Interventions réparatrices pour hernies inguinales et crurales, âge supérieur à 17 ans avec CMA;0
06C13V;6;Libérations d'adhérences péritonéales, âge inférieur à 70 ans sans CMA;0
07C04V;7;Cholécystectomies sans exploration de la voie biliaire principale sans CMA;0
07C04W;7;Cholécystectomies sans exploration de la voie biliaire principale avec CMA;0
07C05V;7;***Interventions sur les voies biliaires, autres que les cholécystectomies sans CMA;0
07C05W;7;***Interventions sur les voies biliaires, autres que les cholécystectomies avec CMA;0
07C06Z;7;Interventions diagnostiques sur le système hépatobiliaire et pancréatique pour des affections malignes;0
07C07Z;7;Interventions diagnostiques sur le système hépatobiliaire et pancréatique pour des affections non malignes;0
07C08Z;7;Autres interventions sur le système hépatobiliaire et pancréatique;0
08M10V;8;Maladies osseuses et arthropathies spécifiques, âge inférieur à 70 ans sans CMA;0
08M10W;8;Maladies osseuses et arthropathies spécifiques, âge supérieur à 69 ans et/ou CMA;0
08M11V;8;Fractures pathologiques et affections malignes de l'appareil musculosquelettique et du tissu conjonctif sans CMA;0
08M11W;8;Fractures pathologiques et affections malignes de l'appareil musculosquelettique et du tissu conjonctif avec CMA;0
08M12V;8;Pathologies rachidiennes relevant d'un traitement médical, âge inférieur à 70 ans sans CMA;0
08M12W;8;Pathologies rachidiennes relevant d'un traitement médical, âge supérieur à 69 ans et/ou CMA;0
08M13Z;8;Signes et symptômes concernant l'appareil musculosquelettique et le tissu conjonctif;0
08M14V;8;Affections du tissu conjonctif, âge inférieur à 70 ans sans CMA;0
08M14W;8;Affections du tissu conjonctif, âge supérieur à 69 ans et/ou CMA;0
08M04W;8;Fractures de la hanche et du bassin avec CMA;0
01M15Z;1;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 80 ans;0
01M16Z;1;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 81 ans;0
01M17V;1;Sclérose en plaques et ataxie cérébelleuse, âge inférieur à 70 ans sans CMA;0
01M17W;1;Sclérose en plaques et ataxie cérébelleuse, âge supérieur à 69 ans et/ou CMA;0
01M18V;1;Lésions traumatiques intracrâniennes sévères, âge inférieur à 70 ans sans CMA;0
23M03W;23;Signes et symptômes avec CMA;0
23M04Z;23;Suivi thérapeutique avec diagnostic associé d'antécédent d'affection maligne;0
23M05Z;23;Suivi thérapeutique sans diagnostic associé d'antécédent d'affection maligne;0
03M02Z;3;Traumatismes et déformations du nez;0
03M03Z;3;Otites moyennes et infections des voies aériennes supérieures, âge inférieur à 18 ans;0
24C11Z;24;Interventions réparatrices pour hernies abdominales : séjours de moins de 2 jours;0
24C12Z;24;Interventions sur le rectum et l'anus : séjours de moins de 2 jours;0
24C13Z;24;Affections de la CMD 06 : séjours de moins de 2 jours, avec autre acte opératoire de la CMD 06;0
24C14Z;24;Affections de la CMD 07 : séjours de moins de 2 jours, avec acte opératoire de la CMD 07;0
14C02A;14;Césariennes sans complication significative;0
14C02B;14;Césariennes avec autres complications;0
14C02C;14;Césariennes avec complications majeures;0
14C03Z;14;Accouchements par voie basse avec autres interventions;0
14C04Z;14;Affections du post-partum ou du post abortum avec intervention chirurgicale;0
14C05Z;14;Avortements avec aspiration ou curetage ou hystérotomie;0
14M02Z;14;Affections médicales du post-partum ou du post abortum;0
14Z02A;14;Accouchements par voie basse sans complication significative;0
14Z02B;14;Accouchements par voie basse avec autres complications;0
14Z02C;14;Accouchements par voie basse avec complications majeures;0
21C02Z;21;Greffes de peau pour lésions autres que des brûlures;0
21C03Z;21;Parages de plaies pour lésions autres que des brûlures;0
21C04Z;21;Interventions sur la main ou le poignet à la suite de blessures;0
21C05V;21;Autres interventions pour blessures ou complications d'acte sans CMA;0
21C05W;21;Autres interventions pour blessures ou complications d'acte avec CMA;0
21M01S;21;Traumatismes, allergies et empoisonnements, avec CMAS;0
15Z06D;15;Nouveau-nés de 2000 g à 2499 g, avec problème majeur;0
01M04Z;1;Méningites virales;0
01M05V;1;Infections du système nerveux à l'exception des méningites virales, âge inférieur à 70 ans sans CMA;0
01M05W;1;Infections du système nerveux à l'exception des méningites virales, âge supérieur à 69 ans et/ou CMA;0
01M06V;1;Tumeurs du système nerveux, sans CMA;0
01M06W;1;Tumeurs du système nerveux, avec CMA;0
25Z03Z;25;Maladies dues au VIH, âge inférieur à 13 ans;0
26C01S;26;Interventions pour traumatismes multiples graves, avec CMAS non traumatiques;0
26C02Z;26;Interventions pour traumatismes multiples graves, sans CMAS;0
26M01S;26;Traumatismes multiples graves, avec CMAS non traumatiques;0
26M02Z;26;Traumatismes multiples graves, sans CMAS;0
27C02Z;27;Transplantations hépatiques;0
27C03Z;27;Transplantations pancréatiques;0
27C04Z;27;Transplantations pulmonaires;0
27C05Z;27;Transplantations cardiaques;0
05M09W;5;Insuffisances cardiaques et états de choc circulatoire avec CMA;0
05M10Z;5;Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans;0
05M11V;5;Cardiopathies congénitales et valvulopathies, âge de 18 à 69 ans sans CMA;0
05M11W;5;Cardiopathies congénitales et valvulopathies, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
05M12V;5;Troubles vasculaires périphériques, âge inférieur à 70 ans sans CMA;0
05M12W;5;Troubles vasculaires périphériques, âge supérieur à 69 ans et/ou CMA;0
05M13Z;5;Douleurs thoraciques;0
05M14Z;5;Arrêt cardiaque;0
05M15Z;5;Hypertension artérielle;0
05M16V;5;Athérosclérose coronarienne sans CMA;0
05M16W;5;Athérosclérose coronarienne avec CMA;0
05M17V;5;Autres affections de l'appareil circulatoire sans CMA;0
05M17W;5;Autres affections de l'appareil circulatoire avec CMA;0
05M18Z;5;Endocardites aiguës et subaiguës;0
06C02Z;6;Chirurgie majeure des malformations digestives;0
06C03V;6;Résections rectales sans CMA;0
06C03W;6;Résections rectales avec CMA;0
06C04V;6;Interventions majeures sur l'intestin grêle et le côlon sans CMA;0
06C04W;6;Interventions majeures sur l'intestin grêle et le côlon avec CMA;0
06C05Z;6;Interventions sur l'oesophage, l'estomac et le duodénum, âge inférieur à 18 ans;0
04M07V;4;Infections et inflammations respiratoires, âge supérieur à 17 ans sans CMA;0
04M07W;4;Infections et inflammations respiratoires, âge supérieur à 17 ans avec CMA;0
04M08V;4;Bronchopneumopathies chroniques sans CMA;0
04M08W;4;Bronchopneumopathies chroniques avec CMA;0
04M09V;4;Tumeurs de l'appareil respiratoire sans CMA;0
04M09W;4;Tumeurs de l'appareil respiratoire avec CMA;0
04M10V;4;Embolies pulmonaires sans CMA;0
04M10W;4;Embolies pulmonaires avec CMA;0
04M11V;4;Signes et symptômes respiratoires sans CMA;0
11C02W;11;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection tumorale, avec CMA;0
11C03V;11;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection non tumorale, sans CMA;0
11C03W;11;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection non tumorale, avec CMA;0
11C04Z;11;Autres interventions sur la vessie à l'exception des interventions transurétrales;0
11C05V;11;Interventions transurétrales ou par voie transcutanée sans CMA;0
11C05W;11;Interventions transurétrales ou par voie transcutanée avec CMA;0
11C06Z;11;Interventions sur l'urètre, âge inférieur à 18 ans;0
11C07Z;11;Interventions sur l'urètre, âge supérieur à 17 ans;0
11C08V;11;Autres interventions sur les reins et les voies urinaires sans CMA;0
06M11W;6;Ulcères gastroduodénaux non compliqués, âge supérieur à 69 ans et/ou CMA;0
07C02V;7;***Interventions sur le foie, le pancréas et les veines porte ou cave sans CMA;0
07C02W;7;***Interventions sur le foie, le pancréas et les veines porte ou cave avec CMA;0
07C03V;7;***Cholécystectomies avec exploration de la voie biliaire principale sans CMA;0
05K05W;5;Endoprothèses vasculaires et infarctus du myocarde avec décès et/ou complications et/ou morbidités associées;0
01M07Z;1;Maladies dégénératives du système nerveux, âge supérieur à 80 ans;0
01M08V;1;Maladies dégénératives du système nerveux, âge inférieur à 81 ans sans CMA;0
01M08W;1;Maladies dégénératives du système nerveux, âge inférieur à 81 ans avec CMA;0
01M09Z;1;Affections et lésions du rachis et de la moelle;0
05C07Z;5;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle;0
17M06W;17;Chimiothérapie pour autre tumeur, avec CMA;0
17M07V;17;Autres affections myéloprolifératives et tumeurs de siège imprécis ou diffus, âge inférieur à 70 ans sans CMA;0
17M07W;17;Autres affections myéloprolifératives et tumeurs de siège imprécis ou diffus, âge supérieur à 69 ans et/ou CMA;0
17M08Z;17;Leucémies aigües, âge inférieur à 18 ans;0
17M09V;17;Leucémies aigües, âge supérieur à 17 ans sans CMA;0
17M09W;17;Leucémies aigües, âge supérieur à 17 ans avec CMA;0
17M10V;17;Lymphomes ou autres leucémies sans CMA;0
17M10W;17;Lymphomes ou autres leucémies avec CMA;0
18C02V;18;Interventions pour maladies infectieuses ou parasitaires sans CMA;0
28Z08Z;28;Préparations à une irradiation externe avec une dosimétrie tridimensionnelle;0
28Z09Z;28;Autres préparations à une irradiation externe;0
28Z10Z;28;Curiethérapie, en séances;0
28Z11Z;28;Techniques spéciales d'irradiation externe, en séances;0
28Z12Z;28;Techniques complexes d'irradiation externe, en séances;0
28Z13Z;28;Autres techniques d'irradiation externe, en séances;0
28Z14Z;28;Transfusion, en séances;0
28Z15Z;28;Caisson d'oxygénothérapie hyperbare, en séances;0
90C01Z;90;***Actes sans relation avec le diagnostic principal;0
90H01Z;90;Erreurs détectées dans les RSA par le logiciel de mesure de l'activité hospitalière;0
90H02Z;90;Actes sans relation avec le diagnostic principal : séjours de 2 jours et plus;0
01M12V;1;Autres affections du système nerveux, âge inférieur à 70 ans sans CMA;0
01M12W;1;Autres affections du système nerveux, âge supérieur à 69 ans et/ou CMA;0
01M13Z;1;Troubles de la conscience et comas d'origine non traumatique;0
01M14V;1;Accidents vasculaires cérébraux non transitoires sans CMA;0
01M14W;1;Accidents vasculaires cérébraux non transitoires avec CMA;0
22C02Z;22;Brûlures non étendues avec greffe cutanée;0
22C03Z;22;Brûlures non étendues avec parages de plaie ou autres interventions chirurgicales;0
22M02Z;22;Brûlures non étendues sans intervention chirurgicale;0
22Z02Z;22;Brûlures étendues;0
23C02Z;23;Interventions chirurgicales avec autres motifs de recours aux services de santé;0
23M02Z;23;Rééducation;0
23M03V;23;Signes et symptômes sans CMA;0
09C03V;9;Greffes de peau et/ou parages de plaie à l'exception des ulcères cutanés et cellulites sans CMA;0
09C03W;9;Greffes de peau et/ou parages de plaie à l'exception des ulcères cutanés et cellulites avec CMA;0
09C04V;9;Mastectomies totales pour tumeur maligne sans CMA;0
09C04W;9;Mastectomies totales pour tumeur maligne avec CMA;0
09C05V;9;Mastectomies subtotales pour tumeur maligne sans CMA;0
09C05W;9;Mastectomies subtotales pour tumeur maligne avec CMA;0
09C06Z;9;Interventions sur le sein pour des affections non malignes autres que les actes de biopsie et d'excision locale;0
09C07Z;9;Biopsies et excisions locales pour des affections non malignes du sein;0
09C08Z;9;Interventions sur la région anale et périanale;0
09C09Z;9;Interventions plastiques en dehors de la chirurgie esthétique;0
09C10V;9;Autres interventions sur la peau, les tissus sous-cutanés ou les seins sans CMA;0
24C26Z;24;***Interventions sur le système utéroannexiel : séjours de moins de 2 jours;0
21M09W;21;Complications iatrogéniques non classées ailleurs avec CMA;0
09C02V;9;Greffes de peau et/ou parages de plaie pour ulcère cutané ou cellulite sans CMA;0
09C02W;9;Greffes de peau et/ou parages de plaie pour ulcère cutané ou cellulite avec CMA;0
17C05V;17;Autres interventions au cours d'affections myéloprolifératives ou de tumeurs de siège imprécis ou diffus sans CMA;0
17C05W;17;Autres interventions au cours d'affections myéloprolifératives ou de tumeurs de siège imprécis ou diffus avec CMA;0
17K02Z;17;Antécédents ou suspicion d'affections tumorales, avec exploration endoscopique;0
17K03Z;17;***Curiethérapies et autres irradiations internes;0
17K04Z;17;Autres irradiations;0
17K05Z;17;Curiethérapies de la prostate;0
17K06Z;17;Autres curiethérapies et irradiations internes;0
17M01S;17;Affections myéloprolifératives et tumeurs de siège imprécis ou diffus, avec CMAS;0
17M02Z;17;***Lymphomes ou leucémies, âge inférieur à 18 ans;0
17M03V;17;***Lymphomes ou leucémies, âge supérieur à 17 ans sans CMA;0
17M03W;17;***Lymphomes ou leucémies, âge supérieur à 17 ans avec CMA;0
17M04Z;17;Antécédents ou suspicion d'affections tumorales, avec autres explorations;0
17M05Z;17;Chimiothérapie pour leucémie aigüe;0
17M06V;17;Chimiothérapie pour autre tumeur, sans CMA;0
01M21Z;1;Douleurs chroniques rebelles;0
02C02V;2;Interventions sur la rétine, âge inférieur à 70 ans sans CMA;0
02C02W;2;Interventions sur la rétine, âge supérieur à 69 ans et/ou CMA;0
02C03Z;2;Interventions sur l'orbite;0
02C04Z;2;Autres interventions intraoculaires;0
02C05Z;2;Interventions sur le cristallin avec ou sans vitrectomie;0
02C06Z;2;Interventions primaires sur l'iris;0
02C07Z;2;Autres interventions extraoculaires, âge inférieur à 18 ans;0
90H03Z;90;Actes sans relation avec le diagnostic principal : séjours de moins de 2 jours;0
90Z00Z;90;Erreurs détectées par les contrôles effectués sur les RUM et leur séquencement;0
90Z01Z;90;Diagnostic invalide comme diagnostic principal, dans certaines circonstances;0
90Z02Z;90;Autres erreurs détectées dans le parcours de l'arbre de groupage;0
90Z03Z;90;Erreurs d'implémentation de la fonction groupage ou erreur d'exécution d'un programme.;0
11M12W;11;Signes et symptômes concernant les reins et les voies urinaires, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
12C01S;12;Interventions pour affections de l'appareil génital masculin, avec CMAS;0
12C02Z;12;***Interventions pelviennes majeures chez l'homme;0
12C03Z;12;Interventions sur le pénis;0
12C04V;12;Prostatectomies transurétrales sans CMA;0
12C04W;12;Prostatectomies transurétrales avec CMA;0
11M02W;11;Lithiases urinaires, âge supérieur à 69 ans et/ou CMA;0
01C03W;1;Craniotomies pour traumatisme, âge supérieur à 17 ans avec CMA;0
01C04V;1;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans sans CMA;0
01C04W;1;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans avec CMA;0
01C05V;1;Interventions sur le rachis et la moelle pour des affections neurologiques sans CMA;0
01C05W;1;Interventions sur le rachis et la moelle pour des affections neurologiques avec CMA;0
01C06V;1;Interventions sur le système vasculaire précérébral sans CMA;0
01C06W;1;Interventions sur le système vasculaire précérébral avec CMA;0
01C07Z;1;***Libérations du canal carpien;0
01C08V;1;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, âge inférieur à 70 ans sans CMA;0
24C27Z;24;Interventions sur la vulve, le vagin et le col utérin : séjours de moins de 2 jours;0
24C28Z;24;Dilatations et curetages en dehors de la grossesse, conisations : séjours de moins de 2 jours;0
24C29Z;24;Affections de la CMD 13 : séjours de moins de 2 jours, avec autre acte opératoire de la CMD 13;0
24C30Z;24;Dilatations et curetages au cours de la grossesse, en dehors des interruptions volontaires : séjours de moins de 2 jours;0
24C31Z;24;Affections de la CMD 14 : séjours de moins de 2 jours, avec autre acte opératoire de la CMD 14;0
24C32Z;24;Affections de la CMD 16 : séjours de moins de 2 jours, avec acte opératoire de la CMD 16;0
24C33Z;24;Affections de la CMD 17 : séjours de moins de 2 jours, avec acte opératoire;0
24C34Z;24;Affections de la CMD 18 : séjours de moins de 2 jours, avec acte opératoire;0
IIIIII;99;valeur inconnue;1
XXXXXX;0;sans objet;2
11K02W;11;Insuffisance rénale, avec dialyse, âge supérieur à 69 ans et/ou CMA;0
11M01S;11;Affections des reins et des voies urinaires, avec CMAS;0
11M02V;11;Lithiases urinaires, âge inférieur à 70 ans sans CMA;0
18C02W;18;Interventions pour maladies infectieuses ou parasitaires avec CMA;0
18M02V;18;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur à 18 ans sans CMA;0
18M02W;18;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur à 18 ans avec CMA;0
18M03Z;18;Maladies virales, âge supérieur à 17 ans;0
18M04V;18;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans sans CMA;0
18M04W;18;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans avec CMA;0
18M05V;18;Infections postopératoires et posttraumatiques sans CMA;0
18M05W;18;Infections postopératoires et posttraumatiques avec CMA;0
18M06Z;18;Septicémies, âge inférieur à 18 ans;0
18M07V;18;Septicémies, âge supérieur à 17 ans sans CMA;0
18M07W;18;Septicémies, âge supérieur à 17 ans avec CMA;0
02C08V;2;Autres interventions extraoculaires, âge de 18 à 69 ans sans CMA;0
24M23Z;24;Affections de la CMD 13 : séjours de moins de 2 jours, sans acte opératoire de la CMD 13;0
24M24Z;24;Affections de l'ante partum : séjours de moins de 2 jours;0
24M25Z;24;Affections de la CMD 14 : séjours de moins de 2 jours, sans acte opératoire de la CMD 14;0
24M26Z;24;Affections de la CMD 16 : séjours de moins de 2 jours, sans acte opératoire de la CMD 16;0
24M27Z;24;Affections de la CMD 17 : séjours de moins de 2 jours, sans acte opératoire;0
24M28Z;24;Affections de la CMD 18 : séjours de moins de 2 jours, sans acte opératoire;0
24M29Z;24;Troubles aigus de l'adaptation et du fonctionnement psychosocial : séjours de moins de 2 jours;0
24M30Z;24;Affections de la CMD 19 : séjours de moins de 2 jours, sans acte opératoire;0
24M31Z;24;Effets toxiques des médicaments et autres produits : séjours de moins de 2 jours;0
24M32Z;24;Affections de la CMD 21 : séjours de moins de 2 jours, sans acte opératoire de la CMD 21;0
24M33Z;24;Affections de la CMD 22 : séjours de moins de 2 jours, sans acte opératoire de la CMD 22;0
24M34Z;24;Autres motifs de recours pour infection à VIH : séjours de moins de 2 jours;0
08C19Z;8;Arthroscopies;0
08C20Z;8;Greffes de peau pour maladie de l'appareil musculosquelettique ou du tissu conjonctif;0
08C21V;8;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif sans CMA;0
08C21W;8;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif avec CMA;0
08C22Z;8;Interventions pour reprise de prothèses articulaires;0
08C23V;8;Prothèses de hanche sans CMA;0
08C23W;8;Prothèses de hanche avec CMA;0
08C24Z;8;Prothèses de genou;0
08C25Z;8;Prothèses d'épaule;0
08C26Z;8;Interventions majeures sur le rachis;0
08C27V;8;Autres interventions sur le rachis sans CMA;0
24C54Z;24;Libérations du canal carpien et d'autres nerfs superficiels : séjours de moins de 2 jours;0
24C55Z;24;Autres interventions sur la main  : séjours de moins de 2 jours;0
24K01Z;24;Greffes de cellules souches hématopoïétiques : séjours de moins de 2 jours;0
24K02Z;24;***Endoscopies avec anesthésie : séjours de moins de 2 jours;0
05C06W;5;Autres interventions cardiothoraciques âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, avec CMA;0
24M09Z;24;Arythmies et troubles de la conduction cardiaque : séjours de moins de 2 jours;0
24M10Z;24;Affections de la CMD 05 : séjours de moins de 2 jours, sans acte opératoire de la CMD 05;0
24M11Z;24;Gastroentérites et maladies diverses du tube digestif : séjours de moins de 2 jours;0
24M12Z;24;Affections de la CMD 06 : séjours de moins de 2 jours, sans acte opératoire de la CMD 06;0
24M13Z;24;Affections de la CMD 07 : séjours de moins de 2 jours, sans acte opératoire de la CMD 07;0
24M14Z;24;Pathologies rachidiennes relevant d'un traitement médical : séjours de moins de 2 jours;0
24C03Z;24;Interventions sur le cristallin : séjours de moins de 2 jours;0
24C04Z;24;Affections de la CMD 02 : séjours de moins de 2 jours, avec autre acte opératoire de la CMD 02;0
24C05Z;24;Amygdalectomies et/ou adénoïdectomies : séjours de moins de 2 jours;0
24C06Z;24;Drains transtympaniques : séjours de moins de 2 jours;0
24C07Z;24;Affections de la CMD 03 : séjours de moins de 2 jours, avec autre acte opératoire de la CMD 03;0
24C08Z;24;Affections de la CMD 04 : séjours de moins de 2 jours, avec acte opératoire de la CMD 04;0
24C09Z;24;Ligatures de veines et éveinages : séjours de moins de 2 jours;0
08M03W;8;Fractures, entorses, luxations et dislocations de l'avant-bras, de la main, du pied ou multiples ou mal précisées, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
08M04V;8;Fractures de la hanche et du bassin sans CMA;0
06C16W;6;Interventions sur l'oesophage, l'estomac et le duodénum pour tumeurs malignes, âge supérieur à 17 ans avec CMA;0
06C17V;6;Interventions sur l'oesophage, l'estomac et le duodénum pour affections non malignes, âge supérieur à 17 ans sans CMA;0
06C17W;6;Interventions sur l'oesophage, l'estomac et le duodénum pour affections non malignes, âge supérieur à 17 ans avec CMA;0
06M01S;6;Affections du tube digestif avec CMAS;0
06M02V;6;Gastroentérites et maladies diverses du tube digestif, âge inférieur à 18 ans sans CMA;0
06M02W;6;Gastroentérites et maladies diverses du tube digestif, âge inférieur à 18 ans avec CMA;0
12C06Z;12;Interventions sur les testicules pour des affections non malignes, âge inférieur à 18 ans;0
12C07Z;12;Interventions sur les testicules pour des affections non malignes, âge supérieur à 17 ans;0
12C08Z;12;Circoncisions;0
12C09Z;12;Autres interventions pour tumeurs malignes de l'appareil génital masculin;0
12C10Z;12;Autres interventions pour des affections non malignes de l'appareil génital masculin;0
12C11Z;12;Interventions pelviennes majeures chez l'homme pour tumeurs malignes;0
12C12Z;12;Interventions pelviennes majeures chez l'homme pour affections non malignes;0
12M02V;12;Infections et inflammations de l'appareil génital masculin, âge inférieur à 70 ans sans CMA;0
12M02W;12;Infections et inflammations de l'appareil génital masculin, âge supérieur à 69 ans et/ou CMA;0
12M03V;12;Tumeurs malignes de l'appareil génital masculin sans CMA;0
12M03W;12;Tumeurs malignes de l'appareil génital masculin avec CMA;0
07C09V;7;Interventions sur le foie, le pancréas et les veines porte ou cave pour tumeurs malignes sans CMA;0
07C09W;7;Interventions sur le foie, le pancréas et les veines porte ou cave pour tumeurs malignes avec CMA;0
08C18V;8;Interventions sur la main et le poignet pour une affection autre qu'un kyste synovial sans CMA;0
08C18W;8;Interventions sur la main et le poignet pour une affection autre qu'un kyste synovial avec CMA;0
24M15Z;24;Fractures, entorses et luxations : séjours de moins de 2 jours, sans anesthésie;0
24M16Z;24;Affections de la CMD 08 : séjours de moins de 2 jours, sans acte opératoire de la CMD 08;0
