SIN_MLP_TAB;SIN_MLP_BTR;SIN_SYN_LOP;SIN_SYN_PAT;SIN_MLP_LIB;TEC_COL
057;A;D;M76I;Genou droit : Tendinopathie quadricipitale objectivée par échographie;0
057;A;D;M76J;Genou gauche : Tendinopathie quadricipitale objectivée par échographie;0
057;A;D;M76K;Genou droit : Tendinopathie de la patte d'oie objectivée par échographie;0
057;A;D;M76L;Genou gauche : Tendinopathie de la patte d'oie objectivée par échographie;0
057;A;D;M76M;Genou droit : Syndrome de la bandelette ilio-tibiale objectivée par échographie;0
057;A;D;M76N;Genou gauche : Syndrome de la bandelette ilio-tibiale objectivée par échographie;0
057;A;E;M766;Tendinite achilléenne FIN CODE 08/08/2008;0
057;A;E;M76E;Tendinite achilléenne droite FIN CODE 01/05/2018;0
057;A;E;M76F;Tendinite achilléenne gauche FIN CODE 01/05/2018;0
057;A;E;M76O;Cheville pied : Tendinite achilléenne droite objectivée par échographie;0
057;A;E;M76P;Cheville pied : Tendinite achilléenne gauche objectivée par échographie;0
057;A;Z;A69X;Association de plusieurs syndromes du membre supérieur droit;0
057;A;Z;B69X;Association de plusieurs syndromes du membre supérieur gauche;0
057;A;Z;C69X;Association de plusieurs syndromes du membre inférieur droit;0
057;A;Z;D69X;Association de plusieurs syndromes du membre inférieur gauche;0
057;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
058;A;A;R252;Crampes musculaires avec sueurs profuses;0
058;A;A;R34X;Oligurie;0
058;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
059;A;A;G622;Polynévrites;0
061;A;A;J680;Bronchopneumopathie aiguë;0
061;A;A;M838;Ostéomalacie FIN CODE 20/06/2004;0
061;A;A;M83X;Ostéomalacie;0
061;A;A;N143;Néphropathie avec protéinurie FIN CODE 20/06/2004;0
061;A;A;N14X;Néphropathie avec protéinurie;0
061;A;A;R11X;Troubles gastro-intestinaux aigus;0
061;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
061;B;A;C34X;Cancer broncho-pulmonaire;0
062;A;A;0000;Non précisé;0
062;A;A;H105;Blépharo-conjonctivite récidivante;0
062;A;A;J30X;Rhinite;0
062;A;A;J311;Rhino-pharyngite FIN CODE 20/06/2004;0
062;A;A;J40X;Syndrome bronchique récidivant;0
062;A;A;J450;Asthme;0
062;A;A;J68X;Pneumopathie interstitielle d'hypersensibilité aiguë ou subaiguë;0
062;A;A;L23X;Lésions eczématiformes;0
062;A;B;J68X;Pneumopathie d'hypersensibilité chronique;0
062;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
063;A;A;H102;Conjonctivite aiguë bilatérale;0
063;A;A;J30X;Rhinite;0
063;A;A;J450;Asthme;0
063;A;A;L23X;Lésions eczématiformes;0
063;A;A;L24X;Ulcérations cutanées FIN CODE 20/06/2004;0
063;A;A;L984;Ulcérations cutanées;0
063;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
064;A;A;T58X;Céphalées. asthénie. vertiges. nausées;0
065;A;A;L23X;Lésions eczématiformes;0
066;A;A;0000;Non précisé;0
066;A;A;J30X;Rhinite;0
066;A;A;J450;Asthme;0
066;A;A;J961;Insuffisance respiratoire chronique obstructive secondaire à la maladie asthmatique;0
066;A;B;J67X;Syndrome respiratoire fébrile FIN CODE 20/06/2004;0
066;A;B;J841;Fibrose pulmonaire FIN CODE 20/06/2004;0
066;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
066;B;A;I500;Insuffisance ventriculaire droite compliquant une fibrose pulmonaire;0
066;B;A;J67X;Bronchoalvéolite aiguë ou subaiguë;0
066;B;A;J841;Fibrose pulmonaire;0
066;B;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
067;A;A;J340;Ulcérations nasales;0
067;A;A;J348;Perforations nasales;0
068;A;A;A21X;Tularémie;0
069;A;0;0000;Non précisé;0
069;A;A;I730;Troubles angioneurotiques de la main FIN CODE 08/08/2008;0
069;A;A;I73A;Troubles angioneurotiques de la main droite;0
069;A;A;I73B;Troubles angioneurotiques de la main gauche;0
069;A;A;M192;Arthrose du coude FIN CODE 08/08/2008;0
069;A;A;M19A;Arthrose du coude droit;0
069;A;A;M19B;Arthrose du coude gauche;0
069;A;A;M931;Ostéonécrose du semi-lunaire (maladie de Kienböck) FIN CODE 08/08/2008;0
069;A;A;M938;Ostéonécrose du scaphoïde carpien (maladie de Kölher) FIN CODE 08/08/2008;0
069;A;A;M93A;Ostéonécrose du semi-lunaire (maladie de Kienböck) droite;0
069;A;A;M93B;Ostéonécrose du semi-lunaire (maladie de Kienböck) gauche;0
069;A;A;M93C;Ostéonécrose du scaphoïde carpien (maladie de Kölher) droit;0
069;A;A;M93D;Ostéonécrose du scaphoïde carpien (maladie de Kölher) gauche;0
069;A;B;M192;Arthrose du coude FIN CODE 08/08/2008;0
069;A;B;M19A;Arthrose du coude droit;0
069;A;B;M19B;Arthrose du coude gauche;0
069;A;B;M19C;Arthrose du coude droite;0
069;A;B;M19D;Arthrose du coude gauche;0
069;A;B;M931;Ostéonécrose du semi-lunaire (maladie de Kienböck) FIN CODE 08/08/2008;0
069;A;B;M938;Ostéonécrose du scaphoïde carpien (maladie de Kölher) FIN CODE 08/08/2008;0
069;A;B;M93A;Ostéonécrose du semi-lunaire (maladie de Kienböck) droite;0
069;A;B;M93B;Ostéonécrose du semi-lunaire (maladie de Kienböck) gauche;0
069;A;B;M93C;Ostéonécrose du scaphoïde carpien (maladie de Kölher) droite;0
069;A;B;M93D;Ostéonécrose du scaphoïde carpien (maladie de Kölher) gauche;0
069;A;C;I730;Atteint vasculaire cubito-palmaire FIN CODE 08/08/2008;0
069;A;C;I73C;Atteinte vasculaire cubito-palmaire droite;0
069;A;C;I73D;Atteinte vasculaire cubito-palmaire gauche;0
069;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
070;A;A;I50X;MP Issue transcodage MEDICIS FIN CODE 20/06/2004;0
070;A;A;J18X;MP Issue transcodage MEDICIS FIN CODE 20/06/2004;0
070;A;A;J30X;Rhinite;0
070;A;A;J450;Asthme ou dyspnée asthmatiforme;0
070;A;A;J688;MP Issue transcodage MEDICIS FIN CODE 20/06/2004;0
070;A;A;J841;MP Issue transcodage MEDICIS FIN CODE 20/06/2004;0
070;A;A;J961;Insuffisance respiratoire chronique obstructive secondaire à la maladie asthmatique;0
070;A;A;L23X;Lésions eczématiformes;0
070;A;A;R05X;MP Issue transcodage MEDICIS FIN CODE 20/06/2004;0
070;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
070;B;A;I500;Insuffisance ventriculaire droite compliquant une fibrose pulmonaire;0
070;B;A;I50X;Insuffisance ventriculaire droite;0
070;B;A;J18X;Infection pulmonaire compliquant une fibrose pulmonaire;0
070;B;A;J20X;Syndrome respiratoire irritatif à type de toux et de dyspnée;0
070;B;A;J638;Broncho-alvéolite aiguë ou subaiguë FIN CODE 20/06/2004;0
070;B;A;J683;Broncho-alvéolite aiguë ou subaiguë;0
070;B;A;J841;Fibrose pulmonaire diffuse;0
070;B;A;R05X;Syndrome respiratoire irritatif à type de toux et de dyspnée FIN CODE 20/06/2004;0
070;B;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
070;T;A;C34X;Cancer broncho-pulmonaire;0
071;A;A;H268;Cataracte;0
071;B;A;H110;Ptérygion;0
072;A;A;I20X;Angine de poitrine;0
072;A;A;I21X;Infarctus du myocarde;0
073;A;A;J68X;Stibiose;0
073;A;A;L23X;Lésions eczématiformes;0
073;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
074;A;A;H10X;Conjonctivite;0
074;A;A;J30X;Rhinite;0
074;A;A;J450;Asthme;0
074;A;A;L23X;Dermite eczématiforme;0
074;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
075;A;A;H10X;Conjonctivite;0
075;A;A;J681;Oedème pulmonaire;0
075;A;A;J682;Affection des voies aériennes;0
075;A;A;T26X;Brûlures oculaires;0
075;A;A;T30X;Brûlures et irritations cutanées;0
075;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
076;A;A;A412;Septicémie staphylococcique;0
076;A;A;A490;Atteinte viscérale staphylococcique;0
076;A;A;L030;Panaris à staphylocoques;0
076;A;B;A418;Septicémie à Pseudomonas;0
076;A;B;A498;Localisation viscérale, cutanéo-muqueuses ou oculaire d'infection à Pseudomonas;0
076;A;C;A418;Septicémie due à des entérobactéries;0
076;A;D;A403;Septicémie pneumococcique;0
076;A;D;G001;Méningite purulente pneumococcique;0
076;A;D;J13X;Pneumonie ou broncho-pneumonie pneumococcique;0
076;A;E;A46X;Erysipèle;0
076;A;E;H66X;Otite compliquée à streptocoques FIN CODE 20/06/2004;0
076;A;E;H670;Otite compliquée à streptocoques;0
076;A;E;I091;Endocardite à streptocoque;0
076;A;E;J154;Broncho-pneumonie à streptocoques;0
076;A;E;N00X;Glomérulonéphrite aiguë à streptocoques;0
076;A;F;A390;Méningite FIN CODE 20/06/2004;0
076;A;F;A398;Conjonctivite à méningocoques;0
076;A;F;G01X;Méningite à méningocoques;0
076;A;G;A01X;Fièvre typhoïde ou paratyphoïde A ou B;0
076;A;H;A039;Dysenterie bacillaire;0
076;A;I;A00X;Choléra;0
076;A;J;A99X;Fièvre hémorragique;0
076;A;K;A544;Complications articulaires des gonococcies;0
076;A;K;A548;Gonococcie cutanée;0
076;A;L;A512;Tréponématose primaire cutanée;0
076;A;M;B01X;Varicelle et ses complications aiguës;0
076;A;M;B02X;Zona;0
076;A;N;B86X;Gale;0
077;A;0;0000;Non précisé;0
077;A;A;L030;Atteinte des doigts;0
077;A;B;L030;Atteinte des orteils;0
077;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
078;A;A;J340;Ulcérations nasales;0
078;A;A;J348;Perforations nasales;0
078;A;A;J34X;Lésions nasales : ulcérations FIN CODE 20/06/2004;0
078;A;A;L24X;Ulcérations cutanées FIN CODE 20/06/2004;0
078;A;A;L984;Ulcérations cutanées;0
078;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
079;A;A;M232;Lésions chroniques du ménisque FIN CODE 08/08/2008;0
079;A;A;M23A;Lésions chroniques du ménisque droit FIN CODE 01/05/2018;0
079;A;A;M23B;Lésions chroniques du ménisque gauche FIN CODE 01/05/2018;0
079;A;A;M23C;Lésions chroniques à caractère dégénératif du ménisque droit confirmées par IRM ou chirurgie;0
079;A;A;M23D;Lésions chroniques à caractère dégénératif du ménisque gauche confirmées par IRM ou chirurgie;0
079;A;Z;R69X;Association de plusieurs syndromes du tableau;0
080;A;A;H161;Kératite nummulaire sous-épithéliale FIN CODE 20/06/2004;0
080;A;A;H16X;Kératite virale nummulaire sous-épithéliale;0
080;A;B;H162;Kératite superficielle ulcéreuse avec conjonctivite associée FIN CODE 20/06/2004;0
080;A;B;H16X;Kératite virale superficielle ulcéreuse avec conjonctivite associée;0
080;A;C;B303;Conjonctivite virale hémorragique;0
080;A;D;H114;Conjonctivite virale oedémateuse avec chémosis;0
080;A;E;H131;Conjonctivite virale folliculaire avec ou sans participation cornéenne;0
080;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
081;A;A;C34X;Cancer bronchique;0
082;A;A;H10X;Conjonctivite;0
082;A;A;J30X;Rhinite;0
082;A;A;J44X;Manifestations respiratoires chroniques;0
082;A;A;J450;Asthme;0
082;A;A;L23X;Lésions eczématiformes;0
082;A;A;R06X;Manifestations respiratoires chroniques FIN CODE 20/06/2004;0
082;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
083;A;A;H650;Otites moyennes subaiguës FIN CODE 20/06/2004;0
083;A;A;H652;Otites moyennes chroniques FIN CODE 20/06/2004;0
083;A;A;H839;Lésions de l'oreille interne;0
083;A;A;T700;Otite moyenne subaigus  ou chronique;0
083;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
084;A;A;0000;Non précisé;0
084;A;A;E40X;Kwashiorkor ( libellé récupéré de la table AT_OMS_V à valider par MOA );0
084;A;A;H108;Conjonctivite irritative;0
084;A;A;L23X;Lésions eczématiformes;0
084;A;A;L24X;Dermites irritatives;0
084;A;A;R26X;Syndrome ébrieux FIN CODE 20/06/2004;0
084;A;A;R40X;Syndrome narcotique pouvant aller jusqu'au coma;0
084;A;A;R41X;Syndrome ébrieux;0
084;A;B;G92X;Encéphalopathie toxique;0
084;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
085;A;A;C71X;Glioblastome;0
086;A;A;A280;Manifestations cliniques aiguës;0
086;A;B;A280;Manifestations loco-régionales tardives;0
087;A;A;0000;Non précisé;0
087;A;A;A048;Forme typhoïde avec troubles digestifs et états stuporeux;0
087;A;A;G028;Forme neuroméningée;0
087;A;A;J178;Pneumopathie aiguë;0
087;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
088;A;A;A260;Forme cutanée;0
088;A;A;A267;Forme septicémique;0
088;A;A;M01X;Forme cutanée associée à une arthrite;0
088;A;B;A260;Forme cutanée associée FIN CODE 20/06/2004;0
088;A;C;A260;Formes cutanées chroniques FIN CODE 20/06/2004;0
088;A;Z;R69X;Association de plusieurs syndromes du tableau;0
089;A;A;K71X;Hépatite;0
090;A;A;J66X;Syndrome respiratoire obstructif aigu;0
090;A;B;J44X;Bronchopneumopathie chronique obstructive;0
091;A;A;J44X;Bronchopneumopathie chronique obstructive;0
092;A;A;A408;Septicémie isolée;0
092;A;A;G002;Méningite purulente avec bactériémie;0
092;A;A;G518;Paralysie faciale;0
092;A;A;H440;Endophtalmie, uvéite;0
092;A;A;H839;Atteinte cochléo-vestibulaire aiguë;0
092;A;A;I330;Endocardite FIN CODE 20/06/2004;0
092;A;A;I39X;Endocardite;0
092;A;A;I400;Myocardite;0
092;A;A;J178;Pneumonie;0
092;A;A;M002;Arthrites inflammatoire ou septique;0
093;A;A;H104;Conjonctivite chronique;0
093;A;A;H105;Blépharoconjonctivite chronique;0
094;A;A;J44X;Bronchopneumopathie chronique obstructive;0
095;A;A;H102;Conjonctivite aiguë bilatérale;0
095;A;A;J30X;Rhinite;0
095;A;A;J450;Asthme;0
095;A;A;L23X;Lésions eczématiformes;0
095;A;A;L506;Urticaire de contact;0
095;A;A;T782;Choc anaphylactique;0
095;A;A;T783;Urticaire géante. Oedème de Quincke;0
095;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
096;A;A;A985;Infections aiguës à Hantavirus;0
097;A;A;M511;Sciatique par hernie discale;0
097;A;A;M51A;Sciatique par hernie discale L4-L5;0
097;A;A;M51B;Sciatique par hernie discale L5-S1;0
097;A;B;M511;Radiculalgie crurale par hernie discale;0
097;A;B;M51A;Radiculalgie crurale par hernie discale L2-L3;0
097;A;B;M51B;Radiculalgie crurale par hernie discale L3-L4;0
097;A;B;M51C;Radiculalgie crurale par hernie discale L4-L5;0
097;A;Z;R69X;Association de plusieurs syndromes d'hernies discales pluri-étagées;0
098;A;A;C921;Affections chroniques du rachis lombaire provoquées par la manutentions manuelles de charges lourdes : Radiculalgie hernie discale L4L21;0
098;A;A;M511;Sciatique par hernie discale;0
098;A;A;M51A;Sciatique par hernie discale L4-L5;0
098;A;A;M51B;Sciatique par hernie discale L5-S1;0
098;A;B;M511;Radiculalgie crurale par hernie discale;0
098;A;B;M51A;Radiculalgie crurale par hernie discale L2-L3;0
098;A;B;M51B;Radiculalgie crurale par hernie discale L3-L4;0
098;A;B;M51C;Radiculalgie crurale par hernie discale L4-L5;0
098;A;Z;R69X;Association de plusieurs syndromes d'hernies discales pluri-étagées;0
099;A;A;C921;Leucémie myéloïde chronique;0
100;A;A;J960;Insuffisance respiratoire aiguë par infection à SARS-COV-2;0
777;I;X;IIII;VALEUR INCONNUE;1
888;N;W;NNNN;Non précisé;0
A01;A;A;A35X;TETANOS;0
A02;A;A;D638;ANEMIE;0
A04;A;A;A220;PUSTULE MALIGNE;0
A04;A;A;A221;CHARBON PULMONAIRE;0
A04;A;A;A222;CHARBON GASTRO-INTESTINAL;0
A04;A;A;A228;OEDEME MALIN;0
A05;A;A;A270;LEPTOSPIROSE;0
A05;B;A;A692;ERYTHEME MIGRANT DE LIPSCHUTZ;0
A05;B;B;G01X;MENINGITE LYMPHOCYTAIRE;0
A05;B;B;I301;PERICARDITE;0
A05;B;B;I459;TROUBLES DE LA CONDUCTION;0
A05;B;B;M012;OLIGOARTHRITE REGRESSIVE;0
A05;B;B;M036;ARTHRITE CHRONIQUE DESTRUCTIVE;0
A05;B;C;G048;ENCEPHALOMYELITE PROGRESSIVE;0
A05;B;C;L908;DERMATITE CHRONIQUE ATROPHIANTE;0
A06;A;A;A41A;BRUCELLOSE AIGUE + SEPTICEMIE (FIEVRE ONDULANTE);0
A06;A;A;A41B;BRUCELLOSE AIGUE + SEPTICEMIE (SYNDROME GRIPPAL);0
A06;A;A;A41C;BRUCELLOSE AIGUE + SEPTICEMIE (PSEUDO-TYPHOIDIQUE);0
A06;A;A;A41D;BRUCELLOSE SUBAIGUE GENITALE;0
A06;A;B;G050;BRUCELLOSE SUBAIGUE NEURO MENINGEE;0
A06;A;B;J208;BRUCELLOSE SUBAIGUE BRONCHITE-PNEUMOPATHIE;0
A06;A;B;K770;BRUCELLOSE SUBAIGUE HEPATO-SPLENIQUE;0
A06;A;B;M018;BRUCELLOSE SUBAIGUE MONO ET POLY-ARTHRITE;0
A06;A;B;N410;PROSTATITE;0
A06;A;B;N45X;ORCHI-EPIDIDYMITE;0
A06;A;B;N700;SALPINGITE;0
A06;A;C;D638;BRUCELLOSE CHRONIQUE ANEMIE, PURPURA, HEMORRAGIE, ADENOPATHIE;0
A06;A;C;G050;BRUCELLOSE CHRONIQUEMENINGO-ENCEPHALITE, ARACHNOIDITE (ETC);0
A06;A;C;G548;BRUCELLOSE CHRONIQUE NEVRITE;0
A06;A;C;I398;BRUCELLOSE CHRONIQUE ENDOCARDITE;0
A06;A;C;I809;BRUCELLOSE CHRONIQUEPHLEBITE;0
A06;A;C;J42X;BRUCELLOSE CHRONIQUE BRONCHITE, PNEUMOPATHIE;0
A06;A;C;J91X;BRUCELLOSE CHRONIQUE PLEURESIE;0
A06;A;C;K770;BRUCELLOSE CHRONIQUE HEPATITE;0
A06;A;C;L238;BRUCELLOSE CHRONIQUE MANIFESTATIONS CUTANEES ALLERGIES;0
A06;A;C;M036;BRUCELLOSE CHRONIQUE ARTHRITE,OSTEITE,SPONDYLODISCITE (ETC);0
A06;A;C;N160;BRUCELLOSE CHRONIQUE NEPHRITE;0
044;B;A;J43X;Emphysème;0
045;A;A;0000;Non précisé;0
045;A;A;B150;Hépatite fulminante à virus A;0
045;A;A;B159;Hépatite aiguë ou subaiguë à virus A;0
045;A;A;B15X;Hépatite à virus A FIN CODE 01/01/2000;0
045;A;A;B16X;Hépatite à virus B FIN CODE 01/01/2000;0
045;A;A;B172;Hépatite aiguë à virus E;0
045;A;A;B17X;Hépatite à virus non A, non B FIN CODE 01/01/2000;0
045;A;A;B188;Hépatite à virus A, forme à rechutes;0
045;A;A;K746;Cirrhose post-hépatitique FIN CODE 01/01/2000;0
045;A;B;B160;Hépatite fulminante à virus B et D;0
045;A;B;B161;Hépatite aiguë à virus B et D;0
045;A;B;B162;Hépatite fulminante à virus B;0
045;A;B;B169;Hépatite aiguë à virus B;0
045;A;B;B171;Hépatite aiguë à virus C;0
045;A;B;B172;Hépatite aiguë ou subaiguë à virus E FIN CODE 01/01/2000;0
045;A;B;B178;Hépatite fulminante à virus E FIN CODE 20/06/2004;0
045;A;B;B180;Hépatite chronique active à virus B et D;0
045;A;B;B181;Hépatite chronique à virus B;0
045;A;B;B182;Hépatite chronique à virus C;0
045;A;B;C220;Carcinome hépato-cellulaire post hépatite à virus B;0
045;A;B;D891;Infection chronique par le virus C avec cryo-globulinémie;0
045;A;B;E801;Infection chronique par le virus C sans cryo-globulinémie;0
045;A;B;K746;Cirrhose post hépatite à virus B;0
045;A;B;M30X;Manifestations extra-hépatiques dues à l'infection chronique par le virus B;0
045;A;B;R688;Infection par le virus B;0
045;A;C;B160;Hépatite fulminante à virus B FIN CODE 20/06/2004;0
045;A;C;B169;Hépatite aiguë à virus B avec ou sans manifestations ictériques FIN CODE 20/06/2004;0
045;A;C;B181;Hépatite chronique à virus B active ou non FIN CODE 20/06/2004;0
045;A;C;C220;Carcinome hépato-cellulaire post hépatite à virus C;0
045;A;C;K746;Cirrhose post hépatite à virus C;0
045;A;C;L99X;Manifestations extra-hépatiques dues à l'infection aiguë par le virus B FIN CODE 20/06/2004;0
045;A;C;M30X;Manifestations extra-hépatiques dues à l'infection chronique par le virus B FIN CODE 20/06/2004;0
045;A;D;B160;Hépatite fulminante due à la co-infection d'une hépatite B par le virus D FIN CODE 20/06/2004;0
045;A;D;B161;Hépatite aiguë due à la co-infection d'une hépatite B par le virus D FIN CODE 20/06/2004;0
045;A;D;B180;Hépatite chronique active due à la co-infection d'une hépatite B par le virus D FIN CODE 20/06/2004;0
045;A;E;B171;Hépatite aiguë à virus C avec ou sans manifestations cliniques FIN CODE 20/06/2004;0
045;A;E;B182;Hépatite chronique à virus C active ou non FIN CODE 20/06/2004;0
045;A;E;C220;Carcinome hépato-cellulaire post hépatite à virus C FIN CODE 20/06/2004;0
045;A;E;D891;Manifestations extra-hépatiques dues à l'infection chronique par le virus C associées à une cryo-globulinémie FIN CODE 20/06/2004;0
045;A;E;E801;Manifestations extra-hépatiques dues à l'infection chronique par le virus C hors de la présence d'une cryo-globulinémie FIN CODE 20/06/2004;0
045;A;E;K746;Cirrhose post hépatite à virus B FIN CODE 20/06/2004;0
045;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
046;A;A;B354;Mycoses de la peau glabre;0
046;A;A;B355;Mycoses de la peau glabre FIN CODE 20/06/2004;0
046;A;B;B350;Mycoses du cuir chevelu;0
046;A;C;B353;Mycoses des orteils;0
046;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
047;A;A;H10X;Conjonctivite;0
047;A;A;J30X;Rhinite;0
047;A;A;J450;Asthme;0
047;A;A;J67X;Syndrome respiratoire;0
047;A;A;J841;Fibrose pulmonaire;0
047;A;A;L23X;Lésions eczématiformes;0
047;A;B;C300;Carcinome des fosses nasales;0
047;A;B;C31X;Cancer de l'ethmoïde et des sinus de la face;0
047;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
049;A;A;J450;Asthme ou dyspnée asthmatiforme FIN CODE 20/06/2004;0
049;A;A;L23X;Dermites eczématiformes;0
049;A;A;R69X;Association de plusieurs syndromes du tableau FIN CODE 20/06/2004;0
049;B;A;J30X;Rhinite;0
049;B;A;J450;Asthme;0
049;B;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
050;A;A;D594;Anémie hémolytique;0
050;A;A;J30X;Rhinite;0
050;A;A;J450;Asthme;0
050;A;A;L23X;Lésions eczématiformes;0
050;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
051;A;A;L23X;Lésions eczématiformes;0
052;A;A;C49X;Angiosarcome;0
052;A;A;I738;Troubles angioneurotiques des doigts et des orteils;0
052;A;A;K766;Hypertension portale;0
052;A;A;M895;Ostéolyse des phalanges unguéales des mains;0
052;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
052;B;A;C220;Carcinome hépatocellulaire confirmé histologiquement et associé au moins à deux lésions du foie non tumoral;0
053;A;A;A799;Manifestations cliniques aiguës d'une rickettsiose;0
053;A;A;C220;Affections dues aux rickettsies : Rickettsioses;0
053;A;B;A78X;Manifestations cliniques aiguës d'une fièvre Q;0
053;A;B;I330;Endocardite FIN CODE 20/06/2004;0
053;A;B;I39X;Endocardite;0
053;A;B;K770;Hépatite granulomateuse;0
053;A;Z;R69X;Association de plusieurs syndromes du tableau FIN CODE 01/06/2015;0
054;A;A;A80X;Poliomyélite;0
055;A;A;A06X;Amibiase;0
056;A;A;A82X;Rage;0
056;A;A;Y59X;Affection imputable à la séro ou vaccinothérapie antirabique;0
057;A;0;0000;Non précisé;0
057;A;A;M750;Epaule enraidie FIN CODE 08/08/2008;0
057;A;A;M751;Epaule douloureuse FIN CODE 08/08/2008;0
057;A;A;M755;Epaule douloureuse FIN CODE 20/06/2004;0
057;A;A;M75A;Epaule enraidie droite;0
057;A;A;M75B;Epaule enraidie gauche;0
057;A;A;M75C;Epaule douloureuse droite;0
057;A;A;M75D;Epaule douloureuse gauche;0
057;A;A;M96A;Tendinopathie aiguë de la coiffe des rotateurs de l'épaule droite;0
057;A;A;M96B;Tendinopathie aiguë de la coiffe des rotateurs de l'épaule gauche;0
057;A;A;M96C;Tendinopathie chronique de la coiffe des rotateurs de l'épaule droite;0
057;A;A;M96D;Tendinopathie chronique de la coiffe des rotateurs de l'épaule gauche;0
057;A;A;M96E;Rupture de la coiffe des rotateurs de l'épaule droite;0
057;A;A;M96F;Rupture de la coiffe des rotateurs de l'épaule gauche;0
057;A;B;0000;Non précisé;0
057;A;B;G562;Syndrome de la gouttière épitrochléo-olécranienne (compression du nerf cubital) FIN CODE 08/08/2008;0
057;A;B;G56A;Syndrome du nerf ulnaire droit;0
057;A;B;G56B;Syndrome du nerf ulnaire gauche;0
057;A;B;M703;Hygroma aigu du coude FIN CODE 08/08/2008;0
057;A;B;M708;Hygroma chronique du coude FIN CODE 08/08/2008;0
057;A;B;M70A;Hygroma aigu du coude droit;0
057;A;B;M70B;Hygroma aigu du coude gauche;0
057;A;B;M70C;Hygroma chronique du coude droit;0
057;A;B;M70D;Hygroma chronique du coude gauche;0
057;A;B;M770;Epitrochléïte FIN CODE 08/08/2008;0
057;A;B;M771;Epicondylite FIN CODE 08/08/2008;0
057;A;B;M77A;Tendinopathie des muscles épitrochléens du coude droit;0
057;A;B;M77B;Tendinopathie des muscles épitrochléens du coude gauche;0
057;A;B;M77C;Tendinopathie des muscles épicondyliens du coude droit;0
057;A;B;M77D;Tendinopathie des muscles épicondyliens du coude gauche;0
057;A;C;G560;Syndrome du canal carpien FIN CODE 08/08/2008;0
057;A;C;G562;Syndrome de la loge de Guyon FIN CODE 08/08/2008;0
057;A;C;G56C;Syndrome du canal carpien droit;0
057;A;C;G56D;Syndrome du canal carpien gauche;0
057;A;C;G56E;Syndrome de la loge de Guyon droite;0
057;A;C;G56F;Syndrome de la loge de Guyon gauche;0
057;A;C;M659;Ténosynovite FIN CODE 08/08/2008;0
057;A;C;M65A;Ténosynovite du poignet de la main ou des doigts, droite;0
057;A;C;M65B;Ténosynovite du poignet de la main ou des doigts, gauche;0
057;A;C;M778;Tendinite FIN CODE 08/08/2008;0
057;A;C;M77E;Tendinite du poignet de la main ou des doigts, droite;0
057;A;C;M77F;Tendinite du poignet de la main ou des doigts, gauche;0
A06;A;C;N411;BRUCELLOSE CHRONIQUE PROSTATITE;0
A06;A;C;N45X;BRUCELLOSE CHRONIQUE ORCHI-EPIDIDYMITE;0
A06;A;C;N701;BRUCELLOSE CHRONIQUE SALPINGITE;0
A06;A;C;R53X;BRUCELLOSE CHRONIQUE MANIFESTATIONS PSYCHOPATHOLOGIQUES;0
A07;A;A;A21X;TULAREMIE;0
A08;A;A;F028;TROUBLES  PSYCHIQUES (CONFUSION, DELIRE);0
A08;A;A;F18X;TROUBLES  PSYCHIQUES CHRONIQUES (ETATS DEPRESIF,IMPULSION MORBIDE);0
