CPT_COP_NUM;CPT_LFS_COD;CPT_COP_LIB;TEC_COL
656111228;12B81;Prest. Mal. - Autres Prest. médico-sociales;0
65611122;;Prest. Mal. - Ets médico-sociaux;0
6561112311;12C11;Prest.Mal. -Clin. priv. sous  OQN  Prest.hosp. -Chirurgie;0
6561112312;12C11;Prest.Mal.-Clin. priv. sous  OQN -Prest.hosp. - Médecine;0
6561112313;12C11;Prest.Mal. -Clin. priv. sous  OQN - Prest.hosp. -Gyné.;0
6561112314;12C11;Prest.Mal. -Clin. priv. sous  OQN - Prest.hosp. -Moyen séj;0
6561112315;12C11;Prest.Mal. -Clin. priv. sous  OQN - Prest.hosp. -Psy.;0
65611123161;12C11;Prest.Mal-Hospit.Clin privées- TAA;0
65611123162;12C11;Prest.Mal-Hospit.à dom.- TAA;0
656111231631;12C11;PREST.Mal - Clinique privée passage aux Urgence - TAA;0
656111231632;12C11;PREST.Mal - Clinique privée Forfait Annuel d'Urgence - TAA;0
65611123163;12C11;Prest.Mal.  - Clinique privée Urgence - TAA;0
65611123164;12C11;Prest.Mal.  - Dialyse - TAA;0
65611123165;;Prest.Mal.  - prélèvements d'organes - TAA;0
65611123166;;Prest.Mal.  - IVG - TAA;0
65611123167;;Prest.Mal.  - médicaments facturés en sus - TAA;0
65611123168;;Prest.Mal.  - dispositifs médicaux facturés en sus - TAA;0
65612123167;;Prest.AT-MP - médicaments facturés en sus - TAA;0
65612123168;;Prest. AT-MP - dispositifs médicaux facturés en sus -TAA;0
6561212316;12C11;Prest.AT-MP-Clin privées sous OQN (hors CI) - TAA;0
65612123171;;Prestations AT-MP - FAU;0
65612123172;;Prestations AT-MP - forfait annuel de prélévement d'organe CPO;0
65612123173;;Prestations AT-MP - forfait annuel de greffe;0
65612123174;;Prestations AT-MP - MIGAC;0
656121231;12C11;Prest. AT-MP -Clin. priv. sous OQN (hors conso. interméd.);0
656121232;12C21;Prest. AT-MP -Clin. priv. Hors OQN;0
656121235;12C41;Prest. AT-MP -Clin. priv. sous OQN - Urgence;0
6561212361;12C11;Prestations AT-MP - OQN PSY - frais de séjours;0
6561212362;12C11;Prestations AT-MP - OQN PSY - médicaments;0
6561212363;12C11;Prestations AT-MP - OQN PSY - dispositifs médicaux;0
6561212371;12C11;Prestations AT-MP - OQN SSR - frais de séjours;0
4573416;;MNAM -Créan. syst. caisse-piv/Ets priv.;0
45734191;;Autres Mut. -Créan. caisse-piv Ets priv. - acptes;0
45734192;;Autres Mut. -Créan. caisse-piv Ets priv. -prest. liq.;0
4573419;;Autres Mut. -Créan. syst. caisse-piv/Ets priv.;0
457341;;Mut. -Créan. syst. caisse-piv/Ets priv.;0
4573421;;Créances MGEN - Syst. Cais. Pivots - Ets privés;0
4573422;;Créances MGPTT - Syst. Cais. Pivots - Ets privés;0
4573423;;Créances MGP - Syst. Cais. Pivots - Ets privés;0
4573424;;Créances MFP - Syst. Cais. Pivots - Ets privés;0
4573425;;Créances MNH - Syst. Cais. Pivots - Ets privés;0
4573426;;Créances MNAM - Syst. Cais. Pivots - Ets privés;0
45112423;;CNAMTS FORMMEL financement des abstreintes;0
451124711;;CNAMTS - Télétrans. FSE - Sal. agri;0
451124713;;CNAMTS - Télétrans. FSE - RATP;0
451124714;;CNAMTS - Télétrans. FSE - CNMSS;0
451124715;;CNAMTS - Télétrans. FSE - SNCF;0
451124716;;CNAMTS - Télétrans. FSE - Banque de France;0
451124717;;CNAMTS - Télétrans. FSE - ENIM;0
451124718;;CNAMTS - Télétrans. FSE - CANMSS;0
451124721;;CNAMTS - Télétrans. FSE - Clercs de notaire;0
451124722;;CNAMTS - Télétrans. FSE - CANAM;0
451124723;;CNAMTS - Télétrans. FSE - Caisse des Cultes;0
451124724;;CNAMTS - Télétrans. FSE - Port autono de Bordx;0
451124725;;CNAMTS - Télétrans. FSE - Caisse des Francais de l'Etranger;0
451124726;;CNAMTS - Télétrans. FSE - CCIP;0
451124727;;CNAMTS - Télétrans. FSE - Assemblée Nat.;0
451124728;;CNAMTS - Télétrans. FSE - Sénat;0
451124731;;CNAMTS - Télétrans. FSE - MGEN;0
451124732;;CNAMTS - Télétrans. FSE - MG;0
451124733;;CNAMTS - Télétrans. FSE - MG Police;0
451124734;;CNAMTS - Télétrans. FSE - MFP;0
451124735;;CNAMTS - Télétrans. FSE - MN hosp.;0
451124736;;CNAMTS - Télétrans. FSE - Mut.  Marine;0
451124737;;CNAMTS - Télétrans. FSE - Autres Mut.;0
4511248111;;CNAMTS - B2 pharm. - Salariés agricoles;0
4511248112;;CNAMTS - B2 pharm. - Expl.  Agricoles;0
4511248113;;CNAMTS - B2 pharm. - RATP;0
4511248114;;CNAMTS - B2 pharm. - CNMSS;0
4511248115;;CNAMTS - B2 pharm. - SNCF;0
4511248116;;CNAMTS - B2 pharm. - Banque de France;0
4511248117;;CNAMTS - B2 pharm. - ENIM;0
4511248118;;CNAMTS - B2 pharm. - CANSSM;0
4511248121;;CNAMTS - B2 pharm. - Clercs de notaires;0
4511248122;;CNAMTS - B2 pharm. - CANAM;0
4511248123;;CNAMTS - B2 pharm. - Caisse des cultes;0
4511248124;;CNAMTS - B2 pharm. - Port Bordeaux;0
4511248125;;CNAMTS - B2 pharm. - Caisse fr. étranger;0
4511248126;;CNAMTS - B2 pharm. - CCIP;0
4511248127;;CNAMTS - B2 pharm. - Ass. Nationale;0
4511248128;;CNAMTS - B2 pharm. - Sénat;0
4511248131;;CNAMTS - B2 pharmaciens. - MGEN;0
4511248132;;CNAMTS - B2 pharmaciens - MG;0
4511248133;;CNAMTS - B2 pharmaciens - MG Police;0
4511248134;;CNAMTS - B2 pharmaciens - MFP;0
4511248135;;CNAMTS - B2 pharmaciens. - MN hosp.;0
4511248136;;CNAMTS - B2 pharmaciens - Mut. Marine;0
4511248137;;CNAMTS - B2 pharmaciens - Autres Mut.;0
45112561;;CNAMTS -Créan. caisse-piv Ets priv. - acptes;0
45112562;;CNAMTS -Créan. caisse-piv Ets priv. -prest. liq.;0
4511256;;CNAMTS -Créan. caisse-piv Ets priv./caisse Gest.;0
45112661;;CNAMTS - Frais de télémise à jour - autres régimes;0
45112671;;CNAMTS -Clin. priv. - Forfait annuel Urgence -autr régim.;0
45112672;;CNAMTS-Astreintes;0
45112673;;CNAMTS-Forfaits centres infirmiers;0
45112674;;CNAMTS-Forfaits de gardes ambulancieres;0
4511267511;;CNAMTS - Contrats conventionnels soins palliatifs;0
4511267512;;CNAMTS - Contrats conventionnels transporteurs;0
4511267513;;CNAMTS - Contrats conventionnels médecins spécialistes;0
4511267514;;CNAMTS - Contrats conventionnels - CPS biologistes;0
4511267515;;CNAMTS - Contrats conventionnels - CPS Infirmiers;0
4511267516;;CNAMTS - Contrats conventionnels-CBP-Chirurgiens dentistes et aux.médicaux;0
4511267517;;CNAMTS - Contrats conventionnels - CBP-Biologistes;0
4511267518;;CNAMTS - Contrats conventionnels - CBP Généralistes;0
45112676;;CNAMTS-actions santé publique centre de santé-Autres régimes;0
6561121451;11Q11;Prest. Mat. - Prothèses internes - OQN Cliniques privées;0
6561121452;11Q21;Prest. Mat. - Prothèses internes - Hors OQN;0
656112145;;Prest. Mat. - Prothèses internes;0
656112146;11R11;Prest. Mater. - Véhicules pour handicapés physiques;0
6561121471;11H11;Prest. Mater. -Autr.presc. - Forfaits TIPS CMU;0
6561121472;11H11;Prest. Mater. -Autr.presc. - CMUC Migrants;0
656112147;11H11;Prest. Mater. - Forfaits divers;0
656112148;11S11;Prest. Mater. - Autres frais;0
65611214;;Prest. Mat. - Autres prescriptions;0
656112151;11T11;Prest. Mat. - Transp.;0
656112152;11T11;Prest. Mat. - Transp.;0
656112158;11T11;Prest. Mat. - Transp.;0
65611215;11T11;Prest. Mat. - Transp.;0
656112161;11U11;Prest. Mater. - Cures thermales;0
6561121681;11U21;Prest. Mater. - autres Prest.en nature - Frais d'expertise;0
6561121688;11U21;Prest. Mater. - autres Prest.en nature - Diverses autres PN;0
656112168;11U21;Prest. Mater. - autres Prest.en nature - Autres;0
65611216;11U21;Prest. Mat. - Autres Prest. en nature;0
656112171;21A11;Prest. Mater. -prest. en espèces-Marternité;0
656112172;21A11;Prest. Mater. -I.J. - autres que cures thermales;0
656112178;21A11;Prest. Mat. -prest. en espèces;0
65611217;21A11;Prest. Mater. -prest. en espèces-Marternité;0
6561121;;Prest. Mat. exécutées en ville;0
6561122111;12A11;Prest. Mat. - Dotation globale  - Ch. de l'ex.;0
6561122112;12A11;Prest. Mat. - Dotation globale - Ch. exercice précédent;0
656112211;;Prest. Mat. - Dotation Globale;0
656112212;12A21;Prest. Mat. - Autres frais d'hospit. Publique;0
656112213;12A31;Prest. Mat. - Honoraires du secteur public;0
656112214;;Prestations Maternité - Forfaits journaliers CMU/AME;0
656112215;;Prest. Mater. -  Ets publics - I.V.G.;0
65611221;;Prest. Mat. - Ets sanitaires;0
656112221;12B11;Prest. Mater. - Enfance inadaptée;0
656112222;12B21;Prest. Mater. - Adultes Handicapés;0
656112228;12B81;Prest. Mater. - Autres Prest. médico-sociales;0
65611222;;Prestations Maternité - Etablissements médico-sociaux;0
6561122311;12C11;Prest. Mat -Clin. priv. sous  OQN  Prest.hosp. -Chirurgie;0
6561122312;12C11;Prest. Mat-Clin. priv. sous  OQN -Prest.hosp. - Médecine;0
6561122313;12C11;Prest. Mat -Clin. privées sous  OQN - Prest.hosp. -Gyné.;0
6561122314;12C11;Prest. Mater. -Clin. priv. sous  OQN - Prest.hosp. -moyens séjours;0
6561122315;12C11;Prest. Mater. -Clin. priv. sous  OQN - Prest.hosp. -Psy.;0
65611223161;12C11;Prest.Mat-Hospit.Clin privées- TAA;0
65611223162;12C11;Prest.Mat-Hospit.à dom.- TAA;0
4564321;;CFE -Créan. caisse-piv Ets priv. - acptes;0
4564322;;CFE -Créan. caisse-piv Ets priv. -prest. liq.;0
456432;;CFE -Créan. syst. caisse-piv/Ets priv.;0
45644111;;Opérations Regime Local  ALMO - Forfaits Journaliers;0
45644118;;Opérations Regime Local  ALMO - Autres prestations;0
4564411;;Opérations du Régime Local Alsace-Moselle -prest.;0
45651211;;CAVIMAC -Créan. syst. caisse-piv -part oblig. - acptes;0
45651212;;CAVIMAC -Créan. syst. caisse-piv -part oblig. -prest. liq.;0
4565121;;CAVIMAC -Créan. syst. caisse pivots -part oblig.;0
4565122;;CAVIMAC -Créan. syst. caisse pivots - Part Cpltaire;0
456512;;CAVIMAC -Créan. syst. caisse-piv/Ets priv.;0
456513;;Créances CAVIMAC- Syst. Cais. Pivots - Ets privés;0
45652221;;URSSM -Créan. caisse-piv Ets priv. - acptes;0
45652222;;URSSM -Créan. caisse-piv Ets priv. -prest. liq.;0
4565222;;URSSM -Créan. syst. caisse-piv/Ets priv.;0
4565223;;Créances URSSM - Syst. Cais. Pivots - Ets privés;0
456581121;;Port autono de Bordx -Créan. caisse-piv Ets priv. - acptes;0
456581122;;Port autono Bordx -Créan. caisse-piv Ets priv. -prest. liq.;0
45658112;;Port autono de Bordx -Créan. syst. caisse-piv/Ets priv.;0
7585212;;Prod.techn.p/annul.ODP ex.ant.- USLD - Dotation globale;0
7585213;;Prod.techn.p/annul.ODP ex.ant.- USLD - EHPAD;0
758521;;Prod.techn.p/annul.ODP ex.ant.-prest.Mal;0
758522;;Prod.techn.p/annul.ODP ex.ant.-prest.Mat;0
758525;;Prod.techn.p/annul.ODP ex.ant.-prest.AT;0
774112;;Encaissement sur A.N.V;0
999999999999;99999;Valeur inconnue;0
4573211;;OC -Méd. réf. -Proc. A - Virts. - Mut. Code de la Mutua.;0
4573212;;OC -Méd. réf. -Proc. A - Virts. - Sociétés d'Assces.;0
4573213;;OC -Méd. réf. -Proc. A - Virts. - Instit. de Prévoy.;0
4573214;;OC -Méd. réf. -Proc. A - Virts.-Mut. Rég. agri. code rural.;0
4573215;;OC -Méd. réf. -Proc. A - Virts. -Autres mut.;0
4573216;;OC -Méd. réf. -Proc. A - Virts. -Autres mut.;0
4573217;;OC -Méd. réf. -Proc. A - Virts. -Autres mut.;0
4573218;;OC -Méd. réf. -Proc. A - Virts. -Autres mut.;0
4573219;;OC -Méd. réf. -Proc. A -prest. à recycler;0
457321;;OC -Méd. réf. -Proc. A - Virts.;0
4573221;;OC-Méd.réf -Proc. A -Paiemts man. A.C. -Mut.Code Mutua.;0
4573222;;OC-Méd.réf.-Proc. A -Paiemts man. Ag. Cpta. - Stés d'Ass.;0
4573223;;OC-Méd.réf.-Proc. A -Paiemts man. Ag.Cpta.-Instit.de Prév;0
4573224;;OC-Méd.réf.-Proc. A -Paiemts man. Ag.Cpta.-Mut. Rég. Agri;0
4573225;;OC -Méd. réf. -Proc. A - Paiemts man. Ag. Cpta. -Autres mut.;0
4573226;;OC -Méd. réf. -Proc. A - Paiemts man. Ag. Cpta. -Autres mut.;0
4573227;;OC -Méd. réf. -Proc. A - Paiemts man. Ag. Cpta. -Autres mut.;0
4573228;;OC -Méd. réf. -Proc. A - Paiemts man. Ag. Cpta. -Autres mut.;0
457322;;OC -Méd. réf. -Proc. A - Paiemts man. Ag. Cpta.;0
4573231;;OC-Méd.réf.-Proc.A -Constats d'indus-Mut.Code de la Mutua.;0
4573232;;OC-Méd.réf.-Proc.A -Constats d'indus - Stés d'Assces.;0
4573233;;OC -Méd. réf. -Proc.A -Constats d'indus-Instit. de Prévoy.;0
4573234;;OC -Méd. réf.-Proc.A -Constats d'indus -Mut. régime agri.;0
4573235;;OC -Méd. réf. -Proc. A - Constats d'indus -Autres mut.;0
4573236;;OC -Méd. réf. -Proc. A - Constats d'indus -Autres mut.;0
4573237;;OC -Méd. réf. -Proc. A - Constats d'indus -Autres mut.;0
4573238;;OC -Méd. réf. -Proc. A - Constats d'indus -Autres mut.;0
457323;;OC -Méd. réf. -Proc. A - Constats d'indus;0
4573241;;OC-Méd.réf.-Proc.B-Gest. locale-Mut.Code de la Mutua.;0
4573242;;OC -Méd. réf. -Proc. B - Gest. locale - Sociétés d'Assces.;0
4573243;;OC -Méd. réf. -Proc. B - Gest. locale - Instit. de Prévoy.;0
4573244;;OC -Méd. réf. -Proc. B - Gest. locale - Mut. régime agri.;0
4573245;;OC -Méd. réf. -Proc. B - Gest. locale -Autres mut.;0
4573246;;OC -Méd. réf. -Proc. B - Gest. locale -Autres mut.;0
4573247;;OC -Méd. réf. -Proc. B - Gest. locale -Autres mut.;0
4573248;;OC -Méd. réf. -Proc. B - Gest. locale -Autres mut.;0
457324;;OC -Méd. réf. -Proc. B - Gest. locale;0
4573251;;OC -Méd. réf. -Proc. B - Gest. Nat. - Mut. Code de la Mutua.;0
4573252;;OC -Méd. réf. -Proc. B - Gest. Nat. - Sociétés d'Assces.;0
4573253;;OC -Méd. réf. -Proc. B - Gest. Nat. - Instit. de Prévoy.;0
4573254;;OC -Méd. réf. -Proc. B - Gest. Nat. - Mut. régime agri.;0
4573255;;OC -Méd. réf. -Proc. B - Gest. Nat. -Autres mut.;0
4573256;;OC -Méd. réf. -Proc. B - Gest. Nat. -Autres mut.;0
4573257;;OC -Méd. réf. -Proc. B - Gest. Nat. -Autres mut.;0
4573258;;OC -Méd. réf. -Proc. B - Gest. Nat. -Autres mut.;0
457325;;OC -Méd. réf. -Proc. B - Gest. Nat.;0
45732;;OC -Méd. réf.;0
4573311;;OC - CMU -Proc. A - Virts. - Mut. Code de la Mutua.;0
4573312;;OC - CMU -Proc. A - Virts. - Sociétés d'Assces.;0
4573313;;OC - CMU -Procédure A - Virts. - Instit. de Prévoy.;0
4573314;;OC - CMU -Proc. A - Virts. - Mut. régime agri. (code rural)-;0
4573315;;OC - CMU -Proc. A - Virts. -Autres mut.;0
4573316;;OC - CMU -Proc. A - Virts. -Autres mut.;0
4573317;;OC - CMU -Proc. A - Virts. -Autres mut.;0
4573318;;OC - CMU -Proc. A - Virts. -Autres mut.;0
4573319;;OC - CMU -Proc. A -prest. à recycler;0
457331;;OC - CMU -Proc. A - Virts.;0
4573321;;OC-CMU-Proc.A-Paiemts man. Ag.Cpta.-Mut.Code de la Mutua.;0
4573322;;OC-CMU -Proc.A -Paiemts man. Ag. Cpta. - Stés d'Assces.;0
6561211452;11Q21;Prest. AT-MP - Prothèses internes - Hors OQN;0
656121145;;Prest. AT-MP - Prothèses internes;0
656121146;11R11;Prest. AT-MP - Véhicules pour handicapés physiques;0
656121148;11S11;Prest. AT-MP - Autres frais;0
65612114;;Prest. AT-MP - Autres prescriptions;0
656121151;11T11;Prest. AT-MP - Transp.;0
656121152;11T11;Prest. AT-MP - Transp.;0
656121153;11T11;Prest. AT-MP - Transp.;0
656121158;11T11;Prest. AT-MP - Transp.;0
65612115;11T11;Prest. AT-MP - Transp.;0
656121161;11U11;Prest. AT-MP - Cures thermales;0
6561211681;11U21;Prest. AT-MP - autres Prest.en nature - Frais d'expertise;0
6561211688;11U21;Prest. AT-MP - autres Prest. en nature - diverses autres PN;0
656121168;11U21;Prest. AT-MP - autre Prest. en nature - Autres;0
65612116;;Prest. AT-MP - Autres prestations en nature;0
65612117;11V11;Prest. AT-MP -prest. en espèces;0
6561211;;Dépenses AT-MP exécutées en ville;0
6561212111;12A11;Prest. AT-MP - Dotation globale - Ch. de l'ex.;0
6561212112;12A11;Prest. AT-MP - Dotation globale - Ch. exercice précédent;0
656121211;;Prest. AT-MP - Dotation Globale;0
656121212;12A21;Prest. AT-MP - Autres frais d'Hospit. Publique;0
656121213;12A31;Prest. AT-MP - Honoraires du secteur public;0
65612121;;Prest. AT-MP - Ets sanitaires;0
656121221;12B11;Prest. AT-MP - Enfance inadaptée;0
656121222;12B21;Prest. AT-MP - Adultes Handicapés;0
65612122;;Prest. AT-MP - Ets médico-sociaux;0
6561212311;12C11;Prest. AT-MP -Clin. priv. sous  OQN - Prest.hosp. -Chirurgie;0
6561212312;12C11;Prest. AT-MP-Clin. priv. sous  OQN -Prest.hosp. - Médecine;0
6561212313;12C11;Prest. AT-MP -Clin. priv. sous  OQN - Prest.hosp. -Gyné.;0
6561212314;12C11;Prest. AT-MP -Clin. priv. sous  OQN - Prest.hosp. -Moyen séj;0
6561212315;12C11;Prest. AT-MP -Clin. priv. sous  OQN- Prest.hosp. -Psy.;0
65612123161;12C11;Prest.AT-MP-Hospit.Clin privées- TAA;0
65612123162;12C11;Prest.AT-MP-Hospit.à dom.- TAA;0
656121231631;12C11;Prest.AT-MP- Clinique privée passage aux Urgence - TAA;0
656121231632;12C11;PREST.AT-MP - Clinique privée Forfait Annuel d'Urgence - TAA;0
65612123163;12C11;Prest.AT-MP- Clinique privée - Urgence - TAA;0
65612123164;12C11;Prest.AT-MP- Dialyse - TAA;0
65612123165;;Prest.AT-MP - prélèvements d'organes - TAA;0
4573352;;OC - CMU -Proc. B - Gest. Nat. - Sociétés d'Assces.;0
4573353;;OC - CMU -Proc. B - Gest. Nat. - Instit. de Prévoy.;0
4573354;;OC - CMU -Proc. B - Gest. Nat. - Mut. régime agri.;0
4573355;;OC - CMU -Proc. B - Gest. Nat. -Autres mut.;0
4573356;;OC - CMU -Proc. B - Gest. Nat. -Autres mut.;0
4573357;;OC - CMU -Proc. B - Gest. Nat. -Autres mut.;0
4573358;;OC - CMU -Proc. B - Gest. Nat. -Autres mut.;0
457335;;OC - CMU -Proc. B - Gest. Nat.;0
457336;;CMU Cpltaire - IVG;0
45733;;OC - CMU;0
45734111;;MGEN -Créan. caisse-piv Ets priv. - acptes;0
45734112;;MGEN -Créan. caisse-piv Ets priv. -prest. liq.;0
4573411;;MGEN -Créan. syst. caisse-piv/Ets priv.;0
45734121;;MGPTT -Créan. caisse-piv Ets priv. - acptes;0
45734122;;MGPTT -Créan. caisse-piv Ets priv. -prest. liq.;0
4573412;;MGPTT -Créan. syst. caisse-piv/Ets priv.;0
45734131;;MGP -Créan. caisse-piv Ets priv. - acptes;0
45734132;;MGP -Créan. caisse-piv Ets priv. -prest. liq.;0
4573413;;MGP -Créan. syst. caisse-piv/Ets priv.;0
45734141;;MFP -Créan. caisse-piv Ets priv. - acptes;0
45734142;;MFP -Créan. caisse-piv Ets priv. -prest. liq.;0
4573414;;MFP -Créan. syst. caisse-piv/Ets priv.;0
45734151;;MNH -Créan. caisse-piv Ets priv. - acptes;0
45734152;;MNH -Créan. caisse-piv Ets priv. -prest. liq.;0
4573415;;MNH -Créan. syst. caisse-piv/Ets priv.;0
45734161;;MNAM -Créan. caisse-piv Ets priv. - acptes;0
45734162;;MNAM -Créan. caisse-piv Ets priv. -prest. liq.;0
656111218;12A21;Mal.autres frais d'hosp.publ.et actes et consult.ext.et IVG;0
6561112181;12A21;Mal.autres frais d'hospitalisation publique;0
65611121811;12A21;Mal.autres frais d'hosp.publique - conv.internationales;0
65611121818;12A21;Mal.autres frais d'hosp.publique - autres;0
6561112182;12A31;Mal.actes et consultations externes;0
65611121821;12A31;Mal.autres frais d'hosp.publique - autres;0
65611121828;12A31;Mal.actes et consult.externes - autres;0
6561112183;12A41;Mal.IVG;0
65611121831;12A41;Mal.IVG - conventions internationales;0
65611121838;12A41;Mal.IVG - autres;0
656111238;12C11;Prest.maladie - autres dépenses des cliniques privées;0
6561112381;12C11;Mal.autres dépenses des cli.priv.- conv.internationales;0
6561112382;12C11;Mal.autres dépenses des cli.priv.- USLD privées;0
6561112383;12C11;Mal.autres dep.des cli.priv-ETS sous stat.jurid.étranger;0
6561112388;12C11;Mal.autres dépenses des cli.priv.- autres;0
656112218;12A21;Mat.autres frais d'hosp.publ.et actes et consult.ext.et IVG;0
6561122181;12A21;Mat.autres frais d'hospitalisation publique;0
65611221811;12A21;Mat.autres frais d'hosp.publique - conv.internationales;0
65611221818;12A21;Mat.autres frais d'hosp.publique - autres;0
6561122182;12A31;Mat.actes et consultations externes;0
65611221821;12A31;Mat.actes et consult.externes - conv.internationales;0
65611221828;12A31;Mat.actes et consult.externes - autres;0
6561122183;12A41;Mat.IVG;0
65611221831;12A41;Mat.IVG - conventions internationales;0
65611221838;12A41;Mat.IVG - autres;0
656112238;12C11;Prest.maternité - autres dépenses des cliniques privées;0
6561122381;12C11;Mat.autres dépenses des cli.priv.- conv.internationales;0
6561122382;12C11;Mat.autres dépenses des cli.priv.- USLD privées;0
6561122383;12C11;Mat.autres dép.des cli.priv-ETS sous stat.jurid.étranger;0
6561122388;12C11;Mat.autres dépenses des cli.priv.- autres;0
656121218;12A21;AT-MP- autres frais d'hosp.publ.et actes et consult.ext.et IVG;0
6561212181;12A21;AT-MP-autres frais d'hospîtalisation publique;0
65612121811;12A21;AT-MP-autres frais d'hosp.publique-conv.internationales;0
65612121818;12A21;AT-MP-autres frais d'hosp.publique - autres;0
6561212182;12A31;AT-MP-actes et consultations externes;0
65612121821;12A31;AT-MP-actes et consult.externes - conv.internationales;0
65612121828;12A31;AT-MP-actes et consult.externes - autres;0
656121238;12C11;Prest.A.T.-autres dépenses des cliniques privées;0
6561212381;12C11;AT-MP-autres dépenses des cli.priv-conv.internationales;0
6561212382;12C11;AT-MP-autres dépenses des cli.priv.- USLD privées;0
6561212383;12C11;AT-MP-autres dép.des cli.priv-ETS sous stat.jurid.étranger;0
6561212388;12C11;AT-MP-autres dépenses des cli.priv.- autres;0
45562;;RSI-système caisses pivots-Etablissements privés;0
455621;;RSI-système caisses pivots-Ets privés - acomptes;0
455622;;RSI-système caisses pivots-Ets privés - prest.liquidées;0
45563;;Créances RSI-système caisses pivots-Ets privés;0
6563114111;;Frais de gestion dépistage cancer colo-rectal;0
6563114112;;Rémunération des professionnels de santé;0
6563114121;;Frais de gestion dépistage cancer du sein;0
6563114122;;Rémunération des professionnels de santé;0
457312;;Aide Médicale Etat;0
4573121;;Aide Médicale Etat-Soins de ville;0
45731212;;AME - SDV-Hono.dentaires;0
45731213;;AME - SDV-Hono.Auxiliaires médicaux;0
45731214;;AME - SDV-Médicaments et dispositifs médicaux;0
45731215;;AME - SDV-Frais d'analyse de biologie médicale;0
45731216;;AME - SDV-Frais de transport;0
45731217;;AME - SDV-Hono.Secteur public;0
4573122;;Aide Médicale Etat-Etablissements;0
45731221;;AME-Etablissements privés;0
45731222;;AME-Etablissementsmédico-sociaux;0
45731223;;AME-Etablissements publics-Autres frais d'hospitalisation;0
45731224;;AME-Etablissements publics-Honoraires;0
45731225;;AME-Etablissements publics-forfaits journaliers;0
45731226;;AME-Etablissements-IVG;0
6561111177;11G11;MAL.FORFAITS ADH ZONE DEFICIT;0
6561111178;;MAL.CONTRATS AUTRES;0
65611111781;11G11;MAL.CONTRATS.INFIRMIERS;0
451126771;;CNAMTS - Cliniques privees - CPO;0
451126772;;CNAMTS - Cliniques privees - MIGAC;0
45112731;;CNAMTS-IVG anonymes;0
454221;;MSA -Créan. caisse-piv Ets priv. - acptes;0
454222;;MSA -Créan. caisse-piv Ets priv. -prest. liq.;0
454223;;Créances MSA - Syst. Cais. pivots -Ets privés;0
45422;;MSA -Créan. syst. caisse-piv/Ets priv.;0
455121;;CANAM -Créan. caisse-piv Ets priv. - acptes;0
455122;;CANAM -Créan. caisse-piv Ets priv. -prest. liq.;0
45512;;CANAM -Créan. syst. caisse-piv/Ets priv.;0
45513;;Créances CANAM - Syst. Cais. Pivots - Ets privés;0
4561221;;CNMSS -Créan. caisse-piv Ets priv. - acptes;0
4561222;;CNMSS -Créan. caisse-piv Ets priv. -prest. liq.;0
456122;;CNMSS -Créan. syst. caisse-piv/Ets priv.;0
456123;;Créances CNMSS- Syst. Cais. Pivots - Ets privés;0
4562121;;RATP -Créan. caisse-piv Ets priv. - acptes;0
4562122;;RATP -Créan. caisse-piv Ets priv. -prest. liq.;0
456212;;RATP -Créan. syst. caisse-piv/Ets priv.;0
456213;;Créances RATP - Syst. Cais. Pivots - Ets privés;0
4562221;;SNCF -Créan. caisse-piv Ets priv. - acptes;0
4562222;;SNCF -Créan. caisse-piv Ets priv. -prest. liq.;0
456222;;SNCF -Créan. syst. caisse-piv/Ets priv.;0
456223;;Créances SNCF - Syst. Cais. Pivots - Ets privés;0
4562421;;BDF -Créan. caisse-piv Ets priv. - acptes;0
4562422;;BDF -Créan. caisse-piv Ets priv. -prest. liq.;0
456242;;Banque de France -Créan. syst. caisse-piv/Ets priv.;0
456243;;Créances BDF- Syst. Cais. Pivots - Ets privés;0
4564121;;CRPCEN -Créan. caisse-piv Ets priv. - acptes;0
4564122;;CRPCEN -Créan. caisse-piv Ets priv. -prest. liq.;0
456412;;CRPCEN -Créan. syst. caisse-piv/Ets priv.;0
456413;;Créances CRPCEN- Syst. Cais. Pivots - Ets privés;0
4564221;;ENIM -Créan. caisse-piv Ets priv. - acptes;0
4564222;;ENIM -Créan. caisse-piv Ets priv. -prest. liq.;0
456422;;ENIM -Créan. syst. caisse-piv/Ets priv.;0
456423;;Créances ENIM - Syst. Cais. Pivots - Ets privés;0
6561112228;12B21;MAL.ADULTES HANDICAPES AUTRES ETAB;0
6561112281;12B81;MAL.AUT.PREST.MS.CONV.INTERN;0
6561112288;12B81;MAL.AUT.PREST.MS.AUTRES;0
656112131;11K11;Prest. Mater. - Médicaments;0
656112132;11K11;Prest. Mater. - Médicaments Antiretroviraux;0
656112133;11K11;Prest. Mater. - Médicaments d'exception;0
656112134;11K11;Prest. Mater. - Hormones de croissance;0
656112135;11K11;Prest. Mater. - Suppléments Médicaments;0
656112136;11K11;Prest. Mater. - Médicaments Retrocédés;0
656112137;11K11;Prest. Mater. - Vaccins Grippe et ROR;0
656112138;11K11;Prest. Mater. - Autres pharmacie;0
6561121381;11K11;Prest. Mater. - Médicaments Maladies rares;0
6561121382;11K11;MAT.IVG.FORFAIT MEDICAMENTS;0
6561121682;11U21;MAT.AUTRES PN-FRAIS D'EXPERT - Soins à l'ETR;0
65611218;11U21;MAT.SDV - Conventions Internationales;0
