CAI_IDE;GRG_COD;CAI_COD;CEN_COD;CAI_LIB;CAI_TYP;TEC_COL
405;91;331;506;MGEN GIRONDE;GESTIONNAIRE;0
406;91;342;506;MGEN HERAULT;GESTIONNAIRE;0
407;91;351;506;MGEN ILLE ET VILAINE;GESTIONNAIRE;0
408;91;361;506;MGEN INDRE;GESTIONNAIRE;0
409;91;371;506;MGEN INDRE ET LOIRE;GESTIONNAIRE;0
410;91;381;506;MGEN ISERE;GESTIONNAIRE;0
411;91;391;506;MGEN JURA;GESTIONNAIRE;0
412;91;401;506;MGEN LANDES;GESTIONNAIRE;0
413;91;411;506;MGEN LOIR ET CHER;GESTIONNAIRE;0
414;91;422;506;MGEN LOIRE;GESTIONNAIRE;0
415;91;431;506;MGEN HAUTE LOIRE;GESTIONNAIRE;0
416;91;441;506;MGEN LOIRE ATLANTIQUE;GESTIONNAIRE;0
417;91;451;506;MGEN LOIRET;GESTIONNAIRE;0
418;91;461;506;MGEN LOT;GESTIONNAIRE;0
419;91;471;506;MGEN LOT ET GARONNE;GESTIONNAIRE;0
420;91;481;506;MGEN LOZERE;GESTIONNAIRE;0
421;91;491;506;MGEN MAINE ET LOIRE;GESTIONNAIRE;0
422;91;501;506;MGEN MANCHE;GESTIONNAIRE;0
423;91;511;506;MGEN MARNE;GESTIONNAIRE;0
424;91;521;506;MGEN HAUTE MARNE;GESTIONNAIRE;0
425;91;531;506;MGEN MAYENNE;GESTIONNAIRE;0
426;91;542;506;MGEN MEURTHE ET MOSELLE;GESTIONNAIRE;0
427;91;551;506;MGEN MEUSE;GESTIONNAIRE;0
428;91;561;506;MGEN MORBIHAN;GESTIONNAIRE;0
429;91;571;506;MGEN MOSELLE;GESTIONNAIRE;0
430;91;581;506;MGEN NIEVRE;GESTIONNAIRE;0
431;91;594;506;MGEN NORD 1;GESTIONNAIRE;0
432;91;595;506;MGEN NORD 2;GESTIONNAIRE;0
433;91;597;506;MGEN NORD 3;GESTIONNAIRE;0
434;91;599;506;MGEN NORD 4;GESTIONNAIRE;0
435;91;601;506;MGEN OISE;GESTIONNAIRE;0
436;91;611;506;MGEN ORNE;GESTIONNAIRE;0
437;91;623;506;MGEN PAS DE CALAIS 1;GESTIONNAIRE;0
438;91;624;506;MGEN PAS DE CALAIS 2;GESTIONNAIRE;0
439;91;631;506;MGEN PUY DE DOME;GESTIONNAIRE;0
440;91;641;506;MGEN PYRENEES ATLANTIQUES 1;GESTIONNAIRE;0
441;91;642;506;MGEN PYRENEES ATLANTIQUES 2;GESTIONNAIRE;0
442;91;651;506;MGEN HAUTES PYRENEES;GESTIONNAIRE;0
443;91;661;506;MGEN PYRENEES ORIENTALES;GESTIONNAIRE;0
444;91;673;506;MGEN BAS RHIN;GESTIONNAIRE;0
445;91;682;506;MGEN HAUT RHIN;GESTIONNAIRE;0
446;91;691;506;MGEN RHONE;GESTIONNAIRE;0
447;91;701;506;MGEN HAUTE SAONE;GESTIONNAIRE;0
448;91;711;506;MGEN SAONE ET LOIRE;GESTIONNAIRE;0
449;91;721;506;MGEN SARTHE;GESTIONNAIRE;0
450;91;731;506;MGEN SAVOIE;GESTIONNAIRE;0
451;91;741;506;MGEN HAUTE SAVOIE;GESTIONNAIRE;0
452;91;751;501;MGEN S.E.M. (ETRANGER);GESTIONNAIRE;0
453;91;751;506;MGEN PARIS;GESTIONNAIRE;0
454;91;763;506;MGEN SEINE MARITIME 1;GESTIONNAIRE;0
455;91;764;506;MGEN SEINE MARITIME 2;GESTIONNAIRE;0
456;91;771;506;MGEN SEINE ET MARNE;GESTIONNAIRE;0
457;91;781;506;MGEN YVELINES;GESTIONNAIRE;0
458;91;791;506;MGEN DEUX SEVRES;GESTIONNAIRE;0
459;91;801;506;MGEN SOMME;GESTIONNAIRE;0
460;91;811;506;MGEN TARN;GESTIONNAIRE;0
461;91;821;506;MGEN TARN ET GARONNE;GESTIONNAIRE;0
462;91;831;506;MGEN VAR;GESTIONNAIRE;0
463;91;841;506;MGEN VAUCLUSE;GESTIONNAIRE;0
464;91;851;506;MGEN VENDEE;GESTIONNAIRE;0
465;91;861;506;MGEN VIENNE;GESTIONNAIRE;0
466;91;871;506;MGEN HAUTE VIENNE;GESTIONNAIRE;0
467;91;881;506;MGEN VOSGES;GESTIONNAIRE;0
468;91;891;506;MGEN YONNE;GESTIONNAIRE;0
469;91;901;506;MGEN TERRITOIRE DE BELFORT;GESTIONNAIRE;0
470;91;911;506;MGEN ESSONNE;GESTIONNAIRE;0
471;91;921;506;MGEN HAUTS DE SEINE;GESTIONNAIRE;0
472;91;931;506;MGEN SEINE SAINT DENIS;GESTIONNAIRE;0
473;91;941;506;MGEN VAL DE MARNE;GESTIONNAIRE;0
474;91;951;506;MGEN VAL D OISE;GESTIONNAIRE;0
475;91;971;506;MGEN GUADELOUPE;GESTIONNAIRE;0
476;91;972;506;MGEN MARTINIQUE;GESTIONNAIRE;0
477;91;973;506;MGEN GUYANE;GESTIONNAIRE;0
478;91;974;506;MGEN REUNION;GESTIONNAIRE;0
479;92;11;512;LA MUTUELLE GENERALE BOURG EN BRESSE;GESTIONNAIRE;0
480;92;21;512;LA MUTUELLE GENERALE LAON;GESTIONNAIRE;0
481;92;22;512;LA MUTUELLE GENERALE ST QUENTIN;GESTIONNAIRE;0
482;92;31;512;LA MUTUELLE GENERALE MOULINS;GESTIONNAIRE;0
483;92;41;512;LA MUTUELLE GENERALE DIGNE;GESTIONNAIRE;0
484;92;51;512;LA MUTUELLE GENERALE GAP;GESTIONNAIRE;0
485;92;61;512;LA MUTUELLE GENERALE NICE;GESTIONNAIRE;0
486;92;71;512;LA MUTUELLE GENERALE ANNONAY;GESTIONNAIRE;0
487;92;72;512;LA MUTUELLE GENERALE PRIVAS;GESTIONNAIRE;0
488;92;81;512;LA MUTUELLE GENERALE CHARLEVILLE MEZIERES;GESTIONNAIRE;0
489;92;91;512;LA MUTUELLE GENERALE FOIX;GESTIONNAIRE;0
490;92;101;512;LA MUTUELLE GENERALE TROYES;GESTIONNAIRE;0
491;92;111;512;LA MUTUELLE GENERALE CARCASSONNE;GESTIONNAIRE;0
492;92;121;512;LA MUTUELLE GENERALE RODEZ;GESTIONNAIRE;0
493;92;131;512;LA MUTUELLE GENERALE MARSEILLE;GESTIONNAIRE;0
494;92;141;512;LA MUTUELLE GENERALE CAEN;GESTIONNAIRE;0
495;92;151;512;LA MUTUELLE GENERALE AURILLAC;GESTIONNAIRE;0
496;92;161;512;LA MUTUELLE GENERALE ANGOULEME;GESTIONNAIRE;0
497;92;171;512;LA MUTUELLE GENERALE LA ROCHELLE;GESTIONNAIRE;0
498;92;181;512;LA MUTUELLE GENERALE BOURGES;GESTIONNAIRE;0
499;92;191;512;LA MUTUELLE GENERALE TULLE;GESTIONNAIRE;0
500;92;201;512;LA MUTUELLE GENERALE AJACCIO;GESTIONNAIRE;0
501;92;202;512;LA MUTUELLE GENERALE BASTIA;GESTIONNAIRE;0
502;92;211;512;LA MUTUELLE GENERALE DIJON;GESTIONNAIRE;0
503;92;221;512;LA MUTUELLE GENERALE ST BRIEUC;GESTIONNAIRE;0
504;92;231;512;LA MUTUELLE GENERALE GUERET;GESTIONNAIRE;0
505;92;241;512;LA MUTUELLE GENERALE PERIGUEUX;GESTIONNAIRE;0
506;92;251;512;LA MUTUELLE GENERALE BESANCON;GESTIONNAIRE;0
507;92;252;512;LA MUTUELLE GENERALE MONTBELIARD;GESTIONNAIRE;0
508;92;261;512;LA MUTUELLE GENERALE VALENCE;GESTIONNAIRE;0
509;92;271;512;LA MUTUELLE GENERALE EVREUX;GESTIONNAIRE;0
510;92;281;512;LA MUTUELLE GENERALE CHARTRES;GESTIONNAIRE;0
511;92;291;512;LA MUTUELLE GENERALE BREST;GESTIONNAIRE;0
512;92;292;512;LA MUTUELLE GENERALE QUIMPER;GESTIONNAIRE;0
513;92;301;512;LA MUTUELLE GENERALE NIMES;GESTIONNAIRE;0
514;92;311;512;LA MUTUELLE GENERALE TOULOUSE;GESTIONNAIRE;0
515;92;321;512;LA MUTUELLE GENERALE AUCH;GESTIONNAIRE;0
516;92;331;512;LA MUTUELLE GENERALE BORDEAUX;GESTIONNAIRE;0
517;92;341;512;LA MUTUELLE GENERALE BEZIERS;GESTIONNAIRE;0
518;92;342;512;LA MUTUELLE GENERALE MONTPELLIER;GESTIONNAIRE;0
519;92;351;512;LA MUTUELLE GENERALE RENNES;GESTIONNAIRE;0
520;92;361;512;LA MUTUELLE GENERALE CHATEAUROUX;GESTIONNAIRE;0
521;92;371;512;LA MUTUELLE GENERALE TOURS;GESTIONNAIRE;0
522;92;381;512;LA MUTUELLE GENERALE GRENOBLE;GESTIONNAIRE;0
523;92;382;512;LA MUTUELLE GENERALE VIENNE;GESTIONNAIRE;0
524;92;391;512;LA MUTUELLE GENERALE LONS LE SAUNIER;GESTIONNAIRE;0
525;92;401;512;LA MUTUELLE GENERALE MONT DE MARSAN;GESTIONNAIRE;0
526;92;411;512;LA MUTUELLE GENERALE BLOIS;GESTIONNAIRE;0
527;92;421;512;LA MUTUELLE GENERALE ROANNE;GESTIONNAIRE;0
528;92;422;512;LA MUTUELLE GENERALE ST ETIENNE;GESTIONNAIRE;0
529;92;431;512;LA MUTUELLE GENERALE LE PUY;GESTIONNAIRE;0
530;92;441;512;LA MUTUELLE GENERALE NANTES;GESTIONNAIRE;0
531;92;442;512;LA MUTUELLE GENERALE ST NAZAIRE;GESTIONNAIRE;0
532;92;451;512;LA MUTUELLE GENERALE ORLEANS;GESTIONNAIRE;0
533;92;461;512;LA MUTUELLE GENERALE CAHORS;GESTIONNAIRE;0
534;92;471;512;LA MUTUELLE GENERALE AGEN;GESTIONNAIRE;0
535;92;481;512;LA MUTUELLE GENERALE MENDE;GESTIONNAIRE;0
536;92;491;512;LA MUTUELLE GENERALE ANGERS;GESTIONNAIRE;0
537;92;492;512;LA MUTUELLE GENERALE CHOLET;GESTIONNAIRE;0
538;92;501;512;LA MUTUELLE GENERALE ST LO;GESTIONNAIRE;0
539;92;511;512;LA MUTUELLE GENERALE REIMS;GESTIONNAIRE;0
540;92;521;512;LA MUTUELLE GENERALE CHAUMONT;GESTIONNAIRE;0
541;92;531;512;LA MUTUELLE GENERALE LAVAL;GESTIONNAIRE;0
542;92;541;512;LA MUTUELLE GENERALE LONGWY;GESTIONNAIRE;0
543;92;542;512;LA MUTUELLE GENERALE NANCY;GESTIONNAIRE;0
544;92;551;512;LA MUTUELLE GENERALE BAR LE DUC;GESTIONNAIRE;0
545;92;561;512;LA MUTUELLE GENERALE VANNES;GESTIONNAIRE;0
546;92;571;512;LA MUTUELLE GENERALE METZ;GESTIONNAIRE;0
547;92;572;512;LA MUTUELLE GENERALE SARREGUEMINES;GESTIONNAIRE;0
548;92;573;512;LA MUTUELLE GENERALE THIONVILLE;GESTIONNAIRE;0
549;92;581;512;LA MUTUELLE GENERALE NEVERS;GESTIONNAIRE;0
550;92;591;512;LA MUTUELLE GENERALE ARMENTIERES;GESTIONNAIRE;0
551;92;592;512;LA MUTUELLE GENERALE CAMBRAI;GESTIONNAIRE;0
552;92;593;512;LA MUTUELLE GENERALE DOUAI;GESTIONNAIRE;0
553;92;594;512;LA MUTUELLE GENERALE DUNKERQUE;GESTIONNAIRE;0
554;92;595;512;LA MUTUELLE GENERALE LILLE;GESTIONNAIRE;0
555;92;596;512;LA MUTUELLE GENERALE MAUBEUGE;GESTIONNAIRE;0
556;92;597;512;LA MUTUELLE GENERALE ROUBAIX;GESTIONNAIRE;0
557;92;598;512;LA MUTUELLE GENERALE TOURCOING;GESTIONNAIRE;0
558;92;599;512;LA MUTUELLE GENERALE VALENCIENNES;GESTIONNAIRE;0
559;92;601;512;LA MUTUELLE GENERALE BEAUVAIS;GESTIONNAIRE;0
560;92;602;512;LA MUTUELLE GENERALE CREIL;GESTIONNAIRE;0
561;92;611;512;LA MUTUELLE GENERALE ALENCON;GESTIONNAIRE;0
562;92;621;512;LA MUTUELLE GENERALE ARRAS;GESTIONNAIRE;0
563;92;622;512;LA MUTUELLE GENERALE BOULOGNE/MER;GESTIONNAIRE;0
564;92;623;512;LA MUTUELLE GENERALE CALAIS;GESTIONNAIRE;0
565;92;624;512;LA MUTUELLE GENERALE LENS;GESTIONNAIRE;0
566;92;631;512;LA MUTUELLE GENERALE CLERMONT FERRAND;GESTIONNAIRE;0
567;92;641;512;LA MUTUELLE GENERALE BAYONNE;GESTIONNAIRE;0
568;92;642;512;LA MUTUELLE GENERALE PAU;GESTIONNAIRE;0
569;92;651;512;LA MUTUELLE GENERALE TARBES;GESTIONNAIRE;0
570;92;661;512;LA MUTUELLE GENERALE PERPIGNAN;GESTIONNAIRE;0
571;92;671;512;LA MUTUELLE GENERALE HAGUENAU;GESTIONNAIRE;0
572;92;672;512;LA MUTUELLE GENERALE SELESTAT;GESTIONNAIRE;0
573;92;673;512;LA MUTUELLE GENERALE STRASBOURG;GESTIONNAIRE;0
574;92;681;512;LA MUTUELLE GENERALE COLMAR;GESTIONNAIRE;0
575;92;682;512;LA MUTUELLE GENERALE MULHOUSE;GESTIONNAIRE;0
576;92;691;512;LA MUTUELLE GENERALE LYON;GESTIONNAIRE;0
577;92;692;512;LA MUTUELLE GENERALE VILLEFRANCHE / SAONE;GESTIONNAIRE;0
578;92;701;512;LA MUTUELLE GENERALE VESOUL;GESTIONNAIRE;0
579;92;711;512;LA MUTUELLE GENERALE MACON;GESTIONNAIRE;0
580;92;721;512;LA MUTUELLE GENERALE LE MANS;GESTIONNAIRE;0
581;92;731;512;LA MUTUELLE GENERALE CHAMBERY;GESTIONNAIRE;0
582;92;741;512;LA MUTUELLE GENERALE ANNECY;GESTIONNAIRE;0
583;92;751;512;LA MUTUELLE GENERALE PARIS;GESTIONNAIRE;0
584;92;761;512;LA MUTUELLE GENERALE DIEPPE;GESTIONNAIRE;0
585;92;762;512;LA MUTUELLE GENERALE ELBEUF;GESTIONNAIRE;0
586;92;763;512;LA MUTUELLE GENERALE LE HAVRE;GESTIONNAIRE;0
587;92;764;512;LA MUTUELLE GENERALE ROUEN;GESTIONNAIRE;0
588;92;771;512;LA MUTUELLE GENERALE MELUN RUBELLES;GESTIONNAIRE;0
589;92;781;512;LA MUTUELLE GENERALE VERSAILLES;GESTIONNAIRE;0
590;92;791;512;LA MUTUELLE GENERALE NIORT;GESTIONNAIRE;0
591;92;801;512;LA MUTUELLE GENERALE AMIENS;GESTIONNAIRE;0
592;92;811;512;LA MUTUELLE GENERALE ALBI;GESTIONNAIRE;0
593;92;821;512;LA MUTUELLE GENERALE MONTAUBAN;GESTIONNAIRE;0
594;92;831;512;LA MUTUELLE GENERALE TOULON;GESTIONNAIRE;0
595;92;841;512;LA MUTUELLE GENERALE AVIGNON;GESTIONNAIRE;0
596;92;851;512;LA MUTUELLE GENERALE LA ROCHE / YON;GESTIONNAIRE;0
597;92;861;512;LA MUTUELLE GENERALE POITIERS;GESTIONNAIRE;0
598;92;871;512;LA MUTUELLE GENERALE LIMOGES;GESTIONNAIRE;0
599;92;881;512;LA MUTUELLE GENERALE EPINAL;GESTIONNAIRE;0
600;92;891;512;LA MUTUELLE GENERALE AUXERRE;GESTIONNAIRE;0
601;92;901;512;LA MUTUELLE GENERALE BELFORT;GESTIONNAIRE;0
602;92;911;512;LA MUTUELLE GENERALE EVRY;GESTIONNAIRE;0
603;92;921;512;LA MUTUELLE GENERALE NANTERRE;GESTIONNAIRE;0
604;92;931;512;LA MUTUELLE GENERALE BOBIGNY;GESTIONNAIRE;0
605;92;941;512;LA MUTUELLE GENERALE CRETEIL;GESTIONNAIRE;0
606;92;951;512;LA MUTUELLE GENERALE CERGY PONTOISE;GESTIONNAIRE;0
607;92;971;512;LA MUTUELLE GENERALE POINTE A PITRE;GESTIONNAIRE;0
608;92;972;512;LA MUTUELLE GENERALE FORT DE FRANCE;GESTIONNAIRE;0
609;92;973;512;LA MUTUELLE GENERALE CAYENNE;GESTIONNAIRE;0
610;92;974;512;LA MUTUELLE GENERALE SAINT DENIS;GESTIONNAIRE;0
611;93;61;537;MGP   NICE;GESTIONNAIRE;0
612;93;111;537;MGP   CARCASSONNE;GESTIONNAIRE;0
613;93;131;537;MGP   MARSEILLE;GESTIONNAIRE;0
614;93;151;537;MGP   AURILLAC;GESTIONNAIRE;0
615;93;241;537;MGP;GESTIONNAIRE;0
616;93;291;537;MGP   BREST;GESTIONNAIRE;0
617;93;292;537;MGP   QUIMPER;GESTIONNAIRE;0
618;93;301;537;MGP   NIMES;GESTIONNAIRE;0
619;93;311;537;MGP   TOULOUSE;GESTIONNAIRE;0
620;93;331;537;MGP   BORDEAUX;GESTIONNAIRE;0
621;93;341;537;MGP   BEZIERS;GESTIONNAIRE;0
622;93;342;537;MGP   MONTPELLIER;GESTIONNAIRE;0
623;93;371;537;MGP TOURS;GESTIONNAIRE;0
624;93;421;537;MGP   ROANNE;GESTIONNAIRE;0
625;93;422;537;MGP   ST ETIENNE;GESTIONNAIRE;0
626;93;441;537;MGP   NANTES;GESTIONNAIRE;0
627;93;442;537;MGP   ST NAZAIRE;GESTIONNAIRE;0
628;93;451;537;MGP   ORLEANS;GESTIONNAIRE;0
629;93;471;537;MGP;GESTIONNAIRE;0
630;93;511;537;MGP  REIMS;GESTIONNAIRE;0
631;93;561;537;MGP   VANNES;GESTIONNAIRE;0
632;93;571;537;MGP   METZ;GESTIONNAIRE;0
633;93;572;537;MGP   SARREGUEMINES;GESTIONNAIRE;0
634;93;573;537;MGP   THIONVILLE;GESTIONNAIRE;0
635;93;631;537;MGP   CLERMONT FERRAND;GESTIONNAIRE;0
636;93;641;537;MGP   BAYONNE;GESTIONNAIRE;0
637;93;642;537;MGP   PAU;GESTIONNAIRE;0
638;93;661;537;MGP   PERPIGNAN;GESTIONNAIRE;0
639;93;751;503;MGP;GESTIONNAIRE;0
640;93;751;536;MGP;GESTIONNAIRE;0
641;93;751;537;MGP;GESTIONNAIRE;0
642;93;771;537;MGP;GESTIONNAIRE;0
643;93;781;503;MGP;GESTIONNAIRE;0
644;93;781;536;MGP;GESTIONNAIRE;0
645;93;781;537;MGP;GESTIONNAIRE;0
646;93;831;537;MGP   TOULON;GESTIONNAIRE;0
647;93;871;537;MGP   LIMOGES;GESTIONNAIRE;0
648;93;891;537;MGP   AUXERRE;GESTIONNAIRE;0
649;93;911;503;MGP;GESTIONNAIRE;0
650;93;911;536;MGP;GESTIONNAIRE;0
651;93;911;537;MGP;GESTIONNAIRE;0
652;93;921;503;MGP;GESTIONNAIRE;0
653;93;921;536;MGP;GESTIONNAIRE;0
654;93;921;537;MGP;GESTIONNAIRE;0
655;93;931;503;MGP;GESTIONNAIRE;0
656;93;931;536;MGP;GESTIONNAIRE;0
657;93;931;537;MGP;GESTIONNAIRE;0
658;93;941;503;MGP;GESTIONNAIRE;0
659;93;941;536;MGP;GESTIONNAIRE;0
660;93;941;537;MGP;GESTIONNAIRE;0
661;93;951;503;MGP;GESTIONNAIRE;0
662;93;951;536;MGP;GESTIONNAIRE;0
663;93;951;537;MGP;GESTIONNAIRE;0
664;94;11;599;MFP  BOURG EN BRESSE;GESTIONNAIRE;0
665;94;21;599;MFP  LAON;GESTIONNAIRE;0
666;94;22;599;MFP  ST QUENTIN;GESTIONNAIRE;0
667;94;31;599;MFP  MOULINS;GESTIONNAIRE;0
668;94;41;599;MFP  DIGNE;GESTIONNAIRE;0
669;94;51;599;MFP  GAP;GESTIONNAIRE;0
670;94;61;599;MFP  NICE;GESTIONNAIRE;0
671;94;71;599;MFP  ANNONAY;GESTIONNAIRE;0
672;94;72;599;MFP  PRIVAS;GESTIONNAIRE;0
673;94;81;599;MFP  CHARLEVILLE MEZIERES;GESTIONNAIRE;0
674;94;91;599;MFP  FOIX;GESTIONNAIRE;0
675;94;101;599;MFP  TROYES;GESTIONNAIRE;0
676;94;111;599;MFP  CARCASSONNE;GESTIONNAIRE;0
677;94;121;599;MFP  RODEZ;GESTIONNAIRE;0
678;94;131;599;MFP  MARSEILLE;GESTIONNAIRE;0
679;94;141;599;MFP  CAEN;GESTIONNAIRE;0
680;94;151;599;MFP  AURILLAC;GESTIONNAIRE;0
681;94;161;599;MFP  ANGOULEME;GESTIONNAIRE;0
682;94;171;599;MFP  LA ROCHELLE;GESTIONNAIRE;0
683;94;181;599;MFP  BOURGES;GESTIONNAIRE;0
684;94;191;599;MFP  TULLE;GESTIONNAIRE;0
685;94;201;599;MFP  AJACCIO;GESTIONNAIRE;0
686;94;202;599;MFP  BASTIA;GESTIONNAIRE;0
687;94;211;599;MFP  DIJON;GESTIONNAIRE;0
688;94;221;599;MFP  ST BRIEUC;GESTIONNAIRE;0
689;94;231;599;MFP  GUERET;GESTIONNAIRE;0
690;94;241;599;MFP  PERIGUEUX;GESTIONNAIRE;0
691;94;251;599;MFP  BESANCON;GESTIONNAIRE;0
692;94;252;599;MFP  MONTBELIARD;GESTIONNAIRE;0
693;94;261;599;MFP  VALENCE;GESTIONNAIRE;0
694;94;271;599;MFP  EVREUX;GESTIONNAIRE;0
695;94;281;599;MFP  CHARTRES;GESTIONNAIRE;0
696;94;291;599;MFP  BREST;GESTIONNAIRE;0
697;94;292;599;MFP  QUIMPER;GESTIONNAIRE;0
698;94;301;599;MFP  NIMES;GESTIONNAIRE;0
699;94;311;599;MFP  TOULOUSE;GESTIONNAIRE;0
700;94;321;599;MFP  AUCH;GESTIONNAIRE;0
701;94;331;599;MFP  BORDEAUX;GESTIONNAIRE;0
702;94;341;599;MFP  BEZIERS;GESTIONNAIRE;0
703;94;342;599;MFP  MONTPELLIER;GESTIONNAIRE;0
704;1;11;0;CPAM DE BOURG EN BRESSE;GESTIONNAIRE;0
705;1;21;0;CPAM DE L'AISNE;GESTIONNAIRE;0
706;1;22;0;CPAM DE ST QUENTIN;GESTIONNAIRE;0
707;1;31;0;CPAM DE MOULINS;GESTIONNAIRE;0
708;1;41;0;CPAM DE DIGNE;GESTIONNAIRE;0
709;1;51;0;CPAM DE GAP;GESTIONNAIRE;0
710;1;61;0;CPAM DE NICE;GESTIONNAIRE;0
711;1;71;0;CPAM DE ANNONAY;GESTIONNAIRE;0
712;1;72;0;CPAM DE L ARDECHE;GESTIONNAIRE;0
713;1;81;0;CPAM DE CHARLEVILLE MEZIERES;GESTIONNAIRE;0
714;1;91;0;CPAM DE FOIX;GESTIONNAIRE;0
715;1;101;0;CPAM DE TROYES;GESTIONNAIRE;0
716;1;111;0;CPAM DE CARCASSONNE;GESTIONNAIRE;0
717;1;121;0;CPAM DE RODEZ;GESTIONNAIRE;0
718;1;131;0;CPAM DE MARSEILLE;GESTIONNAIRE;0
719;1;141;0;CPAM DE CAEN;GESTIONNAIRE;0
720;1;151;0;CPAM DE AURILLAC;GESTIONNAIRE;0
721;1;161;0;CPAM D ANGOULEME;GESTIONNAIRE;0
722;1;171;0;CPAM DE LA ROCHELLE;GESTIONNAIRE;0
723;1;181;0;CPAM DE BOURGES;GESTIONNAIRE;0
724;1;191;0;CPAM DE TULLE;GESTIONNAIRE;0
725;1;201;0;CPAM D AJACCIO;GESTIONNAIRE;0
726;1;202;0;CPAM DE BASTIA;GESTIONNAIRE;0
727;1;211;0;CPAM DE DIJON;GESTIONNAIRE;0
728;1;221;0;CPAM DES COTES D'ARMOR;GESTIONNAIRE;0
729;1;231;0;CPAM DE GUERET;GESTIONNAIRE;0
730;1;241;0;CPAM DE PERIGUEUX;GESTIONNAIRE;0
731;1;251;0;CPAM DU DOUBS;GESTIONNAIRE;0
732;1;252;0;CPAM DE MONTBELIARD;GESTIONNAIRE;0
733;1;261;0;CPAM DE VALENCE;GESTIONNAIRE;0
734;1;271;0;CPAM DE L'EURE;GESTIONNAIRE;0
735;1;281;0;CPAM DE CHARTRES;GESTIONNAIRE;0
736;1;291;0;CPAM DU FINISTERE;GESTIONNAIRE;0
737;1;292;0;CPAM DE QUIMPER;GESTIONNAIRE;0
738;1;301;0;CPAM DE NIMES;GESTIONNAIRE;0
739;1;311;0;CPAM DE TOULOUSE;GESTIONNAIRE;0
740;1;321;0;CPAM D AUCH;GESTIONNAIRE;0
741;1;331;0;CPAM DE BORDEAUX;GESTIONNAIRE;0
742;1;341;0;CPAM DE BEZIERS;GESTIONNAIRE;0
743;1;342;0;CPAM DE L HERAULT;GESTIONNAIRE;0
744;1;351;0;CPAM DE RENNES;GESTIONNAIRE;0
745;1;361;0;CPAM DE CHATEAUROUX;GESTIONNAIRE;0
746;1;371;0;CPAM DE TOURS;GESTIONNAIRE;0
747;1;381;0;CPAM DE L ISERE;GESTIONNAIRE;0
748;1;382;0;CPAM DE VIENNE;GESTIONNAIRE;0
749;1;391;0;CPAM DE LONS LE SAUNIER;GESTIONNAIRE;0
750;1;401;0;CPAM DE MONT DE MARSAN;GESTIONNAIRE;0
751;1;411;0;CPAM DE BLOIS;GESTIONNAIRE;0
752;1;421;0;CPAM DE ROANNE;GESTIONNAIRE;0
753;1;422;0;CPAM DE LA LOIRE;GESTIONNAIRE;0
754;1;431;0;CPAM DE LE PUY;GESTIONNAIRE;0
755;1;441;0;CPAM LOIRE-ATLANTIQUE;GESTIONNAIRE;0
756;1;442;0;CPAM DE SAINT NAZAIRE;GESTIONNAIRE;0
757;1;451;0;CPAM DU LOIRET;GESTIONNAIRE;0
758;1;461;0;CPAM DE CAHORS;GESTIONNAIRE;0
759;1;471;0;CPAM D'AGEN;GESTIONNAIRE;0
760;1;481;0;CPAM DE MENDE;GESTIONNAIRE;0
761;1;491;0;CPAM DE MAINE ET LOIRE;GESTIONNAIRE;0
762;1;492;0;CPAM DE CHOLET;GESTIONNAIRE;0
763;1;501;0;CPAM DE SAINT LO;GESTIONNAIRE;0
764;1;511;0;CPAM DE REIMS;GESTIONNAIRE;0
765;1;521;0;CPAM DE CHAUMONT;GESTIONNAIRE;0
766;1;531;0;CPAM DE LAVAL;GESTIONNAIRE;0
767;1;541;0;CPAM DE LONGWY;GESTIONNAIRE;0
768;1;542;0;CPAM DE MEURTHE ET MOSELLE;GESTIONNAIRE;0
769;1;551;0;CPAM DE BAR LE DUC;GESTIONNAIRE;0
770;1;561;0;CPAM DE VANNES;GESTIONNAIRE;0
771;1;571;0;CPAM DE MOSELLE;GESTIONNAIRE;0
772;1;572;0;CPAM DE SARREGUEMINES;GESTIONNAIRE;0
773;1;573;0;CPAM DE THIONVILLE;GESTIONNAIRE;0
774;1;581;0;CPAM DE NEVERS;GESTIONNAIRE;0
775;1;591;0;CPAM D ARMENTIERES;GESTIONNAIRE;0
776;1;592;0;CPAM DE CAMBRAI;GESTIONNAIRE;0
777;1;593;0;CPAM DE DOUAI;GESTIONNAIRE;0
778;1;594;0;CPAM DES FLANDRES-DUNKERQUE-ARMENTIERES;GESTIONNAIRE;0
779;1;595;0;CPAM DE LILLE-DOUAI;GESTIONNAIRE;0
780;1;596;0;CPAM DE MAUBEUGE;GESTIONNAIRE;0
781;1;597;0;CPAM DE ROUBAIX-TOURCOING;GESTIONNAIRE;0
782;1;598;0;CPAM DE TOURCOING;GESTIONNAIRE;0
783;1;599;0;CPAM DU HAINAUT;GESTIONNAIRE;0
784;1;601;0;CPAM DE L'OISE;GESTIONNAIRE;0
785;1;602;0;CPAM DE CREIL;GESTIONNAIRE;0
786;1;611;0;"""CPAM D""""ALENCON""";GESTIONNAIRE;0
787;1;621;0;CPAM D ARRAS;GESTIONNAIRE;0
788;1;622;0;CPAM DE BOULOGNE/MER;GESTIONNAIRE;0
789;1;623;0;CPAM DE LA COTE D OPALE;GESTIONNAIRE;0
790;1;624;0;CPAM DE L ARTOIS;GESTIONNAIRE;0
791;1;631;0;CPAM DE CLERMONT FERRAND;GESTIONNAIRE;0
792;1;641;0;CPAM DE BAYONNE;GESTIONNAIRE;0
