SIN_CAU_AGT;SIN_CAU_LIB;TEC_COL
1KR01;krypton;0
1K0B1;potasse hydroxyde de potassium;0
1K0Z0;autre compose inorganique du potassium non classe;0
1K000;composes inorganiques du potassium sauf bases;0
1K001;potassium;0
1K010;oxydes de potassium;0
1K020;sels de potassium non designes par ailleurs;0
1LA00;composes inorganiques du lanthane;0
1LA01;lanthane;0
1LI00;composes inorganiques du lithium;0
1LI01;lithium;0
1LR00;composes inorganiques du lawrencium;0
1LR01;lawrencium;0
1LUO1;lutecium;0
1LU00;composes inorganiques du lutecium;0
1MD00;composes inorganiques du mendelevium;0
1MD01;mendelevium;0
1MGZ0;autre compose inorganique du magnesium non classe;0
1MG00;composes inorganiques du magnesium;0
1MG01;magnesium;0
1MG10;oxydes de magnesium;0
1MNZ0;autre compose inorganique du manganese non classe;0
1MN00;composes inorganiques du manganese;0
1MN01;manganese;0
1MN10;oxydes et bioxyde de manganese;0
1MN20;sels de manganese non designes par ailleurs;0
1MN30;permanganates inorganiques;0
1MO00;composes inorganiques du molybdene;0
1MO01;molybdene;0
1NAB1;soude hydroxyde de sodium;0
1NAZ0;autre compose inorganique du sodium non classe;0
1NA00;composes inorganiques du sodium sauf bases;0
1NA01;sodium;0
1NA10;oxydes de sodium;0
1NA11;peroxyde de sodium;0
1NA20;sels de sodium non designes par ailleurs;0
1NB00;composes inorganiques du niobium;0
1NB01;niobium;0
1ND00;composes inorganiques du neodyme;0
1ND01;neodyme;0
1NE01;neon;0
1NIZ0;autre compose inorganique du nickel non classe;0
1NI00;composes inorganiques du nickel;0
1NI01;nickel;0
1NI10;oxydes de nickel;0
1NI20;sels de nickel non designes par ailleurs;0
1NI21;chlorure de nickel;0
1NI22;sulfate de nickel;0
1NI23;nitrate de nickel;0
1NO00;composes inorganiques du nobelium;0
1NO01;nobelium;0
1NP00;composes inorganiques du neptunium;0
1NP01;neptunium;0
1N0A1;acide nitrique;0
1N0A2;acide azothydrique;0
1N0B1;ammoniaque;0
1N0L0;composes chlores de l'azote;0
1N0L1;trichlorure d'azote;0
1N0L2;chlorure de nitrosyle;0
1N0Z0;autre compose inorganique de l'azote non classe;0
1N000;composes inorganiques de l'azote sauf acides et bases;0
1N001;azote;0
1N002;ammoniac;0
1N003;hydrazine;0
1N010;oxydes d'azote;0
1N011;oxyde azoteux n2o protoxyde d'azote;0
1N012;oxyde azotique no;0
1N013;dioxyde d'azote no2 tetroxyde d'azote;0
1N014;pentoxyde d'azote;0
1N020;sels d'ammonium non designes par ailleurs;0
1N021;nitrate d'ammonium;0
1N022;nitrate de potassium;0
1N030;nitrites inorganiques non designes par ailleurs;0
1N040;nitrates inorganiques non designes par ailleurs;0
1N050;azides inorganiques non designes par ailleurs (azotures);0
1N051;azide de plomb;0
1N052;azide de sodium;0
1N080;nitrures inorganiques non designes par ailleurs;0
1N090;ammonium quaternaire;0
1OS00;composes inorganiques de l'osmium;0
1OS01;osmium;0
1O0NZ;anhydrides inorganiques non classes par ailleurs;0
1O0XZ;oxydes inorganiques non classes par ailleurs;0
1O0Z0;autre compose inorganique de l'oxygene non classe;0
1O000;composes inorganiques de l'oxygene sauf oxydes (voir metal);0
1O001;oxygene;0
1O002;ozone;0
1CR31;chromate de zinc;0
1CR32;chromate de cobalt;0
1CR33;chromate de plomb;0
1CS00;composes inorganiques du cesium (caesium);0
1CS01;cesium (caesium);0
1CUZ0;autre compose inorganique du cuivre non classe;0
1CU00;composes inorganiques du cuivre;0
1CU01;cuivre;0
1CU10;oxydes de cuivre;0
1CU11;hydroxyde de cuivre;0
1CU20;sels de cuivre non designes par ailleurs;0
1CU21;sulfate de cuivre;0
1CU22;oxychlorure de cuivre;0
1CU23;carbonate de cuivre;0
1CU24;arsenite de cuivre;0
1CU25;oxyde cuivreux;0
1C0A1;acide cyanhydrique;0
1C0L0;composes chlores du carbone;0
1C0L1;chlorure de carbonyle phosgene;0
1C0Z0;autre compose inorganique du carbone non classe;0
1C000;composes inorganiques du carbone sauf acides;0
1C001;carbone;0
1C011;monoxyde de carbone;0
1C012;dioxyde de carbone gaz carbonique;0
1C030;carbonates et bicarbonates inorganiques non designes par ail;0
1C04Z;autre cyanure;0
1C040;cyanures non designes par ailleurs;0
1C041;cyanure de sodium;0
1C042;cyanure de potassium;0
1C043;cyanure de calcium;0
1C044;cyanure de fer;0
1C045;cyanure de cobalt;0
1C046;cyanure de mercure;0
1C05Z;autre ferrocyanure;0
1C050;ferrocyanures non designes par ailleurs;0
1C051;ferrocyanure de sodium;0
1C052;ferrocyanure de potassium;0
1C06Z;autre ferricyanure;0
1C060;ferricyanures non designes par ailleurs;0
1C061;ferricyanure de potassium;0
1C062;ferrinitropentacyanure de sodium nitroprussiate de sodium;0
1C080;carbures inorganiques non designes par ailleurs;0
1DY00;composes inorganiques du dysprosium;0
1DY01;dysprosium;0
1ER00;composes inorganiques de l'erbium;0
1ER01;erbium;0
1ES00;composes inorganiques de l'einsteinium;0
1ES01;einsteinium;0
1EU00;composes inorganiques de l'europium;0
1EU01;europium;0
1FEZ0;autre compose inorganique du fer non classe;0
1FEZ1;autre compose inorganique du fer ferreux;0
1FEZ2;autre compose inorganique du fer ferrique;0
1FE00;composes inorganiques du fer;0
1FE01;fer;0
1FE1Z;autre oxyde de fer;0
1FE10;oxydes de fer;0
1FE11;oxyde ferreux;0
1FE12;oxyde ferrique;0
1FM00;composes inorganiques du fermium;0
1FM01;fermium;0
1FR00;composes inorganiques du francium;0
1FR01;francium;0
1F0A1;acide fluorhydrique fluorure d'hydrogene;0
1F0Z0;autre compose inorganique du fluor non classe;0
1F000;composes inorganiques du fluor sauf acides;0
1F001;fluor;0
1F030;fluorures inorganiques non designes par ailleurs;0
1F031;fluorure d'ammonium;0
1F032;fluorure de manganese;0
1GA00;composes inorganiques du gallium;0
1GA01;gallium;0
1GD00;composes inorganiques du gadolinium;0
1GD01;gadolinium;0
1GE00;composes inorganiques du germanium;0
1GE01;germanium;0
1HA00;composes inorganiques du hahnium;0
1HA01;hahnium;0
1HE01;helium;0
1HF00;composes inorganiques du hafmium;0
1HF01;hafmium;0
1HG00;composes inorganiques du mercure;0
1HG01;mercure;0
1HG02;amalgame de mercure;0
1HG10;oxydes de mercure;0
1HG20;sels inorganiques du mercure non designes par ailleurs;0
1HG21;nitrate de mercure;0
1HG22;chlorure de mercure;0
1HG23;chlorate mercureux;0
1HG24;chlorate mercurique;0
1HG25;iodure de mercure;0
1HG26;sulfure de mercure;0
1HG27;arseniate de mercure;0
1HG28;oxycyanate de mercure;0
1HG29;thiocyanate de mercure;0
1HO00;composes inorganiques du holmium;0
1HO01;holmium;0
1H0Z0;autre compose inorganique de l'hydrogene non classe;0
1H000;composes inorganiques de l'hydrogene;0
1H001;hydrogene;0
1H002;deuterium;0
1H003;tritium;0
1H010;oxydes d'hydrogene;0
1AS31;arsenite de cuivre acetoarsenite de cuivre;0
1AS32;arsenite de calcium;0
1AS33;arsenite de plomb;0
1AS4Z;autre arseniate inorganique;0
1AS40;arseniates inorganiques non designes par ailleurs;0
1AS41;arseniate de calcium;0
1AS42;arseniate de plomb;0
1AS43;arseniate de manganese;0
1AS50;arseniures non designes par ailleurs;0
1AT00;composes inorganiques de l'astate;0
1AT01;astate;0
1AU00;composes inorganiques de l'or;0
1AU01;or;0
1A001;argon;0
1BAZ0;autre compose inorganique du baryum non classe;0
1BA00;composes inorganiques du baryum;0
1BA01;baryum;0
1BA10;oxydes de baryum;0
1BA20;sels de baryum non designes par ailleurs;0
1BEZ0;autre compose inorganique du beryllium non classe;0
1BE00;composes inorganiques du beryllium;0
1BE01;beryllium;0
1BE10;oxydes de beryllium;0
1BE20;sels de beryllium non designes par ailleurs;0
1BE21;fluorure de beryllium;0
1BE22;chlorure de beryllium;0
1BE23;sulfate de beryllium;0
1BE24;oxyfluorure de beryllium;0
1BE25;silicate double de zinc et de beryllium;0
1BI00;composes inorganiques du bismuth;0
1BI01;bismuth;0
1BK00;composes inorganiques du berkelium;0
1BK01;berkelium;0
1BRA1;acide bromhydrique bromure d'hydrogene;0
1BRF1;pentafluorure de brome;0
1BRZ0;autre compose inorganique du brome non classe;0
1BR00;composes inorganiques du brome sauf acides;0
1BR01;brome;0
1BR30;bromures inorganiques non designes par ailleurs;0
1BR40;hypobromites non designes par ailleurs;0
1BR50;bromates non designes par ailleurs;0
1B0A1;acide borique;0
1B0A2;acide perborique;0
1B0F0;composes fluores du bore;0
1B0F1;trifluorure de bore;0
1B0Z0;autre compose inorganique du bore non classe;0
1B000;composes inorganiques du bore;0
1B001;bore;0
1B030;boranes inorganiques non designes par ailleurs;0
1B040;borates inorganiques non designes par ailleurs;0
1B050;perborates inorganiques non designes par ailleurs;0
1CAB1;chaux hydroxyde de calcium;0
1CAZ0;autre compose inorganique du calcium non classe;0
1CA00;composes inorganiques du calcium sauf bases;0
1CA01;calcium;0
1CA10;oxydes de calcium;0
1CA20;sels de calcium non designes par ailleurs;0
1CD00;composes inorganiques du cadmium;0
1CD01;cadmium;0
1CD20;sels de cadmium non designes par ailleurs;0
1CE00;composes inorganiques du cerium;0
1CE01;cerium;0
1CF00;composes inorganiques du californium;0
1CF01;californium;0
1CLA1;acide chlorhydrique chlorure d'hydrogene;0
1CLA2;acide perchlorique;0
1CLA3;acide hypochloreux;0
1CLZ0;autre compose inorganique du chlore non classe;0
1CL00;composes inorganiques du chlore sauf acides;0
1CL01;chlore;0
1CL10;oxydes de chlore;0
1CL30;chlorures inorganiques non designes par ailleurs;0
1CL31;chlorure de potassium;0
1CL32;chlorure de sodium;0
1CL40;chlorates inorganiques non designes par ailleurs;0
1CL50;perchlorates inorganiques non designes par ailleurs;0
1CL60;hypochlorites inorganiques non designes par ailleurs;0
1CM00;composes inorganiques du curium;0
1CM01;curium;0
1CO00;composes inorganiques du cobalt;0
1CO01;cobalt;0
1CO20;sels de cobalt non designes par ailleurs;0
1CO21;fluorure de cobalt;0
1CO22;chlorure de cobalt;0
1CO23;nitrate de cobalt;0
1CO24;sulfate de cobalt;0
1CO25;sulfure de cobalt;0
1CO26;phosphate de cobalt;0
1CO27;carbonate de cobalt;0
1CO28;arsenite de cobalt;0
1CRA1;acide chromique;0
1CRZ0;autre compose inorganique du chrome non classe;0
1CR00;composes inorganiques du chrome sauf acides;0
1CR01;chrome;0
1CR1Z;autre oxyde de chrome;0
1CR10;oxydes de chrome;0
1CR11;anhydride chromique;0
1CR2Z;autre sel de chrome;0
1CR20;sels de chrome;0
1CR21;sulfate de chrome;0
1CR22;chlorure de chrome;0
1CR3Z;autre chromate ou bichromate inorganique;0
1CR30;chromates et bichromates inorganiques non designes par aille;0
C2500;hemotonique;0
C2501;hydroxocobalamine;0
C2502;preparation de fer;0
C2503;citrate de fer ammoniacal;0
C2504;complexe d'hydrate de carbone ferrique;0
C2505;chlorure ferreux;0
C2506;carbonate ferreux;0
C2507;fumarate ferreux;0
C2508;ferrocholinate;0
C2509;gluconate ferreux;0
C260A;danazol;0
C2600;substance endocrine;0
C2601;substance endocrine naturelle;0
C2602;substance endocrine synthetique;0
C2603;lergotrile;0
C2604;citrate de clomiphene;0
C2605;gonadotrophine chorionique injectable;0
C2606;megestrol;0
C2607;norgestrel;0
C2608;agent contraceptif oral;0
C2609;bromocriptine;0
C270A;fludrocortisone;0
C270B;fluocinolone;0
C270C;fluorometholone;0
C270D;fluprednisolone;0
C270E;flurandrenolone;0
C270F;hydrocortamate;0
C270G;fluadrenolide;0
C270H;methandriol;0
C270J;oxandrolone;0
C270K;cortisone injectable;0
C270L;methylprednisolone;0
C270M;norethandrolone;0
C270N;oxymetholone;0
C270P;paramethasone;0
C270Q;prednisolone;0
C270R;prednisone;0
C270S;triamcinolone;0
C2700;corticoide;0
C2701;extrait corticosurrenalien injectable;0
C2702;desonide;0
C2703;betamethasone;0
C2704;dexamethasone;0
C2705;desoxycorticosterone;0
C2706;dichlorisone;0
C2707;ethylestrenol;0
C2708;flumethasone;0
C2709;aldosterone injectable;0
C2800;preparation d'androgene;0
C2801;fluoxymesterone;0
C2802;methyltestosterone;0
C2803;nandrolone;0
C2804;stanolone;0
C2805;stanozolol;0
C2806;testosterone injectable;0
C2807;dihydrotestosterone injectable;0
C290A;hexestrol;0
C290B;methallenestril;0
C290C;quinestrol;0
C290D;norethindrone;0
C290E;sulfate d'oestrone sodique;0
C290F;progestatif;0
C290G;norethynodrel;0
C290H;dydrogesterone;0
C290J;ethisterone;0
C290K;preparation d'hydroxyprogesterone;0
C290L;medroxyprogesterone;0
C290M;progesterone injectable;0
C290N;progesterone anhydrohydroxique;0
C290P;lututrine;0
C2900;preparation d'oestrogene;0
C2901;benzestrol;0
C2902;chlorotrianisene;0
C2903;dienestrol;0
C2904;diethylstilbestrol;0
C2905;estradiol injectable;0
C2906;estrone injectable;0
C2907;substance oestrogenique conjuguee;0
C2908;ethinyl oestradiol;0
C2909;promethestrol;0
ZZZZZ;autre agent causal connu non listé;0
0;agent causal inconnu;0
1AC00;composes inorganiques de l'actinium;0
1AC01;actinium;0
1AG00;composes inorganiques de l'argent;0
1AG01;argent;0
1ALZ0;autre compose inorganique de l'aluminium non classe;0
1AL00;composes inorganiques de l'aluminium;0
1AL01;aluminium;0
1AL10;oxydes d'aluminium;0
1AM00;composes inorganiques de l'americium;0
1AM01;americium;0
1ASZ0;autre compose inorganique de l'arsenic non classe;0
1AS00;composes inorganiques de l'arsenic;0
1AS01;arsenic;0
1AS02;hydrogene arsenie arsine;0
1AS10;oxydes d'arsenic;0
1AS11;anhydride arsenieux trioxyde d'arsenic;0
1AS12;anhydride arsenique pentoxyde d'arsenic;0
1AS20;sels d'arsenic non designes par ailleurs;0
1AS21;halogenure d'arsenic;0
1AS3Z;autre arsenite inorganique;0
1AS30;arsenites inorganiques non designes par ailleurs;0
C2N0B;bendroflumethiazide;0
C2N0C;cyclothiazide;0
C2N0D;ambufylline;0
C2N0E;chlorthalidone;0
C2N0F;dichlorphenamide;0
C2N0G;dyphylline;0
C2N0H;elixophylline;0
C2N0J;ethoxzolamide;0
C2N0K;flumethiazide;0
C2N0L;hydrochlorothiazide;0
C2N0M;hydroflumethiazide;0
C2N0N;mannitol;0
C2N0P;acide etacrynique;0
C2N00;diuretique;0
C2N01;acetazolamide;0
C2N02;aminometradine;0
C2N03;amisometradine;0
C2N04;benzthiazide;0
C2N05;benzhydroflumethiazide;0
C2N06;carbamide;0
C2N07;chlormerodrine;0
C2N08;chlorazanil;0
C2N09;chlorothiazide;0
C210A;lomustine;0
C210B;lomustine de methyle;0
C210C;streptozotocine;0
C210D;semustine;0
C210E;dimethyltriazenoimidazole carboxamide;0
C210F;hexamethyl melamine;0
C210G;compose de cisplatine;0
C210H;daunorubicine;0
C210J;doxorubicine;0
C210K;5azacytidine;0
C210L;dibromomannitol;0
C210M;nafoxidine;0
C210N;calusterone;0
C210P;razoxane;0
C210Q;tamoxifene;0
C210R;epipodophyllotoxine glucoside;0
C210S;epipodophyllotoxine glycoside;0
C210T;phosphate de polyestradiol;0
C2100;agent stimulant immunologique;0
C2101;vaccin bcg;0
C2102;antidote de leucovorine;0
C2103;facteur de transfert injectable;0
C2104;facteur de corynebacterium parvum;0
C2105;vaccin bacterien mixte;0
C2106;poly au;0
C2107;tetrapalmitate de maltose;0
C2108;dacarbazine;0
C2109;carmustine;0
C220A;preparation d'heparine;0
C220B;phenindione;0
C220C;phenprocoumon;0
C220D;citrate de sodium;0
C220E;warfarine de sodium;0
C220F;bromindione;0
C2200;medicament anticoagulant;0
C2201;acenocoumarol;0
C2202;anisindione;0
C2203;bishydroxycoumarine;0
C2204;cyclocoumarol;0
C2205;diphenadione;0
C2206;biscoumacetate d'ethyle;0
C2207;preparation d'urokinase;0
C2208;streptokinase;0
C2209;fibrinolysine injectable;0
C230A;fraction de plasma humain;0
C230B;polyvinylpyrrolidone;0
C230C;erythrocytes humains congeles;0
C230D;preparation de leucocytes humains;0
C230E;preparation de thrombocytes humains;0
C2300;succedanes sanguins;0
C2301;albumine serique humaine;0
C2302;preparation de sang entier humain;0
C2303;preparation de cellules sanguines humaines;0
C2304;dextran;0
C2305;gelatine;0
C2306;chlorure de sodium isotonique;0
C2307;preparation de glucose;0
C2308;preparation de sucrose;0
C2309;plasma humain;0
C240A;fibrinogene injectable;0
C240B;thrombine;0
C240C;thromboplastine;0
C240D;protamine;0
C240E;chlorure de tolonium;0
C2400;medicament coagulant;0
C2401;plasma humain antihemophilique;0
C2402;eponge de gelatine absorbable;0
C2403;preparation de prostacycline pgi2;0
C2404;salicylate de carbazochrome;0
C2405;extrait de ceanothus;0
C2406;acide aminocaproique;0
C2407;preparation de facteur viii;0
C2408;preparation de facteur ix;0
C2409;cellule oxydee;0
C250A;saccharate d'oxyde de fer;0
C250B;sulfate ferreux;0
C250C;dextriferron;0
C250D;extrait de foie;0
C250E;extrait gastrique;0
C250F;concentre de facteur intrinseque;0
C2J04;bicarbonate de potassium;0
C2J05;chlorure de potassium;0
C2J06;saline potassique de lactate;0
C2J07;chlorure de sodium;0
C2J08;gluconate de potassium;0
C2J09;solution de ringer;0
C2K0A;huile de foie de requin;0
C2K0B;huile de foie de fletan;0
C2K0C;ergosterol;0
C2K0D;betacarotene;0
C2K0E;preparation de vitamine a;0
C2K0F;oleovitamine d;0
C2K0G;7dehydrocholesterol active;0
C2K0H;preparation de choline;0
C2K0J;preparation de vitamine e;0
C2K0K;preparation de vitamine d nephrogene;0
C2K0L;alphatocopherol;0
C2K0M;pantothenate de calcium;0
C2K0N;preparation de cyanocobalamine;0
C2K0P;decavitamine;0
C2K0Q;preparation d'acide folique;0
C2K0R;diphosphate sodique de menadiol;0
C2K0S;menadione;0
C2K0T;preparation de niacine;0
C2K0U;preparation de leucovorine;0
C2K0V;preparation de vitamine k;0
C2K0W;preparation de vitamine k5;0
C2K0X;preparation de niacinamide;0
C2K00;vitamine injectable;0
C2K01;preparation d'acide ascorbique;0
C2K02;ascorbate de sodium;0
C2K03;preparation de calciferol;0
C2K04;huile de foie de poisson;0
C2K05;huile de foie de lotte;0
C2K06;huile de foie de morue;0
C2K07;huile de foie de percoide;0
C2K08;preparation de biotine;0
C2K09;preparation multivitaminee;0
C2K11;phytonadione;0
C2K12;preparation de pyridoxine;0
C2K13;preparation de riboflavine;0
C2K14;tretinoine;0
C2K15;hydrochlorure de thiamine;0
C2K16;nitrate de thiamine;0
C2K17;levure de biere;0
C2K18;preparation de vitamine p;0
C2L0A;nalorphine;0
C2L0B;penicillamine;0
C2L0C;picrotoxine;0
C2L0D;thiosulfate de sodium;0
C2L0E;naloxone;0
C2L0F;dimercaprol;0
C2L0G;charbon active;0
C2L0H;poudre colloidale de farine d'avoine;0
C2L0J;lait ecreme;0
C2L0K;gel;0
C2L0L;gelee lubrifiante;0
C2L0M;diprenorphine;0
C2L0N;sulindac;0
C2L00;antidote;0
C2L01;bemegride;0
C2L02;edetate disodique de calcium;0
C2L03;edetate disodique;0
C2L04;leucovorine calcique;0
C2L05;carbimide de calcium citrate;0
C2L06;disulfirame;0
C2L07;chlorure d'edrophonium;0
C2L08;levallorphane;0
C2L09;bleu de methylene;0
C2M0A;dexchlorpheniramine;0
C2M0B;diphenhydramine;0
C2M0C;dimethpyrindene;0
C2M0D;diphenylpyraline;0
C2M0E;dimethindene;0
C2M0F;cyproheptadine;0
C2M0G;trimeprazine;0
C2M0H;doxylamine;0
C2M0J;histaminase;0
C2M0K;methapyrilene;0
C2M0L;methdilazine;0
C2M0M;phenindamine;0
C2M0N;phenyltoloxamine;0
C2M0P;pyrathiazine;0
C2M0Q;pheniramine;0
C2M0R;pyrilamine;0
C2M0S;pyrrobutamine;0
C2M0T;rotoxamine;0
C2M0U;thenyldiamine;0
C2M0V;thenylpyramine;0
C2M0W;thonzylamine;0
C2M0X;tripelennamine;0
C2M0Y;triprolidine;0
C2M00;medicament antihistaminique;0
C2M01;antazoline;0
C2M02;brompheniramine;0
C2M03;bromazine;0
C2M04;carbinoxamine;0
C2M05;chlorcyclizine;0
C2M06;chlorothene;0
C2M07;chlorpheniramine;0
C2M08;clemizole;0
C2M09;dexbrompheniramine;0
C2N0A;triamterene;0
C2C04;ocytocine injectable;0
C2C05;somatotrophine injectable;0
C2C06;prolactine injectable;0
C2C07;vasopressine injectable;0
C2C08;hormone thyreotrope injectable;0
C2C09;folliculostimuline injectable;0
C2D00;hormone hypothalamique de liberation  injectable;0
C2D01;hormone de liberation de la corticotrophine  injectable;0
C2D02;hormone de liberation de la somatotrophine injectable;0
C2D03;hormone inhibitrice de la somatotrophine injectable;0
C2D04;hormone de liberation de la gonadotrophine injectable;0
C2D05;hormone de liberation de la prolactine injectable;0
C2D06;hormone inhibitrice de la prolactine injectable;0
C2D07;hormone de liberation de la melanostimuline injectable;0
C2D08;preparation d'hormone de liberation de la thyreostimuline;0
C2E00;medicament thyroidien;0
C2E01;inhibiteur de la thyroide;0
C2E02;thyroxine injectable;0
C2E03;levothyroxine sodique;0
C2E04;liothyronine sodique injectable;0
C2E05;methylthiouracile;0
C2E06;methimazole;0
C2E07;propylthiouracile;0
C2E08;iothiouracile;0
C2E09;calcitonine injectable;0
C2F00;extrait de parathyroide injectable;0
C2F01;steroide hypercalcemiant;0
C2F02;dihydrotachysterol;0
C2G0A;gammaglobuline injectable;0
C2G0B;venin de cobra;0
C2G0C;vaccin contre la brucellose;0
C2G0D;vaccin contre la rougeole;0
C2G0E;vaccin contre la fievre jaune;0
C2G0F;vaccin contre la rubeole;0
C2G0G;vaccin antigrippal;0
C2G0H;vaccin contre les oreillons;0
C2G0J;vaccin contre la poliomyelite;0
C2G0K;vaccin antirabique;0
C2G0L;immunoglobulines humaines ourliennes;0
C2G0M;vaccin contre la varicelle;0
C2G0N;vaccin contre la variole;0
C2G0P;anatoxine diphterique;0
C2G0Q;vaccin antityphoparatyphoidique;0
C2G0R;vaccin anticholerique;0
C2G0S;vaccin contre la peste;0
C2G0T;vaccin contre la fievre pourpree des montagnes rocheuses;0
C2G0U;vaccin anticoquelucheux;0
C2G0V;immunoglobulines humaines de la vaccine;0
C2G0W;vaccin contre la rougeole  les oreillons et la rubeole;0
C2G0X;vaccin antidiphterique antitetanique anticoquelucheux;0
C2G00;serum  vaccin ou toxine;0
C2G01;antiserum rabique;0
C2G02;antitoxine botulinique;0
C2G03;antiserum contre l'araignee veuve noire;0
C2G04;antitoxine de la gangrene gazeuse;0
C2G05;immunoglobulines humaines tetaniques;0
C2G07;antitoxine tetanique;0
C2G08;immunoglobuline rhd;0
C2G09;antivenin reptilien polyvalent;0
C2G1A;immunoglobulines humaines contre la poliomyelite;0
C2G1B;vaccin therapeutique;0
C2G1C;antiserum therapeutique;0
C2G1D;antitoxine diphterique;0
C2G1E;vaccin pneumococcique polyvalent;0
C2G1F;extrait de rhus toxicodendron (sumac veneneux);0
C2G1G;antigene combine d'insecte piqueur;0
C2G1H;immunoglobulines humaines d'hepatite b;0
C2G11;immunoglobulines humaines de la coqueluche;0
C2G12;vaccin viral contre la rougeole et la rubeole (vivant);0
C2G13;serum antilymphocytaire;0
C2G14;anatoxine tetanique;0
C2G15;anatoxine staphylococcique;0
C2G16;vaccin antimeningococcique;0
C2G17;vaccin antihepatite a;0
C2G18;vaccin antihepatite b;0
C2G19;immunoglobulines de serum humain;0
C2H0A;tartrate de potassium;0
C2H00;acidifiant systemique;0
C2H01;acide acetique dilue;0
C2H02;acetate de potassium;0
C2H03;citrate de potassium;0
C2H04;betaine;0
C2H05;acide chlorhydrique dilue;0
C2H06;acide phosphorique dilue;0
C2H07;biphosphate de sodium;0
C2H08;acide tartarique;0
C2H09;bitartrate de sodium;0
C2J0A;solution de lactate de ringer;0
C2J0B;lactate de sodium;0
C2J0C;gluceptate de calcium;0
C2J0D;phosphate de potassium;0
C2J0E;nutriment parenteral;0
C2J0F;emulsion d'huile de coton;0
C2J0G;hydrolysat de proteines;0
C2J0H;aliment;0
C2J0J;additif alimentaire;0
C2J0K;glutamate monosodique;0
C2J0L;regime de suralimentation;0
C2J0M;saccharine;0
C2J00;succedanes d'electrolytes;0
C2J01;chlorure de calcium;0
C2J02;lactate de calcium;0
C2J03;gluconate de calcium;0
C170K;desipramine;0
C170L;haloperidol;0
C170M;diphenidol;0
C170N;doxepine;0
C170P;lorazepam;0
C170Q;droperidol;0
C170R;trimipramine;0
C170S;inhibiteur de la monoamineoxidase;0
C170T;isocarboxazide;0
C170U;mepazine;0
C170V;mephenoxalone;0
C170W;meprobamate;0
C170X;methoxypromazine;0
C1700;medicament tranquilisant;0
C1701;medicament antidepresseur;0
C1702;acetophenazine;0
C1703;amitriptyline;0
C1704;azacyclonol;0
C1705;benactyzine;0
C1706;captodiame;0
C1707;chlordiazepoxide;0
C1708;chlormezanone;0
C1709;clorazepate;0
C171A;promazine;0
C171B;prothipendyl;0
C171C;phencyclidine;0
C171D;1(1(2thienyl)cyclohexyl) piperidine;0
C171E;1piperidinocyclohexanecarbonitrile;0
C171F;piperidine;0
C171G;piperacetazine;0
C171H;promethazine;0
C171J;thiopropazate;0
C171K;thioridazine;0
C171L;tranylcypromine;0
C171M;triflupromazine;0
C171N;trifluoperazine;0
C171P;thiothixene;0
C171Q;oxazepam;0
C171R;diazepam;0
C171S;protriptyline;0
C171T;butaperizine;0
C171U;tybamate;0
C171V;dibenzepine;0
C171W;perazine;0
C171X;thalidomide;0
C1711;nialamide;0
C1712;loxapine;0
C1713;oxanamide;0
C1714;mesoridazine;0
C1715;nortriptyline;0
C1716;perphenazine;0
C1717;phenelzine;0
C1718;phenaglycodol;0
C1719;proketazine;0
C1721;perchlorperazine;0
C1722;preparation de chlorure de lithium;0
C1723;molindone;0
C1724;prazepam;0
C1800;spasmolytique de la musculature lisse;0
C1801;aminophylline;0
C1802;extrait pancreatique deproteine;0
C1803;papaverine;0
C1804;dantrolene sodique;0
C1805;ethaverine;0
C1806;thiphenamil;0
C190A;phenyramidol;0
C190B;styramate;0
C190C;succinylcholine;0
C190D;tubocurarine;0
C190E;chlorphenesine carbamate;0
C190F;metaxalone;0
C190G;pancuronium sodique;0
C1900;relaxant de la musculature squelettique;0
C1901;carisoprodol;0
C1902;chlorzoxazone;0
C1903;decamethonium;0
C1904;triethiodure de gallamine;0
C1905;hexafluorenium;0
C1906;mephenesine;0
C1907;methocarbamol;0
C1908;orphenadrine;0
C1909;promoxolane;0
C2A00;preparation d'hormone pancreatique;0
C2A01;glucagon injectable;0
C2A02;insuline injectable;0
C2A03;pentagastrine injectable;0
C2A04;gastrine injectable;0
C2A05;enterogastrone injectable;0
C2A06;secretine injectable;0
C2A07;cholecystokinine injectable;0
C2A08;motiline injectable;0
C2A09;preparation d'hormone gastrointestinale;0
C2B00;medicament hypoglycemiant;0
C2B01;chlorpropamide;0
C2B02;phenformine;0
C2B03;tolbutamide;0
C2B04;acetohexamide;0
C2B05;tolazamide;0
C2C0A;somatomedine injectable;0
C2C00;substance hypophysaire injectable;0
C2C01;extrait antehypophysaire injectable;0
C2C02;corticotrophine injectable;0
C2C03;lututrine injectable;0
C120D;oxycodone;0
C120E;laudanum;0
C120F;levorphanol;0
C120G;meperidine;0
C120H;methadone;0
C120J;morphine;0
C120K;oxymorphone;0
C120L;phenazocine;0
C120M;pentazocine;0
C120N;pholcodine;0
C120P;piminodine;0
C120Q;thebaine;0
C120R;dihydrocodeinone;0
C120S;metazocine;0
C120T;etazocine;0
C1200;analgesique narcotique;0
C1201;anileridine;0
C1202;alphaprodine;0
C1203;codeine;0
C1204;dihydrocodeine;0
C1205;dihydromorphinone;0
C1206;ethyl morphine;0
C1207;heroine;0
C1208;hydrocodone;0
C1209;fentanyl;0
C130A;clonazepam;0
C130B;primidone;0
C130C;trimethadione;0
C130D;mephenytoine;0
C130E;valproate de sodium;0
