BIO_PRS_IDE;BIO_INF_LIB;BIO_CRE_DAT;BIO_SUP_DAT;BIO_ARB_CHA;BIO_ARB_SC1;BIO_ARB_SC2;BIO_ARB_SC3;BIO_ARB_SC4;BIO_ARB_BAS;BIO_PHY_GRP;BIO_GRP_LIB;BIO_HIS_DTD;BIO_HIS_DTF;BIO_ENP_TOP;BIO_TUX_TOP;BIO_MAX_EXE;BIO_SPE_REG;BIO_MAX_REG;BIO_MED_REF;BIO_RES_TOP;BIO_BIO_INV;BIO_SNG_TOP;BIO_TAR_NAT;BIO_TAR_COF
1000;SCORE BIOLOGIQUE FIBROSE HEPATIQUE - FIBROTEST;01MAR2011:00:00:00;;13;1;0;0;0;29.000000;19;HEPATITES VIRALES;18JUN2011:00:00:00;;;;1;;0;1;;;1;B;140.00
1001;SCORE BIOLOGIQUE FIBROSE HEPATIQUE - FIBROMETRE V;01MAR2011:00:00:00;;13;1;0;0;0;32.000000;19;HEPATITES VIRALES;18JUN2011:00:00:00;;;;1;;0;1;;;1;B;140.00
1002;SCORE BIOLOGIQUE FIBROSE HEPATIQUE - HEPASCORE;01MAR2011:00:00:00;;13;1;0;0;0;33.000000;19;HEPATITES VIRALES;18JUN2011:00:00:00;;;;1;;0;1;;;1;B;140.00
1008;EBV-CHARGE VIRALE;30AUG2019:00:00:00;;19;0;0;0;0;28.000000;22;INFECTIONS A EBV;19SEP2019:00:00:00;;;;1;;0;1;;;1;B;150.00
1009;EBV- SEROLOGIE SPECIFIQUE;30AUG2019:00:00:00;;19;0;0;0;0;26.000000;22;INFECTIONS A EBV;05JAN2022:00:00:00;;;;1;;0;;;;1;B;135.00
1010;EBV- RECHERCHE DU STATUT IMMUNITAIRE;30AUG2019:00:00:00;;19;0;0;0;0;30.000000;22;INFECTIONS A EBV;19SEP2019:00:00:00;;;;1;;0;;;;1;B;100.00
1011;ETUDE FONCTIONS PLAQUETTAIRES (METHODE AGREGATION);11JUN2013:00:00:00;;5;2;0;0;0;1.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;5;;0;1;;;1;B;100.00
1013;FACTEUR WILLEBRAND (DOSAGE IMMUNOLOGIQUE);11JUN2013:00:00:00;;5;2;0;0;0;3.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;1;;0;1;;1;1;B;40.00
1014;FACTEUR II (PROTHROMBINE)- DOSAGE ACTIVITE COAGULANTE;11JUN2013:00:00:00;;5;2;0;0;0;9.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;1;;0;;;1;1;B;25.00
1015;FACTEUR V (PROACCELERINE)- DOSAGE ACTIVITE COAGULANTE;11JUN2013:00:00:00;;5;2;0;0;0;10.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;1;;0;;;1;1;B;25.00
1016;FACTEUR VII (PROCONVERTINE) - DOSAGE ACTIVITE COAGULANTE;11JUN2013:00:00:00;;5;2;0;0;0;11.000000;90;AUTRES (tous les autres codes);19APR2016:00:00:00;;;;1;;0;;;1;1;B;25.00
1017;FACTEUR X (FACTEUR STUART) - DOSAGE ACTIVITE COAGULANTE;11JUN2013:00:00:00;;5;2;0;0;0;12.000000;90;AUTRES (tous les autres codes);19APR2016:00:00:00;;;;1;;0;;;1;1;B;25.00
1018;INHIBITEUR ANTI-FACTEUR VIII OU ANTI-FACTEUR IX (RECHERCHE);11JUN2013:00:00:00;;5;2;0;0;0;19.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;1;;0;1;;1;1;B;100.00
1019;INHIBITEUR ANTI-FACTEUR VIII OU ANTI-FACTEUR IX (TITRAGE);11JUN2013:00:00:00;;5;2;0;0;0;20.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;1;;0;;;1;1;B;200.00
1020;ANTICOAGULANT DE TYPE LUPIQUE (RECHERCHE ET IDENTIFICATION);11JUN2013:00:00:00;;5;2;0;0;0;22.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;1;;0;1;;;1;B;200.00
1021;D DIMERES OU PDF (DETERMINATION SEMI QUANTITATIVE);11JUN2013:00:00:00;;5;2;0;0;0;23.000000;2;COAGULATION COURANTE;11JUL2013:00:00:00;;;;1;;0;1;;;1;B;30.00
1022;D DIMERES (DOSAGE);11JUN2013:00:00:00;;5;2;0;0;0;24.000000;2;COAGULATION COURANTE;11JUL2013:00:00:00;;;;1;;0;1;;;1;B;60.00
1024;ANTICORPS ANTI-FACTEUR 4 PLAQUETTAIRE (PF4) - RECHERCHE;11JUN2013:00:00:00;;5;2;0;0;0;27.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;1;;0;1;;;1;B;150.00
1025;PROTEINE S LIBRE ANTIGENE (DOSAGE IMMUNOLOGIQUE);11JUN2013:00:00:00;;5;2;0;0;0;31.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;1;;0;1;;1;1;B;50.00
1026;PROTEINE S TOTALE (DOSAGE IMMUNOLOGIQUE);11JUN2013:00:00:00;;5;2;0;0;0;32.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;1;;0;1;;1;1;B;50.00
1027;PROTEINE C (DOSAGE IMMUNOLOGIQUE);11JUN2013:00:00:00;;5;2;0;0;0;34.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;1;;0;1;;1;1;B;50.00
1028;FACTEUR I OU II OU V OU VII OU X : DOSAGE IMMUNOLOGIQUE;11JUN2013:00:00:00;;5;2;0;0;0;35.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;0;;0;1;;;1;B;40.00
1029;MUTATION G1691A DU GENE FACTEUR V (FACTEUR V LEIDEN);11JUN2013:00:00:00;;5;2;0;0;0;36.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;1;;0;1;1;;1;B;100.00
1030;MUTATION G20210A DU GENE DE LA PROTHROMBINE;11JUN2013:00:00:00;;5;2;0;0;0;37.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;1;;0;1;1;;1;B;100.00
1031;MUTATIONS G1691A DU GENE DU FV (FV LEIDEN) + G202010A DU GENE DU FII;11JUN2013:00:00:00;;5;2;0;0;0;38.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;1;;0;1;1;;1;B;150.00
1032;FACTEURS VII ET X - DOSAGE ACTIVITE COAGULANTE;11JUN2013:00:00:00;;5;2;0;0;0;13.000000;90;AUTRES (tous les autres codes);11JUL2013:00:00:00;;;;1;;0;;;1;1;B;25.00
1033;C DIFFICILE _DIAGNOSTIC D'UNE INFECTION;02SEP2019:00:00:00;;19;0;0;0;0;8.000000;90;AUTRES (tous les autres codes);21SEP2019:00:00:00;;;;1;;0;1;;1;;B;85.00
1035;RECHERCHE OU QUANTIFICATION DU TRANSCRIT BCR-ABL;01APR2021:00:00:00;;0;0;0;0;0;1.000000;90;AUTRES (tous les autres codes);08APR2021:00:00:00;;;;0;;0;;;;;B;460.00
1054;CICLOSPORINE A (SANDIMMUN) (SANG);01JAN1996:00:00:00;;14;0;0;0;0;6.000000;90;AUTRES (tous les autres codes);05JAN2022:00:00:00;;;;1;;0;;;;1;B;69.00
1101;MYELOGRAMME(MEDULLOGR) ADENOGRAMME OU SPLENOGRAMME;01JAN1996:00:00:00;;5;1;0;0;0;1.000000;90;AUTRES (tous les autres codes);30MAR1997:00:00:00;;;;1;;0;;;;1;B;100.00
1102;ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG);01JAN1996:00:00:00;;5;1;0;0;0;2.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;3;;0;;;1;1;B;25.00
1103;PHENOTYPAGE DES CELLULES ANORMALES (MOELLE OU SANG);01JAN1996:00:00:00;;5;1;0;0;0;3.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;300.00
1104;HEMOGRAMME Y COMPRIS PLAQUETTES (NFS , NFP);01JAN1996:00:00:00;;5;1;0;0;0;4.000000;1;HEMATOLOGIE COURANTE;05JAN2022:00:00:00;;;;1;;0;;;;1;B;22.00
1105;DIAGNOSTIC  HEMOPATHIE MALIGNE (MOELLE OU SANG);01JAN1996:00:00:00;;5;1;0;0;0;5.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;1;1;B;100.00
1106;SUIVI HEMOPATHIE MALIGNE CONNUE (MOELLE OU SANG);01JAN1996:00:00:00;;5;1;0;0;0;6.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;1;1;B;50.00
1107;PLAQUETTES (THROMBOCYTES) : ETUDE ISOLEE;01JAN1996:00:00:00;;5;1;0;0;0;7.000000;1;HEMATOLOGIE COURANTE;18JUN2011:00:00:00;;;;1;;0;;;1;1;B;15.00
1109;RETICULOCYTES (RC) : NUMERATION;01JAN1996:00:00:00;;5;1;0;0;0;9.000000;1;HEMATOLOGIE COURANTE;01APR2019:00:00:00;;;;1;;0;;;;1;B;19.00
1110;CORPS DE HEINZ : RECHERCHE;01JAN1996:00:00:00;;5;1;0;0;0;10.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;20.00
1111;DREPANOCYTES : RECHERCHE;01JAN1996:00:00:00;;5;1;0;0;0;11.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;20.00
1112;RESISTANCE GLOBULAIRE OSMOTIQUE;01JAN1996:00:00:00;;5;1;0;0;0;12.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;30.00
1113;ELECTROPHORESE DE L'HEMOGLOBINE (GEL POLYACRYLAMIDE);01JAN1996:00:00:00;;5;1;0;0;0;13.000000;90;AUTRES (tous les autres codes);30MAR1997:00:00:00;;;;1;;0;;;;1;B;60.00
1114;ELECTROPHORESE DE L'HEMOGLOBINE (CITRATE AGAR);01JAN1996:00:00:00;;5;1;0;0;0;14.000000;90;AUTRES (tous les autres codes);30MAR1997:00:00:00;;;;1;;0;;;;1;B;60.00
1115;TEST SOLUBILITE DE L'HEMOGLOBINE (ITANO , FALCIFORMATION);01JAN1996:00:00:00;;5;1;0;0;0;15.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;30.00
1116;TEST D'AUTO-HEMOLYSE;01JAN1996:00:00:00;;5;1;0;0;0;16.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;50.00
1117;TEST A L'ISOPROPANOL (HEMOGLOBINE INSTABLE);01JAN1996:00:00:00;;5;1;0;0;0;17.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;20.00
1118;HEMOGLOBINE F : DOSAGE;01JAN1996:00:00:00;;5;1;0;0;0;18.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;20.00
1119;RECH. HEMOGLOBINURIE NOCTURNE PAROXYSTIQUE;01JAN1996:00:00:00;;5;1;0;0;0;19.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;80.00
1120;RECH. ANOMALIE DE L'HEMOGLOBINE (3 TECHNIQUES MIN.);01JAN1996:00:00:00;;5;1;0;0;0;20.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;120.00
1122;LYMPHOCYTES HELPERS/SUPPRESSEURS (CD4, CD8, CD3 ...);01JAN1996:00:00:00;;5;1;0;0;0;22.000000;90;AUTRES (tous les autres codes);05JAN2022:00:00:00;;;;1;;0;;1;;1;B;78.00
1123;PROTOPORPHYRINES ZINC (PPZ);01JAN1996:00:00:00;;5;1;0;0;0;23.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;60.00
1124;VITESSE DE SEDIMENTATION (VS);01JAN1996:00:00:00;;5;1;0;0;0;21.000000;1;HEMATOLOGIE COURANTE;01APR2019:00:00:00;;;;1;;0;;;;1;B;4.00
1125;HEMATOZOAIRES : RECHERCHE SUR FROTTIS ET EN GOUTTE EPAISSE;01JAN1996:00:00:00;;6;5;0;0;0;6.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;0;;0;;;;1;B;100.00
1126;PARASITES DU SANG AUTRES QUE HEMATOZOAIRES : RECHERCHE;01JAN1996:00:00:00;;6;5;0;0;0;7.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;1;B;100.00
1127;TEMPS DE CEPHALINE + ACTIVATEUR (TCA);01JAN1996:00:00:00;;5;2;0;0;0;7.000000;2;COAGULATION COURANTE;01APR2019:00:00:00;;;;1;;0;;;1;1;B;16.00
1128;EXPLORATION DE BASE DE L'HEMOSTASE (TP + TCA + PLAQ.);01JAN1996:00:00:00;;5;2;0;0;0;4.000000;2;COAGULATION COURANTE;01APR2019:00:00:00;;;;1;;0;;;;1;B;42.00
1131;RAI : IDENTIFICATION;01JUL1999:00:00:00;;5;3;0;0;0;5.000000;3;IMMUNOHEMATOLOGIE COURANTE;12JUL1999:00:00:00;;;;0;;0;;;1;1;B;65.00
1132;CALCITONINE (DOSAGE) (SANG);01JUL1999:00:00:00;;12;0;0;0;0;59.000000;90;AUTRES (tous les autres codes);01APR2017:00:00:00;;;;0;;0;;;;1;B;70.00
1133;UR.:ALBUMINURIE:DOSAGE;01JUL1999:00:00:00;;13;3;0;0;0;3.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);19SEP2019:00:00:00;;;;1;;0;1;;;;B;14.00
1134;ANDROSTENEDIONE (SANG);01JUL1999:00:00:00;;10;0;0;0;0;12.000000;15;HORMONOLOGIE COURANTE;08APR2021:00:00:00;;;;3;;0;;;;1;B;79.00
1135;17-OH-PROGESTERONE (SANG);01JUL1999:00:00:00;;10;0;0;0;0;14.000000;90;AUTRES (tous les autres codes);14APR2018:00:00:00;;;;3;;0;;;;1;B;70.00
1136;TESTOSTERONE (FEMME ET ENFANT) (SANG);01JUL1999:00:00:00;;10;0;0;0;0;10.000000;15;HORMONOLOGIE COURANTE;01APR2019:00:00:00;;;;3;;0;;;;1;B;68.00
1137;C-PEPTIDE (SANG);01JUL1999:00:00:00;;10;0;0;0;0;23.000000;6;EXPLORATION GLUCIDIQUE;08FEB2009:00:00:00;;;;3;;0;;;;1;B;65.00
1138;OSTEOCALCINE (SANG);01JUL1999:00:00:00;;10;0;0;0;0;52.000000;90;AUTRES (tous les autres codes);20APR2016:00:00:00;;;;3;;0;;;;1;B;85.00
1139;25-(OH)-VITAMINE D (D2+D3);01JUL1999:00:00:00;;12;0;0;0;0;33.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);05JAN2022:00:00:00;;;;1;;0;1;;;1;B;30.00
1140;GROUPAGE SANGUIN ABO-RH (D) (GS);01JAN1996:00:00:00;;5;3;0;0;0;1.000000;3;IMMUNOHEMATOLOGIE COURANTE;14APR2018:00:00:00;;;;2;;0;1;;1;1;B;33.00
1141;RAI : DEPISTAGE;01JAN1996:00:00:00;;5;3;0;0;0;4.000000;3;IMMUNOHEMATOLOGIE COURANTE;05JAN2022:00:00:00;;;;0;;0;;;1;1;B;35.00
1145;PHENOTYPES RH (C, C, E, E)  ET KELL (K);01JAN1996:00:00:00;;5;3;0;0;0;2.000000;3;IMMUNOHEMATOLOGIE COURANTE;14APR2018:00:00:00;;;;2;;0;1;;1;1;B;33.00
1146;AG ERYTHROC. (CW, KIDD, DUFFY, S, S ...) CHAQUE AG;01JAN1996:00:00:00;;5;3;0;0;0;3.000000;3;IMMUNOHEMATOLOGIE COURANTE;01JAN1996:00:00:00;;;;5;;0;1;;1;1;B;15.00
1149;RAI : TITRAGE D'UN ANTICORPS IDENTIFIE;01JAN1996:00:00:00;;5;3;0;0;0;6.000000;3;IMMUNOHEMATOLOGIE COURANTE;28FEB2002:00:00:00;;;;0;;0;;;1;1;B;20.00
1150;RAI : DOSAGE PONDERAL D'UN ANTICORPS;01JAN1996:00:00:00;;5;3;0;0;0;7.000000;3;IMMUNOHEMATOLOGIE COURANTE;13APR2014:00:00:00;;;;0;;0;;;1;1;B;95.00
1151;AC IMMUNS DU SYSTEME ABO : DEPISTAGE ET TITRAGE;01JAN1996:00:00:00;;5;3;0;0;0;8.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;15.00
1152;EPREUVE DIRECTE COMPATIBILITE POUR CHAQUE UNITE SANG;01JAN1996:00:00:00;;5;3;0;0;0;9.000000;3;IMMUNOHEMATOLOGIE COURANTE;01JAN1996:00:00:00;;;;0;;0;;;;1;B;35.00
1153;TEST DIRECT DE COOMBS (ANTIGLOBULINE POLYVALENTE);01JAN1996:00:00:00;;5;3;0;0;0;10.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;1;1;B;15.00
1154;TEST DIRECT DE COOMBS (ANTIGLOBULINE SPECIFIQUE);01JAN1996:00:00:00;;5;3;0;0;0;11.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;4;;0;;;1;1;B;15.00
1155;EPREUVE D'ELUTION D'ANTICORPS A PARTIR DE GR;01JAN1996:00:00:00;;5;3;0;0;0;12.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;1;1;B;20.00
1156;EPREUVE D'ABSORPTION D'ANTICORPS SUR GR;01JAN1996:00:00:00;;5;3;0;0;0;13.000000;90;AUTRES (tous les autres codes);11JUL1999:00:00:00;;;;0;;0;;;1;1;B;20.00
1180;GROUPAGES TISSULAIRES : PHENOTYPE HLA CLASSE I;01JAN1996:00:00:00;;7;3;0;0;0;17.000000;90;AUTRES (tous les autres codes);08FEB2009:00:00:00;;;;1;;0;1;1;;1;B;380.00
1181;GROUPAGES TISSULAIRES : PHENOTYPE HLA CLASSE II;01JAN1996:00:00:00;;7;3;0;0;0;18.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;1;;1;B;700.00
1183;IMMUNCOMPLEXES CIRCULANTS (ICC, CIC) (SANG);30JUL1997:00:00:00;;7;3;0;0;0;19.000000;90;AUTRES (tous les autres codes);12OCT1997:00:00:00;;;;1;;0;;;;1;B;70.00
1200;IGE TOTALES SERIQUES;01AUG2000:00:00:00;;7;2;0;0;0;1.000000;14;ALLERGOLOGIE;11FEB2011:00:00:00;;;;1;;0;1;;;1;B;40.00
1201;IGE SPEC. DEPISTAGE : RECH. PNEUMALLERGENES MELANGES;01AUG2000:00:00:00;;7;2;0;0;0;2.000000;14;ALLERGOLOGIE;14APR2018:00:00:00;;;;1;;0;1;;;1;B;50.00
1202;IGE SPEC. DEPISTAGE : RECH. TROPHALLERGENES MELANGES;01AUG2000:00:00:00;;7;2;0;0;0;3.000000;14;ALLERGOLOGIE;14APR2018:00:00:00;;;;3;;0;1;;;1;B;50.00
1203;IGE SPEC. : IDENTIF. ALLERGENES MULTIPLES SEPARES;01AUG2000:00:00:00;;7;2;0;0;0;4.000000;14;ALLERGOLOGIE;01APR2019:00:00:00;;;;1;;0;1;;;1;B;75.00
1204;IGE SPEC. : IDENTIF. ALLERGENE UNIQUE (PNEUMALLERGENES);01AUG2000:00:00:00;;7;2;0;0;0;5.000000;14;ALLERGOLOGIE;14APR2018:00:00:00;;;;5;;0;1;;;1;B;50.00
1205;IGE SPEC. : IDENTIF. ALLERGENE UNIQUE (TROPHALLERGENES);01AUG2000:00:00:00;;7;2;0;0;0;6.000000;14;ALLERGOLOGIE;14APR2018:00:00:00;;;;5;;0;1;;;1;B;50.00
1206;TRIIODOTHYRONINE LIBRE (T3 L OU FT3) (SANG);01AUG2000:00:00:00;;10;0;0;0;0;39.000000;9;EXPLORATION THYROIDIENNE;14APR2018:00:00:00;;;;3;;0;1;;;1;B;27.00
1207;THYROXINE LIBRE (T4 L OU FT4) (SANG);01AUG2000:00:00:00;;10;0;0;0;0;40.000000;9;EXPLORATION THYROIDIENNE;14APR2018:00:00:00;;;;3;;0;1;;;1;B;27.00
1208;T.S.H. (SANG);01AUG2000:00:00:00;;10;0;0;0;0;38.000000;9;EXPLORATION THYROIDIENNE;05JAN2022:00:00:00;;;;3;;0;1;;;1;B;20.00
1209;T3 LIBRE + T4 LIBRE (SANG);01AUG2000:00:00:00;;10;0;0;0;0;41.000000;9;EXPLORATION THYROIDIENNE;14APR2018:00:00:00;;;;1;;0;1;;;1;B;54.00
1210;T.S.H. + T3 LIBRE (SANG);01AUG2000:00:00:00;;10;0;0;0;0;42.000000;9;EXPLORATION THYROIDIENNE;01APR2019:00:00:00;;;;1;;0;1;;;1;B;44.00
1211;T.S.H. + T4 LIBRE (SANG);01AUG2000:00:00:00;;10;0;0;0;0;43.000000;9;EXPLORATION THYROIDIENNE;05JAN2022:00:00:00;;;;1;;0;1;;;1;B;40.00
1212;T.S.H. + T3 LIBRE + T4 LIBRE (SANG);01AUG2000:00:00:00;;10;0;0;0;0;44.000000;9;EXPLORATION THYROIDIENNE;05JAN2022:00:00:00;;;;1;;0;1;;;1;B;52.00
1213;FERRITINE (DOSAGE) (SANG);01AUG2000:00:00:00;;12;0;0;0;0;45.000000;10;FER - FERRITINE;05JAN2022:00:00:00;;;;1;;0;1;;1;1;B;19.00
1241;MYCOBACTERIES : ISOLEMENT RAPIDE A PARTIR CRACHATS,TUBAGES,UR,LIQ..;01JAN1996:00:00:00;;6;3;0;0;0;12.000000;25;INFECTIONS A MYCOBACTERIES;13AUG1997:00:00:00;;;;0;;0;;;1;;B;60.00
1242;MYCOBACTERIES : ISOLEMENT RAPIDE A PARTIR ORGANE, SANG;01JAN1996:00:00:00;;6;3;0;0;0;13.000000;25;INFECTIONS A MYCOBACTERIES;12OCT1997:00:00:00;;;;0;;0;;;1;;B;80.00
1245;LEPTOSPIROSES : SERODIAGNOSTIC DE DEPISTAGE;20SEP2005:00:00:00;04SEP2014:00:00:00;7;4;0;0;0;17.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;04SEP2014:00:00:00;;;1;;0;;;;1;B;30.00
1246;MYCOPLASMOSES RESPIRATOIRES : SD : IGG;20SEP2005:00:00:00;;7;4;0;0;0;21.000000;90;AUTRES (tous les autres codes);19JAN2010:00:00:00;;;;1;;0;;;;1;B;50.00
1247;MYCOPLASMOSES RESPIRATOIRES : SD : IGM;20SEP2005:00:00:00;;7;4;0;0;0;23.000000;90;AUTRES (tous les autres codes);19JAN2010:00:00:00;;;;1;;0;1;;1;1;B;50.00
1248;FIEVRE Q (COXIELLA BURNETTI) : SD : TITRAGE AG PHASE II;20SEP2005:00:00:00;;7;4;0;0;0;26.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;1;1;B;60.00
1249;FIEVRE Q CHRONIQUE (COXIELLA BURNETTI) : SD : IGG ET IGA;20SEP2005:00:00:00;;7;4;0;0;0;28.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;120.00
1250;SYPHILIS : SD : CONFIRMATION IGG_FEMME ENCEINTE;20SEP2005:00:00:00;;7;4;0;0;0;40.000000;24;SYPHILIS;29JUN2018:00:00:00;;;;1;;0;1;;1;1;B;180.00
1251;SYPHILIS : SD : CONFIRMATION IGM_ENFANT_SYPHILIS CONGENITALE;20SEP2005:00:00:00;;7;4;0;0;0;42.000000;24;SYPHILIS;29JUN2018:00:00:00;;;;1;;0;1;;1;1;B;180.00
1252;MALADIE DES GRIFFES DU CHAT (BARTONELLOSES) : SD : TITRAGE;20SEP2005:00:00:00;;7;4;0;0;0;44.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;1;1;B;60.00
1253;ARBOVIROSES (AUTRES QUE DENGUE OU CHIKUNGUNYA) - IGM ET IGG (EIA);25AUG2014:00:00:00;;7;6;0;0;0;8.000000;90;AUTRES (tous les autres codes);09AUG2017:00:00:00;;;;2;;0;1;;;1;B;90.00
1254;VIRUS DU CHIKUNGUNYA - RECHERCHE IGM ET DES IGG (A PARTIR DE J5);25AUG2014:00:00:00;;19;0;0;0;0;12.000000;90;AUTRES (tous les autres codes);04SEP2014:00:00:00;;;;1;;0;1;;;1;B;90.00
1255;VIRUS DENGUE - IGG ET IGM  (A PARTIR J5);25AUG2014:00:00:00;;19;0;0;0;0;16.000000;90;AUTRES (tous les autres codes);04SEP2014:00:00:00;;;;1;;0;1;;;1;B;90.00
1256;SYPHILIS : SD DE DEPISTAGE_ TEST TREPONEMIQUE (TT);12JUN2018:00:00:00;;7;4;0;0;0;37.000000;24;SYPHILIS;29JUN2018:00:00:00;;;;1;;0;;;;1;B;20.00
1257;SYPHILIS : SD TEST NON TREPONEMIQUE(TNT) TITRAGE(VDRL,RPR,...);12JUN2018:00:00:00;;7;4;0;0;0;36.000000;24;SYPHILIS;29JUN2018:00:00:00;;;;1;;0;;;1;1;B;20.00
1258;SYPHILIS : SD TEST NON TREPONEMIQUE(TNT) _ SEROCONVERSION;12JUN2018:00:00:00;;7;4;0;0;0;38.000000;24;SYPHILIS;29JUN2018:00:00:00;;;;1;;0;;;1;1;B;20.00
1259;SYPHILIS: SUIVI THERAPEUTIQUE  TEST NON TREPONEMIQUE(TNT);12JUN2018:00:00:00;;7;4;0;0;0;39.000000;24;SYPHILIS;29JUN2018:00:00:00;;;;1;;0;1;;;1;B;30.00
1260;INFECTION A CMV  : RECHERCHE DES IGG ET DES IGM :;18JAN2019:00:00:00;;19;0;0;0;0;33.000000;21;INFECTIONS A CMV;05JAN2022:00:00:00;;;;1;;0;1;;;1;B;80.00
1261;INFECTION A CMV : TEST DE MESURE D'AVIDITE DES IGG:;18JAN2019:00:00:00;;19;0;0;0;0;37.000000;21;INFECTIONS A CMV;01FEB2019:00:00:00;;;;1;;0;1;;;1;B;100.00
1301;BORRELIOSE (LYME) : SD DE DEPISTAGE;01JAN1996:00:00:00;;7;4;0;0;0;1.000000;90;AUTRES (tous les autres codes);05JAN2022:00:00:00;;;;2;;0;;;;1;B;59.00
1302;BORRELIOSE (LYME) : SD DE CONTROLE;01JAN1996:00:00:00;;7;4;0;0;0;2.000000;90;AUTRES (tous les autres codes);01APR2019:00:00:00;;;;1;;0;;;1;1;B;140.00
1305;BRUCELLOSES : SD (WRIGHT, ROSE BENGALE);01JAN1996:00:00:00;;7;4;0;0;0;3.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;45.00
1307;INF. UROGENITALES A CHLAMYDIA TRACHOMATIS : SD;01JAN1996:00:00:00;;19;0;0;0;0;7.000000;26;INFECTIONS A CHLAMYDIA;04NOV2011:00:00:00;;;;1;;0;1;;;1;B;40.00
1308;INF. PULMONAIRES A CHLAMYDIA PNEUMONIAE : SD;01JAN1996:00:00:00;;7;4;0;0;0;6.000000;26;INFECTIONS A CHLAMYDIA;11DEC2005:00:00:00;;;;1;;0;;;;1;B;60.00
1309;INF. PULMONAIRES A CHLAMYDIA PSITTACI : SD;01JAN1996:00:00:00;;7;4;0;0;0;8.000000;26;INFECTIONS A CHLAMYDIA;11DEC2005:00:00:00;;;;1;;0;;;;1;B;60.00
1310;INF. A CAMPYLOBACTER : SD;01JAN1996:00:00:00;;7;4;0;0;0;10.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;30.00
1311;INF. A HELICOBACTER PYLORI : SD;01JAN1996:00:00:00;;7;4;0;0;0;12.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;60.00
