APP_APP_COD;TLS_EVT_COD;INF_002;INF_003;TLS_DAT_VAL;FCT_COD;TEC_COL
WP_X;portail_ok;ROSP/Logiciel d aide a la prescription;;12DEC2013:00:00:00;pra36;0
WP_X;portail_ok;ROSP/Logiciel d informatisation du dossier m&e;;12DEC2013:00:00:00;pra37;0
WP_X;portail_ok;ROSP/Logiciel de teletransmission et;;12DEC2013:00:00:00;pra38;0
WP_X;portail_ok;ROSP/Convention - Indicateurs de sante publique -;;12DEC2013:00:00:00;pra39;0
WP_X;portail_ok;ROSP/Patients de +65 ans;;12DEC2013:00:00:00;pra40;0
WP_X;portail_ok;ROSP/Patients en ALD;;12DEC2013:00:00:00;pra41;0
WP_X;portail_ok;ROSP/Statines;;12DEC2013:00:00:00;pra42;0
WP_X;portail_ok;ROSP/Statines + anticoagulants;;12DEC2013:00:00:00;pra43;0
WP_X;portail_ok;ROSP/Synthese annuelle par patient;;12DEC2013:00:00:00;pra44;0
WP_X;portail_ok;ROSP/Vasodilatateurs;;12DEC2013:00:00:00;pra45;0
WP_X;portail_ok;ROSP/Patients diabetiques type II - HbA1C 7;;12DEC2013:00:00:00;pra47;0
WP_X;portail_ok;ROSP/Patients diabetiques type II - HbA1C 8;;12DEC2013:00:00:00;pra48;0
WP_X;portail_ok;ROSP/Patients diabetiques type II - LDL 1.3;;12DEC2013:00:00:00;pra49;0
WP_X;portail_ok;ROSP/Patients diabetiques type II - LDL 1.5;;12DEC2013:00:00:00;pra50;0
WP_X;portail_ok;ROSP/Patients hypertendus;;12DEC2013:00:00:00;pra51;0
WP_X;portail_ok;ROSP - Cardiologues/Antihypertenseurs;;01JAN2014:00:00:00;pra53;0
WP_X;portail_ok;ROSP - Cardiologues/Antiplaquettaires : arre;;01JAN2014:00:00:00;pra54;0
WP_X;portail_ok;ROSP - Cardiologues/Horaires et organisation du ca;;01JAN2014:00:00:00;pra55;0
WP_X;portail_ok;ROSP - Cardiologues/HTA;;01JAN2014:00:00:00;pra56;0
WP_X;portail_ok;ROSP - Cardiologues/Hypertension arterielle;;01JAN2014:00:00:00;pra57;0
WP_X;portail_ok;ROSP - Cardiologues/Indicateur Generique;;01JAN2014:00:00:00;pra58;0
WP_X;portail_ok;ROSP - Cardiologues/Insuffisance cardiaque;;01JAN2014:00:00:00;pra59;0
WP_X;portail_ok;ROSP - Cardiologues/Insuffisance cardiaque : trait;;01JAN2014:00:00:00;pra60;0
WP_X;portail_ok;ROSP - Cardiologues/LDL Cholesterol chez le;;01JAN2014:00:00:00;pra61;0
WP_X;portail_ok;ROSP - Cardiologues/Logiciel d aide a l;;01JAN2014:00:00:00;pra62;0
WP_X;portail_ok;ROSP - Cardiologues/Logiciel d informatisation;;01JAN2014:00:00:00;pra63;0
WP_X;portail_ok;ROSP - Cardiologues/Logiciel de tele;;01JAN2014:00:00:00;pra64;0
WP_X;portail_ok;ROSP - Cardiologues/Post infarctus du myocarde;;01JAN2014:00:00:00;pra65;0
WP_X;portail_ok;ROSP - Cardiologues/Post infarctus du myocarde : t;;01JAN2014:00:00:00;pra66;0
WP_X;portail_ok;ROSP - Cardiologues/ROSP - Cardiologues - Menu;;01JAN2014:00:00:00;pra52;0
WP_X;portail_ok;ROSP - Cardiologues/Statines;;01JAN2014:00:00:00;pra67;0
WP_X;portail_ok;ROSP - Cardiologues/Stents;;01JAN2014:00:00:00;pra68;0
WP_X;portail_ok;ROSP - Cardiologues/Surveillance hypertension art&;;01JAN2014:00:00:00;pra69;0
WP_X;portail_ok;ROSP - Cardiologues/Surveillance traitement diur&e;;01JAN2014:00:00:00;pra70;0
WP_X;portail_ok;Commande d imprimes/Commande d imprimes;;15MAR2017:00:00:00;cmd02;0
WP_X;portail_ok;Tiers payant : recherche par date d actes/Tier;;15MAR2017:00:00:00;pmt08;0
WP_X;portail_ok;Tiers payant : recherche par date de paiements/Tie;;15MAR2017:00:00:00;pmt09;0
WP_X;portail_ok;Tiers payant : date de paiements/Tiers Payant : Re;;19MAR2018:00:00:00;pmt09;0
WP_X;portail_ok;Tiers payant : date d actes/Tiers Payant : Rec;;18MAR2018:00:00:00;pmt08;0
WP_X;portail_ok;Declaration d un deces (INSERM)/Declaration d&;;19MAR2018:00:00:00;pra01;0
WP_X;portail_ok;Releve d activite et de prescriptions/Releve i;;19MAR2018:00:00:00;pra03;0
WP_X;portail_ok;Votre Convention/Antibiotherapie;;18JUL2012:00:00:00;pra21;0
WP_X;portail_ok;Votre Convention/Antibiotiques;;18JUL2012:00:00:00;pra22;0
WP_X;portail_ok;Votre Convention/Antidepresseurs;;18JUL2012:00:00:00;pra23;0
WP_X;portail_ok;Votre Convention/Antihypertenseurs;;18JUL2012:00:00:00;pra24;0
WP_X;portail_ok;Votre Convention/Aspirine/Antiagregants pla;;18JUL2012:00:00:00;pra25;0
WP_X;portail_ok;Votre Convention/Benzodiazepines - dur&eacu;;18JUL2012:00:00:00;pra26;0
WP_X;portail_ok;Votre Convention/Benzodiazepines 1/2 vie lo;;18JUL2012:00:00:00;pra27;0
WP_X;portail_ok;Votre Convention/Cancer du col de l ute;;18JUL2012:00:00:00;pra28;0
WP_X;portail_ok;Votre Convention/Cancer du sein;;18JUL2012:00:00:00;pra29;0
WP_X;portail_ok;Votre Convention/Depistage de la ret;;18JUL2012:00:00:00;pra30;0
WP_X;portail_ok;Votre Convention/Frequence dosages HbA1c;;18JUL2012:00:00:00;pra31;0
WP_X;portail_ok;Votre Convention/Horaires de consultation;;18JUL2012:00:00:00;pra32;0
WP_X;portail_ok;Votre Convention/IEC/IEC+Sartans;;18JUL2012:00:00:00;pra33;0
WP_X;portail_ok;Votre Convention/Indicateur Generique;;18JUL2012:00:00:00;pra34;0
WP_X;portail_ok;Votre Convention/IPP;;18JUL2012:00:00:00;pra35;0
WP_X;portail_ok;Votre Convention/Logiciel d aide a la p;;18JUL2012:00:00:00;pra36;0
WP_X;portail_ok;Votre Convention/Logiciel d informatisation du;;18JUL2012:00:00:00;pra37;0
WP_X;portail_ok;Votre Convention/Logiciel de teletra;;18JUL2012:00:00:00;pra38;0
WP_X;portail_ok;Votre Convention/Menu;;18JUL2012:00:00:00;pra39;0
WP_X;portail_ok;Votre Convention/Patients de +65 ans;;18JUL2012:00:00:00;pra40;0
