LPP_PRS_IDE;LPP_RED_LIB;LPP_VAL_DTF;LPP_MAX_AGE;LPP_PRS_TYP;LPP_MED_IND;LPP_ARB_CHA;LPP_ARB_SC1;LPP_ARB_SC2;LPP_ARB_SC3;LPP_ARB_SC4;LPP_ARB_SC5;LPP_ARB_SC6;LPP_ARB_SC7;LPP_ARB_SC8;LPP_ARB_SC9;LPP_ARB_BAS;LPP_PRO_COD;LPP_ANC_COD
7218251;OPTIQUE, MONTURE ENFANT DE CLASSE A,ADOPT;;16;A;O;2;2;5;3;0;0;0;0;0;0;407.000000;;
7218268;OPTIQUE, MONTURE ADULTE DE CLASSE A,YOU MAWO GMBH;;0;A;O;2;2;5;3;0;0;0;0;0;0;333.000000;;
7218274;OPTIQUE, MONTURE ENFANT DE CLASSE B,ADOPT;;16;A;O;2;2;5;3;0;0;0;0;0;0;1024.000000;;
7218280;OPTIQUE, MONTURE ENFANT DE CLASSE A,FOUCHER;;16;A;O;2;2;5;3;0;0;0;0;0;0;408.000000;;
7218297;OPTIQUE, MONTURE ENFANT DE CLASSE B,FOUCHER;;16;A;O;2;2;5;3;0;0;0;0;0;0;1025.000000;;
7218305;OPTIQUE, MONTURE ADULTE DE CLASSE A,ADOPT;;0;A;O;2;2;5;3;0;0;0;0;0;0;111.000000;;
7218311;OPTIQUE, MONTURE ADULTE DE CLASSE A,CHLOE OPTIC;;0;A;O;2;2;5;3;0;0;0;0;0;0;112.000000;;
7218328;OPTIQUE, MONTURE ADULTE DE CLASSE B,CHLOE OPTIC;;0;A;O;2;2;5;3;0;0;0;0;0;0;657.000000;;
7218334;OPTIQUE, MONTURE ENFANT DE CLASSE A,CHLOE OPTIC;;16;A;O;2;2;5;3;0;0;0;0;0;0;409.000000;;
7218340;OPTIQUE, MONTURE ADULTE DE CLASSE B,ADOPT;;0;A;O;2;2;5;3;0;0;0;0;0;0;658.000000;;
7218357;OPTIQUE, MONTURE ADULTE DE CLASSE A,OPTICAL CHALL;;0;A;O;2;2;5;3;0;0;0;0;0;0;113.000000;;
7218363;OPTIQUE, MONTURE ADULTE DE CLASSE B,OPTICAL CHALL;;0;A;O;2;2;5;3;0;0;0;0;0;0;659.000000;;
7218370;OPTIQUE, MONTURE ENFANT DE CLASSE A,OPTICAL CHALL;;16;A;O;2;2;5;3;0;0;0;0;0;0;410.000000;;
7218386;OPTIQUE, MONTURE ENFANT DE CLASSE B,OPTICAL CHALL;;16;A;O;2;2;5;3;0;0;0;0;0;0;1026.000000;;
7218392;OPTIQUE, MONTURE ADULTE DE CLASSE B,BHFL;;0;A;O;2;2;5;3;0;0;0;0;0;0;661.000000;;
7218400;OPTIQUE, MONTURE ADULTE DE CLASSE A,ALEX POUPART;;0;A;O;2;2;5;3;0;0;0;0;0;0;114.000000;;
7218417;OPTIQUE, MONTURE ADULTE DE CLASSE B,ALEX POUPART;;0;A;O;2;2;5;3;0;0;0;0;0;0;663.000000;;
7218423;OPTIQUE, MONTURE ENFANT DE CLASSE B,BHFL;;16;A;O;2;2;5;3;0;0;0;0;0;0;1027.000000;;
7218430;OPTIQUE, MONTURE ADULTE DE CLASSE A,CZ OPTIC 61;;0;A;O;2;2;5;3;0;0;0;0;0;0;116.000000;;
7218446;OPTIQUE, MONTURE ADULTE DE CLASSE B,CZ OPTIC 61;;0;A;O;2;2;5;3;0;0;0;0;0;0;664.000000;;
7218452;OPTIQUE, MONTURE ENFANT DE CLASSE A,ALEX POUPART;;16;A;O;2;2;5;3;0;0;0;0;0;0;411.000000;;
7218469;OPTIQUE, MONTURE ENFANT DE CLASSE B,ALEX POUPART;;16;A;O;2;2;5;3;0;0;0;0;0;0;1028.000000;;
7218475;OPTIQUE, MONTURE ENFANT DE CLASSE A,CZ OPTIC 61;;16;A;O;2;2;5;3;0;0;0;0;0;0;412.000000;;
7218481;OPTIQUE, MONTURE ENFANT DE CLASSE B,CZ OPTIC 61;;16;A;O;2;2;5;3;0;0;0;0;0;0;1029.000000;;
7218498;OPTIQUE, MONTURE ADULTE DE CLASSE A,DKVTCM;;0;A;O;2;2;5;3;0;0;0;0;0;0;115.000000;;
7218506;OPTIQUE, MONTURE ADULTE DE CLASSE B,DKVTCM;;0;A;O;2;2;5;3;0;0;0;0;0;0;665.000000;;
7218512;OPTIQUE, MONTURE ENFANT DE CLASSE A,DKVTCM;;16;A;O;2;2;5;3;0;0;0;0;0;0;413.000000;;
7218529;OPTIQUE, MONTURE ADULTE DE CLASSE B,YOU MAWO GMBH;;0;A;O;2;2;5;3;0;0;0;0;0;0;1595.000000;;
7218535;OPTIQUE, MONTURE ADULTE DE CLASSE B,SKRIPNIKOFF;;0;A;O;2;2;5;3;0;0;0;0;0;0;1596.000000;;
7218541;OPTIQUE, MONTURE ADULTE DE CLASSE A,GRP BIOIMPIANTI;;0;A;O;2;2;5;3;0;0;0;0;0;0;118.000000;;
7218558;OPTIQUE, MONTURE ADULTE DE CLASSE B,GRP BIOIMPIANTI;;0;A;O;2;2;5;3;0;0;0;0;0;0;666.000000;;
7218564;OPTIQUE, MONTURE ENFANT DE CLASSE A,GRP BIOIMPIANTI;;16;A;O;2;2;5;3;0;0;0;0;0;0;414.000000;;
7218570;OPTIQUE, MONTURE ENFANT DE CLASSE B,GRP BIOIMPIANTI;;16;A;O;2;2;5;3;0;0;0;0;0;0;1030.000000;;
7218587;OPTIQUE, MONTURE ADULTE DE CLASSE A,LUNETTES CLEA;;0;A;O;2;2;5;3;0;0;0;0;0;0;117.000000;;
7218593;OPTIQUE, MONTURE ADULTE DE CLASSE B,LUNETTES CLEA;;0;A;O;2;2;5;3;0;0;0;0;0;0;667.000000;;
7218601;OPTIQUE, MONTURE ENFANT DE CLASSE A,LUNETTES CLEA;;16;A;O;2;2;5;3;0;0;0;0;0;0;415.000000;;
7218618;OPTIQUE, MONTURE ENFANT DE CLASSE B,LUNETTES CLEA;;16;A;O;2;2;5;3;0;0;0;0;0;0;1031.000000;;
7218624;OPTIQUE, MONTURE ADULTE DE CLASSE B,DIIF;;0;A;O;2;2;5;3;0;0;0;0;0;0;668.000000;;
7218630;OPTIQUE, MONTURE ADULTE DE CLASSE B,OPTIQUE PELEM;;0;A;O;2;2;5;3;0;0;0;0;0;0;669.000000;;
7218647;OPTIQUE, MONTURE ENFANT DE CLASSE A,OPTIQUE PELEM;;16;A;O;2;2;5;3;0;0;0;0;0;0;416.000000;;
7218653;OPTIQUE, MONTURE ADULTE DE CLASSE A,OPTIQUE PELEM;;0;A;O;2;2;5;3;0;0;0;0;0;0;119.000000;;
7218660;OPTIQUE, MONTURE ENFANT DE CLASSE B,OPTIQUE PELEM;;16;A;O;2;2;5;3;0;0;0;0;0;0;1032.000000;;
7218676;OPTIQUE, MONTURE ADULTE DE CLASSE B,GOURDON;;0;A;O;2;2;5;3;0;0;0;0;0;0;1597.000000;;
7218682;OPTIQUE, MONTURE ADULTE DE CLASSE A,CHEMIN DE FER;;0;A;O;2;2;5;3;0;0;0;0;0;0;120.000000;;
7218699;OPTIQUE, MONTURE ENFANT DE CLASSE B,GOURDON;;15;A;O;2;2;5;3;0;0;0;0;0;0;1906.000000;;
7218707;OPTIQUE, MONTURE ADULTE DE CLASSE B,CHEMIN DE FER;;0;A;O;2;2;5;3;0;0;0;0;0;0;670.000000;;
7218713;OPTIQUE, MONTURE ENFANT DE CLASSE A,CHEMIN DE FER;;16;A;O;2;2;5;3;0;0;0;0;0;0;417.000000;;
7218720;OPTIQUE, MONTURE ENFANT DE CLASSE B,CHEMIN DE FER;;16;A;O;2;2;5;3;0;0;0;0;0;0;1033.000000;;
7218736;OPTIQUE, MONTURE ADULTE DE CLASSE B,MAX OPTIC;;0;A;O;2;2;5;3;0;0;0;0;0;0;674.000000;;
7218742;OPTIQUE, MONTURE ADULTE DE CLASSE A,CLUB OPTICLIBRE;;0;A;O;2;2;5;3;0;0;0;0;0;0;122.000000;;
7218759;OPTIQUE, MONTURE ENFANT DE CLASSE A,CLUB OPTICLIBRE;;16;A;O;2;2;5;3;0;0;0;0;0;0;418.000000;;
7218765;OPTIQUE, MONTURE ADULTE DE CLASSE B,OWP-FRANCE SARL;;0;A;O;2;2;5;3;0;0;0;0;0;0;677.000000;;
7218771;OPTIQUE, MONTURE ENFANT DE CLASSE B,OWP-FRANCE SARL;;16;A;O;2;2;5;3;0;0;0;0;0;0;1034.000000;;
7218788;OPTIQUE, MONTURE ADULTE DE CLASSE B,CLUB OPTICLIBRE;;0;A;O;2;2;5;3;0;0;0;0;0;0;678.000000;;
7218794;OPTIQUE, MONTURE ENFANT DE CLASSE B,CLUB OPTICLIBRE;;16;A;O;2;2;5;3;0;0;0;0;0;0;1035.000000;;
7218802;OPTIQUE, MONTURE ADULTE DE CLASSE A,GHISLAIN DUROY;;0;A;O;2;2;5;3;0;0;0;0;0;0;121.000000;;
7218819;OPTIQUE, MONTURE ADULTE DE CLASSE B,GHISLAIN DUROY;;0;A;O;2;2;5;3;0;0;0;0;0;0;679.000000;;
7218825;OPTIQUE, MONTURE ENFANT DE CLASSE A,GHISLAIN DUROY;;16;A;O;2;2;5;3;0;0;0;0;0;0;419.000000;;
7218831;OPTIQUE, MONTURE ENFANT DE CLASSE B,GHISLAIN DUROY;;16;A;O;2;2;5;3;0;0;0;0;0;0;1036.000000;;
7218848;OPTIQUE, MONTURE ADULTE DE CLASSE A,LOOK VISION;;0;A;O;2;2;5;3;0;0;0;0;0;0;123.000000;;
7218854;OPTIQUE, MONTURE ENFANT DE CLASSE A,LOOK VISION;;16;A;O;2;2;5;3;0;0;0;0;0;0;420.000000;;
7218860;OPTIQUE, MONTURE ENFANT DE CLASSE B,GIGISTUDIOS;;15;A;O;2;2;5;3;0;0;0;0;0;0;1907.000000;;
7218877;OPTIQUE, MONTURE ADULTE DE CLASSE B,LOOK VISION;;0;A;O;2;2;5;3;0;0;0;0;0;0;681.000000;;
7218883;OPTIQUE, MONTURE ADULTE DE CLASSE A,SERUS DISTRIB;;0;A;O;2;2;5;3;0;0;0;0;0;0;334.000000;;
7218890;OPTIQUE, MONTURE ENFANT DE CLASSE B,LOOK VISION;;16;A;O;2;2;5;3;0;0;0;0;0;0;1037.000000;;
7218908;OPTIQUE, MONTURE ENFANT DE CLASSE B,SERUS DISTRIB;;15;A;O;2;2;5;3;0;0;0;0;0;0;1908.000000;;
7218914;OPTIQUE, MONTURE ENFANT DE CLASSE A,SERUS DISTRIB;;15;A;O;2;2;5;3;0;0;0;0;0;0;1280.000000;;
7218920;OPTIQUE, MONTURE ENFANT DE CLASSE B,HERVE DOMAR;;15;A;O;2;2;5;3;0;0;0;0;0;0;1909.000000;;
7218937;OPTIQUE, MONTURE ENFANT DE CLASSE B,FOLC EYEW.;;15;A;O;2;2;5;3;0;0;0;0;0;0;1910.000000;;
7218943;OPTIQUE, MONTURE ADULTE DE CLASSE A,BRESS'OPTIQUE;;0;A;O;2;2;5;3;0;0;0;0;0;0;124.000000;;
7218950;OPTIQUE, MONTURE ENFANT DE CLASSE A,BRESS'OPTIQUE;;16;A;O;2;2;5;3;0;0;0;0;0;0;421.000000;;
7218966;OPTIQUE, MONTURE ENFANT DE CLASSE B,UNTAME;;15;A;O;2;2;5;3;0;0;0;0;0;0;1911.000000;;
7218972;OPTIQUE, MONTURE ADULTE DE CLASSE B,JYP GROUP;;0;A;O;2;2;5;3;0;0;0;0;0;0;1598.000000;;
7218989;OPTIQUE, MONTURE ADULTE DE CLASSE A,CHAM' LUNETTES;;0;A;O;2;2;5;3;0;0;0;0;0;0;126.000000;;
7218995;OPTIQUE, MONTURE ADULTE DE CLASSE B,CHAM' LUNETTES;;0;A;O;2;2;5;3;0;0;0;0;0;0;682.000000;;
7219003;OPTIQUE, MONTURE ENFANT DE CLASSE A,CHAM' LUNETTES;;16;A;O;2;2;5;3;0;0;0;0;0;0;423.000000;;
7219010;OPTIQUE, MONTURE ENFANT DE CLASSE B,CHAM' LUNETTES;;16;A;O;2;2;5;3;0;0;0;0;0;0;1038.000000;;
7219026;OPTIQUE, MONTURE ADULTE DE CLASSE B,BRIQUE&VIOLET;;0;A;O;2;2;5;3;0;0;0;0;0;0;683.000000;;
7219032;OPTIQUE, MONTURE ADULTE DE CLASSE B,MAISON SALANSON;;0;A;O;2;2;5;3;0;0;0;0;0;0;684.000000;;
7219049;OPTIQUE, MONTURE ADULTE DE CLASSE B,SARL CASSARO;;0;A;O;2;2;5;3;0;0;0;0;0;0;685.000000;;
7219055;OPTIQUE, MONTURE ENFANT DE CLASSE B,SARL CASSARO;;16;A;O;2;2;5;3;0;0;0;0;0;0;1039.000000;;
7219061;MATERIEL POUR AMBLYOPIE, < 20 ANS, AIDE VISUELLE OPTIQUE, LOUPE,VISIOLE;;19;A;O;2;2;3;2;1;0;0;0;0;0;4.000000;;
7219078;OPTIQUE, MONTURE ADULTE DE CLASSE B,A.S. VISION;;0;A;O;2;2;5;3;0;0;0;0;0;0;1599.000000;;
7219084;OPTIQUE, MONTURE ENFANT DE CLASSE B,BIZINCULAB;;15;A;O;2;2;5;3;0;0;0;0;0;0;1912.000000;;
7219090;OPTIQUE, MONTURE ADULTE DE CLASSE A,MODO EYEWEAR;;0;A;O;2;2;5;3;0;0;0;0;0;0;335.000000;;
7219109;OPTIQUE, MONTURE ADULTE DE CLASSE A,MARTIN OPTIQUE;;0;A;O;2;2;5;3;0;0;0;0;0;0;125.000000;;
7219115;OPTIQUE, MONTURE ADULTE DE CLASSE B,MARTIN OPTIQUE;;0;A;O;2;2;5;3;0;0;0;0;0;0;686.000000;;
7219121;OPTIQUE, MONTURE ENFANT DE CLASSE A,MARTIN OPTIQUE;;16;A;O;2;2;5;3;0;0;0;0;0;0;424.000000;;
7219138;OPTIQUE, MONTURE ENFANT DE CLASSE B,MARTIN OPTIQUE;;16;A;O;2;2;5;3;0;0;0;0;0;0;1040.000000;;
7219144;OPTIQUE, MONTURE ENFANT DE CLASSE A,MODO EYEWEAR;;15;A;O;2;2;5;3;0;0;0;0;0;0;1279.000000;;
7219150;OPTIQUE, MONTURE ADULTE DE CLASSE A,ATELIER CREA;;0;A;O;2;2;5;3;0;0;0;0;0;0;127.000000;;
7219167;OPTIQUE, MONTURE ADULTE DE CLASSE B,ATELIER CREA;;0;A;O;2;2;5;3;0;0;0;0;0;0;688.000000;;
7219173;OPTIQUE, MONTURE ENFANT DE CLASSE A,ATELIER CREA;;16;A;O;2;2;5;3;0;0;0;0;0;0;425.000000;;
7219180;OPTIQUE, MONTURE ENFANT DE CLASSE B,ATELIER CREA;;16;A;O;2;2;5;3;0;0;0;0;0;0;1041.000000;;
7219196;OPTIQUE, MONTURE ADULTE DE CLASSE B,ROUGE POPPY;;0;A;O;2;2;5;3;0;0;0;0;0;0;689.000000;;
7219204;OPTIQUE, MONTURE ENFANT DE CLASSE B,ROUGE POPPY;;16;A;O;2;2;5;3;0;0;0;0;0;0;1042.000000;;
7219210;OPTIQUE, MONTURE ADULTE DE CLASSE A,RETROSUPERFUTUR;;0;A;O;2;2;5;3;0;0;0;0;0;0;128.000000;;
7219227;OPTIQUE, MONTURE ADULTE DE CLASSE B,FLO X-R;;0;A;O;2;2;5;3;0;0;0;0;0;0;691.000000;;
7219233;OPTIQUE, MONTURE ADULTE DE CLASSE B,HOET EYEWEAR;;0;A;O;2;2;5;3;0;0;0;0;0;0;1600.000000;;
7219240;OPTIQUE, MONTURE ENFANT DE CLASSE B,SDL GROUP;;15;A;O;2;2;5;3;0;0;0;0;0;0;1913.000000;;
7219256;OPTIQUE, MONTURE ENFANT DE CLASSE A,YOU MAWO GMBH;;15;A;O;2;2;5;3;0;0;0;0;0;0;1278.000000;;
7219262;OPTIQUE, MONTURE ENFANT DE CLASSE B,YOU MAWO GMBH;;15;A;O;2;2;5;3;0;0;0;0;0;0;1914.000000;;
7219279;OPTIQUE, MONTURE ENFANT DE CLASSE B,OPTIC DUROC;;16;A;O;2;2;5;3;0;0;0;0;0;0;1043.000000;;
7219285;OPTIQUE, MONTURE ENFANT DE CLASSE B,FB EYEWEAR;;15;A;O;2;2;5;3;0;0;0;0;0;0;1915.000000;;
7219291;OPTIQUE, MONTURE ADULTE DE CLASSE B,OPTIC DUROC;;0;A;O;2;2;5;3;0;0;0;0;0;0;692.000000;;
7219300;OPTIQUE, MONTURE ADULTE DE CLASSE B,LUXOL;;0;A;O;2;2;5;3;0;0;0;0;0;0;1601.000000;;
7219316;OPTIQUE, MONTURE ENFANT DE CLASSE B,LUXOL;;15;A;O;2;2;5;3;0;0;0;0;0;0;1916.000000;;
7219322;OPTIQUE, MONTURE ENFANT DE CLASSE B,DICK MOBY;;15;A;O;2;2;5;3;0;0;0;0;0;0;1917.000000;;
7219339;OPTIQUE, MONTURE ADULTE DE CLASSE B,ALLI OPTIQUE;;0;A;O;2;2;5;3;0;0;0;0;0;0;693.000000;;
7219345;OPTIQUE, MONTURE ADULTE DE CLASSE B,BELGRAND;;0;A;O;2;2;5;3;0;0;0;0;0;0;694.000000;;
7219351;OPTIQUE, MONTURE ADULTE DE CLASSE B,ACE&TATE;;0;A;O;2;2;5;3;0;0;0;0;0;0;1602.000000;;
7219368;OPTIQUE, MONTURE ADULTE DE CLASSE B,FADE TO GREY;;0;A;O;2;2;5;3;0;0;0;0;0;0;695.000000;;
7219374;OPTIQUE, MONTURE ENFANT DE CLASSE B,ACE&TATE;;15;A;O;2;2;5;3;0;0;0;0;0;0;1918.000000;;
7219380;OPTIQUE, MONTURE ADULTE DE CLASSE B,BRESS'OPTIQUE;;0;A;O;2;2;5;3;0;0;0;0;0;0;696.000000;;
7219397;OPTIQUE, MONTURE ADULTE DE CLASSE B,DOUZAL;;0;A;O;2;2;5;3;0;0;0;0;0;0;1603.000000;;
7219405;OPTIQUE, MONTURE ENFANT DE CLASSE B,BRESS'OPTIQUE;;16;A;O;2;2;5;3;0;0;0;0;0;0;1044.000000;;
7219411;OPTIQUE, MONTURE ADULTE DE CLASSE B,ON STAGE EYEW;;0;A;O;2;2;5;3;0;0;0;0;0;0;1604.000000;;
7219428;OPTIQUE, MONTURE ADULTE DE CLASSE B,EXCLUSIVE SPECT;;0;A;O;2;2;5;3;0;0;0;0;0;0;1605.000000;;
7219434;OPTIQUE, MONTURE ADULTE DE CLASSE A,NAVARRO;;0;A;O;2;2;5;3;0;0;0;0;0;0;336.000000;;
7219440;OPTIQUE, MONTURE ENFANT DE CLASSE A,NAVARRO;;15;A;O;2;2;5;3;0;0;0;0;0;0;1277.000000;;
7219457;OPTIQUE, MONTURE ADULTE DE CLASSE B,GUY COLLIN;;0;A;O;2;2;5;3;0;0;0;0;0;0;1606.000000;;
7219463;OPTIQUE, MONTURE ENFANT DE CLASSE B,GUY COLLIN;;15;A;O;2;2;5;3;0;0;0;0;0;0;1919.000000;;
7219470;OPTIQUE, MONTURE ENFANT DE CLASSE B,S.C.S.;;15;A;O;2;2;5;3;0;0;0;0;0;0;1920.000000;;
7219486;OPTIQUE, MONTURE ENFANT DE CLASSE B,ESSEQUADRO;;15;A;O;2;2;5;3;0;0;0;0;0;0;1921.000000;;
7219492;OPTIQUE, MONTURE ENFANT DE CLASSE B,CORPO FINITURE;;15;A;O;2;2;5;3;0;0;0;0;0;0;1922.000000;;
7219500;OPTIQUE, MONTURE ADULTE DE CLASSE B,FRATELLI DIVERS;;0;A;O;2;2;5;3;0;0;0;0;0;0;1607.000000;;
7219517;OPTIQUE, MONTURE ENFANT DE CLASSE B,MAUI JIM;;15;A;O;2;2;5;3;0;0;0;0;0;0;1923.000000;;
7219523;OPTIQUE, MONTURE ADULTE DE CLASSE B,ESTASREADY;;0;A;O;2;2;5;3;0;0;0;0;0;0;1608.000000;;
7219530;OPTIQUE, MONTURE ADULTE DE CLASSE A,H.MAHEO;;0;A;O;2;2;5;3;0;0;0;0;0;0;129.000000;;
7219546;OPTIQUE, MONTURE ENFANT DE CLASSE A,H.MAHEO;;16;A;O;2;2;5;3;0;0;0;0;0;0;426.000000;;
7219552;OPTIQUE, MONTURE ADULTE DE CLASSE B,SCOD;;0;A;O;2;2;5;3;0;0;0;0;0;0;697.000000;;
7219569;OPTIQUE, MONTURE ADULTE DE CLASSE B,DJ OPTIQUE;;0;A;O;2;2;5;3;0;0;0;0;0;0;698.000000;;
7219575;OPTIQUE, MONTURE ENFANT DE CLASSE B,DJ OPTIQUE;;16;A;O;2;2;5;3;0;0;0;0;0;0;1045.000000;;
7219581;OPTIQUE, MONTURE ADULTE DE CLASSE B,KANEKO FRANCE;;0;A;O;2;2;5;3;0;0;0;0;0;0;1609.000000;;
7219598;OPTIQUE, MONTURE ENFANT DE CLASSE B,KANEKO FRANCE;;15;A;O;2;2;5;3;0;0;0;0;0;0;1924.000000;;
7219606;OPTIQUE, MONTURE ADULTE DE CLASSE B,HAL;;0;A;O;2;2;5;3;0;0;0;0;0;0;699.000000;;
7219612;OPTIQUE, MONTURE ENFANT DE CLASSE A,ZOOBUG;;15;A;O;2;2;5;3;0;0;0;0;0;0;1276.000000;;
7219629;OPTIQUE, MONTURE ADULTE DE CLASSE B,EYE FOR EYE;;0;A;O;2;2;5;3;0;0;0;0;0;0;700.000000;;
7219635;OPTIQUE, MONTURE ENFANT DE CLASSE B,EYE FOR EYE;;16;A;O;2;2;5;3;0;0;0;0;0;0;1046.000000;;
7219641;OPTIQUE, MONTURE ADULTE DE CLASSE B,CHAMBORELLE;;0;A;O;2;2;5;3;0;0;0;0;0;0;701.000000;;
7219658;OPTIQUE, MONTURE ENFANT DE CLASSE B,CHAMBORELLE;;16;A;O;2;2;5;3;0;0;0;0;0;0;1047.000000;;
7219664;OPTIQUE, MONTURE ADULTE DE CLASSE B,ETHEL OPTIQUE;;0;A;O;2;2;5;3;0;0;0;0;0;0;702.000000;;
7219670;OPTIQUE, MONTURE ADULTE DE CLASSE A,NETOPTIC;;0;A;O;2;2;5;3;0;0;0;0;0;0;130.000000;;
7219687;OPTIQUE, MONTURE ENFANT DE CLASSE B,HAL;;16;A;O;2;2;5;3;0;0;0;0;0;0;1048.000000;;
7219693;OPTIQUE, MONTURE ENFANT DE CLASSE A,HAL;;16;A;O;2;2;5;3;0;0;0;0;0;0;427.000000;;
7219701;OPTIQUE, MONTURE ADULTE DE CLASSE A,HAL;;0;A;O;2;2;5;3;0;0;0;0;0;0;131.000000;;
7219718;OPTIQUE, MONTURE ADULTE DE CLASSE B,JISCO EYEWEAR;;0;A;O;2;2;5;3;0;0;0;0;0;0;703.000000;;
7219724;OPTIQUE, MONTURE ADULTE DE CLASSE A,JISCO EYEWEAR;;0;A;O;2;2;5;3;0;0;0;0;0;0;132.000000;;
7219730;OPTIQUE, MONTURE ADULTE DE CLASSE B,APTICA BARCELON;;0;A;O;2;2;5;3;0;0;0;0;0;0;704.000000;;
7219747;OPTIQUE, MONTURE ADULTE DE CLASSE A,APTICA BARCELON;;0;A;O;2;2;5;3;0;0;0;0;0;0;133.000000;;
7219753;OPTIQUE, MONTURE ADULTE DE CLASSE B,ETNIA BARCELONA;;0;A;O;2;2;5;3;0;0;0;0;0;0;705.000000;;
7219760;OPTIQUE, MONTURE ENFANT DE CLASSE B,ETNIA BARCELONA;;16;A;O;2;2;5;3;0;0;0;0;0;0;1049.000000;;
7219776;OPTIQUE, MONTURE ADULTE DE CLASSE B,GP INTERNAT;;0;A;O;2;2;5;3;0;0;0;0;0;0;706.000000;;
7219782;OPTIQUE, MONTURE ADULTE DE CLASSE B,DANILS;;0;A;O;2;2;5;3;0;0;0;0;0;0;708.000000;;
7219799;OPTIQUE, MONTURE ENFANT DE CLASSE B,ZOOBUG;;15;A;O;2;2;5;3;0;0;0;0;0;0;1925.000000;;
7219807;OPTIQUE, MONTURE ADULTE DE CLASSE A,EYE RESPECT;;0;A;O;2;2;5;3;0;0;0;0;0;0;337.000000;;
7219813;OPTIQUE, MONTURE ADULTE DE CLASSE B,WORLD EYEWEAR;;0;A;O;2;2;5;3;0;0;0;0;0;0;709.000000;;
7219820;OPTIQUE, MONTURE ADULTE DE CLASSE B,EVENT;;0;A;O;2;2;5;3;0;0;0;0;0;0;710.000000;;
7219836;OPTIQUE, MONTURE ENFANT DE CLASSE B,KARTHEL FRANCE;;16;A;O;2;2;5;3;0;0;0;0;0;0;1050.000000;;
7219842;OPTIQUE, MONTURE ADULTE DE CLASSE B,HILARHI ARCADE;;0;A;O;2;2;5;3;0;0;0;0;0;0;711.000000;;
7219859;OPTIQUE, MONTURE ENFANT DE CLASSE B,BERCY VISION;;16;A;O;2;2;5;3;0;0;0;0;0;0;1051.000000;;
7219865;OPTIQUE, MONTURE ADULTE DE CLASSE B,LUNETT INVENT;;0;A;O;2;2;5;3;0;0;0;0;0;0;712.000000;;
7219871;OPTIQUE, MONTURE ENFANT DE CLASSE B,LUNETT INVENT;;16;A;O;2;2;5;3;0;0;0;0;0;0;1052.000000;;
7219888;OPTIQUE, MONTURE ADULTE DE CLASSE A,IN'BO;;0;A;O;2;2;5;3;0;0;0;0;0;0;134.000000;;
7219894;OPTIQUE, MONTURE ADULTE DE CLASSE B,BC ATELIER;;0;A;O;2;2;5;3;0;0;0;0;0;0;713.000000;;
7219902;OPTIQUE, MONTURE ADULTE DE CLASSE B,LUNAKT;;0;A;O;2;2;5;3;0;0;0;0;0;0;714.000000;;
7219919;OPTIQUE, MONTURE ADULTE DE CLASSE B,OP COUTURE;;0;A;O;2;2;5;3;0;0;0;0;0;0;715.000000;;
7219925;OPTIQUE, MONTURE ADULTE DE CLASSE A,THE CAST(E);;0;A;O;2;2;5;3;0;0;0;0;0;0;135.000000;;
7219931;OPTIQUE, MONTURE ADULTE DE CLASSE B,EYE RESPECT;;0;A;O;2;2;5;3;0;0;0;0;0;0;1610.000000;;
7219948;OPTIQUE, MONTURE ENFANT DE CLASSE A,THE CAST(E);;16;A;O;2;2;5;3;0;0;0;0;0;0;428.000000;;
7219954;OPTIQUE, MONTURE ADULTE DE CLASSE A,FORMULEYES;;0;A;O;2;2;5;3;0;0;0;0;0;0;338.000000;;
7219960;OPTIQUE, MONTURE ADULTE DE CLASSE B,FORMULEYES;;0;A;O;2;2;5;3;0;0;0;0;0;0;1611.000000;;
7219977;OPTIQUE, MONTURE ENFANT DE CLASSE A,COMOFRAME;;15;A;O;2;2;5;3;0;0;0;0;0;0;1275.000000;;
7220012;OPTIQUE, VERRE MF  B, SPHERE] -8,00 A -12,00] ET CYL (+) >4 VERBAL;;0;A;O;2;2;5;2;2;2;0;0;0;0;813.000000;;
7220029;OPTIQUE, VERRE MF  B, SPHERE] -8,00 A -12,00] ET CYL (+) >4 SUPERVISION SAS;;0;A;O;2;2;5;2;2;2;0;0;0;0;814.000000;;
7220035;OPTIQUE, MONTURE ENFANT DE CLASSE B,OK O;;15;A;O;2;2;5;3;0;0;0;0;0;0;1688.000000;;
7220041;OPTIQUE, VERRE MF  B, SPHERE] -8,00 A -12,00] ET CYL (+) >4 SENSEE;;0;A;O;2;2;5;2;2;2;0;0;0;0;815.000000;;
7220058;OPTIQUE, VERRE MF  B, SPHERE] -8,00 A -12,00] ET CYL (+) >4 SEIKO OPTICAL;;0;A;O;2;2;5;2;2;2;0;0;0;0;825.000000;;
7220064;OPTIQUE, MONTURE ENFANT DE CLASSE B,OPTI LAND;;15;A;O;2;2;5;3;0;0;0;0;0;0;1685.000000;;
7220070;OPTIQUE, VERRE MF  B, SPHERE] -8,00 A -12,00] ET CYL (+) >4 PACIFIC TRADE;;0;A;O;2;2;5;2;2;2;0;0;0;0;826.000000;;
7220087;OPTIQUE, MONTURE ADULTE DE CLASSE A,OPTIQUE PERNIN;;0;A;O;2;2;5;3;0;0;0;0;0;0;136.000000;;
