CODE_LPP;LIB_CODE_LPP
1160912;SOLUTION VISCOELASTIQUE, ACIDE HYALURONIQUE, ROTTAPHARM, GO-ON, B/1
1173702;SOLUTION VISCOELASTIQUE, ACIDE HYALURONIQUE, CROMA PHARMA, SYNOCROM B/3
1177812;SOLUTION VISCOELASTIQUE, ACIDE HYALURONIQUE, DAIICHI SANKYO, ADANT
1179886;SOLUTION VISCOELASTIQUE, ACIDE HYALURONIQUE, PIERRE FABRE, STRUCTOVIAL, B/1
1193739;SOLUTION VISCOELASTIQUE, ACIDE HYALURONIQUE, LCA, ARTHRUM
1200072;ESCARRES, COUSSIN PNEUMATIQUE, CLASSE II, ASKLE, OPTIMAIR 10
1201433;ESCARRES, COUSSIN EN MOUSSE & GEL, S/CLASSE IB, ROYAL MEDICAL, DUNE C300
1201700;ESCARRES, COUSSIN PNEUMATIQUE, S/CLASSE II,PHYSIPRO,SUPRACOR STIMULITE SLIMLINE
1202250;ESCARRES, COUSSIN EN MOUSSE & GEL, S/CLASSE IB, ESCARIUS, GELO MOUSSE LOTUS
1202272;ESCARRES MATELAS MIXTE, CLASSE II, HERDEGEN, VISCO-MAXI.
1202473;LIT MEDICAL, LIT SPECIFIQUE, FORFAIT DE LIVRAISON DU LIT ET ACCESSOIRES
1202705;ESCARRES, COUSSIN VISCO, CLASSE II,PHARMAOUEST, VISCOLUX, STANDARD
1203113;ESCARRES SURMATELAS A PRESSION ALTERNEE, S/CLASSE IA, HUNTLEIGH, OPB2FF
1203290;ESCARRES MATELAS EN MOUSSE STRUCTUREE, S/CLASSE IB, ESCARIUS, VARIAPLOT
1203633;ESCARRES, REMPLACEMENT D'UNE DES DEUX HOUSSES LIVREES AVEC LE COUSSIN
1203640;ESCARRES MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II,INVACARE,SOFTFORM VISCOMIXT
1204242;ESCARRES, COUSSIN VISCO, CLASSE II, DARULIFT, VISCO'MOUSS, STANDARD.
1204288;ESCARRES, COUSSIN VISCO, CLASSE II, SYST'AM, P 361 CV, TECHNIQUE.
1204302;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, ARTOIS, MPA-HRA
1205477;ESCARRES SURMATELAS, SUPPORT DE PLUS DE 5 CM POUR SURMATELAS
1205520;LIT MEDICAL, FORFAIT DE LIVRAISON DU LIT AVEC OU SANS ACCESSOIRES
1206548;ESCARRES SURMAT MOUSSE VISCOELASTIQUE, S/CLASSE II, WINNCARE, ALOVA DERMALON FR.
1206904;ESCARRES, COUSSIN VISCO, CLASSE II, ESCARIUS, VISCO, STANDARD < 38 CM
1206956;ESCARRES, COUSSIN EN GEL, S/CLASSE IB, ESCARIUS, ELASTIL II
1207453;LIT MEDICAL, ACHAT, ALESE IMPERMEABLE REUTILISABLE
1209908;ESCARRES, COUSSIN EN MOUSSE ET GEL, S\CLASSE IB, DARULIFT, GEL'AIR 2D.
1211265;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, ASKLE, APLOT ZYPREX PUR
1211383;LIT MEDICAL, ACHAT, MATELAS SIMPLE
1212276;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, INVACARE, SOFTFORM ATMOS
1213092;ESCARRES MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, DARULIFT, VISCO MOUSS
1214134;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, HILL-ROM, CLINIPLOT-CLINIHOUSSE
1214890;ESCARRES MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, ASKLE, ALOVA DM
1215205;ESCARRES SURMATELAS A PRESSION ALTERNEE, S/CLASSE IA, PHARMAOUEST, PHARMA AIR
1215702;LIT MEDICAL, LIT + 135 KG, FORFAIT DE LIVRAISON DU LIT ET ACCESSOIRES
1215808;ESCARRES, COUSSIN VISCO, CLASSE II, SYST'AM, P 361 CP, TECHNIQUE.
1216937;ESCARRES MATELAS EN MOUSSE VISCOELASTIQUE, S/CLASSE II, ESCARIUS, VISCO
1217374;LIT, COMPRESSEUR ET SURMATELAS PNEUMATIQUE, LOCATION HEBDOMADAIRE
1217664;ESCARRES, COUSSIN VISCO, CLASSE II,PHARMAOUEST, VISCOLUX, TECHNIQUE
1218280;ESCARRES, SURMATELAS AIR MOTORISE, WINNCARE, AXTAIR ONE, FORFAIT LOCATION HEBDO
1219462;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, PHARMAOUEST, CARPLOT
1220028;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, SYST'AM, P102M
1221536;ESCARRES MATELAS MOUSSE VISCOELASTIQUE, S/CLASSE II, ASKLE, ALOVA VCL 74HEP
1221855;ESCARRES, ACCESSOIRES, COUSSIN DE DECHARGE DU TALON, DES COUDES OU DES GENOUX
1222808;ESCARRES MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, SYST'AM, P161M
1223297;ESCARRES, COUSSIN VISCO, CLASSE II, WINNCARE, ALOVA GALBE, TECHNIQUE
1223423;ESCARRES MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, WINNCARE, ALOVA.
1223452;ESCARRES, COUSSIN VISCOELASTIQUE, CLASSE II, INVACARE, FLO-TECH LITE VISCO
1223920;ESCARRES, COUSSIN VISCO, CLASSE II, ABC, MEMOBA M-PUR, TECHNIQUE.
1224078;ESCARRES SURMATELAS EN MOUSSE VISCOELASTIQUE, S/CLASSE II, SYST'AM, P161M
1224084;ESCARRES, COUSSIN VISCO, CLASSE II, SYST'AM, P 361 C, STANDARD.
1224138;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, PHARMAOUEST, PHARMA OCEANIS
1225675;LIT MEDICAL, ACHAT, CERCEAU TOUT MODELE
1227332;LIT, COMPRESSEUR POUR SURMATELAS PNEUMATIQUE, FORFAIT DE LIVRAISON
1228350;ESCARRES MATELAS EN MOUSSE STRUCTUREE, S/CLASSE IB, PHARMAOUEST, PHARMA MOD'I
1228857;ESCARRES, COUSSIN PNEUMATIQUE, CLASSE II, RECFRANCE, PROFIL'AIR.
1228917;ESCARRES MATELAS EN MOUSSE VISCOELASTIQUE, S/CLASSE II, TEMPUR, DISCOVERY
1229160;ESCARRES, COUSSIN VISCO, CLASSE II, ESCARIUS, VISCOTECH, TECHNIQUE.
1229785;ESCARRES, COUSSIN VISCO, CLASSE II, INVACARE, FLO-TECH LITE VISCO, STANDARD
1230423;ESCARRES, COUSSIN EN MOUSSE & GEL, S/CLASSE IB, ABC, VOYAGEUR DUO
1230972;ESCARRES, COUSSIN PNEUMATIQUE, CLASSE II, ASKLE, OPTIMAIR 7
1231233;ESCARRES, COUSSIN VISCO, CLASSE II, PHARMAOUEST, KALLI VISCO, STANDARD
1231285;ESCARRES, MATELAS AIR MOTORISE,MEDIDEV,SENTRY 1200,FORFAIT LIVRAISON AVEC LIT
1231865;ESCARRES, COUSSIN VISCO, CLASSE II, PHARMAOUEST, PHARMA FORM PRIMA, < 38 CM
1232468;ESCARRES MATELAS EN MOUSSE STRUCTUREE, S/CLASSE IB, ARTOIS, POLYMOUSSE
1233002;ESCARRES, COUSSIN EN GEL, S\CLASSE IB, DARULIFT, GEL 2D.
1233143;ESCARRES, COUSSIN VISCO, CLASSE II, DARULIFT, VISCO'MOUSS, STANDARD > 45 CM
1233433;ESCARRES MATELAS MIXTE, S/CLASSE IA, ESCARIUS, HYDRESCARRE II
1234600;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, PHARMAOUEST, PHARMA PLOTS
1234728;ESCARRES MATELAS MIXTE, MULTIPORTANCE, CLASSE II, WINNCARE, ALOVA
1235662;LIT MEDICAL, LIT SPECIFIQUE, ACHAT, LIT ET ACCESSOIRES
1236696;ESCARRES MATELAS EN MOUSSE STRUCTUREE, S/CLASSE IB, WINNCARE, EPSUS PUR.
1237017;ESCARRES SURMATELAS MOUSSE VISCOELASTIQUE, CLASSE II,INVACARE,SOFTFORM VISCO
1237218;ESCARRES SURMATELAS MOUSSE VISCOELASTIQUE, CLASSE II, PHARMAOUEST, PHARMA FORM
1238778;ESCARRES, COUSSIN EN GEL, S/CLASSE IB, SYST'AM, POLYSCAR P331C
1238896;ESCARRES SURMATELAS A AIR STATIQUE, S/CLASSE IB, HOSPIDEX FRANCE, REPOSE
1239022;ESCARRES, COUSSIN VISCO, CLASSE II, PHARMAOUEST, PHARMA FORM ISKIO, TECHNIQUE
1240054;LIT, COMPRESSEUR POUR SURMATELAS PNEUMATIQUE, ACHAT
1240150;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, WINNCARE, APLOT ZYPREX DERMALON.
1240485;ESCARRES, COUSSIN EN MOUSSE, S/CLASSE IB, PHARMAOUEST, PREVENTIX
1241266;LIT MEDICAL, ACHAT, MAINTENANCE PREVENTIVE
1241763;LIT MEDICAL, LIT STANDARD, LOCATION HEBDOMADAIRE, LIT ET ACCESSOIRES
1241941;ESCARRES, COUSSIN EN MOUSSE & GEL, S/CLASSE IB, SYST'AM, DUOFORM, P341C
1243510;ESCARRES, COUSSIN VISCOELASTIQUE, CLASSE II, INVACARE, FLO-TECH CONTOUR VISCO
1243680;ESCARRES, COUSSIN VISCO, CLASSE II, DARULIFT, VISCO'MOUSS, STANDARD < 38 CM.
1244260;ESCARRES, COUSSIN EN MOUSSE ET GEL, S/CLASSE IB, WINNCARE, GELTOP
1244678;ESCARRES, COUSSIN EN MOUSSE VISCOELASTIQUE, CLASSE II, ABC, MEMOBA ANATOMIQUE
1244900;ESCARRES SURMATELAS EN MOUSSE VISCOELASTIQUE, S/CLASSE II, ESCARIUS, VISCO
1245034;ESCARRES, COUSSIN VISCO, CLASSE II, SYST'AM, P 361 CL, STANDARD < 38 CM.
1245459;ESCARRES, COUSSIN PNEUMATIQUE, CLASSE II, WINNCARE, KINERIS 7 FRANCE.
1245844;ESCARRES, COUSSIN VISCO, CLASSE II, SYST'AM, P 361 CL, STANDARD.
1246424;ESCARRES, COUSSIN ISCHIATIQUE SUR MESURE
1247518;ESCARRES, COUSSIN EN MOUSSE & GEL, S/CLASSE IB, HANDIFLOW, HANDILIGHT
1247754;ESCARRES, COUSSIN VISCO, CLASSE II, ABC, MEMOBA M-PUR, STANDARD < 38CM.
1248713;ESCARRES,COUSSIN VISCO,CLASSE II,INVACARE,FLO-TECH LITE VISCO,STANDARD >45CM
1249138;ESCARRES SURMATELAS EN MOUSSE VISCOELASTIQUE, S/CLASSE II, PHARMAOUEST, CARGUM
1249374;ESCARRES, COUSSIN EN MOUSSE & GEL, S/CLASSE IB, ESCARIUS, ELASTIL MOUSSE
1249523;LIT MEDICAL, LIT + 135 KG, LOCATION HEBDOMADAIRE, LIT ET ACCESSOIRES
1250259;ESCARRES SURMATELAS MOUSSE VISCOELASTIQUE, S/CLASSE II, WINNCARE, ALOVA PROMUST.
1251460;ESCARRES, COUSSIN VISCO, CLASSE II, ESCARIUS, VISCO, STANDARD > 45 CM.
1251773;ESCARRES, COUSSIN VISCO, CLASSE II, WINNCARE, ALOVA ERGONOMIQUE, STANDARD
1252689;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, SYST'AM, P101M
1252815;ESCARRES SURMATELAS A PRESSION ALTERNEE, S/CLASSE IA, STRYKER, SYSTEME P-100
1253051;ESCARRES, COUSSIN A AIR STATIQUE, S/CLASSE IA, HOSPIDEX FRANCE, REPOSE
1253766;ESCARRES, COUSSIN VISCO, CLASSE II, SYST'AM, P 361 CL, STANDARD > 45 CM.
1254984;ESCARRES SURMATELAS A PRESSION ALTERNEE, S/CLASSE IA, LDTF, BERCENDOR, BUL
1255096;ESCARRES, COUSSIN EN MOUSSE VISCOELASTIQUE, CLASSE II, SYST'AM, P361C
1255274;ESCARRES, COUSSIN VISCO, CLASSE II,INVACARE, LO-TECH CONTOUR VISCO, TECHNIQUE
1255506;ESCARRES SURMATELAS A AIR STATIQUE, S/CLASSE IB, STRYKER,SOF.CARE, SCMU = SC 402
1256428;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, TRAMICO, TRAMIPLEX
1256546;ESCARRES, COUSSIN VISCO, CLASSE II, WINNCARE, ALOVA GALBE, STANDARD < 38CM.
1256730;ESCARRES, COUSSIN EN MOUSSE & GEL, S/CLASSE IB, INVACARE, FLO-TECH IMAGE
1256813;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, PROMOUSSE SA, MEDISOM DERMALON 10
1257155;ESCARRES, COUSSIN VISCO, CLASSE II, ESCARIUS, VISCO, STANDARD.
1258730;ESCARRES, COUSSIN VISCO, CLASSE II, SYST'AM, P 361 CA, TECHNIQUE.
1259177;ESCARRES, COUSSIN VISCO, CLASSE II, ABC, MEMOBA M-PUR, STANDARD > 45 CM.
1259214;ESCARRES, COUSSIN VISCO, CLASSE II, DARULIFT, VISCO'MOUSS, TECHNIQUE.
1259220;ESCARRES MATELAS, FORTE VISCOSITE, S/CLASSE IB, ESCARIUS, ELASTIL MOUSSE
1261725;ESCARRES, COUSSIN VISCO, CLASSE II, PHARMAOUEST, PRIMA PLOT, TECHNIQUE
1262699;ESCARRES, COUSSIN VISCO, CLASSE II, SYST'AM, P 361 C, STANDARD < 38 CM.
1262713;ESCARRES, COUSSIN VISCO, CLASSE II, PHARMAOUEST, KALLI VISCO, STANDARD > 45 CM
1263351;ESCARRES SURMATELAS A AIR STATIQUE, S/CLASSE IB,STRYKER, SOF.CARE, SCPU = SC 840
1263753;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, SA HERDEGEN, MG 37 HR HERDEGEN
1264764;ESCARRES, COUSSIN EN MOUSSE & GEL, S/CLASSE IB, PHARMAOUEST, GELIDIS
1265090;ESCARRES, COUSSIN EN MOUSSE VISCOELASTIQUE, CLASSE II, DARULIFT, VISCO'MOUSS
1265166;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, PHARMAOUEST, PHARMA PLOTS COMPRESSE
1265410;ESCARRES, COUSSIN A AIR STATIQUE, S/CLASSE IA, STRYKER, SOF.CARE SCC
1265427;LIT MEDICAL, ACHAT, LIT SPECIFIQUE, MAINTENANCE CURATIVE
1266421;ESCARRES MATELAS EN MOUSSE VISCOELASTIQUE, S/CLASSE II, ABC, MEM 10
1267343;ESCARRES, MATELAS AIR MOTORISE, MEDIDEV, SENTRY 1200 ST, FORFAIT LOCATION JOUR.
1267449;ESCARRES SURMATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, HERDEGEN, VISCO-TOPI.
1269342;ESCARRES MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, PHARMAOUEST, VITAFORM
1270687;ESCARRES, COUSSIN PNEUMATIQUE, CLASSE II, SYST'AM, POLYAIR P301C
1271379;ESCARRES, COUSSIN VISCO, CLASSE II, SYST'AM, P 361 C, STANDARD > 45 CM
1272344;ESCARRES, COUSSIN VISCO, CLASSE II, PHARMAOUEST, KALLI VISCO, STANDARD < 38 CM
1272545;ESCARRES, COUSSIN PNEUMATIQUE, CLASSE II, SYST'AM, POLYAIR P302C
1273065;ESCARRES MATELAS EN MOUSSE STRUCTUREE, S/CLASSE IB, WINNCARE, EPSUS DERMALON.
1273875;ESCARRES, COUSSIN PNEUMATIQUE, CLASSE II, WINNCARE, KINERIS 10 FRANCE
1274047;LIT MEDICAL, LIT STANDARD OU ENFANT, FORFAIT DE LIVRAISON DU LIT ET ACCESSOIRES
1274395;ESCARRES, COUSSIN EN GEL, S'CLASSE IB, WINNCARE, GELSCAR
1276951;ESCARRES, COUSSIN VISCO, CLASSE II, WINNCARE, ALOVA GALBE, STANDARD > 45 CM.
1277749;ESCARRES, COUSSIN EN MOUSSE VISCOELASTIQUE, CLASSE II, PHARMA OUEST, PRIMA FORM
1278045;ESCARRES SURMATELAS, AIR MOTORISE, S/CLASSE IB, PHARMAOUEST, CAIRFLOW PM100A
1278329;ESCARRES, MATELAS AIR MOTORISE, MEDIDEV, SENTRY 1200 ST LIVRAISON SANS LIT.
1279317;ESCARRES SURMAT, AIR MOTORISE, S/CLASSE IB, WINNCARE, AXTAIR TRIMODE AUTOMORPHO.
1280036;ESCARRES, COUSSIN VISCO, CLASSE II, WINNCARE, ALOVA GALBE, STANDARD
1280065;ESCARRES, MATELAS EN MOUSSE, S/CLASSE IA, HERDEGEN, CONFORT MAPE.
1280562;ESCARRES, COUSSIN PNEUMATIQUE, S/CLASSE II,PHYSIPRO,SUPRACOR STIMULITE CONTOURED
1280680;ESCARRES SURMATELAS A PRESSION ALTERNEE, S/CLASSE IA, ESCARIUS, PREVESCAR AIR
1283260;ESCARRES MATELAS EN MOUSSE MULTISTRATE, CLASSE II, A. BAUER, AIRSOFT DUOLIGHT
1283589;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, HILL-ROM, CLINIPLOT-CLINIALESE
1283879;LIT MEDICAL, LIT ENFANT, LOCATION HEBDOMADAIRE, LIT ET ACCESSOIRES
1284927;ESCARRES SURMATELAS EN MOUSSE VISCOELASTIQUE, S/CLASSE II, ABC, MEM 10
1285111;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, SYST'AM, P141M
1285690;ESCARRES, COUSSIN VISCO, CLASSE II, PHARMAOUEST, PHARMA FORM PRIMA, > 45CM
1286381;ESCARRES, COUSSIN EN MOUSSE VISCOELASTIQUE, CLASSE II, ASKLE, ALOVA
1286955;ESCARRES, COUSSIN EN MOUSSE & GEL, S/CLASSE IB, SYST'AM, POLYFORM MIXTE, P314C
1286978;ESCARRES, COUSSIN EN GEL, S/CLASSE IB, ABC, PILOTE BIDENSITE
1287340;ESCARRES, COUSSIN EN MOUSSE VISCOELASTIQUE, CLASSE II, ASKLE, ALOVA VCAE/M
1289652;ESCARRES, MATELAS AIR MOTORISE, MEDIDEV, SENTRY 1200, FORFAIT LIVRAISON SANS LIT
1290129;ESCARRES, COUSSIN EN MOUSSE VISCOELASTIQUE, CLASSE II, ESCARIUS, VISCO
1291904;ESCARRES, COUSSIN EN MOUSSE VISCOELASTIQUE, CLASSE II, TEMPUR, CHALLENGER
1292789;ESCARRES, COUSSIN VISCO, CLASSE II,PHARMAOUEST, VISCOLUX, STANDARD >45CM
1294506;ESCARRES MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, PHARMAOUEST, CARGUMIXT
1294570;ESCARRES MATELAS EN MOUSSE MULTISTRATE, CLASSE III, A. BAUER, AIRSOFT DUO
1294653;ESCARRES, COUSSIN VISCO, CLASSE II, PHARMAOUEST, PHARMA FORM PRIMA, STANDARD
1294794;ESCARRES MATELAS EN MOUSSE, S/CLASSE IA, PHARMAOUEST, MAT BASIC
1295374;ESCARRES SURMATELAS A PRESSION ALTERNEE, S/CLASSE IA, LDTF, BERCENDOR, BUI
1296103;ESCARRES, MATELAS AIR MOTORISE, MEDIDEV, SENTRY 1200, FORFAIT LOCATION JOUR
1296327;LIT MEDICAL, LIT DOUBLE, FORFAIT DE LIVRAISON DU LIT ET ACCESSOIRES
1296793;ESCARRES, COUSSIN VISCO, CLASSE II,PHARMAOUEST,VISCOLUX, STANDARD <38CM
1297427;ESCARRES MATELAS EN MOUSSE STRUCTUREE, S/CLASSE IB, PHARMAOUEST, HPR 05
1297628;ESCARRES SURMATELAS A PRESSION ALTERNEE, S/CLASSE IA, LDTF, BERCENDOR, BUS
1298119;ESCARRES, REMPLACEMENT DE LA HOUSSE D'ORIGINE DU (SUR)MATELAS
1299870;ESCARRES, COUSSIN EN MOUSSE & GEL, S/CLASSE IB, ABC, VOYAGEUR ANATOMIQUE
1200764;CANNE TRIPODE OU QUADRIPODE REGLABLE EN HAUTEUR, A L'ACHAT
1201114;SIEGE DE SERIE, SIEGE MODULABLE ET EVOLUTIF, REPOSE-PIEDS REGLABLE.
1201858;POTENCE DE SUPPORT OU DE RELEVEMENT, LOCATION HEBDOMADAIRE, > OU = 66 SEMAINES
1203248;SIEGE DE SERIE, SIEGE MODULABLE ET EVOLUTIF, TABLETTE AMOVIBLE.
1204800;VHP AVEC 2 ACCESSOIRES, LOCATION HEBDOMADAIRE, < OU = 52 SEMAINES
1206880;CANNE BLANCHE POUR AVEUGLE, PLIABLE OU NON, A L'ACHAT
1207507;APPAREIL MODULAIRE DE VERTICALISATION, APPUI FRONTAL, ACHAT
1210917;VHP AVEC + DE 2 ACCESSOIRES, LOCATION HEBDOMADAIRE, < OU = 52 SEMAINES
1211489;APPAREIL DE SOUTIEN PARTIEL DE LA TETE
1216481;SOCLE A INCLINAISON VARIABLE DE COQUILLE POUR BAIN,MATIERE PLASTIQUE,< OU =16ANS
1220471;COUSSIN DE SERIE DE POSITIONNEMENT, STANDARD, DES HANCHES ET DES GENOUX
1225646;DEAMBULATEUR, LOCATION HEBDOMADAIRE, < OU = 26 SEMAINES
1231782;SOULEVE-MALADE, LOCATION HEBDOMADAIRE, < OU = 32 SEMAINES
1232988;VHP AVEC 2 ACCESSOIRES, LOCATION HEBDOMADAIRE, > 52 SEMAINES
1235484;DISPOSITIF DE TRACTION, RACHIS, FORFAIT DE LIVRAISON
1238152;APPAREIL MODULAIRE DE VERTICALISATION, JEU DE ROULETTES, ACHAT
1240976;VHP AVEC + DE 2 ACCESSOIRES, LOCATION HEBDOMADAIRE, > 52 SEMAINES
1243302;CHAISE PERCEE AVEC ACCOUDOIRS ET SEAU
1244589;POSTICHE POUR HOMME OU FEMME
1245407;COQUILLE POUR BAIN EN MATIERE PLASTIQUE, MODELE ENFANT, < OU = 16 ANS
1254895;COUSSIN DE SERIE DE POSITIONNEMENT, MODULAIRE, DES HANCHES ET DES GENOUX, PLOT
1255682;VHP AVEC 1 ACCESSOIRE, LOCATION HEBDOMADAIRE, > 52 SEMAINES
1258189;DISPOSITIF DE TRACTION, RACHIS, LOCATION HEBDOMADAIRE, > 65 SEMAINES
1260418;DEAMBULATEUR, LOCATION HEBDOMADAIRE, > 26 SEMAINES
1261872;BEQUILLES D'AISSELLES REGLABLES EN HAUTEUR, TOUT TYPE, LA PAIRE, A L'ACHAT
1266846;APPAREIL MODULAIRE DE VERTICALISATION, MODELE ENFANT ET ADULTE
1269224;COUSSIN DE SERIE DE POSITIONNEMENT, MODULAIRE, DES HANCHES ET DES GENOUX, BASE
1269336;SIEGE DE SERIE, SIEGE MODULABLE ET EVOLUTIF, TOUT MODELE ET ADJONCTIONS.
1270380;DISPOSITIF DE TRACTION, RACHIS, LOCATION HEBDOMADAIRE, < OU = 65 SEMAINES
1270463;CANNE EN BOIS VERNI, A L'ACHAT
1272195;SOULEVE-MALADE, FORFAIT DE LIVRAISON
1273415;POTENCE DE SUPPORT OU DE RELEVEMENT, LOCATION HEBDOMADAIRE, < OU = 65 SEMAINES
1277270;SIEGE COQUILLE DE SERIE, AMOVIBLE, MODELE SIMPLE
1278654;SOULEVE-MALADE, LOCATION HEBDOMADAIRE, > 32 SEMAINES
1279027;SIEGE DE SERIE, SIEGE MODULABLE ET EVOLUTIF, PIED SUPPORT TELESCOPIQUE.
1280533;SOULEVE-MALADE, ACHAT DES SANGLES
1281202;COUTEAU, COUTEAU-FOURCHETTE, PLIANTS AVEC ETUI
1283365;SIEGE COQUILLE DE SERIE, AMOVIBLE, MODELE AVEC CALES & MAINTIEN AUTOACCROCHABLES
1285619;DEAMBULATEUR, ACHAT
1290968;DEAMBULATEUR, FORFAIT DE LIVRAISON
1292105;VHP, FORFAIT DE LIVRAISON
1101186;PRESERVATIF MASCULIN LUBRIFIE, MAJORELLE, EDEN, B/6.
1115171;SOLUTION A USAGE OPHTALMIQUE, THEA PHARMA, THEALOSE UD, UNIDOSES 0,4ML B/30
1130124;SOLUTION HYALURONATE SODIUM 0,18 %, TRB, HYLOVIS MULTI, FLACON 15 ML, B/1.
1130160;SOLUTION HYALURONATE SODIUM 0,18 %, HORUS, VISMED MULTI, FLACON 15 ML, B/1.
1152893;SOLUTION A USAGE OPHTALMIQUE, ALCON,SYSTANE BALANCE,FLACON MULTIDOSE 10 ML
1164956;SOLUTION STERILE A USAGE OPHTALMIQUE THEA PHARMA, THEALOSE, FLACON 10 ML B/1
1165660;SOLUTION A USAGE OPHTALMIQUE, URSAPHARM, HYLO CONFORT, FLACON 10ML, B/1.
1168581;SOLUTION A USAGE OPHTALMIQUE, ALLERGAN, OPTIVE FUSION, FLACON MULTIDOSE 10ML
1180263;SOLUTION A USAGE OPHTALMIQUE, ALLERGAN, OPTIVE FUSION UD, UNIDOSES 0,4ML B/30
1192763;AEROSOLTHERAPIE, SOLUTION STERILE CHLORURE SODIUM 7 %, PARI, SALITOL, 4 ML, B/60
1195170;PRESERVATIF MASCULIN LUBRIFIE, MAJORELLE, EDEN, B/12.
1200014;ESCARRES, COUSSIN PNEUMATIQUE, CLASSE II, PERMOBIL, QUADTRO SELECT LOW PROFILE.
1200250;ESCARRES SURMATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II. ARTOIS, SVPE
1203679;ESCARRES,COUSSIN EN VISCO,CLASSE II,INVACARE,CLASSIC VISCO,STANDARD > 45 CM
1226315;ESCARRES, COUSSIN PNEUMATIQUE, CLASSE II, PERMOBIL, ROHO MONO HIGH PROFILE.
1236710;ESCARRES, MATELAS AIR MOTORISE, MEDIDEV, SENTRY 1200 ST, LIVRAISON AVEC LIT.
1236839;ESCARRES MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, PHARMAOUEST, NOVA FORM
1238650;ESCARRES, COUSSIN PNEUMATIQUE, CLASSE II, PERMOBIL, QUADTRO SELECT HIGH PROFILE.
1253878;ESCARRES, COUSSIN PNEUMATIQUE, CLASSE II, PERMOBIL, ROHO MONO LOW PROFILE.
1258864;ESCARRES, COUSSIN VISCO, CLASSE II, INVACARE, CLASSIC VISCO, STANDARD.
1260602;ESCARRES MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, PHARMAOUEST, VITA FORM 4.
1260677;ESCARRES, COUSSIN VISCO, CLASSE II, INVACARE, CLASSIC VISCO, STANDARD < 38CM.
1270180;ESCARRES, COUSSIN PNEUMATIQUE, CLASSE II, PERMOBIL, QUADTRO SELECT MID PROFILE.
1289422;ESCARRES, COUSSIN PNEUMATIQUE, CLASSE II, PERMOBIL, ROHO MONO MID PROFILE.
1293872;ESCARRES,SURMATELAS AIR MOTORISE,WINNCARE,AXTAIR ONE PLUS,FORFAIT LOCATION HEBDO
1294802;ESCARRES SURMATELAS, AIR MOTORISE, S/CLASSE IB, PHARMAOUEST, CAIRFLOW PM100A EVO
1202674;SIEGE DE SERIE, SIEGE COQUILLE
1292424;CASQUE DE PROTECTION POUR ENFANT HANDICAPE
1293412;POTENCE DE SUPPORT OU DE RELEVEMENT, FORFAIT DE LIVRAISON
1296787;CANNE METALLIQUE REGLABLE, AVEC APPUI ANTEBRACHIAL OU POIGNET EN T, A L'ACHAT
1298680;VHP AVEC 1 ACCESSOIRE, LOCATION HEBDOMADAIRE, < OU = 52 SEMAINES
1300709;PANSEMENT ADHESIF, TEXTILE, COMPRESSE INTEG, > OU = 250 CM2 ET < 300 CM2, B/5
1300744;PANSEMENT HYDROCELLULAIRE ABSORB MOY, > OU = 300 CM2 ET < 400 CM2, B/5
1300810;PANSEMENT ADHESIF STERILE, COMPRESSE ABSORBANTE,> OU =30CM2 & <40CM2, BOITE DE 5
1301070;PANSEMENTS HYDROCELLULAIRES, 400 CM2, URGO, URGOSTART BORDER, B/16.
1301130;PANSEMENT ADHESIF TEXTILE, COMPRESSE INTEG, > OU = 70 CM2 ET < 135 CM2, B/10
1301175;FILMS ADHESIFS SEMI-PERMEABLES STERILES, > OU = 300 CM2 ET < 600 CM2, B/5.
1301347;PANSEMENTS HYDROCELLULAIRES, > OU = 200 CM2 ET < 225 CM2, BOITE DE 10
1301353;SPARADRAP NON ELASTIQUE, > OU = 1000CM2 & < 1250CM2
