CDM_COD;CDM_LIB;TEC_COL
B802;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE CRANE ET CONTENU SANS ET AVEC INJECTION DE PRODUIT DE CONTRASTE - CRANE, CONTENU ET MASSIF FACIAL - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B803;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE MASSIF FACIAL SANS INJECTION DE PRODUIT DE CONTRASTE - CRANE, CONTENU ET MASSIF FACIAL - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B804;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE MASSIF FACIAL AVEC INJECTION DE PRODUIT DE CONTRASTE - CRANE, CONTENU ET MASSIF FACIAL - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B805;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE MASSIF FACIAL SANS ET AVEC INJECTION DE PRODUIT DE CONTRASTE - CRANE, CONTENU ET MASSIF FACIAL - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B229;** SU95 ** ACTE SUPPRIME ** (ECHOGRAPHIE DOPPLER PULSE TRANSCRANIEN - CRANE, CONTENU ET MASSIF FACIAL - ECHOGRAPHIE-DOPPLER);0
B230;** SU95 ** ACTE SUPPRIME ** (ECHOGRAPHIE D'UNE LESION PLEURALE OU PULMONAIRE - POUMON ET MEDIASTIN - ECHOGRAPHIE-DOPPLER);0
B231;** SU95 ** ACTE SUPPRIME ** (ECHOGRAPHIE D'UNE LESION MEDIASTINALE - POUMON ET MEDIASTIN - ECHOGRAPHIE-DOPPLER);0
B232;** SU95 ** ACTE SUPPRIME ** (ECHOGRAPHIE D'UNE LESION PARIETALE THORACIQUE - POUMON ET MEDIASTIN ECHOGRAPHIE-DOPPLER);0
B233;** SU95 ** ACTE SUPPRIME ** (ECHOGRAPHIE DOPPLER COULEUR TRANSCRANIEN - CRANE, CONTENU ET MASSIF FACIAL - ECHOGRAPHIE-DOPPLER);0
F043;EXPLORATION COMPARATIVE DES HEMISPHERES CEREBRAUX PAR TEST DE WADA;0
F045;TRAITEMENT D'UNE CONTUSION OU ATTRITION CEREBRALE;0
F046;TRAITEMENT D'UNE CONTUSION OU ATTRITION CEREBELLEUSE;0
F047;TRAITEMENT CHIR. FISTULES CAROTIDO-CAVERNEUSES / ABORD DIRECT;0
F048;TRAITEMENT CHIR. FISTULES CAROTIDO-CAVERNEUSES /VOIE ENDOVASC.;0
F049;TRAIT. CHIR. FISTULES CAROTIDO-CAVERNEUSES /LIGATURE PEDICULES AFF.;0
B842;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE AVEC SOUSTRACTION (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE IMAGERIE PAR RESONANCE MAGNETIQUE) - POUMON ET MEDIASTIN - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B314;** SU95 ** ACTE SUPPRIME ** (ECHOGRAPHIE DE LOCALISATION PLACENTAIRE ET/OU DE DIAGNOSTIC DE PRESENTATION - TRACTUS GENITO-URINAIRE - ECHOGRAPHIE-DOPPLER);0
B315;ECHOGRAPHIE-DOPPLER VASCULAIRE CONTINU - MEMBRES SUPERIEURS;0
B316;** SU95 ** ACTE SUPPRIME ** (ECHOGRAPHIE DOPPLER VASCULAIRE PULSE - MEMBRE SUPERIEUR - ECHOGRAPHIE-DOPPLER);0
B317;** SU95 ** ACTE SUPPRIME ** (ECHOGRAPHIE DOPPLER VASCULAIRE COULEUR - MEMBRE SUPERIEUR - ECHOGRAPHIE-DOPPLER);0
B318;IRM : 3 SEQUENCES - SEGMENT DE MEMBRE INFERIEUR;0
B319;IRM : 4 SEQUENCES ET PLUS - SEGMENT DE MEMBRE INFERIEUR;0
B320;PONCTION OU CYTOPONCTION SOUS SCANOGRAPHIE - MEMBRES SUPERIEURS;0
B321;BIOPSIE ISOLEE OU ASSOCIEE A UNE PONCTION SOUS SCANOGRAPHIE - MEMBRES SUPERIEURS;0
B322;ECHOGRAPHIE-DOPPLER VASCULAIRE PULSE OU COULEUR - MEMBRES SUPERIEURS;0
B323;ECHOGRAPHIE PEROPERATOIRE - MEMBRES SUPERIEURS;0
B324;PONCTION OU CYTOPONCTION SOUS ECHOGRAPHIE - MEMBRES SUPERIEURS;0
B325;BIOPSIE ISOLEE OU ASSOCIEE A UNE PONCTION SOUS ECHOGRAPHIE - MEMBRES SUPERIEURS;0
B326;DRAINAGE DE COLLECTION SOUS ECHOGRAPHIE - MEMBRES SUPERIEURS;0
B327;IRM : 1 SEQUENCE - SEGMENT DE MEMBRE SUPERIEUR;0
B328;IRM : 2 SEQUENCES - SEGMENT DE MEMBRE SUPERIEUR;0
C025;SEANCE D'IRRADIATION EXTERNE PAR MACHINE PRODUISANT DES PHOTONS D'ENERGIE INFERIEURE A 5 MV PAR 3 OU 4 FAISCEAUX,  AVEC UTILISATION DE CACHE SIMPLE ET/OU DE COIN ET/OU DE BOLUS;0
C026;SEANCE D'IRRADIATION EXTERNE PAR MACHINE PRODUISANT DES PHOTONS D'ENERGIE INFERIEURE A 5 MV PAR 5 FAISCEAUX OU PLUS, AVEC UTILISATION DE CACHE SIMPLE ET/OU DE COIN ET/OU DE BOLUS;0
D129;ISOLEMENT D'UN MALADE EN CHAMBRE STERILE OU ISOLATEUR;0
D130;PONCTION-LAVAGE PERITONEALE;0
D131;** SU95 ** ACTE SUPPRIME ** (DRAIN PERICARDIQUE :  MISE EN PLACE);0
D150;EPURATION EXTRARENALE SEQUENTIELLE OU EPURA. EXTRACORPORELLE SEQUENT.;0
D151;PLASMAPHERESE (POUR LE NOUVEAU-NE : EXSANGUINO-TRANSFUSION);0
D152;ENDOSCOPIE BRONCHIQUE, Y COMPRIS LAVAGE ALVEOLAIRE, DANS LE SERVICE;0
D153;ENDOSCOPIE DIGESTIVE DANS LE SERVICE;0
D154;OXYGENOTHERAPIE HYPERBARE DANS LE SERVICE;0
D155;PREPARATION ET ACCOMPAGNEMENT DE TRANSPORT HORS DU SERVICE DE REANIMATION (EXCLU : TRANSPORT PAR LE S.M.U.R., TRANSPORT POUR INTERVENTION CHIRURGICALE);0
D156;PREPARATION DE TRANSPORT PAR LE S.M.U.R. (EXCLU : TRANSPORT POUR INTERVENTION CHIRURGICALE);0
D157;ECHOGRAPHIE DANS LE SERVICE;0
D158;SCINTIGRAPHIE DANS LE SERVICE;0
D159;ANGIOGRAPHIE DANS LE SERVICE;0
D160;PREPARATION, ACCOMPAGNEMENT OU ACCUEIL AU RETOUR DE BLOC OPERATOIRE (EXCLU : TRANSPORT PAR LE S.M.U.R.);0
A268;** SU95 ** ACTE SUPPRIME ** (RACHIS DORSAL - RACHIS ET CONTENU - TOMOGRAPHIES - RACHIS DORSAL, LOMBAIRE ET SACRUM);0
A269;** SU95 ** ACTE SUPPRIME ** (RACHIS LOMBAIRE - RACHIS ET CONTENU - TOMOGRAPHIES - RACHIS DORSAL, LOMBAIRE ET SACRUM);0
A270;** SU95 ** ACTE SUPPRIME ** (EPAULE - MEMBRE SUPERIEUR - TOMOGRAPHIES);0
A271;** SU95 ** ACTE SUPPRIME ** (OMOPLATE - MEMBRE SUPERIEUR - TOMOGRAPHIES);0
A272;** SU95 ** ACTE SUPPRIME ** (CLAVICULE - MEMBRE SUPERIEUR - TOMOGRAPHIES);0
A273;** SU95 ** ACTE SUPPRIME ** (HUMERUS - MEMBRE SUPERIEUR - TOMOGRAPHIES);0
B594;LYMPHOSCINTIGRAPHIE DU MEMBRE INFERIEUR;0
B595;"** SU95 ** ACTE SUPPRIME ** (MISE EN OEUVRE D'UN SYSTEME DE TRAITEMENT DE L'INFORMATION (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE MEDECINE NUCLEAIRE, SAUF ""TOMOSCINTIGRAPHIE"") - MEMBRE INFERIEUR - MEDECINE NUCLEAIRE)";0
A137;GONOMETRIE;0
A138;JAMBE(S) : 2 INCIDENCES;0
A139;** SU95 ** ACTE SUPPRIME ** (JAMBE FACE OU PROFIL OU OBLIQUE OU INCIDENCE SPECIALE ISOLEE - MEMBRE INFERIEUR - RADIOGRAPHIES STANDARD);0
A140;CHEVILLE(S) : 2 INCIDENCES;0
A141;** SU95 ** ACTE SUPPRIME ** (CHEVILLE FACE OU PROFIL OU OBLIQUE OU INCIDENCE SPECIALE ISOLEE - MEMBRE INFERIEUR - RADIOGRAPHIES STANDARD);0
A142;CHEVILLE : EPREUVE STATODYNAMIQUE ISOLEE (VARUS OU VALGUS);0
A143;PIED(S) : 2 INCIDENCES;0
A144;** SU95 ** ACTE SUPPRIME ** (PIED FACE OU PROFIL OU OBLIQUE - MEMBRE INFERIEUR - RADIOGRAPHIES STANDARD);0
A840;** SU95 ** ACTE SUPPRIME ** (CONTROLE RADIOLOGIQUE TELEVISE ISOLE D'UN ACTE ENDOSCOPIQUE PAR 1/2 HEURE - TRACTUS DIGESTIF - EXAMENS SPECIALISES);0
A841;** SU?? ** ACTE SUPPRIME. CONSULTEZ LE CDAM **;0
A842;** SU?? ** ACTE SUPPRIME. CONSULTEZ LE CDAM **;0
A652;** SU95 ** ACTE SUPPRIME ** (VERTEBRALE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - RACHIS ET CONTENU - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
B124;SCANOGRAPHIE X : COU, SANS ET AVEC INJECTION INTRAVEINEUSE DE PRODUIT DE CONTRASTE;0
B125;IRM : 4 SEQUENCES ET PLUS - COU;0
B126;SCANOGRAPHIE X : ABDOMEN ET PELVIS, AVEC INJECTION INTRAVEINEUSE DE PRODUIT DE CONTRASTE - TRACTUS DIGESTIF;0
A616;CAVOGRAPHIE INFERIEURE PAR CATHETERISME - TRACTUS GENITO-URINAIRE;0
A617;PHLEBOGRAPHIE SURRENALIENNE;0
A618;PHLEBOGRAPHIE RENALE;0
A619;PHLEBOGRAPHIE SPERMATIQUE OU OVARIENNE;0
A620;AUTRES PHLEBOGRAPHIES PAR CATHETERISME - TRACTUS GENITO-URINAIRE;0
A621;SCOPIE TELEVISEE DE LONGUE DUREE AVEC CATHETERISME VEINEUX PAR SONDE GUIDEE ISOLEE, SANS PRISE DE CLICHE - TRACTUS GENITO-URINAIRE;0
A307;** S>85 ** ACTE SUPPRIME ** (RETROPNEUMOPERITOINE);0
A308;ARTHROGRAPHIE DE LA HANCHE;0
A309;ARTHROGRAPHIE DU GENOU;0
A310;ARTHROGRAPHIE DE LA CHEVILLE;0
A431;** SU95 ** ACTE SUPPRIME ** (AUTRES SELECTIVES (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - RACHIS ET CONTENU - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A432;MASSIF FACIAL (CONTOURS ORBITAIRES, MAXILLAIRES, OS PROPRES DU NEZ, SINUS, GLANDES SALIVAIRES) OREILLE, CAVUM, SELLE TURCIQUE : 3 INCIDENCES;0
A433;MASSIF FACIAL (CONTOURS ORBITAIRES, MAXILLAIRES, OS PROPRES DU NEZ, SINUS, GLANDES SALIVAIRES) OREILLE, CAVUM, SELLE TURCIQUE : PLUS DE 3 INCIDENCES;0
A434;CATHETERISME ARTERIEL PAR SONDE GUIDEE : CROSSE AORTIQUE - MEMBRES SUPERIEURS;0
A435;** S>85 ** ACTE SUPPRIME ** (AORTOGRPHIE THORACIQUE : CASG);0
A436;** S>85 ** ACTE SUPPRIME ** (TRONC BRACHIO-CEPHALIQUE : CASG);0
A437;** S>85 ** ACTE SUPPRIME ** (CAROTIDE PRIMITIVE : CASG);0
A438;** S>85 ** ACTE SUPPRIME ** (SOUS CLAVIERE : CASG);0
A439;** S>85 ** ACTE SUPPRIME ** (VERTEBRALE : CASG);0
A440;** SU95 ** ACTE SUPPRIME ** (THYROIDIENNE ET PARATHYROIDIENNE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - COEUR, COU ET CAGE THORACIQUE - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A441;** SU95 ** ACTE SUPPRIME ** (SELECTIVE CERVICALE (AUTRE QUE THYROIDIENNE ET PARATHYROIDIENNE) (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - COEUR, COU ET CAGE THORACIQUE - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A442;** S>85 ** ACTE SUPPRIME ** (SELECTIVE INTER-COSTALE : CASG);0
A883;AUTRES TECHNIQUES DE TRAITEMENT ENDOVASCULAIRE;0
A884;** SU?? ** ACTE SUPPRIME. CONSULTEZ LE CDAM **;0
A885;** SU?? ** ACTE SUPPRIME. CONSULTEZ LE CDAM **;0
D471;** SU92 ** CHAMP MU 1985 ** (- MALADE ++);0
D480;** SU92 ** CHAMP MU 1985 ** (LARYNX - POST-OPERATOIRE LARYNGECTOMIE SUSGLOTTIQUE CRITERES OBLIGATOIRES);0
D481;** SU92 ** CHAMP MU 1985 ** (- COBALT);0
D482;** SU92 ** CHAMP MU 1985 ** (- COBALT + ELECTRON);0
D483;** SU92 ** CHAMP MU 1985 ** (- PETITS RAYONS X);0
B611;** SU95 ** ACTE SUPPRIME ** (MESURE DU POTASSIUM ECHANGEABLE (MEDECINE NUCLEAIRE));0
B612;MESURE DE L'EAU TOTALE - MEDECINE NUCLEAIRE;0
B613;** SU95 ** ACTE SUPPRIME ** (MESURE DE L'EAU EXTRACELLULAIRE (MEDECINE NUCLEAIRE));0
B614;DUREE DE VIE DES HEMATIES - MEDECINE NUCLEAIRE;0
B615;RECHERCHE DE SANG DANS LES SELLES - MEDECINE NUCLEAIRE;0
B616;MESURE DU VOLUME SANGUIN - MEDECINE NUCLEAIRE;0
B617;ETUDE DE LA CINETIQUE RAPIDE DU FER - MEDECINE NUCLEAIRE;0
B618;ETUDE DE LA CINETIQUE DU FER - MEDECINE NUCLEAIRE;0
B818;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE RACHIS LOMBAIRE AVEC INJECTION DE PRODUIT DE CONTRASTE - RACHIS ET CONTENU - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B819;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE RACHIS LOMBAIRE SANS ET AVEC INJECTION DE PRODUIT DE CONTRASTE - RACHIS ET CONTENU - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B821;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE AVEC SEQUENCE DE FLUX (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE IMAGERIE PAR RESONANCE MAGNETIQUE) - RACHIS ET CONTENU - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B822;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE AVEC SOUSTRACTION (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE IMAGERIE PAR RESONANCE MAGNETIQUE) - RACHIS ET CONTENU - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B823;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE TRIDIMENSIONNELLE (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE IMAGERIE PAR RESONANCE MAGNETIQUE) - RACHIS ET CONTENU - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B824;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE THORAX SANS INJECTION DE PRODUIT DE CONTRASTE - COEUR, COU ET CAGE THORACIQUE - IMAGERIE PAR RESONANCE MAGNETIQUE);0
C027;SEANCE D'IRRADIATION EXTERNE PAR MACHINE PRODUISANT DES PHOTONS D'ENERGIE INFERIEURE A 5 MV PAR 1 OU 2 FAISCEAUX, AVEC UTILISATION DE CACHE PERSONNALISE OU COLLIMATEUR MULTILAMES ET/OU FILTRE-COMPENSATEUR;0
C332;** SU99 ** ACTE SUPPRIME ** (DEUX CHAMPS LE MÊME JOUR);0
C333;** SU99 ** ACTE SUPPRIME ** (TROIS CHAMPS);0
C334;** SU99 ** ACTE SUPPRIME ** (TROIS CHAMPS DONT AU MOINS DEUX TRAITÉS LE MÊME JOUR);0
C335;** SU99 ** ACTE SUPPRIME ** (QUATRE CHAMPS);0
C336;** SU99 ** ACTE SUPPRIME ** (QUATRE CHAMPS DONT AU MOINS DEUX TRAITÉS LE MÊME JOUR);0
C337;** SU99 ** ACTE SUPPRIME ** (CINQ CHAMPS);0
C338;** SU99 ** ACTE SUPPRIME ** (CINQ CHAMPS DONT AU MOINS DEUX TRAITÉS LE MÊME JOUR);0
C339;** SU99 ** ACTE SUPPRIME ** (SIX CHAMPS);0
C340;** SU99 ** ACTE SUPPRIME ** (SIX CHAMPS DONT DEUX AU MOINS TRAITÉS LE MÊME JOUR);0
C341;** SU99 ** ACTE SUPPRIME ** (SEPT CHAMPS);0
C342;** SU99 ** ACTE SUPPRIME ** (SEPT CHAMPS DONT DEUX AU MOINS TRAITÉS LE MÊME JOUR);0
C343;** SU99 ** ACTE SUPPRIME ** (HUIT CHAMPS);0
C344;** SU99 ** ACTE SUPPRIME ** (HUIT CHAMPS DONT DEUX AU MOINS TRAITÉS LE MÊME JOUR);0
C345;** SU99 ** ACTE SUPPRIME ** (NEUF CHAMPS);0
B829;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE COU SANS ET AVEC INJECTION DE PRODUIT DE CONTRASTE - COEUR, COU ET CAGE THORACIQUE - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B831;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE COEUR ET GROS VAISSEAUX SANS INJECTION DE PRODUIT DE CONTRASTE - COEUR, COU ET CAGE THORACIQUE - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B832;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE COEUR ET GROS VAISSEAUX AVEC INJECTION DE PRODUIT DE CONTRASTE - COEUR, COU ET CAGE THORACIQUE - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B833;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE COEUR ET GROS VAISSEAUX SANS ET AVEC INJECTION DE PRODUIT DE CONTRASTE - COEUR, COU ET CAGE THORACIQUE - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B597;"** SU95 ** ACTE SUPPRIME ** (TOMO-SCINTIGRAPHIE (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE MEDECINE NUCLEAIRE, SAUF ""MISE EN OEUVRE D'UN SYSTEME DE TRAITEMENT DE L'INFORMATION"") - MEMBRE INFERIEUR - MEDECINE NUCLEAIRE)";0
B600;EXPLORATION D'UNE ARTICULATION DU MEMBRE SUPERIEUR - MEDECINE NUCLEAIRE;0
B601;EXPLORATION DES MASSES MUSCULAIRES DU MEMBRE SUPERIEUR - MEDECINE NUCLEAIRE;0
B602;RECHERCHE D'UNE THROMBOSE VEINEUSE DU MEMBRE SUPERIEUR (TRACEUR SPECIFIQUE);0
B603;PHLEBOGRAPHIE ISOTOPIQUE DU MEMBRE SUPERIEUR;0
B604;LYMPHOSCINTIGRAPHIE DU MEMBRE SUPERIEUR;0
B605;"** SU95 ** ACTE SUPPRIME ** (MISE EN OEUVRE D'UN SYSTEME DE TRAITEMENT DE L'INFORMATION (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE MEDECINE NUCLEAIRE, SAUF ""TOMOSCINTIGRAPHIE"") - MEMBRE SUPERIEUR - MEDECINE NUCLEAIRE)";0
B606;"** SU95 ** ACTE SUPPRIME ** (TOMO-SCINTIGRAPHIE (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE MEDECINE NUCLEAIRE, SAUF ""MISE EN OEUVRE D'UN SYSTEME DE TRAITEMENT DE L'INFORMATION"") - MEMBRE SUPERIEUR - MEDECINE NUCLEAIRE)";0
B610;** SU95 ** ACTE SUPPRIME ** (MESURE DU SODIUM ECHANGEABLE (MEDECINE NUCLEAIRE));0
B528;TEST PRETHERAPEUTIQUE A L'IODE RADIO-ACTIF;0
B529;GAMMA-ANGIO-SCINTIGRAPHIE DES VAISSEAUX DU COU;0
B530;RECHERCHE D'UNE THROMBOSE VASCULAIRE (TRACEUR SPECIFIQUE) DU COU;0
B531;SCINTIGRAPHIE MYOCARDIQUE AU REPOS;0
B532;SCINTIGRAPHIE MYOCARDIQUE APRES EPREUVE D'EFFORT OU TEST PHARMACOLOGIQUE;0
B533;ETUDE DE LA FIXATION DES ACIDES GRAS MARQUES PAR LE MYOCARDE;0
B534;RECHERCHE D'UNE NECROSE MYOCARDIQUE (TRACEUR SPECIFIQUE HORMIS PYROPHOSPHATE);0
A274;** SU95 ** ACTE SUPPRIME ** (COUDE - MEMBRE SUPERIEUR - TOMOGRAPHIES);0
A275;** SU95 ** ACTE SUPPRIME ** (AVANT-BRAS - MEMBRE SUPERIEUR - TOMOGRAPHIES);0
A276;** SU95 ** ACTE SUPPRIME ** (POIGNET - MEMBRE SUPERIEUR - TOMOGRAPHIES);0
A277;** SU95 ** ACTE SUPPRIME ** (MAIN - MEMBRE SUPERIEUR - TOMOGRAPHIES);0
A311;ANGIOGRAPHIE PEROPERATOIRE - CRANE, CONTENU ET MASSIF FACIAL;0
A312;ARTHROGRAPHIE DE L'EPAULE;0
A313;ARTHROGRAPHIE DU COUDE;0
A314;ARTHROGRAPHIE DU POIGNET;0
A315;** SU95 ** ACTE SUPPRIME ** (ARTHROGRAPHIE METACARPO-PHALANGIENNE - MEMBRE SUPERIEUR - EXAMENS SPECIALISES);0
A316;** SU95 ** ACTE SUPPRIME ** (ARTHROGRAPHIE INTER-PHALANGIENNE - MEMBRE SUPERIEUR - EXAMENS SPECIALISES);0
D620;** SU92 ** CHAMP MU 1985 ** (ADENOPATHIES CERVICALES (SANS PORTE D'ENTREE - POST-OPERATOIRE LE PLUS SOUVENT) CRITERES OBLIGATOIRES);0
D621;** SU92 ** CHAMP MU 1985 ** (- COBALT);0
D622;** SU92 ** CHAMP MU 1985 ** (- COBALT + ELECTRONS);0
B619;SCINTIGRAPHIE MEDULLAIRE;0
B620;DUREE DE VIE DES PLAQUETTES - MEDECINE NUCLEAIRE;0
B621;DUREE DE VIE DES POLYNUCLEAIRES - MEDECINE NUCLEAIRE;0
B622;ETUDE DU METABOLISME DU CALCIUM - MEDECINE NUCLEAIRE;0
B623;SCINTIGRAPHIE DU SQUELETTE;0
B624;SCINTIGRAPHIE D'UNE PIECE OSSEUSE;0
B625;RECHERCHE D'UNE FORMATION TUMORALE (INTRA-OCULAIRE EXCLUE) APRES ADMINISTRATION D'IODE 131;0
B626;RECHERCHE D'UNE FORMATION TUMORALE (INTRA-OCULAIRE EXCLUE) AVEC D'AUTRES TRACEURS SPECIFIQUES;0
B627;** S>85 ** ACTE SUPPRIME ** (RECHERCHE D'UNE FORMATION TUMORALE LOCALISEE APRES ADMINISTRATION D'UN DES TRACEURS PRECEDENTS);0
B628;RECHERCHE D'UN FOYER INFECTIEUX OU INFLAMMATOIRE EVOLUTIF APRES ADMINISTRATION DE POLYNUCLEAIRES MARQUES;0
B629;RECHERCHE D'UN FOYER INFECTIEUX OU INFLAMMATOIRE EVOLUTIF APRES ADMINISTRATION DE GALLIUM 67;0
B630;RECHERCHE D'UN FOYER INFECTIEUX OU INFLAMMATOIRE EVOLUTIF AVEC D'AUTRES TRACEURS SPECIFIQUES;0
B869;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE TRIDIMENSIONNELLE (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE IMAGERIE PAR RESONANCE MAGNETIQUE) - MEMBRE SUPERIEUR - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B960;** SU95 ** ACTE SUPPRIME ** (SPECTROMETRIE - CRANE, CONTENU ET MASSIF FACIAL - SPECTROMETRIE);0
D484;** SU92 ** CHAMP MU 1985 ** (- PETITS RAYONS X + ELECTRONS);0
D485;** SU92 ** CHAMP MU 1985 ** (4 X2,5 GY (5 A 7 SEMAINES));0
D486;** SU92 ** CHAMP MU 1985 ** (5 X 2,00 GY (5 A 7 SEMAINES));0
D487;** SU92 ** CHAMP MU 1985 ** (5 X 1,80 GY (5 A 7 SEMAINES));0
D488;** SU92 ** CHAMP MU 1985 ** (50 GY);0
D489;** SU92 ** CHAMP MU 1985 ** (65 GY);0
D490;** SU92 ** CHAMP MU 1985 ** (- MALADE  +);0
C028;SEANCE D'IRRADIATION EXTERNE PAR MACHINE PRODUISANT DES PHOTONS D'ENERGIE INFERIEURE A 5 MV PAR 3 OU 4 FAISCEAUX,  AVEC UTILISATION DE CACHE PERSONNALISE OU COLLIMATEUR MULTILAMES ET/OU FILTRE-COMPENSATEUR;0
C029;SEANCE D'IRRADIATION EXTERNE PAR MACHINE PRODUISANT DES PHOTONS D'ENERGIE INFERIEURE A 5 MV PAR 5 FAISCEAUX OU PLUS, AVEC UTILISATION DE CACHE PERSONNALISE OU COLLIMATEUR MULTILAMES ET/OU FILTRE-COMPENSATEUR;0
C030;SEANCE D'IRRADIATION EXTERNE PAR MACHINE PRODUISANT DES PHOTONS D'ENERGIE INFERIEURE A 5 MV PAR 1 OU 2 FAISCEAUX, AVEC UTILISATION DYNAMIQUE DE COLLIMATEUR MULTILAMES;0
C062;PROTON-THERAPIE OU NEUTRON-THERAPIE;0
C063;PREPARATION A UNE IRRADIATION CORPORELLE TOTALE A DOSE TOTALE D'AU MOINS 3 GY;0
C064;IRRADIATION CORPORELLE TOTALE A DOSE TOTALE D'AU MOINS 3 GY;0
C065;PREPARATION A UNE IRRADIATION CUTANEE TOTALE A DOSE FRACTIONNEE;0
C066;IRRADIATION CUTANEE TOTALE A DOSE FRACTIONNEE;0
C067;IRRADIATION EXTERNE PEROPERATOIRE EN DOSE UNIQUE;0
C068;PREPARATION A UNE IRRADIATION EN CONDITION STEREOTAXIQUE AVEC CADRE INVASIF, EN DOSE UNIQUE;0
C069;RADIOTHERAPIE EN CONDITION STEREOTAXIQUE AVEC CADRE INVASIF, EN DOSE UNIQUE;0
C070;PREPARATION A UNE IRRADIATION EN CONDITION STEREOTAXIQUE AVEC CADRE INVASIF, A DOSE FRACTIONNEE;0
C071;RADIOTHERAPIE EN CONDITION STEREOTAXIQUE AVEC CADRE INVASIF, A DOSE FRACTIONNEE;0
C072;ACQUISITION DES DONNEES ANATOMIQUES AVANT CURIETHERAPIE PAR ECHOGRAPHIE;0
C018;FABRICATION PERSONNALISEE DE BOLUS, AVANT IRRADIATION EXTERNE;0
C019;PARAMETRAGE PERSONNALISE D'UN COLLIMATEUR MULTILAMES, AVANT IRRADIATION EXTERNE;0
C020;PARAMETRAGE PERSONNALISEE D'UN COLLIMATEUR MULTILAMES POUR UTILISATION DYNAMIQUE [MODULATION D'INTENSITE DU FAISCEAU], AVANT IRRADIATION EXTERNE;0
B248;** S>85 ** ACTE SUPPRIME ** (ETUDE PAR DOPPLER DES VAISSEAUX DE L'ABDOMEN COUPLE A ETG);0
B249;** S>85 ** ACTE SUPPRIME ** (RECHERCHE D'ADENOPATHIES PROFONDES ABDOMINALES PAR ETG);0
B250;** SU95 ** ACTE SUPPRIME ** (ECHOGRAPHIE D'UNE LESION PARIETALE ABDOMINALE - TRACTUS DIGESTIF - ECHOGRAPHIE-DOPPLER);0
