CPT_MIR_NUM;CPT_COP_NUM;CPT_CMU_COD;CPT_MIR_LIB;TEC_COL
65612114412132;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Neurolo.;0
65612114412133;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Psy. géné.;0
65612114412135;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Nephro.;0
65612114412137;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Anat.-Cyt. Patho.;0
65612114412138;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Dir. Labo. Méd.;0
65612114412141;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Ch. Ort. & Traum.;0
65612114412142;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Endo. & Méta.;0
65612114412143;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Ch. Infant.;0
65612114412144;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Ch. Maxil.-Fac.;0
65612114412145;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Ch. Maxil-Fac & Stom;0
65612114412146;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Ch. plast. rec-esth;0
65612114412147;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Ch. Thor & Card-vasc;0
65612114412148;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Ch. Vasc.;0
65612114412149;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Ch. Visc. & Dig.;0
65612114412170;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Gyn. Méd.;0
65612114412171;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Hémat.;0
65612114412172;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Méd. Nuclé.;0
65612114412173;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Oncol. Méd.;0
65612114412174;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Oncol. Radiothé.;0
65612114412175;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Psy. Enf. & Ado.;0
65612114412176;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Radiothé.;0
65612114412177;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Obsté.;0
65612114412178;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. lib. -Génét. Méd.;0
656121144121;6561211441;;Prest. AT-MP- Aut.prescript.-Orth. & Proth. ext. OQN clin. priv. prescrites Spec. lib.;0
65612114412202;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Anes - Réa ch.;0
65612114412203;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Pat. Card.-Vasc.;0
65612114412204;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Ch. géné.;0
65612114412205;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Derm. & Vén.;0
65612114412206;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Rad. & Imag. Med.;0
65612114412207;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Gyn. Obst.;0
65612114412208;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Gast.-Ent. & Hépa.;0
65612114412209;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Méd. Int.;0
65612114412210;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Neuroch.;0
65612114412211;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Oto rh. lar.;0
65612114412212;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Pedia.;0
65612114412213;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Pneumo.;0
65612114412214;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Rhuma.;0
65612114412215;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal.-Opht.;0
65612114412216;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Ch. Urol.;0
65612114412217;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Neuro psy.;0
65612114412218;6561211441;;Prest.AT-MP-Autr.presc.-Orth. & Proth. ext. OQN clin. priv. presc. Spec. sal. -Stom.;0
65612114322113;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Pneumo.;0
65612114322114;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Rhuma.;0
65612114322115;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Opht.;0
65612114322116;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Ch. Urol.;0
65612114322117;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Neuro psy.;0
65612114322118;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Stom.;0
65612114322131;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Méd. Phys. & Réa.;0
65612114322132;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Neurolo.;0
65612114322133;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Psy. géné.;0
65612114322135;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Nephro.;0
65612114322137;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Anat.-Cyt. Patho.;0
65612114322138;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Dir. Labo. Méd.;0
65612114322141;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Ch. Ort. & Traum.;0
6561211422511;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Omniprat. lib.;0
6561211422512;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Omniprat. sal.;0
656121142251;656121142;;/  Prescrits des omnipraticiens;0
656121142252102;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. lib. -Anes - Réa ch.;0
65612114322147;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Ch. Thor & Card-vasc;0
65612114322148;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Ch. Vasc.;0
65612114322149;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Ch. Visc. & Dig.;0
65612114322170;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Gyn. Méd.;0
65612114322171;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Hémat.;0
65612114322172;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Méd. Nuclé.;0
65612114322173;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Oncol. Méd.;0
65612114322174;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Oncol. Radiothé.;0
65612114322175;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Psy. Enf. & Ado.;0
65612114322176;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Radiothé.;0
65612114322177;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Obsté.;0
65612114322178;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Génét. Méd.;0
656121143221;656121143;;Prest. AT-MP- Aut.prescript. Optique méd. H. OQN  prescrits Spec. lib. /  Prescrite des Spécialistes Libéraux;0
65612114322202;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Anes - Réa ch.;0
65612114322203;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Pat. Card.-Vasc.;0
65612114322204;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Ch. géné.;0
65612114322205;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Derm. & Vén.;0
65612114322206;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Rad. & Imag. Med.;0
65612114322207;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Gyn. Obst.;0
65612114322208;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Gast.-Ent. & Hépa.;0
65612114322209;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Méd. Int.;0
65612114322210;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Neuroch.;0
65612114322211;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Oto rh. lar.;0
65612114322212;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Pedia.;0
65612114322213;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Pneumo.;0
65612114322214;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Rhuma.;0
65612114322215;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal.-Opht.;0
65612114322216;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Ch. Urol.;0
65612114322217;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Neuro psy.;0
65612114322218;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Stom.;0
65612114322231;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Méd. Phys. & Réa.;0
65612114322232;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Neurolo.;0
65612114322233;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Psy. géné.;0
65612114322235;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Nephro.;0
65612114322237;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Anat.-Cyt. Patho.;0
65612114322238;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Dir. Labo. Méd.;0
65612114322241;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Ch. Ort. & Traum.;0
65612114322242;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Endo. & Méta.;0
65612114322243;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Ch. Infant.;0
65612114322244;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Ch. Maxil.-Fac.;0
65612114322245;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Ch. Maxil-Fac & Stom;0
65612114322246;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Ch. plast. rec-esth;0
65612114322247;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Ch. Thor & Card-vasc;0
65612114322248;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Ch. Vasc.;0
65612114322249;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal.  -Ch. Visc. & Dig.;0
65612114322270;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Gyn. Méd.;0
65612114322271;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Hémat.;0
65612114322272;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Méd. Nuclé.;0
65612114322273;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Oncol. Méd.;0
65612114322274;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Oncol. Radiothé.;0
65612114322275;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Psy. Enf. & Ado.;0
65612114322276;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Radiothé.;0
65612114322277;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Obsté.;0
65612114322278;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. sal. -Génét. Méd.;0
656121143222;656121143;;Prest. AT-MP- Aut.prescript. Optique méd. H. OQN  prescrits Spec. sal.;0
65612114322;656121143;;/  Prescrits des spécialistes;0
656121142252202;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Anes - Réa ch.;0
656121142252203;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Pat. Card.-Vasc.;0
656121142252204;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Ch. géné.;0
656121142252205;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Derm. & Vén.;0
656121142252206;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Rad. & Imag. Med.;0
656121142252207;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Gyn. Obst.;0
656121142252208;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Gast.-Ent. & Hépa.;0
656121142252209;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Méd. Int.;0
656121142252210;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Neuroch.;0
656121142252211;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Oto rh. lar.;0
656121142252212;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Pedia.;0
656121142252213;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Pneumo.;0
656121142252214;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Rhuma.;0
656121142252215;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal.-Opht.;0
656121142242172;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. Spec. lib. -Méd. Nuclé.;0
656121142242173;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. Spec. lib. -Oncol. Méd.;0
656121142242174;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. Spec. lib. -Oncol. Radiothé.;0
656121142252232;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Neurolo.;0
656121142252233;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Psy. géné.;0
656121142252235;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Nephro.;0
656121142252237;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Anat.-Cyt. Patho.;0
656121142252238;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Dir. Labo. Méd.;0
656121142252241;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Ch. Ort. & Traum.;0
656121142252242;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Endo. & Méta.;0
656121142252243;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Ch. Infant.;0
656121142252244;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Ch. Maxil.-Fac.;0
656121142252245;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Ch. Maxil-Fac & Stom;0
656121142252246;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Ch. plast. rec-esth;0
656121142252247;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Ch. Thor & Card-vasc;0
656121142252248;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Ch. Vasc.;0
656121142252249;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Ch. Visc. & Dig.;0
656121142252270;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Gyn. Méd.;0
656121142252271;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Hémat.;0
656121142252272;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Méd. Nuclé.;0
656121142252273;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Oncol. Méd.;0
656121142252274;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Oncol. Radiothé.;0
656121142252275;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Psy. Enf. & Ado.;0
656121142252276;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Radiothé.;0
656121142252277;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Obsté.;0
656121142252278;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. sal. -Génét. Méd.;0
6561211422522;656121142;;Prest. AT-MP- Aut.prescript. app.& mat trait H. OQN deliv. prophama. prescrits Spec. sal.;0
656121142252;656121142;;/  Prescrits des spécialistes;0
6561211422531;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Dent. lib.;0
6561211422532;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Dent. sal.;0
656121142253;656121142;;/  Prescrits des dentistes;0
6561211422541;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. S.F. lib.;0
6561211422542;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. S.F. sal.;0
656121142254;656121142;;/  Prescrits des sages-femmes;0
656121142255;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. prat. sal. d'un Et.;0
656121142256;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. -Prescripteur de Spé. inconnue;0
65612114225;656121142;;/  Délivrés les propharmaciens;0
6561211422;656121142;;/  Appareils et matériels de traitement - Hors OQN;0
656121142;656121142;;Prestations AT-MP - Appareils et matériels de traitement;0
656121143211;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Omniprat. lib.;0
656121143212;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Omniprat. sal.;0
65612114321;656121143;;/  Prescrits des omnipraticiens;0
65612114322102;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Anes - Réa ch.;0
65612114322103;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Pat. Card.-Vasc.;0
65612114322104;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Ch. géné.;0
65612114322105;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Derm. & Vén.;0
65612114322106;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Rad. & Imag. Med.;0
65612114322107;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Gyn. Obst.;0
65612114322108;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Gast.-Ent. & Hépa.;0
65612114322109;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Méd. int.;0
65612114322110;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Neuroch.;0
65612114322111;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Oto rh. lar.;0
65612114322112;656121143;;Prest.AT-MP-Autr.presc. Optique méd. H. OQN  presc. Spec. lib.-Pedia.;0
656121142242271;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. Spec. sal. -Hémat.;0
656121142242272;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. Spec. sal. -Méd. Nuclé.;0
656121142242273;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. Spec. sal. -Oncol. Méd.;0
656121142242274;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. Spec. sal. -Oncol. Radiothé.;0
656121142242275;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. Spec. sal. -Psy. Enf. & Ado.;0
656121142242276;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. Spec. sal. -Radiothé.;0
656121142242277;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. Spec. sal. -Obsté.;0
656121142242278;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. Spec. sal. -Génét. Méd.;0
6561211422422;656121142;;Prest. AT-MP- Aut.prescript.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. prescrits Spec. sal.;0
656121142242;656121142;;/  Prescrits des spécialistes;0
6561211422431;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. Dent. lib.;0
6561211422432;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. Dent. sal.;0
656121142243;656121142;;/  Prescrits des dentistes;0
6561211422441;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. S.F. lib.;0
6561211422442;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. S.F. sal.;0
656121142244;656121142;;/  Prescrits des sages-femmes;0
656121142245;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. presc. prat. sal. d'un Et.;0
656121142246;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. Aut.Fourn. Prescripteur de Spé. inconnue;0
65612114224;656121142;;/  Délivrés d'autres fournisseurs;0
656121142232247;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Ch. Thor & Card-vasc;0
656121142232248;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Ch. Vasc.;0
656121142232249;656121142;;Prest.AT-MP-Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Ch. Visc. & Dig.;0
656121142252103;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. lib. -Pat. Card.-Vasc.;0
656121142252104;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. lib. -Ch. géné.;0
656121142252105;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. lib. -Derm. & Vén.;0
656121142252106;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. lib. -Rad. & Imag. Med.;0
656121142252107;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. lib. -Gyn. Obst.;0
656121142252108;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. lib. -Gast.-Ent. & Hépa.;0
656121142252109;656121142;;Prest.AT-MP-Autr.presc. app.& mat trait H. OQN deliv. propharma. presc. Spec. lib. -Méd. Int.;0
