VEX_EXL_VUE;VEX_INS_VUE
VECU_CBSO0209;DIAM
VECU_CBSO0210;DIAM
VECU_CBSO0211;DIAM
VECU_CBSO0212;DIAM
VECU_CBSO0301;DIAM
VECU_CBSO0302;DIAM
VECU_CBSO0303;DIAM
VECU_CBSO0304;DIAM
VECU_CBSO0305;DIAM
VECU_CBSO0306;DIAM
VECU_CBSO0307;DIAM
VECU_CBSO0308;DIAM
VECU_CBSO0309;DIAM
VECU_CBSO0310;DIAM
VECU_CBSO0311;DIAM
VECU_CBSO0312;DIAM
VECU_CBSO0401;DIAM
VECU_CBSO0402;DIAM
VECU_CBSO0403;DIAM
VECU_CBSO0404;DIAM
VECU_CBSO0405;DIAM
VECU_CBSO0406;DIAM
VECU_CBSO0407;DIAM
VECU_CBSO0408;DIAM
VECU_CBSO0409;DIAM
VECU_CBSO0410;DIAM
VECU_CBSO0411;DIAM
VECU_CBSO0412;DIAM
VECU_CBSO0501;DIAM
VECU_CBSO0502;DIAM
VECU_CBSO0503;DIAM
VECU_CBSO0504;DIAM
VECU_CBSO0505;DIAM
VECU_CBSO0506;DIAM
VECU_CBSO0507;DIAM
VECU_CBSO0508;DIAM
VECU_CBSO0509;DIAM
VECU_CBSO0510;DIAM
VECU_CBSO0511;DIAM
VECU_CBSO0512;DIAM
VECU_CBSO0601;DIAM
VECU_CBSO0602;DIAM
VECU_CBSO0603;DIAM
VECU_CBSO0604;DIAM
VECU_CBSO0605;DIAM
VECU_CBSO0606;DIAM
VECU_CBSO0607;DIAM
VECU_CBSO0608;DIAM
VECU_CBSO0609;DIAM
VECU_CBSO0610;DIAM
VECU_CBSO0611;DIAM
VECU_CBSO0612;DIAM
VECU_CBSO0701;DIAM
VECU_CBSO0702;DIAM
VECU_CBSO0703;DIAM
VECU_CBSO0704;DIAM
VECU_CBSO0705;DIAM
VECU_CBSO0706;DIAM
VECU_CBSO0707;DIAM
VECU_CBSO0708;DIAM
VECU_CBSO0709;DIAM
VECU_CBSO0710;DIAM
VECU_CBSO0711;DIAM
VECU_CBSO0712;DIAM
VECU_CBSO0801;DIAM
VECU_CBSO0802;DIAM
VECU_CBSO0803;DIAM
VECU_CBSO0804;DIAM
VECU_CBSO0805;DIAM
VECU_CC0201;DIAM
VECU_CC0202;DIAM
VECU_CC0203;DIAM
VECU_CC0204;DIAM
VECU_CC0205;DIAM
VECU_CC0206;DIAM
VECU_CC0207;DIAM
VECU_CC0208;DIAM
VECU_CC0209;DIAM
VECU_CC0210;DIAM
VECU_CC0211;DIAM
VECU_CC0212;DIAM
VECU_CC0301;DIAM
VECU_CC0302;DIAM
VECU_CC0303;DIAM
VECU_CC0304;DIAM
VECU_CC0305;DIAM
VECU_CC0306;DIAM
VECU_CC0307;DIAM
VECU_CC0308;DIAM
VECU_CC0309;DIAM
VECU_CC0310;DIAM
VECU_CC0311;DIAM
VECU_CC0312;DIAM
VECU_CC0401;DIAM
VECU_CC0402;DIAM
VECU_CC0403;DIAM
VECU_CC0404;DIAM
VECU_CC0405;DIAM
VECU_CC0406;DIAM
VECU_CC0407;DIAM
VECU_CC0408;DIAM
VECU_CC0409;DIAM
VECU_CC0410;DIAM
VECU_CC0411;DIAM
VECU_CC0412;DIAM
VECU_CC0501;DIAM
VECU_CC0502;DIAM
VECU_CC0503;DIAM
VECU_CC0504;DIAM
VECU_CC0505;DIAM
VECU_CC0506;DIAM
VECU_CC0507;DIAM
VECU_CC0508;DIAM
VECU_CC0509;DIAM
VECU_CC0510;DIAM
VECU_CC0511;DIAM
VECU_CC0512;DIAM
VECU_CC0601;DIAM
VECU_CC0602;DIAM
VECU_CC0603;DIAM
VECU_CC0604;DIAM
VECU_CC0605;DIAM
VECU_CC0606;DIAM
VECU_CC0607;DIAM
VECU_CC0608;DIAM
VECU_CC0609;DIAM
VECU_CC0610;DIAM
VECU_CC0611;DIAM
VECU_CC0612;DIAM
VECU_CC0701;DIAM
VECU_CC0702;DIAM
VECU_CC0703;DIAM
VECU_CC0704;DIAM
VECU_CC0705;DIAM
VECU_CC0706;DIAM
VECU_CC0707;DIAM
VECU_CC0708;DIAM
VECU_CC0709;DIAM
VECU_CC0710;DIAM
VECU_CC0711;DIAM
VECU_CC0712;DIAM
VECU_CC0801;DIAM
VECU_CC0802;DIAM
VECU_CC0803;DIAM
VECU_CC0804;DIAM
VECU_CC0805;DIAM
VECU_CC0806;DIAM
VECU_CC0807;DIAM
VECU_CC0808;DIAM
VECU_CC0809;DIAM
VECU_CC0810;DIAM
VECU_CC0811;DIAM
VECU_CC0812;DIAM
VECU_CC0901;DIAM
VECU_CC0902;DIAM
VECU_CC0903;DIAM
VECU_CC0904;DIAM
VECU_CC0905;DIAM
VECU_CC0906;DIAM
VECU_CC0907;DIAM
VECU_CC0908;DIAM
VECU_CC0909;DIAM
VECU_CC0910;DIAM
VECU_CC0911;DIAM
VECU_CCAS0201;DIAM
VECU_CCAS0202;DIAM
VECU_CCAS0203;DIAM
VECU_CCAS0204;DIAM
VECU_CCAS0205;DIAM
VECU_CCAS0206;DIAM
VECU_CCAS0207;DIAM
VECU_CCAS0208;DIAM
VECU_CCAS0209;DIAM
VECU_CCAS0210;DIAM
VECU_CCAS0211;DIAM
VECU_CCAS0212;DIAM
VECU_CCAS0301;DIAM
VECU_CCAS0302;DIAM
VECU_CCAS0303;DIAM
VECU_CCAS0304;DIAM
VECU_CCAS0305;DIAM
VECU_CCAS0306;DIAM
VECU_CCAS0307;DIAM
VECU_CCAS0308;DIAM
VECU_CCAS0309;DIAM
VECU_CCAS0310;DIAM
VECU_CCAS0311;DIAM
VECU_CCAS0312;DIAM
VECU_CCAS0401;DIAM
VECU_CCAS0402;DIAM
VECU_CCAS0403;DIAM
VECU_CCAS0404;DIAM
VECU_CCAS0405;DIAM
VECU_CCAS0406;DIAM
VECU_CCAS0407;DIAM
VECU_CCAS0408;DIAM
VECU_CCAS0409;DIAM
VECU_CCAS0410;DIAM
VECU_CCAS0411;DIAM
VECU_CCAS0412;DIAM
VECU_CCAS0501;DIAM
VECU_CCAS0502;DIAM
VECU_CCAS0503;DIAM
VECU_CCAS0504;DIAM
VECU_CCAS0505;DIAM
VECU_CCAS0506;DIAM
VECU_CCAS0507;DIAM
VECU_CCAS0508;DIAM
VECU_CCAS0509;DIAM
VECU_CCAS0510;DIAM
VECU_CCAS0511;DIAM
VECU_CCAS0512;DIAM
VECU_CCAS0601;DIAM
VECU_CCAS0602;DIAM
VECU_CCAS0603;DIAM
VECU_CCAS0604;DIAM
VECU_CCAS0605;DIAM
VECU_CCAS0606;DIAM
VECU_CCAS0607;DIAM
VECU_CCAS0608;DIAM
VECU_CCAS0609;DIAM
VECU_CCAS0610;DIAM
VECU_CCAS0611;DIAM
VECU_CCAS0612;DIAM
VECU_CCAS0701;DIAM
VECU_CCAS0702;DIAM
VECU_CCAS0703;DIAM
VECU_CCAS0704;DIAM
VECU_CCAS0705;DIAM
VECU_CCAS0706;DIAM
VECU_CCAS0707;DIAM
VECU_CCAS0708;DIAM
VECU_CCAS0709;DIAM
VECU_CCAS0710;DIAM
VECU_CCAS0711;DIAM
VECU_CCAS0712;DIAM
VECU_CCAS0801;DIAM
VECU_CCAS0802;DIAM
VECU_CCAS0803;DIAM
VECU_CCAS0804;DIAM
VECU_CCAS0805;DIAM
VECU_CCAS0806;DIAM
VECU_CCAS0807;DIAM
VECU_CCAS0808;DIAM
VECU_CCAS0809;DIAM
VECU_CCAS0810;DIAM
VECU_CCAS0811;DIAM
VECU_CCAS0812;DIAM
VECU_CCAS0901;DIAM
VECU_CCAS0902;DIAM
VECU_CCAS0903;DIAM
VECU_CCAS0904;DIAM
VECU_CCAS0905;DIAM
VECU_CCAS0906;DIAM
VECU_CCAS0907;DIAM
VECU_CCAS0908;DIAM
VECU_CCAS0909;DIAM
VECU_CCAS0910;DIAM
VECU_CCAS0911;DIAM
VECU_CCEN0201;DIAM
VECU_CCEN0202;DIAM
VECU_CCEN0203;DIAM
VECU_CCEN0204;DIAM
VECU_CCEN0205;DIAM
VECU_CCEN0206;DIAM
VECU_CCEN0207;DIAM
VECU_CCEN0208;DIAM
VECU_CCEN0209;DIAM
VECU_CCEN0210;DIAM
VECU_CCEN0211;DIAM
VECU_CCEN0212;DIAM
VECU_CCEN0301;DIAM
VECU_CCEN0302;DIAM
VECU_CCEN0303;DIAM
VECU_CCEN0304;DIAM
VECU_CCEN0305;DIAM
VECU_CCEN0306;DIAM
VECU_CCEN0307;DIAM
VECU_CCEN0308;DIAM
VECU_CCEN0309;DIAM
VECU_CCEN0310;DIAM
VECU_CCEN0311;DIAM
VECU_CCEN0312;DIAM
VECU_CCEN0401;DIAM
VECU_CCEN0402;DIAM
VECU_CCEN0403;DIAM
VECU_CCEN0404;DIAM
VECU_CCEN0405;DIAM
VECU_CCEN0406;DIAM
VECU_CCEN0407;DIAM
VECU_CCEN0408;DIAM
VECU_CCEN0409;DIAM
VECU_CCEN0410;DIAM
VECU_CCEN0411;DIAM
VECU_CCEN0412;DIAM
VECU_CCEN0501;DIAM
VECU_CCEN0502;DIAM
VECU_CCEN0503;DIAM
VECU_CCEN0504;DIAM
VECU_CCEN0505;DIAM
VECU_CCEN0506;DIAM
VECU_CCEN0507;DIAM
VECU_CCEN0508;DIAM
VECU_CCEN0509;DIAM
VECU_CCEN0510;DIAM
VECU_CCEN0511;DIAM
VECU_CCEN0512;DIAM
VECU_CCEN0601;DIAM
VECU_CCEN0602;DIAM
VECU_CCEN0603;DIAM
VECU_CCEN0604;DIAM
VECU_CCEN0605;DIAM
VECU_CCEN0606;DIAM
VECU_CCEN0607;DIAM
VECU_CCEN0608;DIAM
VECU_CCEN0609;DIAM
VECU_CCEN0610;DIAM
VECU_CCEN0611;DIAM
VECU_CCEN0612;DIAM
VECU_CCEN0701;DIAM
VECU_CCEN0702;DIAM
VECU_CCEN0703;DIAM
VECU_CCEN0704;DIAM
VECU_CCEN0705;DIAM
VECU_CCEN0706;DIAM
VECU_CCEN0707;DIAM
VECU_CCEN0708;DIAM
VECU_CCEN0709;DIAM
VECU_CCEN0710;DIAM
VECU_CCEN0711;DIAM
VECU_CCEN0712;DIAM
VECU_CCEN0801;DIAM
VECU_CCEN0802;DIAM
VECU_CCEN0803;DIAM
VECU_CCEN0804;DIAM
VECU_CCEN0805;DIAM
VECU_CCEN0806;DIAM
VECU_CCEN0807;DIAM
VECU_CCEN0808;DIAM
VECU_CCEN0809;DIAM
VECU_CCEN0810;DIAM
VECU_CCEN0811;DIAM
VECU_CCEN0812;DIAM
VECU_CCEN0901;DIAM
VECU_CCEN0902;DIAM
VECU_CCEN0903;DIAM
VECU_CCEN0904;DIAM
VECU_CCEN0905;DIAM
VECU_CCEN0906;DIAM
VECU_CCEN0907;DIAM
VECU_CCEN0908;DIAM
VECU_CCEN0909;DIAM
VECU_CCEN0910;DIAM
VECU_CCEN0911;DIAM
VECU_CCRN0201;DIAM
VECU_CCRN0202;DIAM
VECU_CCRN0203;DIAM
VECU_CCRN0204;DIAM
VECU_CCRN0205;DIAM
VECU_CCRN0206;DIAM
VECU_CCRN0207;DIAM
VECU_CCRN0208;DIAM
VECU_CCRN0209;DIAM
VECU_CCRN0210;DIAM
VECU_CCRN0211;DIAM
VECU_CCRN0212;DIAM
VECU_CCRN0301;DIAM
VECU_CCRN0302;DIAM
VECU_CCRN0303;DIAM
VECU_CCRN0304;DIAM
VECU_CCRN0305;DIAM
VECU_CCRN0306;DIAM
VECU_CCRN0307;DIAM
VECU_CCRN0308;DIAM
VECU_CCRN0309;DIAM
VECU_CCRN0310;DIAM
VECU_CCRN0311;DIAM
VECU_CCRN0312;DIAM
VECU_CCRN0401;DIAM
VECU_CCRN0402;DIAM
VECU_CCRN0403;DIAM
VECU_CCRN0404;DIAM
VECU_CCRN0405;DIAM
VECU_CCRN0406;DIAM
VECU_CCRN0407;DIAM
VECU_CCRN0408;DIAM
VECU_CCRN0409;DIAM
VECU_CCRN0410;DIAM
VECU_CCRN0411;DIAM
VECU_CCRN0412;DIAM
VECU_CCRN0501;DIAM
VECU_CCRN0502;DIAM
VECU_CCRN0503;DIAM
VECU_CCRN0504;DIAM
VECU_CCRN0505;DIAM
VECU_CCRN0506;DIAM
VECU_CCRN0507;DIAM
VECU_CCRN0508;DIAM
VECU_CCRN0509;DIAM
VECU_CCRN0510;DIAM
VECU_CCRN0511;DIAM
VECU_CCRN0512;DIAM
VECU_CCRN0601;DIAM
VECU_CCRN0602;DIAM
VECU_CCRN0603;DIAM
VECU_CCRN0604;DIAM
VECU_CCRN0605;DIAM
VECU_CCRN0606;DIAM
VECU_CCRN0607;DIAM
VECU_CCRN0608;DIAM
VECU_CCRN0609;DIAM
VECU_CCRN0610;DIAM
VECU_CCRN0611;DIAM
VECU_CCRN0612;DIAM
VECU_CCRN0701;DIAM
VECU_CCRN0702;DIAM
VECU_CCRN0703;DIAM
VECU_CCRN0704;DIAM
VECU_CCRN0705;DIAM
VECU_CCRN0706;DIAM
VECU_CCRN0707;DIAM
VECU_CCRN0708;DIAM
VECU_CCRN0709;DIAM
VECU_CCRN0710;DIAM
VECU_CCRN0711;DIAM
VECU_CCRN0712;DIAM
VECU_CCRN0801;DIAM
VECU_CCRN0802;DIAM
VECU_CCRN0803;DIAM
VECU_CCRN0804;DIAM
VECU_CCRN0805;DIAM
VECU_CCRN0806;DIAM
VECU_CCRN0807;DIAM
VECU_CCRN0808;DIAM
VECU_CCRN0809;DIAM
VECU_CCRN0810;DIAM
VECU_CCRN0811;DIAM
VECU_CCRN0812;DIAM
VECU_CCRN0901;DIAM
VECU_CCRN0902;DIAM
VECU_CCRN0903;DIAM
VECU_CCRN0904;DIAM
VECU_CCRN0905;DIAM
VECU_CCRN0906;DIAM
VECU_CCRN0907;DIAM
VECU_CCRN0908;DIAM
VECU_CCRN0909;DIAM
VECU_CCRN0910;DIAM
VECU_CCRN0911;DIAM
VECU_CCSO0201;DIAM
VECU_CCSO0202;DIAM
VECU_CCSO0203;DIAM
VECU_CCSO0204;DIAM
VECU_CCSO0205;DIAM
VECU_CCSO0206;DIAM
VECU_CCSO0207;DIAM
VECU_CCSO0208;DIAM
VECU_CCSO0209;DIAM
VECU_CCSO0210;DIAM
VECU_CCSO0211;DIAM
VECU_CCSO0212;DIAM
VECU_CCSO0301;DIAM
VECU_CCSO0302;DIAM
VECU_CCSO0303;DIAM
VECU_CCSO0304;DIAM
VECU_CCSO0305;DIAM
VECU_CCSO0306;DIAM
VECU_CCSO0307;DIAM
VECU_CCSO0308;DIAM
VECU_CCSO0309;DIAM
VECU_CCSO0310;DIAM
VECU_CCSO0311;DIAM
VECU_CCSO0312;DIAM
VECU_CCSO0401;DIAM
VECU_CCSO0402;DIAM
VECU_CCSO0403;DIAM
VECU_CCSO0404;DIAM
VECU_CCSO0405;DIAM
VECU_CCSO0406;DIAM
VECU_CCSO0407;DIAM
VECU_CCSO0408;DIAM
VECU_CCSO0409;DIAM
VECU_CCSO0410;DIAM
VECU_CCSO0411;DIAM
VECU_CCSO0412;DIAM
VECU_CCSO0501;DIAM
VECU_CCSO0502;DIAM
VECU_CCSO0503;DIAM
VECU_CCSO0504;DIAM
VECU_CCSO0505;DIAM
VECU_CCSO0506;DIAM
VECU_CCSO0507;DIAM
VECU_CCSO0508;DIAM
VECU_CCSO0509;DIAM
VECU_CCSO0510;DIAM
VECU_CCSO0511;DIAM
VECU_CCSO0512;DIAM
VECU_CCSO0601;DIAM
VECU_CCSO0602;DIAM
VECU_CCSO0603;DIAM
VECU_CCSO0604;DIAM
VECU_CCSO0605;DIAM
VECU_CCSO0606;DIAM
VECU_CCSO0607;DIAM
VECU_CCSO0608;DIAM
VECU_CCSO0609;DIAM
VECU_CCSO0610;DIAM
VECU_CCSO0611;DIAM
VECU_CCSO0612;DIAM
VECU_CCSO0701;DIAM
VECU_CCSO0702;DIAM
VECU_CCSO0703;DIAM
VECU_CCSO0704;DIAM
VECU_CCSO0705;DIAM
VECU_CCSO0706;DIAM
VECU_CCSO0707;DIAM
VECU_CCSO0708;DIAM
VECU_CCSO0709;DIAM
VECU_CCSO0710;DIAM
VECU_CCSO0711;DIAM
VECU_CCSO0712;DIAM
VECU_CCSO0801;DIAM
VECU_CCSO0802;DIAM
VECU_CCSO0803;DIAM
VECU_CCSO0804;DIAM
VECU_CCSO0805;DIAM
VECU_CU_AGE_SEX_BAS;DIAM
VECU_CU_AGE_SEX_CPL;DIAM
VECU_CU_BAS;DIAM
VECU_CU_BAS_ENT;DIAM
VECU_CU_CPL;DIAM
VECU_CU_CPL_ENT;DIAM
VECU_CU_CPL_RNV;DIAM
VECU_CU_VEN_BEN;DIAM
VECU_CVBE0202;DIAM
VECU_CVBE0205;DIAM
VECU_CVBE0208;DIAM
VECU_CVBE0211;DIAM
VECU_CVBE0302;DIAM
VECU_CVBE0305;DIAM
VECU_CVBE0308;DIAM
VECU_CVBE0311;DIAM
VECU_CVBE0402;DIAM
VECU_CVBE0405;DIAM
VECU_CVBE0408;DIAM
VECU_CVBE0411;DIAM
VECU_CVBE0502;DIAM
VECU_CVBE0505;DIAM
VECU_CVBE0508;DIAM
VECU_CVBE0511;DIAM
VECU_CVBE0602;DIAM
VECU_CVBE0605;DIAM
VECU_CVBE0608;DIAM
VECU_CVBE0611;DIAM
VECU_CVBE0702;DIAM
VECU_CVBE0705;DIAM
VECU_CVBE0708;DIAM
VECU_CVBE0711;DIAM
VECU_CVBE0802;DIAM
VECU_CVBE0805;DIAM
VECU_CVBE0808;DIAM
VECU_CVBE0811;DIAM
VECU_CVBE0902;DIAM
VECU_CVBE0905;DIAM
VECU_CVBE0908;DIAM
VECU_CVBE0911;DIAM
VENQ_CPATER03;DIAM
VENQ_CPATER04;DIAM
VENQ_CPATER05;DIAM
VENQ_CPATER06;DIAM
VENQ_CPATER07;DIAM
VENQ_CPATER08;DIAM
VENQ_EIADCAUS;DIAM
VENQ_EIADCONS;DIAM
VENQ_EIADEFFE;DIAM
VENQ_EIADMEN1;DIAM
VENQ_EIADMEN2;DIAM
VENQ_EIADSOIN;DIAM
VENQ_EIE0101;DIAM
VENQ_EIE0102;DIAM
VENQ_EIE0103;DIAM
VENQ_EIE0104;DIAM
VENQ_EIE0105;DIAM
VENQ_EIE0106;DIAM
VENQ_EIE0107;DIAM
VENQ_EIE0108;DIAM
VENQ_EIE0109;DIAM
VENQ_EIE0110;DIAM
VENQ_EIE0111;DIAM
VENQ_EIE0112;DIAM
VENQ_EIE0201;DIAM
VENQ_EIE0202;DIAM
VENQ_EIE0203;DIAM
VENQ_EIE0204;DIAM
VENQ_EIE0205;DIAM
VENQ_EIE0206;DIAM
VENQ_EIE0207;DIAM
VENQ_EIE0208;DIAM
VENQ_EIE0209;DIAM
VENQ_EIE0210;DIAM
VENQ_EIE0211;DIAM
VENQ_EIE0212;DIAM
VENQ_EIE0301;DIAM
VENQ_EIE0302;DIAM
VENQ_EIE0303;DIAM
VENQ_EIE0304;DIAM
VENQ_EIE0305;DIAM
VENQ_EIE0306;DIAM
VENQ_EIE0307;DIAM
VENQ_EIE0308;DIAM
VENQ_EIE0309;DIAM
VENQ_EIE0310;DIAM
VENQ_EIE0311;DIAM
VENQ_EIE0312;DIAM
VENQ_EIE0401;DIAM
VENQ_EIE0402;DIAM
VENQ_EIE0403;DIAM
VENQ_EIE0404;DIAM
VENQ_EIE0405;DIAM
VENQ_EIE0406;DIAM
VENQ_EIE0407;DIAM
VENQ_EIE0408;DIAM
VENQ_EIE0409;DIAM
VENQ_EIE0410;DIAM
VENQ_EIE0411;DIAM
VENQ_EIE0412;DIAM
VENQ_EIE0501;DIAM
VENQ_EIE0502;DIAM
VENQ_EIE0503;DIAM
VENQ_EIE0504;DIAM
VENQ_EIE0505;DIAM
VENQ_EIE0506;DIAM
VENQ_EIE0507;DIAM
VENQ_EIE0508;DIAM
VENQ_EIE0509;DIAM
VENQ_EIE0510;DIAM
VENQ_EIE0511;DIAM
VENQ_EIE0512;DIAM
VENQ_EIE0601;DIAM
VENQ_EIE0602;DIAM
VENQ_EIE0603;DIAM
VENQ_EIE0604;DIAM
VENQ_EIE0605;DIAM
VENQ_EIE0606;DIAM
VENQ_EIE0607;DIAM
VENQ_EIE0608;DIAM
VENQ_EIE0609;DIAM
VENQ_EIE0610;DIAM
VENQ_EIE0611;DIAM
VENQ_EIE0612;DIAM
VENQ_EIE0701;DIAM
VENQ_EIE0702;DIAM
VENQ_EIE0703;DIAM
VENQ_EIE0704;DIAM
VENQ_EIE0705;DIAM
VENQ_EIE0706;DIAM
VENQ_EIE0707;DIAM
VENQ_EIE0708;DIAM
VENQ_EIE0709;DIAM
VENQ_EIE0710;DIAM
VENQ_EIE0711;DIAM
VENQ_EIE0712;DIAM
VENQ_EIE0801;DIAM
VENQ_EIE0802;DIAM
VENQ_EIE0803;DIAM
VENQ_EIE0804;DIAM
VENQ_EIE0805;DIAM
VENQ_EIE0806;DIAM
VENQ_EIE0807;DIAM
VENQ_EIE0808;DIAM
VENQ_EIE0809;DIAM
VENQ_EIE0810;DIAM
VENQ_EIE0811;DIAM
VENQ_EIE0812;DIAM
VENQ_EIE0901;DIAM
VENQ_EIE0902;DIAM
VENQ_EIE0903;DIAM
VENQ_EIE0904;DIAM
VENQ_EIE0905;DIAM
VENQ_EIE0906;DIAM
VENQ_EIE0907;DIAM
VENQ_EIE0908;DIAM
VENQ_EIE0909;DIAM
VENQ_EIE0910;DIAM
VENQ_EIE0911;DIAM
VENQ_EIE0912;DIAM
VEPA_CIJ;DIAM
VEPA_CIJAS;DIAM
VEPA_CIJAT;DIAM
VEPA_CIJMA;DIAM
VEPA_CONS_AFF;DIAM
VEPA_CONS_ARC;DIAM
VEPA_CONS_CAM;DIAM
VEPA_CONS_CDC;DIAM
VEPA_CONS_CPN;DIAM
VEPA_CONS_MIG;DIAM
VEPA_CONS_MUT;DIAM
VEPA_CONS_PIJ;DIAM
VEPA_CONS_PIV;DIAM
VEPA_CONS_RAT;DIAM
VEPA_CONS_TFA;DIAM
VEPA_CONS_TIP;DIAM
VEPA_CONS_TRA;DIAM
VEPA_CONS_UCD;DIAM
VEPA_IDE_BEN;DIAM
VEPA_INP_BEN;DIAM
VEPA_PERS_BEN;DIAM
VEPA_PERS_ENT;DIAM
VEPA_PERS_ETM;DIAM
VEPA_PERS_FAM;DIAM
VEPA_PERS_JOD;DIAM
VEPA_PERS_MTM;DIAM
VEPA_PERS_MUT;DIAM
VEPA_PERS_MVT;DIAM
VEPA_PERS_QLT;DIAM
VEPA_PERS_RGM;DIAM
VEPA_RED_CONS_AFF;DIAM
VEPA_RED_CONS_ARC;DIAM
VEPA_RED_CONS_CAM;DIAM
VEPA_RED_CONS_CCAM;DIAM
VEPA_RED_CONS_CDC;DIAM
VEPA_RED_CONS_CIJ;DIAM
VEPA_RED_CONS_CIJAS;DIAM
VEPA_RED_CONS_CIJAT;DIAM
VEPA_RED_CONS_CIJMA;DIAM
VEPA_RED_CONS_CPN;DIAM
VEPA_RED_CONS_MIG;DIAM
VEPA_RED_CONS_MUT;DIAM
VEPA_RED_CONS_PIJ;DIAM
VEPA_RED_CONS_PIV;DIAM
VEPA_RED_CONS_RAT;DIAM
VEPA_RED_CONS_TFA;DIAM
VEPA_RED_CONS_TIP;DIAM
VEPA_RED_CONS_TRA;DIAM
VEPA_RED_IDE_BEN;DIAM
VEPA_RED_PERS_BEN;DIAM
VEPA_RED_PERS_ENT;DIAM
VEPA_RED_PERS_ETM;DIAM
VEPA_RED_PERS_FAM;DIAM
VEPA_RED_PERS_JOD;DIAM
VEPA_RED_PERS_MTM;DIAM
VEPA_RED_PERS_MUT;DIAM
VEPA_RED_PERS_MVT;DIAM
VEPA_RED_PERS_QLT;DIAM
VEPA_RED_PERS_RGM;DIAM
VEPA_SFNA21;DIAM
VEPA_SFNA31;DIAM
VEPA_SFNA71;DIAM
VEPA_SFNA72;DIAM
VEPA_SFNA90;DIAM
VEPA_SFNA91;DIAM
VEPA_SFNA_AFF;DIAM
VEPA_SFNA_MIG;DIAM
VEPA_SFNA_SUB;DIAM
VEPP_BEN;DIAM
VEPP_CAM;DIAM
VEPP_EEP;DIAM
VEPP_EPS0411;DIAM
VEPP_EPS0412;DIAM
VEPP_EPS0501;DIAM
VEPP_EPS0502;DIAM
VEPP_EPS0503;DIAM
VEPP_EPS0504;DIAM
VEPP_EPS0505;DIAM
VEPP_EPS0506;DIAM
VEPP_EPS0507;DIAM
VEPP_EPS0508;DIAM
VEPP_EPS0509;DIAM
VEPP_EPS0510;DIAM
VEPP_EPS0511;DIAM
VEPP_EPS0601;DIAM
VEPP_EPS0602;DIAM
VEPP_EPSCPAM;DIAM
VEPP_PFS;DIAM
VEPP_PRS;DIAM
VEPP_REM;DIAM
VETA_BEFACT;DIAM
VETA_BEFAUT;DIAM
VETA_BEFDBG;DIAM
VETA_BEFDDP;DIAM
VETA_BEFDOT;DIAM
VETA_BEFEQL;DIAM
VETA_BEFEQU;DIAM
VETA_BEFIDE;DIAM
VETA_BEFINF;DIAM
VETA_BEFPRE;DIAM
VETA_BEFSPE;DIAM
VETA_BEFTAA;DIAM
VETA_BEFTAR;DIAM
VETA_BEFTARBG;DIAM
VETA_BGS00;DIAM
VETA_BGS01;DIAM
VETA_BGS02;DIAM
VETA_BGS03;DIAM
VETA_BGS04;DIAM
VETA_BGS05;DIAM
VETA_BGS06;DIAM
VETA_BGS07;DIAM
VETA_BGS98;DIAM
VETA_BGS99;DIAM
VETA_D103;DIAM
VETA_D104;DIAM
VETA_D105;DIAM
VETA_D106;DIAM
VETA_D107;DIAM
VETA_D108;DIAM
VETA_D109;DIAM
VETA_D110;DIAM
VETA_D111;DIAM
VETA_D112;DIAM
VETA_D113;DIAM
VETA_D115;DIAM
VETA_D116;DIAM
VETA_D117;DIAM
VETA_D118;DIAM
VETA_D119;DIAM
VETA_D120;DIAM
VETA_D121;DIAM
VETA_D122;DIAM
VETA_D126;DIAM
VETA_D128;DIAM
VETA_D129;DIAM
VETA_D130;DIAM
VETA_D131;DIAM
VETA_D201;DIAM
VETA_D202;DIAM
VETA_D203;DIAM
VETA_D204;DIAM
VETA_D205;DIAM
VETA_D206;DIAM
VETA_D207;DIAM
VETA_D208;DIAM
VETA_D209;DIAM
VETA_D210;DIAM
VETA_D211;DIAM
VETA_D212;DIAM
VETA_D213;DIAM
VETA_D214;DIAM
VETA_D216;DIAM
VETA_D221;DIAM
VETA_D251;DIAM
VETA_D252;DIAM
VETA_D253;DIAM
VETA_D254;DIAM
VETA_D255;DIAM
VETA_D256;DIAM
VETA_D302;DIAM
VETA_D303;DIAM
VETA_D304;DIAM
VETA_D306;DIAM
VETA_D307;DIAM
VETA_D308;DIAM
VETA_D309;DIAM
VETA_D310;DIAM
VETA_D312;DIAM
VETA_D351;DIAM
VETA_D352;DIAM
VETA_D360;DIAM
VETA_D361;DIAM
VETA_D362;DIAM
VETA_D363;DIAM
VETA_D364;DIAM
VETA_D401;DIAM
VETA_D402;DIAM
VETA_D405;DIAM
VETA_D406;DIAM
VETA_D407;DIAM
VETA_D408;DIAM
VETA_D409;DIAM
VETA_D410;DIAM
VETA_D411;DIAM
VETA_D412;DIAM
VETA_D413;DIAM
VETA_D414;DIAM
VETA_D415;DIAM
VETA_D416;DIAM
VETA_D417;DIAM
VETA_D418;DIAM
VETA_D421;DIAM
VETA_D501;DIAM
VETA_D506;DIAM
VETA_D507;DIAM
VETA_D508;DIAM
VETA_D509;DIAM
VETA_D510;DIAM
VETA_D511;DIAM
VETA_D512;DIAM
VETA_D513;DIAM
VETA_D514;DIAM
VETA_D515;DIAM
VETA_D516;DIAM
VETA_D517;DIAM
VETA_D518;DIAM
VETA_D519;DIAM
VETA_D520;DIAM
