AGE_COD;AGE_LIB;TEC_COL
modifier_sinistre_nir;Modifier NIR dans sinistre;0
modifier_sinistre_risque;Modifier nature de risque dans sinistre;0
modifier_soi;Modifier Soins;0
modifier_victime_nir;Modifier NIR dans victime;0
notifier_acc_app;Notifier Accord Appareillage;0
notifier_acc_cure;Notifier Accord Cure;0
notifier_acc_ep;Notifier Accord E.P.;0
notifier_acc_hos;Notifier Accord Hospit.;0
notifier_acc_mit;Notifier Accord Temps Partiel;0
notifier_acc_part_ep;Notifier Accord Partiel E.P.;0
notifier_acc_part_spc_duree;Notifier Accord SPC - Partiel Durée;0
notifier_acc_part_spc_vic;Notifier Accord SPC - Partiel Soins;0
notifier_acc_reed;Notifier Accord Rééd. Etablissement;0
notifier_acc_reed_emp;Notifier Accord Rééd. Employeur;0
notifier_ave_dat_tar;Notifier Avertissement DAT Tardive;0
notifier_clo_delai_vih;(*) Notifier Cloture SéroConv. - Délai  Dépassé;0
notifier_clo_vih;(*) Notifier Cloture SéroConv. - Tests Négatifs;0
notifier_clo_vih_abs_1t;(*) Notifier Cloture SéroConv. - Absence 1er Test;0
notifier_clo_vih_abs_suivi;(*) Notifier Cloture SéroConv. - Absence Suivi;0
notifier_cmra;Notifier Décision CMRA;0
notifier_cmra_accord;Notifier Décision CMRA;0
notifier_cmra_ad;Notifier AD Décision CMRA;0
notifier_cmra_rejet;Notifier Décision CMRA;0
notifier_conso_mexp;Notifier Vic. Conso. Med. Expert;0
Notifier_cons_dos_mp_emp;Informer Emp Consult Dossier MP;0
notifier_cons_dos_mp_emp;Informer EMP Consult. Dossier MP;0
Notifier_cons_dos_mp_nll_emp;(*) Informer EMP Consult. NLL MP;0
Notifier_cons_dos_mp_rec_emp;(*) Informer EMP Consult. Rechute MP;0
notifier_dec_ctx_san_emp;Notifier EMP Décision CTX Sanction;0
notifier_del_cm_at;Notifier Délai Compl. Suite RCH-Nlle Lésion - AT;0
notifier_del_cm_at_ad;Notifier AD Délai Compl. Suite CM Décès AT;0
notifier_del_cm_at_ad_rchnll;Notifier AD AT Délai Comp Suite RCH-Nlle Lésion;0
notifier_del_cm_mp;Notifier Délai Compl. Suite RCH-Nlle Lésion - MP;0
notifier_del_cm_mp_ad;Notifier AD Délai Compl. Suite CM Décès MP;0
notifier_del_cm_mp_ad_rchnll;Notifier AD MP Délai Comp Suite RCH-Nlle Lésion;0
notifier_del_dat;Notifier Délai Compl. Suite DAT;0
notifier_del_dat_ad;Notifier AD Délai Compl. Suite DAT;0
notifier_del_dmp;Notifier Délai Compl. Suite DMP;0
notifier_del_dmp_ad;Notifier AD Délai Compl. Suite DMP;0
notifier_dmf_acc_conso_cssi;Notifier Accord Conso Séq. NON Indemn.;0
notifier_dmf_casi_mc;Notifier Conso M. Conseil Séq. Indemn.;0
notifier_dmf_casi_mc_rech;Notifier Conso M. Conseil Séq. Indemn. RCH;0
notifier_dmf_casi_mt;Notifier Conso M. Traitant Séq. Indemn.;0
notifier_dmf_cssi_mc;Notifier Conso M. Conseil Séq. NON Indemn.;0
notifier_dmf_cssi_mt;(*) Notifier Conso M. Traitant Séq. NON Indemn.;0
notifier_dmf_gue_mc;Notifier Guérison par M. Conseil;0
notifier_dmf_gue_mt;Notifier Guérison par M. Traitant;0
notifier_dmf_main_mc;Notifier Maintien Décison Médicale Finale MC;0
notifier_dmf_rea_rch;Notifier Retour Etat Antérieur RCH;0
notifier_dmf_rej_conso_gue;Notifier Rejet Conso. en Guérison;0
notifier_dmf_rej_mt;Notifier Rejet Décision M.Finale MT (2ème notif);0
notifier_dmf_rep_mc_fix;Notifier Report DMF M.C. Date Fixée;0
notifier_dmf_rep_mc_ult;Notifier Report DMF M.C. Date Ultérieure;0
notifier_emp_pec_crrmp;Notifier EMP PEC MP après CRRMP;0
notifier_emp_pec_mp;Notifier EMPL. PEC MP;0
notifier_exp_def;Notifier Expertise Défavorable;0
notifier_exp_def_ad;Notifier AD Expertise Défavorable;0
notifier_exp_def_dmf;Notifier Expertise Défavorable DMF;0
notifier_exp_def_hdelai;Notifier Expertise Defavorable Hors Delai;0
notifier_exp_fav;Notifier Expertise Favorable;0
notifier_exp_fav_ad;Notifier AD Expertise Favorable;0
notifier_exp_fav_dcd;(*) Notifier Exp. Fav. Décès;0
notifier_exp_fav_dmf;Notifier Expertise Favorable DMF;0
notifier_exp_fav_epi;Notifier Exp. Fav. (Retour Statut D);0
notifier_ga;Notifier guérison administrative;0
notifier_gue_vih;(*) Notifier Guérison Définitive SéroConv.;0
notifier_gue_vih_abs_1t;(*) Notifier Guérison SéroConv. - Absence 1er test;0
notifier_gue_vih_abs_suivi;(*) Notifier Guérison SéroConv. - Absence Suivi;0
notifier_lct_inv_at_ad;Notifier AD-lancement investigations AT;0
notifier_lct_inv_at_emp;Notifier EMP-lancement investigations AT mortel;0
notifier_lct_inv_cou;Notifier EMP Lancement investigations (DAT AD);0
notifier_lct_inv_dat_vic;Notifier VIC/EMP Lancement investig (DAT Vic);0
notifier_lct_inv_dcd_emp;Notifier EMP-lancement investigations MP DC;0
notifier_lct_inv_htab;Notif. VIC Lanct investigations MP Hors tableau;0
notifier_lct_inv_mp_ad;Notifier AD-lancement investigations MP;0
notifier_lct_inv_mp_ht_ad;Notifier AD-lancement investigations MP HT;0
notifier_lct_inv_vicemp;Notifier VIC/EMP Lancement investigations AT;0
notifier_lev_res;(*) Notifier Levée Réserves;0
notifier_lev_res_nll;(*) Notifier Levée Réserves NLL;0
notifier_main_ref_adm;(*) Notifier Maintien Refus Adm.;0
notifier_main_ref_adm_ad;(*) Notifier AD Maintien Refus Adm.;0
notifier_main_ref_adm_app;(*) Notifier Maintien Refus Adm. Appareillage;0
notifier_main_ref_adm_dcd;(*) Notifier AD Maintien Refus Adm. Décès;0
notifier_main_ref_adm_ep;(*) Notifier Maintien Refus Adm. EP;0
notifier_main_ref_adm_mp;(*) Notifier Maintien Refus Adm. M.P.;0
notifier_main_ref_adm_mp_ad;(*) Notifier AD Maintien Refus Adm. M.P.;0
notifier_main_ref_adm_mp_dcd;(*) Notifier AD Maint. Refus Adm. Décès MP;0
notifier_main_ref_adm_vih;(*) Notifier Maintien Refus Adm. Séro conversion;0
notifier_nll_atiatt;Notif. VIC/EMP Recept NLL - AT/MP (ATI attente);0
notifier_nll_atidef;Notif. VIC/EMP Recept NLL - AT/MP (ATI définitif);0
notifier_nll_rchatt;Notif. VIC/EMP Recept NLL - AT/MP (RCH attente);0
notifier_nll_rchdef;Notif. VIC/EMP Recept NLL-AT/MP (RCH définitive);0
notifier_pec;Notifier victime PEC accident;0
notifier_pec_ad;Notifier AD accord PEC S. Mortel;0
notifier_pec_dcd;Notifier AD PEC Décès;0
notifier_pec_dcd_aut;Notifier AD PEC décès suite autopsie;0
notifier_pec_dcd_aut_std;(*)Notifier PEC Décès S. Autopsie + Statut D;0
notifier_pec_dcd_std;(*)Notifier Prise En Charge Décès + Statut D;0
notifier_pec_def_ad_presum_at;Notifier AD PEC Décès Présum.AT (ATI définitif);0
notifier_pec_emb;Notif Vic PEC AT avec réserv Non Motiv;0
Notifier_pec_emp;Notifier PEC à l'Employeur;0
notifier_pec_mortel_ad;Notifier AD PEC Sinistre Mortel;0
notifier_pec_mortel_aut;Notifier AD PEC AT suite autopsie;0
Notifier_pec_mortel_emp;Notifier PEC AT mortel - Emp;0
notifier_pec_mortel_post_ad;Notifier AD PEC Sinistre;0
Notifier_pec_mortel_ref_emp;Notifier PEC AT mortel apres refus - EMP;0
notifier_pec_mp_2a;Notifier victime PEC MP tableau;0
notifier_pec_mp_2a_ad;Notifier AD PEC MP tableau;0
notifier_pec_mp_apdc;(*) Notifier EMPL. PEC MP Apres DC;0
notifier_pec_mp_crrmp;Notifier victime PEC MP CRRMP;0
notifier_pec_mp_crrmp_dcd;Notifier AD PEC MP apres CRRMP;0
notifier_pec_mp_dcd;Notifier AD PEC Décès MP;0
notifier_pec_nll;(*) Notifier Prise En Charge NLL;0
notifier_pec_nll_par;Notifier PEC partielle NLL;0
notifier_pec_nll_tot;Notifier PEC Totale NLL;0
notifier_pec_partielle_at;Notifier Vic. PEC AT reconnu partiellement;0
notifier_pec_rch;(*) Informer Prise en charge rechute;0
notifier_pec_rech_par;Notifier Vic. PEC rechute reconnue partiellement;0
notifier_pec_rech_par_ad;Notifier AD. PEC rechute reconnue partiellement;0
notifier_pec_rech_tot;Notifier Vic. PEC rechute reconnue totalement;0
notifier_pec_rech_tot_ad;Notifier AD. PEC rechute reconnue totalement;0
notifier_pec_spc;Notifier Prise En Charge SPC;0
notifier_pec_vic_crrmp;Notifier VIC PEC MP après CRRMP;0
notifier_pec_vih;Notifier Prise En Charge SéroConv.;0
notifier_prop_gue_delai_vih;(*) Notifier Propos. Guérison SéroConv. - Délai D.;0
notifier_prop_gue_vih;(*) Notifier Propos. Guérison  SéroConv.- Tests N;0
notifier_rch_atiatt;Notif. VIC/EMP Recept RCH - AT/MP (ATI attente);0
notifier_rch_atidef;Notif. VIC/EMP Recept RCH - AT/MP (ATI définitif);0
notifier_rec_pec_par;Notifier PEC Rechute reconnue Partiellement;0
notifier_rec_res_emp;Signaler Empl. Recept. Courrier Reserves;0
notifier_rec_res_emp_nm;Signaler Empl. Recept. Cou. Reserves non motivées;0
notifier_refusmed_iti;Notifier Refus Médical ITI (ATI);0
notifier_refusmed_iti_rch;Notifier Refus Médical ITI (RCH);0
notifier_ref_abs_cm_hos;Notifier Refus Adm. Hospit. Abs. CM Descriptif;0
notifier_ref_abs_crrmp_ad;Notifier AD Refus MP absence avis CRRMP;0
notifier_ref_abs_crrmp_vic;Notifier VIC Refus MP absence avis CRRMP;0
notifier_ref_adm_app;Notifier Refus Adm. Appareillage;0
notifier_ref_adm_at;Notifier VIC . Refus Adm. AT;0
notifier_ref_adm_at_ad;Notifier AD Refus Adm. AT;0
notifier_ref_adm_at_mortel_ad;Notifier AD Refus Adm. AT Mortel;0
notifier_ref_adm_dcd;Notifier AD Refus Adm. Décès AT;0
notifier_ref_adm_dcd_aut;Notifier AD Refus Adm. Décès Renonc. Autopsie;0
notifier_ref_adm_dcd_mp;Notifier AD Refus Adm Décès MP;0
notifier_ref_adm_dcd_str;(*)Notifier Refus Adm. Décès + Statut Refus;0
notifier_ref_adm_delai_at_ad;(*)Notifier Refus Délai  AT Décès;0
notifier_ref_adm_delai_at_vic;(*) Notifier Refus Délai AT;0
notifier_ref_adm_delai_mp_ad;Notifier AD Refus Délai MP Attente CRRMP;0
notifier_ref_adm_delai_mp_vic;Notifier Vic Refus Délai MP Attente CRRMP;0
notifier_ref_adm_ep;Notifier Refus Adm. E.P.;0
notifier_ref_adm_gue_vih;(*) Notifier Refus Adm. SéroConv. - Notif. Guéri.;0
notifier_ref_adm_hep;(*) Notifier Refus Adm. Hep - 1er Test Positif;0
notifier_ref_adm_hep_g;Notifier Refus Adm. Hep - G + 1er Test Positif;0
notifier_ref_adm_mortel_aut;Notifier AD Refus Adm. S. Mortel Renonc. Autopsie;0
notifier_ref_adm_mp_2a;Notifier Vic Refus Adm. M.P. tableau;0
notifier_ref_adm_mp_2a_ad;Notifier AD Refus Adm. M.P. tableau;0
notifier_ref_adm_mp_nins;(*) Notifier Refus M.P. Non Inscrite Tableau;0
notifier_ref_adm_nll;Notifier Refus Adm. NLL;0
notifier_ref_adm_nll_trsf;Notifier Refus Med. NLL (Transfert Autre Accident);0
notifier_ref_adm_rch;Notifier Refus Adm. Rechute;0
notifier_ref_adm_spc;Notifier Refus Adm. SPC;0
notifier_ref_adm_tr;Notifier Vic Refus Adm. Trajet;0
notifier_ref_adm_tr_ad;Notifier AD Refus Adm. Trajet;0
notifier_ref_adm_tr_dcd;Notifier AD Refus Adm. Décès Trajet;0
notifier_ref_adm_tr_dcd_str;(*)Notifier Refus Adm. Décès Trajet + Statut R;0
notifier_ref_adm_tr_mortel_ad;Notifier AD Refus Adm. Trajet Mortel;0
notifier_ref_adm_vih;Notifier Refus Adm. VIH - G + 1er Test Positif;0
notifier_ref_carid_app;Notifier Refus Car. Identite Appareillage;0
notifier_ref_carid_arr;Notifier Refus Car. Identite Arrêt;0
notifier_ref_carid_cur;Notifier Refus Car. Identite Cure;0
notifier_ref_carid_ep;Notifier Refus Car. Identite EP;0
notifier_ref_carid_hos;Notifier Refus Car. Identite Hospitalisation;0
notifier_ref_carid_mit;Notifier Refus Car. Identite Mi-Temps;0
notifier_ref_carid_nll;Notifier Refus Car. Identite Nouvelle Lésion;0
notifier_ref_carid_rch;Notifier Refus Car. Identite Rechute;0
notifier_ref_carid_ree;Notifier Refus Car. Identite Rééducation;0
notifier_ref_carid_soi;Notifier Refus Car. Identite Soins;0
notifier_ref_carid_spc;Notifier Refus Car. Identite SPC;0
notifier_ref_car_app;Notifier Refus Car. Convo. Appareillage;0
notifier_ref_car_arr;Notifier Refus ARR Carence Convocation;0
notifier_ref_car_cmf;Notifier Refus Car. Convo. CMF;0
notifier_ref_car_cur;Notifier Refus Car. Convo. Cure;0
notifier_ref_car_ep;Notifier Refus Car. Convo. E.P.;0
notifier_ref_car_exp;Notifier Refus Car. Convo. Med. Expert;0
notifier_ref_car_hos;Notifier Refus Adm. Hospit.;0
notifier_ref_car_imp;Notifier Refus Car Imp Convo Serv Méd;0
notifier_ref_car_mit;Notifier Refus Car. Convo. Mi-temps;0
notifier_ref_car_nll;Notifier Refus Car. Convo. NLL;0
notifier_ref_car_rch;Notifier Refus Car. Convo. Rechute;0
notifier_ref_car_ree;Notifier Refus Car. Convo. Rééducation;0
notifier_ref_car_soi;Notifier Refus Car. Convo. Soins;0
notifier_ref_car_spc;Notifier Refus Car. Convo. Soins Post-Conso;0
notifier_ref_conso_exp;Notifier Vic Refus Conso Convo Med. Expert;0
notifier_ref_dcd_abs_dcd;(*)Notifier Refus Décès Suite Renonc. Autopsie;0
notifier_ref_dcd_abs_dcd_str;(*)Notifier Refus Décès S.Renonc. Aut. + Statut R;0
notifier_ref_dcd_aut;(*)Notifier Refus Décès Suite Autopsie;0
notifier_ref_dcd_aut_str;(*)Notifier Refus Décès S. Autopsie + Statut Refus;0
notifier_ref_docabs_arr;Notifier Refus ARR Doc. Absents;0
notifier_ref_docabs_nll;Notifier Refus NLL Doc. Absents;0
notifier_ref_etr;(*) Notifier Refus A.T. Etranger;0
notifier_ref_imp_exp;Notifier Vic - Refus Imp Convo Med. Expert;0
notifier_ref_med;Notifier Vic Refus Médical AT(ou trajet);0
notifier_ref_med_ad;Notifier AD Refus Medical;0
notifier_ref_med_agg;Notifier Refus Méd. Abs. Aggravation;0
notifier_ref_med_app;Notifier Refus Méd. Appareillage;0
notifier_ref_med_arr;Notifier Refus Méd. Arrêt de Travail;0
notifier_ref_med_crrmp_ip25;Refus du CRRMP pour IP<25%;0
notifier_ref_med_crrmp_ip25_ad;Refus du CRRMP pour IP<25%;0
notifier_ref_med_cur;Notifier Refus Méd. Cure;0
notifier_ref_med_cur_acc_as;Notifier Refus Méd. Cure AT Accord AS;0
notifier_ref_med_cur_as_at;Notifier Refus Méd. Cure AT et AS;0
notifier_ref_med_dcd;Notifier AD Refus Méd. Décès;0
notifier_ref_med_dcd_aut;Notifier AD Refus Méd. Décès Suite Autopsie;0
notifier_ref_med_dcd_str;(*)Notifier Refus Méd. Décès + Statut Refus;0
notifier_ref_med_ep;Notifier Refus Méd. E.P.;0
notifier_ref_med_hos;Notifier Refus Méd. Hospit.;0
notifier_ref_med_mit;Notifier Refus Méd. Mi-temps;0
notifier_ref_med_mortel;Notifier AD Refus Méd. S. Mortel;0
notifier_ref_med_mortel_aut;Notifier AD Refus Méd. S. Mortel Suite Autopsie;0
notifier_ref_med_mp;Notifier Vic Refus Méd. M.P. (ou RCH MP);0
notifier_ref_med_mp_2a;Notifier Vic Refus Méd. M.P. tableau;0
notifier_ref_med_mp_2a_ad;Notifier AD Refus Méd. M.P. tableau;0
notifier_ref_med_mp_ad;Notifier AD Refus Méd. M.P (ou Rch M.P.);0
notifier_ref_med_mp_crrmp;Notifier Vic Refus Méd. M.P. Avis CRRMP;0
notifier_ref_med_mp_crrmp_ad;Notifier AD Refus Méd. M.P. Avis CRRMP;0
notifier_ref_med_mp_crrmp_dcd;Notifier Refus M.P. Décès après CRRMP;0
notifier_ref_med_mp_dcd;Notifier AD Refus Méd. Décès M.P.;0
notifier_ref_med_mp_eta_nsta;Notifier Vic Refus M.P. Etat Non Stablisé;0
notifier_ref_med_mp_et_nst_ad;Notifier AD Refus M.P. Etat Non Stabilisé;0
notifier_ref_med_mp_ipp66;Notifier Vic Refus M.P. Taux IPP <25%;0
notifier_ref_med_mp_ipp66_ad;Notifier AD Refus M.P. Taux IPP <25%;0
notifier_ref_med_mp_mortel;Notifier AD Refus Méd. MP Mortelle;0
notifier_ref_med_nll;Notifier Refus Médical NLL;0
notifier_ref_med_part_spc;Notifier Refus Méd. Partiel SPC;0
notifier_ref_med_rch;Notifier Refus Rechute Doc. Absents;0
notifier_ref_med_rech_at;Notifier Vic Ref Med Rechute AT;0
notifier_ref_med_rech_at_abs;Notifier Vic Ref Med Rechute AT (abs aggravation);0
notifier_ref_med_ree;Notifier Refus Méd. Rééducation;0
notifier_ref_med_soi;(*) Notifier Refus Méd. Soins;0
notifier_ref_med_spc;Notifier Refus Méd. SPC;0
notifier_ref_med_spc_apconso;Notifier Vic Refus SPC Doc Absents;0
notifier_ref_med_vic_mp;(*) Notif. VIC refus medical de PEC pour une MP;0
notifier_rep_tra;Notifier Reprise Travail;0
notifier_res_car_pro;(*) Notifier Réserves Car. Prof.;0
notifier_res_car_pro_dcd;(*) Notifier Réserves Car. Pro. Décès;0
notifier_res_mp;(*) Notifier Réserves M.P.;0
notifier_res_nll;(*) Notifier Réserves NLL;0
notifier_res_rch_mp;(*) Notifier Réserves Rechute M.P.;0
notifier_rpec;Notifier victime reprise en charge;0
notifier_rpec_ad;Notifier AD reprise en charge;0
notifier_rpec_app;Notifier Reprise En Charge Appareillage;0
notifier_rpec_apres_ref_empl;Notification EMPL PEC apres refus;0
notifier_rpec_dcd;Notifier AD reprise en charge décès;0
notifier_rpec_dcd_std;(*)Notifier RPEC Décès + Statut Définitif;0
notifier_rpec_delai;Notifier Vic RPEC Suite Delai;0
notifier_rpec_delai_ad;Notifier AD RPEC Suite Délai;0
notifier_rpec_delai_ep;Notifier Reprise En Charge EP Suite Delai;0
notifier_rpec_delai_mp;(*) Notifier Vic RPEC MP Suite Délai;0
notifier_rpec_delai_mp_ad;Notifier AD RPEC MP Suite Délai;0
notifier_rpec_ep;Notifier Reprise En Charge Entente Préalable;0
notifier_rpec_mp;Notifier VIC reprise en charge MP;0
notifier_rpec_mp_ad;Notifier AD reprise en charge MP;0
notifier_rpec_mp_crrmp;Notifier VIC reprise en charge MP suite CRRMP;0
notifier_rpec_mp_crrmp_ad;Notifier AD reprise en charge MP suite CRRMP;0
notifier_rpec_mp_dcd;Notifier AD RPEC MP Décès;0
notifier_rpec_nll;Notifier Reprise en charge NLL;0
notifier_rpec_rch;Notifier Reprise En Charge Rechute;0
notifier_rpec_vih;Notifier Reprise En Charge SéroConv.;0
notifier_san_dat_tar;Notifier Sanction DAT Tardive;0
not_rpec_apres_ref_empl;Notification EMPL PEC apres refus;0
rappeler_acc_dem_dos;Rappeler Accord Demander Dossier;0
rappeler_acc_dos_dem;Rappeler Accord Dossier Demandé;0
rappeler_acc_dos_trs;Rappeler Attente Réponse Dos. Elect. Transmis;0
rappeler_acc_etr;Rappeler Demande Accord Etranger;0
rappeler_act_pro_mp;Rappeler Victime Quest. M.P. Activité Prof.;0
rappeler_affil_up;Rappeler Dem. Affil. Unité Prod.;0
rappeler_aff_aff;Rappeler Dem. Affil. Serv. Affil.;0
rappeler_aff_imm;Rappeler Dem. Affil. Serv. Immat.;0
rappeler_aff_vic;(*) Rappeler Docu Affil. Victime;0
rappeler_assuj;Rappeler Qualité Assujettissement;0
rappeler_at_benin_cram;Rappeler Accord CRAM Gestion AT Bénin;0
rappeler_aut_ad;Rappeler AD  Autorisation Autopsie;0
rappeler_avis_app;(*) Rappeler Avis Appareillage;0
rappeler_avis_arr;Rappeler Avis Arrêt de Travail;0
rappeler_avis_cot;Rappeler Avis Cdaph;0
rappeler_avis_cur;(*) Rappeler Avis Cure;0
rappeler_avis_dcd;Rappeler Avis Décès;0
rappeler_avis_dmf;Rappeler Avis Décision Médicale Finale;0
rappeler_avis_emp_aty;Rappeler Avis Emp. Atypique;0
rappeler_avis_ep;(*) Rappeler Avis Entente Préalable;0
rappeler_avis_evtspc;(*) Rappelet Avis Soins Post-Consolidation;0
rappeler_avis_gue;(*) Rappeler Avis Guérison;0
rappeler_avis_hos;(*) Rappeler Avis Hospitalisation;0
rappeler_avis_ipp;Rappeler Avis IPP;0
rappeler_avis_med;(*) Rappeler Avis Médical;0
rappeler_avis_med_lib;Rappeler Avis Médical Colloque;0
rappeler_avis_mit;Rappeler Avis Mi-Temps;0
rappeler_avis_mp;Rappeler Avis M.P.;0
rappeler_avis_mp_2a;(*) Rappeler Avis M.P. tableau;0
rappeler_avis_mp_3a;(*) Rappeler Avis M.P. 3ème Alinéa;0
rappeler_avis_mp_4a;(*) Rappeler Avis M.P. 4ème Alinéa;0
rappeler_avis_mp_med_tra;(*) Rappeler Avis M.P. Médecin Travail;0
rappeler_avis_mp_nex;(*) Rappeler Avis M.P. Cond. Adm.Non Examinées;0
rappeler_avis_mp_pneumo;(*) Rappeler Avis M.P. Méd. Pneumo.;0
rappeler_avis_mp_trt;(*) Rappeler Avis Comp. Trait. M.P.;0
rappeler_avis_mtra;Rappeler Avis Médecin du Travail;0
rappeler_avis_nll;Rappeler Avis Nouvelle Lésion;0
rappeler_avis_rce;Rappeler Avis Imputabilité (RCE);0
rappeler_avis_rch;Rappeler Avis Rechute;0
rappeler_avis_ree;Rappeler Avis Rééducation;0
rappeler_avis_soi;Rappeler Avis Soins;0
rappeler_avis_spc;Rappeler Avis SPC;0
rappeler_cmd_ad;Rappeler AD C.M. Décès;0
rappeler_cmf;Rappeler C.M. Final;0
rappeler_cmi;Rappeler C.M. Initial;0
rappeler_cmi_ad;Rappeler AD C.M.Initial;0
rappeler_cmnll;Rappeler C.M. Nouvelle Lésion;0
rappeler_cmp;Rappeler C.M. Prolongation;0
rappeler_cmr;Rappeler C.M. Rechute;0
rappeler_cmspc;Rappeler C.M. Soins Post-Consolidation;0
rappeler_comp_dat;Rappeler Compl. DAT;0
rappeler_comp_dmp;Rappeler Compl. DMP;0
rappeler_cont_acc_ctx;(*) Rappeler Contentieux - Contestation Accident;0
rappeler_cont_app_ctx;(*) Rappeler Contentieux - Contestation APP;0
rappeler_cont_dcd_ctx;(*) Rappeler Contentieux - Contestation Décès;0
rappeler_cont_ep_ctx;(*) Rappeler Contentieux - Contestation E.P.;0
rappeler_cont_mp_ctx;(*) Rappeler Contentieux - Contestation M.P.;0
rappeler_cont_vih_ctx;(*) Rappeler Contentieux - Contestation VIH;0
rappeler_convo_dcd;Rappeler AD Convocation Décès;0
rappeler_cou_lib_ad;(*) Rappeler Courrier Libre Ayant-Droit;0
rappeler_cou_lib_div;Rappeler Courrier Libre Divers;0
rappeler_cou_lib_emp;Rappeler Courrier Libre Employeur;0
rappeler_cou_lib_vic;Rappeler Courrier Libre Victime;0
rappeler_cpl_aut_ad;Rappeler AD Compl. Autorisation Autopsie;0
rappeler_dat;(*) Rappeler Déclaration A.T.;0
rappeler_dat_emp;Rappeler DAT à l'Employeur;0
rappeler_dat_vic;Rappeler DAT à la Victime;0
rappeler_dem_avis_iti;Relancer Avis Médical ITI;0
rappeler_dem_dos_man;Rappeler Demande Doss Papier Autre CPAM (hors SAS);0
rappeler_dem_dos_pap;Rappeler Demande Dossier Papier Autre CPAM;0
rappeler_dmp;Rappeler Déclaration M.P. Victime;0
rappeler_dmp_ad;Rappeler AD DMP;0
rappeler_doc_ad;Rappeler AD Dem. Document;0
rappeler_doc_adm_ad;Rappeler AD Doc. Administratifs;0
rappeler_doc_adm_vic;Rappeler Doc. Administratifs Victime;0
rappeler_doc_vic;Rappeler Documents Victime;0
rappeler_dos_cp;Rappeler Dossier CPAM;0
rappeler_dos_mp_c3m;(*) Rappeler dossier MP transmis C3M;0
rappeler_dos_mp_crrmp;Rappeler Dossier MP transmis au CRRMP;0
rappeler_dos_mp_pne;(*) Rappeler dossier MP transmis à Méd. Pneumo.;0
rappeler_enq_adm;Rappeler Enq. Adm.;0
rappeler_enq_adm_mp;Rappeler Enq. Adm. M.P.;0
rappeler_enq_adm_mp_aut;Rappeler Enq. Adm. M.P. autre empl.;0
rappeler_enq_ext;Rappeler Enquête Extérieure;0
rappeler_enq_ext_mp;Rappeler Enquête Extérieure M.P.;0
rappeler_enq_ext_mp_aut;Rappeler Enq. Ext. M.P. autre empl;0
rappeler_enq_leg;(*) Rappeler Enq. Légale;0
rappeler_enq_leg_dcd;(*) Rappeler Enq. Légale Décès;0
rappeler_exp_app;(*) Rappeler Expertise Appareillage;0
rappeler_exp_arr;(*) Rappeler Expertise Arrêt de Travail;0
rappeler_exp_cure;(*) Rappeler Expertise Cure;0
rappeler_exp_dcd;(*) Rappeler Dem. Expertise Décès;0
rappeler_exp_dmf;(*) Rappeler Expertise Décision Médicale Finale;0
rappeler_exp_ep;(*) Rappeler Expertise Entente Préalable;0
rappeler_exp_evtspc;(*) Rappeler Expertise Soins Post-Consolidation;0
rappeler_exp_hos;(*) Rappeler Expertise Hospitalisation;0
rappeler_exp_mp;(*) Rappeler Expertise M.P.;0
rappeler_exp_nll;(*) Rappeler Expertise Nlle Lésion;0
rappeler_exp_rce;(*) Rappeler Expertise Rel. Cause Effet;0
rappeler_exp_rch;(*) Rappeler Expertise Rechute;0
rappeler_exp_ree;(*) Rappeler Expertise Rééducation;0
rappeler_exp_soi;(*) Rappeler Expertise Soins;0
rappeler_exp_spc;(*) Rappeler Expertise Soins Post Conso.;0
rappeler_exp_vih;(*) Rappeler Expertise SéroConv.;0
rappeler_fix_c3m;(*) Rappeler Nlle Fix. Répar. Coll. 3 Méd.;0
rappeler_fix_pneumo;(*) Rappeler Nlle Fix. Répar. Méd. Pneumo.;0
rappeler_interv;(*) Rappeler Doc. Divers Intervenants;0
rappeler_mot_dat_tar;Rappeler Motif DAT Tardive;0
rappeler_pie_ree;(*) Rappeler Pièces Rééducation;0
rappeler_prol_vic;(*) Rappeler Prolongation Victime;0
rappeler_rapport_police;Rappeler Rapport de Police;0
rappeler_rch_vic;(*) Rappeler Certif. Rechute Victime;0
rappeler_rec_dmp;Rappeler Vic. Récept. DMP + Quest. Compl.;0
rappeler_rec_dmp_avis;Rappeler Emp. Récept. DMP Vic. + Avis Méd. Trav.;0
rappeler_rec_mp_ic;Rappeler Reconn. M.P. Ing. Conseil;0
rappeler_rec_mp_it;Rappeler Reconn. M.P. Insp. Travail;0
rappeler_rens_ad;Rappeler Dem. AD Renseignements;0
rappeler_rens_emp;Rappeler Dem. Rens. Employeur;0
rappeler_rens_inf_pre;(*) Rappeler Vic. - Rens. Infirm. Préexistantes;0
rappeler_rens_med;Rappeler Rens. Autre Médecin;0
rappeler_rens_mp_autre_emp;Rappeler Dem. Rens. M.P. Autre Employeur;0
rappeler_rens_mp_emp;Rappeler Dem. Rens. M.P. Employeur;0
rappeler_rens_mp_emp_a;Rappeler Dem. Rens. MP Empl. Annexe A;0
rappeler_rens_mt;Rappeler Dem. Rens. M.Traitant;0
rappeler_rens_tar_cpam;Rappeler Dem. Rens. CPAM Suivi Empl DAT Tardive;0
rappeler_rens_tar_cram;Rappeler Dem. Rens. CRAM DAT tardive;0
rappeler_rens_tem;Rappeler Dem. Rens. Témoin ou Tiers;0
rappeler_rens_tie;Rappeler Dem. Rens. Tiers;0
