GM7_GHM_COD;CMD_COD;GHM_LIB;TEC_COL
839;24;Autres motifs de recours chez un patient diabétique, en ambulatoire;0
858;15;Nouveau-nés de 1500 g à 1999 g, avec problème majeur ou sévère;0
859;15;Nouveau-nés de 2500 g et plus, avec autre problème significatif;0
860;15;Nouveau-nés de 2500 g et plus, avec problème sévère;0
861;15;Autres problèmes post-néonatals précoces;0
862;15;Transferts précoces de nouveau-nés vers un autre établissement;0
863;15;Nouveau-nés de moins de 1000 g, décédés;0
864;15;Nouveau-nés de moins de 1000 g, sortis en vie;0
865;15;Nouveau-nés de 1000 g à 1499 g, décédés;0
866;15;Nouveau-nés de 1000 g à 1499 g, sortis en vie;0
867;15;Nouveau-nés de 1500 g et plus, décédés;0
868;15;Nouveau-nés de 1500 g à 1499 g, sans problème significatif;0
365;9;Greffes de peau et/ou parages de plaie pour ulcère cutané ou cellulite, âge inférieur à 70 ans sans CMA;0
229;6;Interventions réparatrices pour hernies inguinales et crurales, âge de 18 à 69 ans sans CMA;0
230;6;Interventions réparatrices pour hernies et éventrations, âge inférieur à 18 ans;0
231;6;Interventions sur le rectum et l'anus autres que les résections rectales, âge supérieur à 69 ans et/ou CMA;0
232;6;Interventions sur le rectum et l'anus autres que les résections rectales, âge inférieur à 70 ans sans CMA;0
233;6;Autres interventions sur le tube digestif, âge supérieur à 69 ans et/ou CMA;0
234;6;Autres interventions sur le tube digestif, âge inférieur à 70 ans sans CMA;0
246;6;Tumeurs malignes du tube digestif, âge supérieur à 69 ans et/ou CMA;0
247;6;Tumeurs malignes du tube digestif, âge inférieur à 70 ans sans CMA;0
248;6;Hémorragies digestives, âge supérieur à 69 ans et/ou CMA;0
249;6;Hémorragies digestives, âge inférieur à 70 ans sans CMA;0
250;6;Ulcères gastro-duodénaux compliqués;0
251;6;Ulcères gastro-duodénaux non compliqués, âge supérieur à 69 ans et/ou CMA;0
252;6;Ulcères gastro-duodénaux non compliqués, âge inférieur à 70 ans sans CMA;0
253;6;Maladies inflammatoires de l'intestin;0
254;6;Occlusions intestinales non dues à une hernie, âge supérieur à 69 ans et/ou CMA;0
255;6;Occlusions intestinales non dues à une hernie, âge inférieur à 70 ans sans CMA;0
256;6;Gastro-entérites et maladies diverses du tube digestif, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
257;6;Gastro-entérites et maladies diverses du tube digestif, âge de 18 à 69 ans sans CMA;0
258;6;Gastro-entérites et maladies diverses du tube digestif, âge inférieur à 18 ans;0
317;8;Interventions sur la main et le poignet pour une affection autre qu'un kyste synovial;0
318;8;Arthroscopies;0
319;8;Autres interventions portant sur l'appareil musculo-squelettique et le tissu conjonctif, âge supérieur à 69 ans et/ou CMA;0
320;8;Autres interventions portant sur l'appareil musculo-squelettique et le tissu conjonctif, âge inférieur à 70 ans sans CMA;0
335;8;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur;0
336;8;Fractures de la hanche et du bassin;0
337;8;Entorses et luxations du bassin et de la hanche;0
338;8;Ostéomyélites;0
339;8;Fractures pathologiques et affections malignes de l'appareil musculo- squelettique et du tissu conjonctif;0
340;8;Affections du tissu conjonctif, âge supérieur à 69 ans et/ou CMA;0
341;8;Affections du tissu conjonctif, âge inférieur à 70 ans sans CMA;0
342;8;Arthrites septiques;0
343;8;Pathologies rachidiennes relevant d'un traitement médical;0
585;17;Chimiothérapie pour leucémie aiguë;0
586;17;Chimiothérapie pour autre tumeur, avec CMA;0
587;17;Chimiothérapie pour autre tumeur, sans CMA;0
589;17;Lymphomes ou leucémies, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
590;17;Lymphomes ou leucémies, âge de 18 à 69 ans sans CMA;0
591;17;Lymphomes ou leucémies, âge inférieur à 18 ans;0
592;17;Radiothérapie et surveillance;0
391;9;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
392;9;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge de 18 à 69 ans sans CMA;0
393;9;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge inférieur à 18 ans;0
262;6;Affections du tube digestif avec CMAS;0
620;19;Névroses autres que les névroses dépressives;0
621;19;Troubles de la personnalité et du comportement avec réactions impulsives;0
622;19;*** Troubles mentaux d'origine organique et retard mental;0
225;6;Appendicectomies non compliquées, âge inférieur à 70 ans sans CMA;0
226;6;Interventions réparatrices pour hernies et éventrations à l'exception des hernies inguinales et crurales, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
227;6;Interventions réparatrices pour hernies et éventrations à l'exception des hernies inguinales et crurales, âge de 18 à 69 ans sans CMA;0
228;6;Interventions réparatrices pour hernies inguinales et crurales, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
875;15;Nouveau-nés de 2500 g et plus, avec problème majeur;0
876;15;!** Nouveau-nés de 2500 g et plus, avec autre problème significatif;0
877;15;Nouveau-nés de 2000 g à 2499 g, avec autre problème significatif;0
878;15;Nouveau-nés de 2000 g à 2499 g, sans problème significatif;0
879;15;Nouveau-nés de 1500 g à 1499 g, avec autre problème significatif;0
880;24;@Décès immédiat;0
885;24;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, en ambulatoire;0
886;24;Cathétérismes cardiaques ou coronarographies, en ambulatoire;0
887;24;Lithotritie extracorporelle de l'appareil urinaire, en ambulatoire;0
890;24;@Transfert immédiat;0
900;90;@Erreurs détectées par les contrôles effectués sur les RUM et leur séquencement;0
901;90;@Actes sans relation avec le diagnostic principal;0
902;90;@Diagnostic invalide comme diagnostic principal, dans certaines circonstances;0
903;90;@Autres erreurs détectées dans le parcours de l'arbre de groupage;0
267;7;*** Interventions majeures sur le foie, le pancréas ou les veines porte ou cave;0
268;7;*** Interventions mineures sur le foie, le pancréas ou les veines porte ou cave;0
269;7;Interventions sur les voies biliaires, autres que les cholécystectomies, âge supérieur à 69 ans et/ou CMA;0
270;7;Interventions sur les voies biliaires, autres que les cholécystectomies, âge inférieur à 70 ans sans CMA;0
271;7;Cholécystectomies avec exploration de la voie biliaire principale, âge supérieur à 69 ans et/ou CMA;0
272;7;Cholécystectomies avec exploration de la voie biliaire principale, âge inférieur à 70 ans sans CMA;0
273;7;Cholécystectomies sans exploration de la voie biliaire principale, âge supérieur à 69 ans et/ou CMA;0
274;7;Cholécystectomies sans exploration de la voie biliaire principale, âge inférieur à 70 ans sans CMA;0
275;7;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour des affections malignes;0
276;7;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour des affections non malignes;0
277;7;Autres interventions sur le système hépato-biliaire et pancréatique;0
279;27;Transplantations pancréatiques;0
280;27;Transplantations hépatiques;0
284;7;Hépatites alcooliques et cirrhoses;0
285;7;Affections malignes du système hépato-biliaire ou du pancréas;0
286;7;Affections non malignes du pancréas;0
84;3;Interventions sur la bouche sans CMA;0
94;3;Tumeurs malignes des oreilles, du nez, de la gorge ou de la bouche;0
714;24;@Affections de la CMD n°14 : ambulatoire, avec autre acte opératoire de la CMD n°14;0
716;24;@Affections de la CMD n°16 : ambulatoire, avec acte opératoire de la CMD n°16;0
717;24;@Affections de la CMD n°17 : ambulatoire, avec acte opératoire;0
718;24;@Affections de la CMD n°18 : ambulatoire, avec acte opératoire;0
719;24;@Affections de la CMD n°19 : ambulatoire, avec acte opératoire;0
721;24;@Affections de la CMD n°21 : ambulatoire, avec acte opératoire de la CMD n°21;0
722;24;@Affections de la CMD n°22 : ambulatoire, avec acte opératoire de la CMD n°22;0
723;24;@Motifs de recours de la CMD n°23 : ambulatoire, avec acte opératoire;0
761;24;Libération du canal carpien, en ambulatoire;0
762;24;Interventions sur le cristallin, en ambulatoire;0
763;24;Amygdalectomies et/ou adénoïdectomies, en ambulatoire;0
764;24;Drains transtympaniques, en ambulatoire;0
765;24;Ligatures de veines et éveinages, en ambulatoire;0
766;24;Interventions réparatrices pour hernies abdominales, en ambulatoire;0
767;24;Interventions sur le rectum et l'anus, en ambulatoire;0
768;24;Résections osseuses localisées et ablations de matériel de fixation, en ambulatoire;0
769;24;Interventions sur la main, en ambulatoire;0
770;24;Arthroscopies, en ambulatoire;0
771;24;Interventions transurétrales, sauf prostatectomie, en ambulatoire;0
772;24;Interventions sur les testicules, en ambulatoire;0
773;24;Circoncisions, en ambulatoire;0
774;24;Interventions sur le système utéro-annexiel, en ambulatoire;0
775;24;Interventions sur la vulve, le vagin et le col utérin, en ambulatoire;0
776;24;Dilatations et curetages en dehors de la grossesse, et conisation, en ambulatoire;0
287;7;Affections hépatiques à l'exception des tumeurs malignes, des cirrhoses, des hépatites alcooliques, âge supérieur à 69 ans et/ou CMA;0
288;7;Affections hépatiques à l'exception des tumeurs malignes, des cirrhoses, des hépatites alcooliques, âge inférieur à 70 ans sans CMA;0
289;7;Affections des voies biliaires, âge supérieur à 69 ans et/ou CMA;0
290;7;Affections des voies biliaires, âge inférieur à 70 ans sans CMA;0
904;90;@Erreurs détectées dans les RSA par le logiciel MAHOS;0
908;90;@Reclassement des séjours en hospitalisation complète mentionnant un acte sans relation avec le diagnostic principal;0
909;90;@Reclassement des séjours ambulatoires mentionnant un acte sans relation avec le diagnostic principal;0
421;10;Troubles métaboliques ou nutritionnels divers, âge de 18 à 69 ans sans CMA;0
422;10;Troubles métaboliques ou nutritionnels divers, âge inférieur à 18 ans;0
423;10;Maladies métaboliques congénitales;0
424;10;Autres troubles endocriniens, âge supérieur à 69 ans et/ou CMA;0
425;10;Autres troubles endocriniens, âge inférieur à 70 ans sans CMA;0
426;10;Interventions pour affections endocriniennes, métaboliques et nutritionnelles, avec CMAS;0
291;7;Interventions sur le foie, le pancréas et les veines porte ou cave, âge supérieur à 69 ans et/ou CMA;0
292;7;Interventions sur le foie, le pancréas et les veines porte ou cave, âge inférieur à 70 ans sans CMA;0
293;7;Affections du système hépato-biliaire et du pancréas avec CMAS;0
294;8;Interventions majeures multiples sur les genoux et/ou les hanches;0
295;8;Interventions majeures sur les articulations et greffes de membres;0
296;8;Interventions sur la hanche et le fémur, autres que les interventions majeures, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
297;8;Interventions sur la hanche et le fémur, autres que les interventions majeures, âge de 18 à 69 ans sans CMA;0
298;8;Interventions sur la hanche et le fémur, autres que les interventions majeures, âge inférieur à 18 ans;0
299;8;Greffes de peau pour maladie de l'appareil musculo-squelettique ou du tissu conjonctif;0
300;8;Amputations pour affections de l'appareil musculo-squelettique et du tissu conjonctif;0
301;8;Interventions sur le rachis, âge supérieur à 69 ans et/ou CMA;0
172;5;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle;0
178;5;Infarctus aigu du myocarde avec complications cardio-vasculaires et sortie en vie de l'établissement;0
179;5;Infarctus aigu du myocarde sans complication cardio-vasculaire;0
180;5;Infarctus aigu du myocarde avec décès;0
181;5;Cathétérismes cardiaques ou coronarographies avec pathologie cardiaque sévère en dehors d'un infarctus aigu du myocarde;0
182;5;Cathétérismes cardiaques ou coronarographies pour une pathologie autre;0
183;5;Endocardites aiguës et subaiguës;0
184;5;Insuffisances cardiaques et états de choc circulatoire;0
185;5;Thrombophlébites veineuses profondes;0
186;5;Arrêt cardiaque;0
187;5;Troubles vasculaires périphériques, âge supérieur à 69 ans et/ou CMA;0
188;5;Troubles vasculaires périphériques, âge inférieur à 70 ans sans CMA;0
189;5;Athérosclérose coronarienne, âge supérieur à 69 ans et/ou CMA;0
190;5;Athérosclérose coronarienne, âge inférieur à 70 ans sans CMA;0
191;5;Hypertension artérielle;0
192;5;Cardiopathies congénitales et valvulopathies, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
193;5;Cardiopathies congénitales et valvulopathies, âge de 18 à 69 ans sans CMA;0
194;5;Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans;0
195;5;Arythmies et troubles de la conduction cardiaque, âge supérieur à 69 ans et/ou CMA;0
777;24;Dilatations et curetages au cours de la grossesse, en ambulatoire;0
801;24;@Affections de la CMD n°01 : ambulatoire, sans acte opératoire de la CMD n°01;0
456;11;Infections des reins et des voies urinaires, âge inférieur à 18 ans;0
457;11;Lithiases urinaires, âge supérieur à 69 ans et/ou CMA;0
458;11;Lithiases urinaires, âge inférieur à 70 ans sans CMA;0
302;8;Interventions sur le rachis, âge inférieur à 70 ans sans CMA;0
303;8;Biopsies ostéo-articulaires;0
304;8;Interventions sur l'humérus ou sur le membre inférieur à l'exception de la hanche, du fémur et du pied, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
24;1;Infections du système nerveux à l'exception des méningites virales;0
25;1;Méningites virales;0
26;1;*** Encéphalopathies hypertensives;0
27;1;Troubles de la conscience et comas d'origine non traumatique;0
28;1;Convulsions, épilepsies et céphalées, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
29;1;Convulsions, épilepsies et céphalées, âge de 18 à 69 ans sans CMA;0
30;1;Convulsions, épilepsies et céphalées, âge inférieur à 18 ans;0
31;1;*** Troubles de la conscience et comas d'origine traumatique, âge supérieur à 69 ans et/ou CMA;0
32;1;*** Troubles de la conscience et comas d'origine traumatique, âge de 18 à 69 ans sans CMA;0
33;1;*** Troubles de la conscience et comas d'origine traumatique, âge inférieur à 18 ans;0
34;1;*** Commotion cérébrale, âge supérieur à 69 ans et/ou CMA;0
35;1;*** Commotion cérébrale, âge de 18 à 69 ans sans CMA;0
36;1;*** Commotion cérébrale, âge inférieur à 18 ans;0
37;1;Autres affections du système nerveux, âge supérieur à 69 ans et/ou CMA;0
38;1;Autres affections du système nerveux, âge inférieur à 70 ans sans CMA;0
39;1;Interventions pour affections du système nerveux, sauf craniotomie, avec CMAS;0
40;1;Affections du système nerveux, avec CMAS;0
41;1;Lésions traumatiques intracrâniennes sévères, âge supérieur à 69 ans et/ou CMA;0
42;1;Lésions traumatiques intracrâniennes sévères, âge inférieur à 70 ans sans CMA;0
43;1;Autres lésions traumatiques intracrâniennes, sauf commotions, âge supérieur à 69 ans et/ou CMA;0
44;1;Autres lésions traumatiques intracrâniennes, sauf commotions, âge inférieur à 70 ans sans CMA;0
45;1;Commotions cérébrales, âge supérieur à 69 ans et/ou CMA;0
46;1;Commotions cérébrales, âge inférieur à 70 ans sans CMA;0
48;2;Interventions sur la rétine;0
49;2;Interventions sur l'orbite;0
50;2;Interventions primaires sur l'iris;0
51;2;Interventions sur le cristallin avec ou sans vitrectomie;0
623;19;*** Psychoses;0
624;19;Maladies et troubles mentaux de l'enfance;0
625;19;Autres troubles mentaux;0
626;19;Troubles mentaux d'origine organique et retards mentaux, âge inférieur à 81 ans;0
627;19;Psychoses, âge inférieur à 81 ans;0
629;20;Toxicomanies non éthyliques avec dépendance;0
630;20;Abus de drogues non éthyliques sans dépendance;0
631;20;Éthylisme avec dépendance;0
632;20;Éthylisme aigu;0
633;20;Troubles mentaux organiques induits par l'alcool ou d'autres substances;0
634;19;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 80 ans;0
635;19;Psychoses, âge supérieur à 80 ans;0
636;21;Greffes de peau pour lésions autres que des brûlures;0
637;21;Parages de plaies pour lésions autres que des brûlures;0
638;21;Interventions sur la main ou le poignet à la suite de blessures;0
639;21;Autres interventions pour blessures ou complications d'acte, âge supérieur à 69 ans et/ou CMA;0
640;21;Autres interventions pour blessures ou complications d'acte, âge inférieur à 70 ans sans CMA;0
642;21;Interventions pour traumatismes, allergies et empoisonnements, avec CMAS;0
643;21;Traumatismes, allergies et empoisonnements, avec CMAS;0
644;21;Traumatismes complexes, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
645;21;Traumatismes complexes, âge de 18 à 69 ans sans CMA;0
646;21;Traumatismes complexes, âge inférieur à 18 ans;0
647;21;Réactions allergiques non classées ailleurs, âge supérieur à 17 ans;0
459;11;Signes et symptômes concernant les reins et les voies urinaires, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
460;11;Signes et symptômes concernant les reins et les voies urinaires, âge de 18 à 69 ans sans CMA;0
461;11;Signes et symptômes concernant les reins et les voies urinaires, âge inférieur à 18 ans;0
462;11;Rétrécissement urétral, âge supérieur à 69 ans et/ou CMA;0
463;11;Rétrécissement urétral, âge inférieur à 70 ans sans CMA;0
464;11;*** Rétrécissement urétral, âge inférieur à 18 ans;0
465;11;Autres affections des reins et des voies urinaires, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
466;11;Autres affections des reins et des voies urinaires, âge de 18 à 69 ans sans CMA;0
467;11;Autres affections des reins et des voies urinaires, âge inférieur à 18 ans;0
468;11;Interventions pour affections des reins et des voies urinaires, avec CMAS;0
469;11;Affections des reins et des voies urinaires, avec CMAS;0
470;11;Insuffisance rénale, avec dialyse;0
471;11;Insuffisance rénale, sans dialyse;0
474;12;Interventions pelviennes majeures chez l'homme avec CMA;0
475;12;Interventions pelviennes majeures chez l'homme sans CMA;0
476;12;Interventions sur le pénis;0
477;12;Prostatectomies transurétrales, âge supérieur à 69 ans et/ou CMA;0
478;12;Prostatectomies transurétrales, âge inférieur à 70 ans sans CMA;0
479;12;Interventions sur les testicules pour des tumeurs malignes;0
480;12;Interventions sur les testicules pour des affections non malignes, âge supérieur à 17 ans;0
196;5;Arythmies et troubles de la conduction cardiaque, âge inférieur à 70 ans sans CMA;0
197;5;Angine de poitrine;0
198;5;Syncopes et lipothymies, âge supérieur à 69 ans et/ou CMA;0
199;5;Syncopes et lipothymies, âge inférieur à 70 ans sans CMA;0
648;21;Réactions allergiques non classées ailleurs, âge inférieur à 18 ans;0
649;21;Effets toxiques des médicaments et autres produits, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
650;21;Effets toxiques des médicaments et autres produits, âge de 18 à 69 ans sans CMA;0
651;21;Effets toxiques des médicaments et autres produits, âge inférieur à 18 ans;0
910;90;@Erreurs d'implémentation de la fonction groupage ou erreur d'exécution d'un programme.;0
565;27;Autogreffes de cellules souches hématopoïétiques;0
566;16;Interventions sur la rate, âge supérieur à 17 ans;0
567;16;Interventions sur la rate, âge inférieur à 18 ans;0
568;16;Autres interventions pour affections du sang et des organes hématopoïétiques;0
569;16;Interventions pour affections du sang et des organes hématopoïétiques, avec CMAS;0
570;16;Affections du sang et des organes hématopoïétiques, avec CMAS;0
571;16;Troubles de la lignée érythrocytaire, âge supérieur à 17 ans;0
572;16;Troubles de la lignée érythrocytaire, âge inférieur à 18 ans;0
573;16;Troubles de la coagulation;0
574;16;Affections du système réticulo-endothélial ou immunitaire, âge supérieur à 69 ans et/ou CMA;0
575;16;Affections du système réticulo-endothélial ou immunitaire, âge inférieur à 70 ans sans CMA;0
576;17;Interventions pour affections myéloprolifératives et tumeurs de siège imprécis ou diffus, avec CMAS;0
577;17;Affections myéloprolifératives et tumeurs de siège imprécis ou diffus, avec CMAS;0
578;17;Interventions majeures au cours de lymphomes ou de leucémies;0
579;17;Autres interventions au cours de lymphomes ou de leucémies, âge supérieur à 69 ans et/ou CMA;0
580;17;Autres interventions au cours de lymphomes ou de leucémies, âge inférieur à 70 ans sans CMA;0
