PRS_NAT;PRS_NAT_STA;PRS_NAT_CB2;PRS_NAT_LIB;TDM_NAT_AFF;PRS_NAT_TDM;NAT_CPL_ACT;CCA_CPL_COD;PRN_AID_TOP;PRS_SPP_TOP;TOP_SNI;TYA_COD;CEL_TYP;TOP_PRS_SOI;PRS_NAT_RGT;TOP_TRF_OPP;PRS_NAT_OBS;TEC_COL
3367;99;BMS;BILAN MEDICATION SANS CHANGEMENT DE TRAITEMENT;9;99;0;;0;;0;Z;21;0;12;;;0
3368;99;AC2;ACCOMPAGNEMENT CHIMIOTHERAPIE AUTRES TRAITEMENTS ANTICANCEREUX (PREMIERE ANNEE);9;99;0;;0;;0;Z;21;0;12;;;0
3369;99;DAD;CODE TRACEUR DISPENSATION ADAPTEE;9;99;0;;1;;0;Z;21;0;12;;;0
3370;99;AC3;ACCOMPAGNEMENT CHIMIOTHERAPIE SOUS TRAITEMENTS ANTICANCEREUX AU LONG COURS;9;99;0;;0;;0;Z;21;0;12;;;0
3371;99;RTR;PAIEMENT PONCTUEL PHARMACIE COVID;9;99;0;;0;;0;Z;21;0;0;;;0
3372;99;CTR;PAIEMENT PONCTUEL PHARMACIE;9;99;0;;0;;0;Z;21;0;0;;;0
3373;99;PH9;PHARMACIE EN SUS DU GMT;9;99;0;;0;;0;Z;22;0;0;;;0
3374;99;KGP;KIT ANTI-GRIPPE;9;99;0;;1;;1;Z;21;0;12;;fermé le 31/05/2010;0
3375;99;;REMUNERATION PHARMACIENS POUR VACCINS H1N1;9;99;0;;1;;1;Z;;0;12;;Pas  d information sur la prestation;0
3376;99;AC4;ACCOMPAGNEMENT CHIMIOTHERAPIE AUTRES TRAITEMENTS ANTICANCEREUX;9;99;0;;0;;0;Z;21;0;12;;;0
3377;99;SPO;SPECIALITE PHARMACEUTIQUE ONEREUSE SSR;9;99;0;;0;;0;Z;22;0;0;;;0
3378;99;CTR;CONTESTATION ROSP TRANSMISSION RPPS;9;99;0;;0;;0;Z;21;0;0;;PRESTATION PLUS UTILISEE DEPUIS 28/02/2018;0
3379;99;HDS;Honoraire de dispensation spécifique vaccins anti grippaux Hémisphère Sud;9;99;0;;0;;1;Z;21;0;12;;;0
3380;99;HC;HONO DISP COMP;9;99;0;;0;;1;Z;21;0;12;;;0
3381;99;PPI;PREPARATION PHARMACEUTIQUE INDIVIDUALISEE (ALLERGENES);9;99;0;;1;;1;Z;21;0;5;;;0
3382;99;PDP;PRISE EN CHARGE DEROGATOIRE PHARMACIE;9;99;0;;0;;1;Z;21;0;12;;;0
3383;99;HD1;HONO DISP 1;9;99;0;;0;;1;Z;21;0;12;;;0
3384;99;HD2;HONO DISP 2;9;99;0;;0;;1;Z;21;0;12;;;0
3385;99;HD4;HONO DISP 4;9;99;0;;0;;1;Z;21;0;12;;;0
3386;99;HD7;HONO DISP 7;9;99;0;;0;;1;Z;21;0;12;;;0
0;99;;SANS OBJET;9;99;0;;0;;0;Z;;0;0;;;2
1054;99;BTC;BILAN MRTC;9;99;0;;1;;0;C;20;0;1;;;0
1055;99;STC;SUIVI MRTC;9;99;0;;1;;0;C;20;0;1;;;0
1056;99;JC;TELECONSULTATION GENERALISTE IVG;9;99;0;;1;;1;C;20;0;18;;;0
1057;99;JCS;TELECONSULTATION SPECIALISTE IVG;9;99;0;;1;;1;C;20;0;18;;;0
1058;99;COJ;EXAMEN OBLIGATOIRE ENFANT COJ;9;99;0;;1;;1;C;20;0;1;1;;0
1059;99;COK;EXAMEN OBLIGATOIRE ENFANT COK;9;99;0;;1;;1;C;20;0;1;1;;0
1060;99;MGM;MAJORATION GYNECO MEDICALE;9;99;1;6;0;1;1;C;20;0;1;;;0
1061;99;MP;MAJORATION PSY ENFANT;9;99;1;6;0;1;1;C;20;0;1;;;0
1062;99;RDC;CDE CONGE PARENTAL;9;99;0;;0;;1;Z;21;0;47;;;0
1063;99;RDB;CDE CONGE MALADIE;9;99;0;;0;;1;Z;21;0;47;;;0
1064;99;RDA;CDE GARANTIE REVENU 1ERE ANNEE;9;99;0;;0;;1;Z;21;0;47;;;0
1065;99;PDE;FORFAIT EFFECTEUR SAS;9;99;0;;0;;1;Z;21;0;31;;;0
1066;99;PDR;FORFAIT REGULATEUR SAS;9;99;0;;0;;1;Z;21;0;31;;;0
1067;99;SU3;SUPPLEMENT URGENCE CCMU 3;9;99;1;13;0;;1;Z;20;0;1;;;0
1068;99;SAS;SUPP. AVIS DE SPECIALISTE;9;99;1;13;0;;1;Z;20;0;1;;;0
1069;99;SIC;SUPP. IMAGERIE EN COUPE;9;99;1;13;0;;1;Z;20;0;1;;;0
1070;99;SB2;BIO MEDICALE CLASSE AGE 2;9;99;1;13;0;;1;Z;20;0;1;;;0
1071;99;SB3;BIO MEDICALE CLASSE AGE 3;9;99;1;13;0;;1;Z;20;0;1;;;0
1072;99;SUN;SUPP. NUIT MEDECIN URGENTISTE;9;99;1;13;0;;1;Z;20;0;1;;;0
1073;99;SUF;SUPP DIMANCHE/FERIE -URGENTISTE;9;99;1;13;0;;1;Z;20;0;1;;;0
1074;99;SSN;SUPP NUIT SPE/BIO/IMAGERIE;9;99;1;13;0;;1;Z;20;0;1;;;0
1075;99;SSF;SUP DIMANCHE/FERIE SPE/BIO/IMAGE;9;99;1;13;0;;1;Z;20;0;1;;;0
1076;99;SNP;CODE TRACEUR SAS;9;99;0;;0;;1;C;20;0;1;;;0
1077;99;SU2;SUPPLEMENT URGENCE CCMU 2;9;99;1;13;0;;1;Z;20;0;1;;;0
1078;99;SUB;SUPPLEMENT URGENCE BIOLOGIE;9;99;1;13;0;;1;Z;20;0;1;;;0
1079;99;SIM;SUPPLEMENT URGENCE IMAGERIE;9;99;1;13;0;;1;Z;20;0;1;;;0
1080;99;SUM;SUPPLEMENT URGENCE MODE ARRIVEE;9;99;1;13;0;;1;Z;20;0;1;;;0
1081;99;FU1;FORFAIT CONSULTATION URGENCE 1;9;99;0;;0;;1;Z;20;0;1;;;0
1082;99;FU2;FORFAIT CONSULTATION URGENCE 2;9;99;0;;0;;1;Z;20;0;1;;;0
1083;99;FU3;FORFAIT CONSULTATION URGENCE 3;9;99;0;;0;;1;Z;20;0;1;;;0
1084;99;FU4;FORFAIT CONSULTATION URGENCE 4;9;99;0;;0;;1;Z;20;0;1;;;0
1085;99;GCO;CONSULTATION PROTOCOLE COOPERATIF;9;99;0;;1;;0;C;20;0;0;;;0
1086;99;TFS;TELESOINS SF;9;99;0;;1;;1;Z;20;0;33;;;0
1087;99;R7P;AIDE ASSISTANT MEDICAL  COMPLEMENT;9;99;0;;0;;1;Z;21;0;47;;;0
1088;99;P7P;AIDE ASSISTANT MEDICAL;9;99;0;;0;;1;Z;21;0;47;;;0
1089;99;COM;EXAMEN OBLIGATOIRE ENFANT COM;9;99;0;;1;;1;C;20;0;1;1;;0
1090;99;COH;EXAMEN OBLIGATOIRE ENFANT COH;9;99;0;;1;;1;C;20;0;1;1;;0
1091;99;COD;EXAMEN OBLIGATOIRE ENFANT COD;9;99;0;;1;;1;C;20;0;1;1;;0
1092;99;COG;EXAMEN OBLIGATOIRE ENFANT COG;9;99;0;;1;;1;C;20;0;1;1;;0
1093;99;COB;EXAMEN OBLIGATOIRE ENFANT COB;9;99;0;;1;;1;C;20;0;1;1;;0
1094;99;COA;EXAMEN OBLIGATOIRE ENFANT COA;9;99;0;;1;;1;C;20;0;1;1;;0
1095;99;MTJ;MAJORATION SPECIFIQUE MOINS DE 16 ANS MAYOTTE;9;99;1;23;0;;1;Z;20;0;1;1;ferme le 01/09/2019;0
1096;99;TTE;TELECONSULTATION MEDECIN TRAITANT AVEC EHPAD;9;99;0;;0;;1;C;20;0;1;;ferme le 14/09/2018;0
1097;99;TDT;TELE EXPERTISE DOSSIER TRAITANT;9;99;0;;0;;1;C;20;0;1;;ferme le 09/02/2019;0
1098;99;U03;CONSULTATION CCMU 3;9;99;0;;0;;1;C;20;0;1;1;;0
1099;99;U45;CONSULTATION CCMU 4 ET 5;9;99;0;;0;;1;C;20;0;1;1;;0
1100;99;RNM;PROTOCOLE MURAINE - BILAN VISUEL;9;99;0;;1;;1;C;20;0;1;1;;0
1101;99;APU;AVIS PONCTUEL DE CONSULTANT PUPH;9;99;0;;1;1;1;C;20;0;1;1;;0
1102;99;APY;AVIS PONCTUEL DE CONSULTANT PSYCHIATRE;9;99;0;;1;1;1;C;20;0;1;1;;0
1103;99;APC;AVIS PONCTUEL DE CONSULTANT DU MEDECIN;9;99;0;;1;1;1;C;20;0;1;1;;0
1104;99;COE;CONSULTATION OBLIGATOIRE ENFANT;9;99;0;;1;;1;C;20;0;1;1;;0
1105;99;CCX;CONSULTATION COMPLEXE;9;99;0;;1;;1;C;20;0;1;1;;0
1106;99;MCX;MAJORATION CONSULTATION COMPLEXE;9;99;1;22;0;;1;C;20;0;1;1;;0
1107;99;CCE;CONSULTATION TRES COMPLEXE ENFANT;9;99;0;;1;;1;C;20;0;1;1;;0
3387;99;HG1;HONO DISP GC 1;9;99;0;;0;;1;Z;21;0;12;;;0
3388;99;HG2;HONO DISP GC 2;9;99;0;;0;;1;Z;21;0;12;;;0
3389;99;HG4;HONO DISP GC 4;9;99;0;;0;;1;Z;21;0;12;;;0
3390;99;HG7;HONO DISP GC 7;9;99;0;;0;;1;Z;21;0;12;;;0
3391;99;ROP;REMU  OBJECTIF - PHARMACIEN;9;99;0;;0;;0;Z;21;0;0;;;0
3392;99;COP;REMU OBJECTIF - PHARMACIEN COMPLEMENT;9;99;0;;0;;0;Z;21;0;0;;;0
3393;99;AVK;ROSP AVK;9;99;0;;0;;0;Z;21;0;0;;;0
3394;99;CVK;ROSP AVK COMPLEMENT;9;99;0;;0;;0;Z;21;0;0;;;0
3395;99;PPH;Plan personnalisé de santé pharmacie;9;99;0;;0;;1;Z;21;0;12;;;0
3396;99;AHM;ROSP ASTHME;9;99;0;;0;;0;Z;21;0;0;;;0
3397;99;CHM;ROSP ASTHME COMPLEMENT;9;99;0;;0;;0;Z;21;0;0;;;0
3398;99;RTR;ROSP TRANSMISSION RPPS;9;99;0;;0;;0;Z;21;0;0;;PRESTATION PLUS UTILISEE DEPUIS 28/02/2018;0
3399;99;;REMUNERATION PHARMACIENS POUR VACCINS H1N1 - REGULARISATION COMPTABLE ET SAISIE MANUELLE;9;99;0;;0;;1;Z;;0;12;;Saisie manuelle Qualiflux;0
3400;99;DA1;REMUNERATION DISPENSATION ADAPTEE;9;99;0;;0;;0;Z;21;0;12;;;0
3401;99;DA2;CONTESTATION DISPENSATION ADAPTEE;9;99;0;;0;;0;Z;21;0;12;;;0
3402;99;TPH;TELESOINS PHARMACIE;9;99;0;;0;;1;Z;21;0;5;;;0
3403;99;KGP;REMUNERATION PHARMACIEN COVID 19;9;99;0;;0;;0;Z;20;0;47;;;0
3404;99;EFE;ENTRETIEN FEMME ENCEINTE;9;99;0;;1;;0;C;21;0;12;;;0
3405;99;RLC;REMUNERATION LABO TESTS PCR COVID 19;9;99;0;;0;;1;Z;21;0;47;;;0
3406;99;RPC;REMU PHARMACIEN CANCER COLOREC.;9;99;0;;0;;0;Z;21;0;12;;;0
3407;99;PCC;CONTESTATION PHARM CANCER COLO.;9;99;0;;0;;0;Z;21;0;12;;;0
3408;99;RKD;REMISE KIT DCC;9;99;0;;0;;0;Z;21;0;0;;;0
3410;99;DDO;DISPENSATION PHARMACIE A DOMICILE;9;99;0;;1;;0;C;21;0;12;;;0
3411;99;SNG;SANG,PLASMA ET LEURS DERIVES;9;99;0;;1;;1;Z;21;0;12;;;0
3412;99;TSG;TRANSPORT DU PRODUIT;9;99;0;;0;;1;Z;21;0;12;;;0
3413;99;LAI;LAIT HUMAIN;9;99;0;;0;;1;Z;21;0;12;;;0
3414;99;HUM;AUTRES PRODUITS D  ORIGINE HUMAINE;9;99;0;;0;;1;Z;21;0;12;;;0
3415;99;RVA;RAPPEL VACCIN ADULTE PHARMACIEN;9;99;0;;0;;0;C;21;0;12;;;0
3416;99;PEE;PHIE DEPISTAGE INFECTION URINAIRE;9;99;0;;1;;0;C;21;0;12;;;0
3418;99;PWC;REMU PHIE DEP INFEC URINAIRE;9;99;0;;0;;0;Z;21;0;12;;;0
3419;99;DDP;REMU PHIE DISPENSATION DOM;9;99;0;;0;;0;Z;21;0;12;;;0
3500;99;VU7;VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE POSITIVE COMPLEXE;9;99;0;;1;;1;Z;21;0;6;;;0
3501;99;VU6;VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE TRES COMPLEXE;9;99;0;;1;;1;Z;21;0;6;;;0
3502;99;VU3;VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE POSITIVE SIMPLE;9;99;0;;1;;1;Z;21;0;6;;;0
3503;99;VU2;VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE SIMPLE;9;99;0;;1;;1;Z;21;0;6;;;0
3504;99;VU1;VERRE DE CLASSE B, NEUTRE OU UNIFOCAL SPHERIQUE SIMPLE;9;99;0;;1;;1;Z;21;0;6;;;0
3505;99;M02;MONTURE ENFANT DE CLASSE A;9;99;0;;1;;1;Z;21;0;6;;;0
3506;99;M01;MONTURE ADULTE DE CLASSE A;9;99;0;;1;;1;Z;21;0;6;;;0
3507;99;V04;VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF TRES COMPLEXE;9;99;0;;1;;1;Z;21;0;6;;;0
3508;99;V03;VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF COMPLEXE;9;99;0;;1;;1;Z;21;0;6;;;0
3509;99;V02;VERRE DE CLASSE A, UNIFOCAL COMPLEXE;9;99;0;;1;;1;Z;21;0;6;;;0
3510;99;V01;VERRE DE CLASSE A, NEUTRE OU UNIFOCAL SIMPLE;9;99;0;;1;;1;Z;21;0;6;;;0
3511;99;AAR;APPAREILS D  ASSISTANCE RESPIRATOIRE,OXYGENOTHERAPIE A DOMICILE;9;99;0;;1;;1;Z;21;0;6;;;0
3512;99;AAD;AUTRES MATERIELS POUR TRAITEMENTS A DOMICILE (CHAP. 1);9;99;0;;1;;1;Z;21;0;6;;;0
3513;99;MAC;MATERIELS ET APPAREILS DE CONTENTION ET DE MAINTIEN (CHAP. 2);9;99;0;;1;;1;Z;21;0;6;;;0
3514;99;MAD;MATERIELS ET APPAREILS POUR TRAITEMENTS DIVERS (CHAP. 3);9;99;0;;1;;1;Z;21;0;6;;;0
3515;99;PAN;ARTICLES DE PANSEMENTS (CHAP. 4);9;99;0;;1;;1;Z;21;0;6;;;0
3516;99;GLU;NUTRIMENTS POUR INTOLERANTS AU GLUTEN (CHAP. 3);9;99;0;;1;;1;Z;21;0;6;;;0
3517;99;NUT;ALIMENTS DESTINES A DES FINS MEDICALES;9;99;0;;0;;1;Z;21;0;12;;;0
3518;99;ARO;APPAREIL GENERATEUR D AEROSOL;9;99;0;;1;;1;Z;21;0;6;;;0
3519;99;VM2;VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE SIMPLE;9;99;0;;1;;1;Z;21;0;6;;;0
3520;99;VM3;VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE POSITIVE SIMPLE;9;99;0;;1;;1;Z;21;0;6;;;0
3521;99;PA;ORTHESES (PETIT APPAREILLAGE) (CHAP. 1);9;99;0;;1;;1;Z;21;0;6;;;0
3522;99;DVO;DIVERS ORTHESES;9;99;0;;1;;1;Z;21;0;6;;;0
3523;99;OME;MONTURE MOINS DE 18 ANS CMU;9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
1108;99;MTX;MAJORATION CONSULTATION TRES COMPLEXE;9;99;1;22;0;;1;C;20;0;1;1;;0
1109;99;GS;CONSULTATION SPECIALISTE MEDECINE GENERALE;9;99;0;;1;1;1;C;20;0;1;1;;0
1110;99;G;CONSULTATION MEDECINE GENERALE;9;99;0;;1;1;1;C;20;0;1;1;;0
1111;99;C;CONSULTATION COTEE C;9;99;0;;1;1;1;C;20;0;1;1;;0
1112;99;CS;CONSULTATION COTEE CS;9;99;0;;1;1;1;C;20;0;1;1;;0
1113;99;CNP;CONSULTATION COTEE CNP;9;99;0;;1;1;1;C;20;0;1;1;;0
1114;99;CSC;CONSULTATION SPECIFIQUE CARDIOLOGIE;9;99;0;;1;1;1;C;20;0;1;1;;0
1115;99;CA;CONSULTATION BILAN;9;99;0;;1;;1;C;20;0;1;1;fermé le 01/07/2017;0
1116;99;MPC;MAJORATION FORFAITAIRE TRANSITOIRE;9;99;1;6;0;1;1;Z;20;0;1;1;;0
1117;99;;CONSULTATION DES SPECIALISTES COTEE C2;9;99;0;;1;1;1;C;20;0;1;1;;0
1118;99;;CONSULTATION DES PSYCHIATRES COTEE C2,5;9;99;0;;1;1;1;C;20;0;1;1;;0
1119;99;MTS;MAJORATION TRANSITOIRE SPECIFIQUE;9;99;1;23;0;;1;Z;20;0;1;1;;0
1120;99;CCS;COMPLEMENT CONSULTATION SPECIALISTE;9;99;1;26;0;1;1;C;20;0;1;;;0
1121;99;HS;HONORAIRE DE SURVEILLANCE;9;99;0;;0;;1;C;20;0;1;;;0
1122;99;EXS;EXAMEN SPECIAL (PROTOCOLE);9;99;0;;0;;1;C;20;0;16;1;;0
1123;99;SES;SUITE D  EXAMEN DE SANTE;9;99;0;;1;;1;C;20;0;1;1;;0
1124;99;RMT;REMUNERATION MEDECIN TRAITANT PAR PATIENT  EN ALD;9;99;0;;0;;1;Z;20;0;47;;fermé le 31/12/2017;0
1125;99;MCG;MAJORATION DE COORDINATION DES GENERALISTES;9;99;1;18;0;1;1;Z;20;0;1;1;;0
1126;99;MCS;MAJORATION DE COORDINATION SPECIALISTES;9;99;1;18;0;1;1;Z;20;0;1;1;;0
1127;99;MCC;MAJORATION DE COORDINATION CARDIOLOGUES;9;99;1;18;0;;1;Z;20;0;1;1;;0
1128;99;DRT;DIFFERENTIEL REFERENT TRAITANT;9;99;0;;0;;1;Z;20;0;47;;;0
1129;99;MPJ;MAJORATION FORFAITAIRE TRANSITOIRE (POUR LES MOINS DE 16 ANS);9;99;1;6;0;1;1;Z;20;0;1;1;fermé le 31/12/2017;0
1130;99;FMT;FORFAIT MEDECIN TRAITANT;9;99;0;;0;;1;Z;20;0;47;;fermé le 31/12/2017;0
1131;99;MTA;MAJORATION CONSULTATION APPAREILLAGE;9;99;1;22;0;;1;C;20;0;1;1;;0
1132;99;MCE;MAJORATION CONSULTATION ENDOCRINO;9;99;1;22;0;;1;C;20;0;1;1;;0
1133;99;MGE;MAJORATION GENERALISTE ENFANT;9;99;1;5;0;;1;C;20;0;1;1;fermé le 31/12/2017;0
1134;99;MPF;MAJORATION PREMIERE CONSULTATION FAMILLE;9;99;1;22;0;;1;C;20;0;1;1;;0
1135;99;MAF;MAJORATION CONSULTATION ANNUELLE FAMILLE;9;99;1;22;0;;1;C;20;0;1;1;;0
1136;99;MAS;MAJORATION ANNUELLE DE SYNTHESE;9;99;1;5;0;;1;C;20;0;1;1;fermé le 31/12/2017;0
1137;99;MBB;MAJORATION NOURRISSON;9;99;1;5;0;;1;C;20;0;1;1;fermé le 31/12/2017;0
1138;99;RAA;REMUNERATION ADDITIONNELLE CAPI;9;99;1;28;0;;1;Z;20;0;47;;fermé le 30/06/2017;0
1139;99;RAC;REMUNERATION DES ADHERENTS AU  CAPI;9;99;0;;0;;1;Z;20;0;47;;fermé le 30/06/2012;0
1140;99;CDE;CONSULTATION SPECIFIQUE DE DEPISTAGE;9;99;0;;1;;1;C;20;0;1;1;;0
1141;99;MPE;MAJORATION PEDIATRE ENFANT;9;99;1;5;0;;1;C;20;0;1;1;fermé le 31/12/2017;0
1142;99;RSO;REMUNERATION ADHESION SOPHIA (SOINS DE VILLE);9;99;0;;0;;1;Z;20;0;47;;;0
1143;99;RSR;REMUNERATION RENOUVELLEMENT SOPHIA (SOINS DE VILLE);9;99;0;;0;;1;Z;20;0;47;;;0
1144;99;RST;REMUNERATION FORFAITAIRE POUR LE SUIVI DES PATIENTS EN POST ALD;9;99;0;;0;;1;Z;20;0;47;;fermé le 31/12/2017;0
1145;99;P4P;REMUNERATION OBJECTIF MEDECIN ET CENTRES DE SANTE;9;99;0;;0;;1;Z;21;0;47;;;0
1146;99;R4P;REMUNERATION OBJECTIF MEDECIN COMPLEMENT ET CENTRES DE SANTE;9;99;0;;0;;1;Z;21;0;47;;;0
1147;99;CFM;CONTESTATION FORFAIT MEDECIN TRAITANT;9;99;0;;0;;1;Z;20;0;47;;;0
1148;99;MPA;REMUNERATION FORFAITAIRE PAR CONSULTATION POUR LE SUIVI DES PERSONNES AGEES;9;99;0;;0;;1;Z;20;0;47;;;0
1149;99;CPA;CONTESTATION REMUNERATION SUIVI PERSONNES AGEES;9;99;0;;0;;1;Z;20;0;47;;;0
1150;99;RPT;REMUNERATION PRATICIENS TERRITORIAUX DE MEDECINE GENERALE;9;99;0;;0;;1;Z;20;0;47;;;0
1152;99;MPP;MAJORATION SUIVI DES ENFANTS GRANDS PREMATURES OU ATTEINTS DE PATHOLOGIE CONGENITALE GRAVE;9;99;1;22;0;;1;C;20;0;1;1;fermé le 31/12/2017;0
1153;99;MIC;MAJORATION CONSULTATION POUR INSUFFISANT CARDIAQUE APRES HOSPITALISATION;9;99;1;22;0;;1;C;20;0;1;1;;0
1154;99;MSH;MAJORATION CONSULTATION SUIVI APRES HOSPITALISATION PATIENTS A FORTE COMORBIDITE;9;99;1;22;0;;1;C;20;0;1;1;;0
1155;99;COT;REMU CAS COTISATIONS SOCIALES;9;99;0;;0;;1;Z;20;0;47;;;0
1156;99;CCO;CONT. CAS COT.SOC.;9;99;0;;0;;1;Z;20;0;47;;;0
1157;99;TCP;Acte de téléconsultation;9;99;0;;0;;1;Z;20;0;1;;;0
1158;99;TEP;Acte de télé expertise;9;99;0;;0;;1;Z;20;0;1;;;0
1159;99;RNO;renouvellement d'optique;9;99;0;;0;;1;C;20;0;1;0;;0
1160;99;IAS;TRACAGE COVID;9;99;0;;0;;1;Z;20;0;47;;;0
1161;99;CPS;COMPENSATION DE LA PERTE D'ACTIVITE DES PS;9;99;0;;0;;1;Z;20;0;47;;;0
1162;99;RCM;REMUNERATION DES PRATICIENS TERRITORIAUX DE MEDECINE AMBULATOIRE;9;99;0;;0;;1;Z;20;0;47;;;0
1163;99;KIT;REMUNERATION DEPISTAGE DU CANCER COLORECTAL;9;99;0;;0;;1;Z;20;0;47;;;0
3524;99;OVA;OPTIQUE ENFANT -A- MULTIFOCAUX (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3525;99;OVB;OPTIQUE ENFANT -B- MULTIFOCAUX (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3526;99;OP7;OPTIQUE -N°6 MULTIFOCAUX (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3527;99;OV1;OPTIQUE -ENFANT-N°1 UNIFOCAUX (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3528;99;OV2;OPTIQUE -ENFANT-N°2 UNIFOCAUX (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3529;99;OV3;OPTIQUE -ENFANT-N°3 UNIFOCAUX (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3530;99;OV4;OPTIQUE -ENFANT-N°4 UNIFOCAUX (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3531;99;OPT;OPTIQUE MEDICALE PROPREMENT DIT;9;99;0;;1;;1;Z;;0;6;;;0
3532;99;LUN/LNE;MONTURE/LUNETTE POUR ENFANT DE - DE 18 ANS CRPCEN (HORS CODAGE LPP);9;99;0;;1;;1;Z;;0;6;;;0
3533;99;VER/OPE;VERRES / VERRES POUR ENFANT<18 ans -CRPCEN- (hors codage LPP);9;99;0;;1;;1;Z;21;0;6;;;0
3534;99;OPR/ROM/ROV;REPARATION;9;99;0;;0;;1;Z;;0;6;;OPR: fermé le 01/01/2000;0
3535;99;LEN;LENTILLES OPTIQUES;9;99;0;;1;;1;Z;21;0;6;;;0
3536;99;OP1;VERRES UNIFOCAUX OP1 (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3537;99;OP2;VERRES UNIFOCAUX OP2 (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3538;99;OP3;VERRES UNIFOCAUX OP3 (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3539;99;OP4;VERRES UNIFOCAUX OP4 (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3540;99;PAZ;PROTHESE AUDITIVE RAC ZERO;9;99;0;;1;;1;T;21;0;6;;fermé le 31/12/2020;0
3541;99;PAU/AUA;APPAREILS ELECTRONIQUES DE SURDITE  (CHAP 3.);9;99;0;;1;;1;Z;;0;6;;PAU fermé le 31/12/2020;0
3542;99;PEX;PROTHESES EXTERNES NON ORTHOPEDIQUES (CHAP. 4);9;99;0;;1;;1;Z;21;0;6;;;0
3543;99;POC;PROTHESES OCULAIRES ET FACIALES (CHAP. 5);9;99;0;;1;;1;Z;21;0;6;;;0
3544;99;COR;CHAUSSURES ORTHOPEDIQUES (CHAP. 6);9;99;0;;1;;1;Z;21;0;6;;;0
3545;99;ORP;ORTHOPROTHESES (CHAP 7.);9;99;0;;1;;1;Z;21;0;6;;;0
3546;99;ORC;ACCESSOIRES DE PROTHESES ET D  ORTHOPEDIE (CENTRES D  APPAR.) (CHAP.8);9;99;0;;0;;1;Z;;0;6;;fermé le 01/11/2000;0
3547;99;AUP;APPAREILS ELECTRONIQUES DE SURDITE (CONSOMMABLES Y.C. PILES);9;99;0;;0;;1;Z;21;0;6;;;0
3548;99;OPC;ORTHOPROTHESES COUTEUSES;9;99;0;;0;;1;Z;21;0;6;;fermé le 01/01/2008;0
3549;99;PIO;PROCESSEUR POUR IMPLANT OSTE-INTEGRE;9;99;0;;1;;1;Z;21;0;6;;;0
3550;99;SUI;PROTHESE AUDITIVE SUIVI;9;99;0;;1;;1;T;21;0;6;;;0
3551;99;PII;IMPLANT INTERNE (CHAP. 1, 2 ET 3);9;99;0;;1;;1;Z;21;0;6;;;0
3552;99;PME;IMPLANT MU PAR ELECTRICITE (CHAP. 4);9;99;0;;0;;1;Z;21;0;6;;;0
3553;99;OV5;OPTIQUE -ENFANT-N°5 UNIFOCAUX (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3554;99;OV6;OPTIQUE -ENFANT-N°6 UNIFOCAUX (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3555;99;OV7;OPTIQUE -ENFANT-N°7 UNIFOCAUX (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3556;99;OV8;OPTIQUE -ENFANT-N°8 UNIFOCAUX (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3557;99;OV9;OPTIQUE -ENFANT-N°9 UNIFOCAUX (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3558;99;PDZ;LPP DEPAST PRIX LIMITE DE VENTE;9;99;0;;0;;1;Z;21;0;6;;;0
3559;99;VM1;VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERIQUE SIMPLE;9;99;0;;1;;1;Z;21;0;6;;;0
3560;99;VU4;VERRE DE CLASSE B, UNIFOCAL SPHERIQUE COMPLEXE;9;99;0;;1;;1;Z;21;0;6;;;0
