,table,var,description,var_type,var_size,nomenclature,creation,suppression,dates_manquantes
830,ER_ARO_F,ARO_MOD_MNT,Montant de la majoration de la participation de l'assuré (autre que régime obligatoire),number,11,-,2006,,
831,ER_ARO_F,ARO_ORD_NUM,Numéro d'ordre du remboursement autre que régime obligatoire,number,3,-,2006,,
832,ER_ARO_F,ARO_PRS_NAT,Nature de la prestation (autre que régime obligatoire),number,5,IR_NAT_V,2006,,
833,ER_ARO_F,ARO_REM_BSE,Base de remboursement (autre que régime obligatoire),number,11,-,2006,,
834,ER_ARO_F,ARO_REM_MNT,Montant versé/remboursé (autre que régime obligatoire),number,11,-,2006,,
835,ER_ARO_F,ARO_REM_PRU,Prix unitaire de l'acte (autre que régime obligatoire),number,14,-,2006,,
836,ER_ARO_F,ARO_REM_SGN,Signe du remboursement (autre que régime obligatoire),number,2,IR_SGN_V,2006,,
837,ER_ARO_F,ARO_REM_TAU,Taux réel de remboursement (autre que régime obligatoire),number,7,IR_TAU_V,2006,,
838,ER_ARO_F,ARO_REM_TYP,Type de remboursement (autre que régime obligatoire),number,3,IR_TYR_V,2006,,
839,ER_ARO_F,ARO_THE_TAU,Taux théorique de remboursement (autre que régime obligatoire),number,7,-,2006,,
840,ER_ARO_F,DCT_ORD_NUM,Numéro d'ordre du décompte dans l'organisme,number,9,-,2006,,
841,ER_ARO_F,FLX_DIS_DTD,Date de mise à disposition des données,date,20,-,2006,,
842,ER_ARO_F,FLX_EMT_NUM,Numéro d'émetteur du flux,number,4,IR_NEM_T,2006,,
843,ER_ARO_F,FLX_EMT_ORD,Numéro de séquence du flux,number,4,-,2006,,
844,ER_ARO_F,FLX_EMT_TYP,Type d'émetteur,number,3,IR_TYT_V,2006,,
845,ER_ARO_F,FLX_TRT_DTD,Date d'entrée des données dans le système d'information,date,20,IR_DTE_V,2006,,
846,ER_ARO_F,ORG_CLE_NEW,Organisme de liquidation des prestations (après fusion),string,9,IR_ORG_V,2013,,
847,ER_ARO_F,ORG_CLE_NUM,Ancien organisme avant fusion (jusqu’au jour J de la fusion),string,9,IR_ORG_V,2006,,
848,ER_ARO_F,PRS_ORD_NUM,Numéro d'ordre de la prestation dans le décompte,number,5,-,2006,,
849,ER_ARO_F,REM_TYP_AFF,Type de remboursement affiné,number,1,-,2006,,
850,ER_BIO_F,BIO_ACT_QSN,Quantite affinée signée de biologie,number,4,IR_BIO_R,2006,,
851,ER_BIO_F,BIO_ORD_NUM,Numéro d'ordre de l'acte affiné de biologie,number,4,-,2006,,
852,ER_BIO_F,BIO_PRS_IDE,Code acte affiné de biologie,number,5,-,2006,,
853,ER_BIO_F,DCT_ORD_NUM,Numéro d'ordre du décompte dans l'organisme,number,9,-,2006,,
854,ER_BIO_F,FLX_DIS_DTD,Date de mise à disposition des données,date,20,-,2006,,
855,ER_BIO_F,FLX_EMT_NUM,Numéro d'émetteur du flux,number,4,IR_NEM_T,2006,,
856,ER_BIO_F,FLX_EMT_ORD,Numéro de séquence du flux,number,4,-,2006,,
857,ER_BIO_F,FLX_EMT_TYP,Type d'émetteur,number,3,IR_TYT_V,2006,,
858,ER_BIO_F,FLX_TRT_DTD,Date d'entrée des données dans le système d'information,date,20,IR_DTE_V,2006,,
859,ER_BIO_F,ORG_CLE_NEW,Organisme de liquidation des prestations (après fusion),string,9,IR_ORG_V,2006,,
860,ER_BIO_F,ORG_CLE_NUM,Ancien organisme avant fusion (jusqu’au jour J de la fusion),string,9,IR_ORG_V,2006,,
861,ER_BIO_F,PRS_ORD_NUM,Numéro d'ordre de la prestation dans le décompte,number,5,-,2006,,
862,ER_BIO_F,REM_TYP_AFF,Type de remboursement affiné,number,1,-,2006,,
863,ER_CAM_F,CAM_ACT_COD,Code activité,string,1,-,2006,,
864,ER_CAM_F,CAM_ACT_PRU,Prix unitaire de la prestation affinée CCAM,number,11,-,2006,,
865,ER_CAM_F,CAM_ASS_COD,Code association,string,1,-,2006,,
866,ER_CAM_F,CAM_CAB_IND,Top supplément de charge en cabinet,string,1,-,2006,,
867,ER_CAM_F,CAM_DOC_EXT,Extension documentaire,string,1,-,2006,,
868,ER_CAM_F,CAM_GRI_TAR,,string,3,-,2009,,
869,ER_CAM_F,CAM_MI1_MNT,Montant Minoration due à association sur Modificateur1,number,11,-,2006,,
870,ER_CAM_F,CAM_MI2_MNT,Montant Minoration due à association sur Modificateur2,number,11,-,2006,,
871,ER_CAM_F,CAM_MI3_MNT,Montant Minoration due à association sur Modificateur3,number,11,-,2006,,
872,ER_CAM_F,CAM_MI4_MNT,Montant Minoration due à association sur Modificateur4,number,11,-,2006,,
873,ER_CAM_F,CAM_MM1_MNT,Montant Majoration Modificateur1,number,11,-,2006,,
874,ER_CAM_F,CAM_MM2_MNT,Montant Majoration Modificateur2,number,11,-,2006,,
875,ER_CAM_F,CAM_MM3_MNT,Montant Majoration Modificateur3,number,11,-,2006,,
876,ER_CAM_F,CAM_MM4_MNT,Montant Majoration Modificateur4,number,11,-,2006,,
877,ER_CAM_F,CAM_MOD_COD,Codes modificateurs,string,4,-,2006,,
878,ER_CAM_F,CAM_MOD_NEW,Codes modificateurs,string,8,-,2013,,
879,ER_CAM_F,CAM_MPU_MNT,Montant Minoration due à association sur PU de l' Acte,number,11,-,2006,,
880,ER_CAM_F,CAM_NRM_MNT,Montant Non Rmb du à annulation du tarif pr acte non rmb,number,11,-,2006,,
881,ER_CAM_F,CAM_ORD_NUM,Numéro d'ordre de la prestation affinée CCAM,number,3,-,2006,,
882,ER_CAM_F,CAM_PRS_IDE,Code de la prestation affinée CCAM,string,13,-,2006,,
883,ER_CAM_F,CAM_QUA_DEN,Localisation dentaire,string,32,-,2006,,
884,ER_CAM_F,CAM_RED_MNT,Montant Reduction Tarif due à paraticien non conventionné,number,11,IR_FOR_V,2006,,
885,ER_CAM_F,CAM_REM_BSE,Base de remboursement CCAM,number,11,-,2006,,
886,ER_CAM_F,CAM_REM_COD,Code remboursement exceptionnel,number,1,-,2006,,
887,ER_CAM_F,CAM_SUP_MNT,Montant Supplement de Charge en Cabinet,number,11,-,2006,,
888,ER_CAM_F,CAM_TRT_PHA,Phase de traitement,number,2,-,2006,,
889,ER_CAM_F,DCT_ORD_NUM,Numéro d'ordre du décompte dans l'organisme,number,9,-,2006,,
890,ER_CAM_F,FLX_DIS_DTD,Date de mise à disposition des données,date,20,-,2006,,
891,ER_CAM_F,FLX_EMT_NUM,Numéro d'émetteur du flux,number,4,IR_NEM_T,2006,,
892,ER_CAM_F,FLX_EMT_ORD,Numéro de séquence du flux,number,4,-,2006,,
893,ER_CAM_F,FLX_EMT_TYP,Type d'émetteur,number,3,IR_TYT_V,2006,,
894,ER_CAM_F,FLX_TRT_DTD,Date d'entrée des données dans le système d'information,date,20,IR_DTE_V,2006,,
895,ER_CAM_F,ORG_CLE_NEW,Organisme de liquidation des prestations (après fusion),string,9,IR_ORG_V,2006,,
896,ER_CAM_F,ORG_CLE_NUM,Ancien organisme avant fusion (jusqu’au jour J de la fusion),string,9,IR_ORG_V,2006,,
897,ER_CAM_F,PRS_ORD_NUM,Numéro d'ordre de la prestation dans le décompte,number,5,-,2006,,
898,ER_CAM_F,REM_TYP_AFF,Type de remboursement affiné,number,1,-,2006,,
899,ER_CPT_F,CPT_DEP_PER,Periode comptable,string,6,IR_PCT_V,,,
900,ER_CPT_F,CPT_EXC_RTC,Exercice de rattachement,number,5,-,,,
901,ER_CPT_F,CPT_MIR_NUM,N° compte MIRCOSS,string,2,-,,,
902,ER_CPT_F,CPT_MVT_MNT,Montant (signé) du mouvement comptable,number,"11,2",-,,,
903,ER_CPT_F,CPT_MVT_SGN,Signe du mouvement comptable,number,2,-,,,
904,ER_CPT_F,CPT_MVT_SNS,Sens du Mouvement comptable,string,1,IR_SNS_V,,,
905,ER_CPT_F,CPT_ORD_NUM,N° ordre ventilation comptable,number,3,-,,,
906,ER_CPT_F,CPT_TRM_RGM,N° de compte régime,string,2,-,,,
907,ER_CPT_F,CPT_VEN_TYP,type de ventilation,number,3,-,,,
908,ER_CPT_F,GES_CPT_COD,Code gestion comptable mnemonique,string,5,IR_GES_V,,,
909,ER_CPT_F,GES_GRG_COD,Grand régime de gestion comptable,number,3,IR_GES_V,,,
910,ER_CPT_F,ORG_CLE_NEW,Code de l'organisme de liquidation,string,9,IR_ORG_V,,,
911,ER_CPT_F,DCT_ORD_NUM,N° ordre décompte dans caisse                      1,number,8,-,,,
912,ER_CPT_F,FLX_DIS_DTD,Date de mise à disposition des données,date,8,IR_DTE_V,,,
913,ER_CPT_F,FLX_EMT_NUM,numéro d'émetteur du flux,number,4,IR_NEM_T,,,
914,ER_CPT_F,FLX_EMT_ORD,numéro de séquence du flux,number,4,-,,,
915,ER_CPT_F,FLX_EMT_TYP,Type d'émetteur,number,2,IR_TYT_V,,,
916,ER_CPT_F,FLX_TRT_DTD,Date d'entrée des données dans le système d'information,date,8,IR_DTE_V,,,
917,ER_CPT_F,ORG_CLE_NUM,organisme de liquidation des prestations (avant fusion des caisses),string,9,IR_ORG_V,,,
918,ER_CPT_F,PRS_ORD_NUM,Numéro d'ordre de la prestation dans le décompte,number,5,-,,,
919,ER_CPT_F,REM_TYP_AFF,type de remboursement affiné,number,8,-,,,
920,ER_DCT_F,DCT_ARC_DTE,Date liquidation,date,20,IR_DTE_V,2006,,
921,ER_DCT_F,DCT_ARR_DTE,Date arrivée du dossier,date,20,IR_DTE_V,2006,,
922,ER_DCT_F,DCT_CTL_COD,Code du contrôle,number,3,IR_CLC_V,2006,,
923,ER_DCT_F,DCT_CTL_TYP,Type de Controle,string,1,IR_CTL_V,2006,,
924,ER_DCT_F,DCT_ENT_SUP,Type de saisie affinée,number,3,IR_SAF_V,2006,,
925,ER_DCT_F,DCT_FOR_AMO,Indicateur de forçage part AMO,string,3,-,2013,,
926,ER_DCT_F,DCT_INT_VER,Type de Version interface Tiers,string,2,IR_INT_V,2006,,
927,ER_DCT_F,DCT_LOT_TCR,Type Certification du Lot,string,1,IR_TCR_V,2006,,
928,ER_DCT_F,DCT_MAN_DTD,Date de mandatement Initial,date,20,IR_DTE_V,2006,,
929,ER_DCT_F,DCT_MUT_CMP,Part Mutuelle Complementaire Dcpte,string,1,IR_PMC_V,2006,,
930,ER_DCT_F,DCT_MVT_SYS,Type de saisie,number,2,IR_SAI_V,2006,,
931,ER_DCT_F,DCT_ORD_NUM,Numéro d'ordre du décompte dans l'organisme,number,9,-,2006,,
932,ER_DCT_F,DCT_REM_DTD,Date de remboursement / recyclage,date,20,IR_DTE_V,2006,,
933,ER_DCT_F,DCT_RGU_SNS,Sens de la Regul,string,1,IR_RGU_V,2006,,
934,ER_DCT_F,FLX_DIS_DTD,Date de mise à disposition des données,date,20,-,2006,,
935,ER_DCT_F,FLX_EMT_NUM,Numéro d'émetteur du flux,number,4,IR_NEM_T,2006,,
936,ER_DCT_F,FLX_EMT_ORD,Numéro de séquence du flux,number,4,-,2006,,
937,ER_DCT_F,FLX_EMT_TYP,Type d'émetteur,number,3,IR_TYT_V,2006,,
938,ER_DCT_F,FLX_TRT_DTD,Date d'entrée des données dans le système d'information,date,20,IR_DTE_V,2006,,
939,ER_DCT_F,ORG_CLE_NEW,Organisme de liquidation des prestations (après fusion),string,9,IR_ORG_V,2006,,
940,ER_DCT_F,ORG_CLE_NUM,Ancien organisme avant fusion (jusqu’au jour J de la fusion),string,9,IR_ORG_V,2006,,
949,ER_DTR_F,DCT_ORD_NUM,Numéro d'ordre du décompte dans l'organisme,number,9,-,2006,,
950,ER_DTR_F,FLX_DIS_DTD,Date de mise à disposition des données,date,20,IR_DTE_V,2006,,
951,ER_DTR_F,FLX_EMT_NUM,Numéro d'émetteur du flux,number,4,IR_NEM_V,2006,,
952,ER_DTR_F,FLX_EMT_ORD,Numéro de séquence du flux,number,4,-,2006,,
953,ER_DTR_F,FLX_EMT_TYP,Type d'émetteur,number,3,-,2006,,
954,ER_DTR_F,FLX_TRT_DTD,Date d'entrée des données dans le système d'information,date,20,IR_DTE_V,2006,,
955,ER_DTR_F,ORG_CLE_NEW,Organisme de liquidation des prestations (après fusion),string,9,IR_ORG_V,2006,,
956,ER_DTR_F,ORG_CLE_NUM,Ancien organisme avant fusion (jusqu’au jour J de la fusion),string,9,IR_ORG_V,2006,,
957,ER_DTR_F,PRS_ORD_NUM,Numéro d'ordre de la prestation dans le décompte,number,5,-,2006,,
958,ER_DTR_F,REM_TYP_AFF,Type de remboursement affiné,number,1,-,2006,,
959,ER_DTR_F,TRS_ACT_PRU,PU Prs Affinee Transport,number,17,-,2006,,
960,ER_DTR_F,TRS_ACT_QSN,Nb Km Factures/Forfaits/Supplements,number,6,-,2006,,
961,ER_DTR_F,TRS_ORD_NUM,N° Ordre Prs Aff Transport,number,4,-,2006,,
962,ER_DTR_F,TRS_PRS_IDE,Code Affine Transport,number,13,IR_DTR_V,2006,,
963,ER_DTR_F,TRS_TRS_MTF,Motif du Transport,number,4,IR_MTR_V,2006,,
964,ER_ETE_F,DCT_ORD_NUM,Numéro d'ordre du décompte dans l'organisme,number,9,-,2006,,
965,ER_ETE_F,DDP_COD,Discipline de Prs ou DMT,number,4,IR_DDP_V,2006,,
966,ER_ETE_F,ETB_EXE_FIN,N° FINESS de l'Etablissement,string,8,-,2006,,
967,ER_ETE_F,ETE_CAT_COD,Catg Etb Exe,number,4,IR_CET_V,2006,,
968,ER_ETE_F,ETE_ETA_TRF,Numero d'etablissement de transfert,string,15,-,2006,,
969,ER_ETE_F,ETE_GHS_NUM,Numero GHS,number,5,IR_GHS_V,2006,,
970,ER_ETE_F,ETE_IND_TAA,Indicateur T2A,number,2,IR_TAA_V,2006,,
971,ER_ETE_F,ETE_MCO_COE,Coefficient (non signé) MCO,number,11,-,2006,,
972,ER_ETE_F,ETE_MCO_DDP,Code Discipline MCO,string,1,IR_MCO_V,2006,,
973,ER_ETE_F,ETE_NAT_FSJ,Nature de fin de séjour,string,1,IR_NFS_V,2006,,
974,ER_ETE_F,ETE_STJ_COD,Statut Juridique Etb Exe,number,3,IR_SJE_V,2006,,
975,ER_ETE_F,ETE_TYP_COD,Type d'établissement de rattachement de l'exécutant ou lieu d'exécution des soins,number,3,IR_TYE_V,2006,,
976,ER_ETE_F,FLX_DIS_DTD,Date de mise à disposition des données,date,20,-,2006,,
977,ER_ETE_F,FLX_EMT_NUM,Numéro d'émetteur du flux,number,4,IR_NEM_T,2006,,
978,ER_ETE_F,FLX_EMT_ORD,Numéro de séquence du flux,number,4,-,2006,,
979,ER_ETE_F,FLX_EMT_TYP,Type d'émetteur,number,3,IR_TYT_V,2006,,
980,ER_ETE_F,FLX_TRT_DTD,Date d'entrée des données dans le système d'information,date,20,IR_DTE_V,2006,,
981,ER_ETE_F,MDT_COD,Mode de Traitement,number,3,IR_MDT_V,2006,,
982,ER_ETE_F,MFT_COD,Mode de Fixation des Tarifs,number,3,IR_MFT_V,2006,,
983,ER_ETE_F,ORG_CLE_NEW,Organisme de liquidation des prestations (après fusion),string,9,IR_ORG_V,2006,,
984,ER_ETE_F,ORG_CLE_NUM,Ancien organisme avant fusion (jusqu’au jour J de la fusion),string,9,IR_ORG_V,2006,,
985,ER_ETE_F,PRS_ORD_NUM,Numéro d'ordre de la prestation dans le décompte,number,5,-,2006,,
986,ER_ETE_F,PRS_PPU_SEC,Secteur d'activité (privé / public) de la prestation,number,2,-,2006,,
987,ER_ETE_F,REM_TYP_AFF,Type de remboursement affiné,number,1,-,2006,,
988,ER_INV_F,DCT_ORD_NUM,Numéro d'ordre du décompte dans l'organisme,number,9,-,2006,,
989,ER_INV_F,FLX_DIS_DTD,Date de mise à disposition des données,date,20,-,2006,,
990,ER_INV_F,FLX_EMT_NUM,Numéro d'émetteur du flux,number,4,IR_NEM_T,2006,,
991,ER_INV_F,FLX_EMT_ORD,Numéro de séquence du flux,number,4,-,2006,,
992,ER_INV_F,FLX_EMT_TYP,Type d'émetteur,number,3,IR_TYT_V,2006,,
993,ER_INV_F,FLX_TRT_DTD,Date d'entrée des données dans le système d'information,date,20,IR_DTE_V,2006,,
994,ER_INV_F,INV_ATR_DTD,Date d'attribution de la pension d'invalidité ,date,20,IR_DTE_V,2006,,
995,ER_INV_F,INV_PEN_CAT,Catégorie de la pension d'invalidité,number,3,IR_CIV_V,2006,,
996,ER_INV_F,INV_PEN_ETA,Etat de la pension d'invalidité,number,3,IR_EIN_V,2006,,
997,ER_INV_F,ORG_CLE_NEW,Organisme de liquidation des prestations (après fusion),string,9,IR_ORG_V,2006,,
998,ER_INV_F,ORG_CLE_NUM,Ancien organisme avant fusion (jusqu’au jour J de la fusion),string,9,IR_ORG_V,2006,,
999,ER_INV_F,PRS_ORD_NUM,Numéro d'ordre de la prestation dans le décompte,number,5,-,2006,,
1000,ER_INV_F,REM_TYP_AFF,Type de remboursement affiné,number,1,-,2006,,
1001,ER_LOT_F,DCT_ORD_NUM,Numéro d'ordre du décompte dans l'organisme,number,9,-,2008,,
1002,ER_LOT_F,FLX_DIS_DTD,Date de mise à disposition des données,date,20,-,2008,,
1003,ER_LOT_F,FLX_EMT_NUM,Numéro d'émetteur du flux,number,4,IR_NEM_T,2008,,
1004,ER_LOT_F,FLX_EMT_ORD,Numéro de séquence du flux,number,4,-,2008,,
1005,ER_LOT_F,FLX_EMT_TYP,Type d'émetteur,number,3,IR_TYT_V,2008,,
1006,ER_LOT_F,FLX_TRT_DTD,Date d'entrée des données dans le système d'information,date,20,IR_DTE_V,2008,,
1007,ER_LOT_F,LOT_ORD_NUM,N° Ordre Lot Prs Affinee Pharma,number,3,-,2008,,
1008,ER_LOT_F,LOT_PHA_NUM,N° Lot,string,20,-,2008,,
1009,ER_LOT_F,LOT_PHA_QSN,Quantité signée conditionnement appartenant au même lot,number,3,-,2008,,
1010,ER_LOT_F,LOT_PHA_TOP,Top déconditionnement lot,string,1,-,2008,,
1011,ER_LOT_F,LOT_SER_NUM,N° Série,string,20,-,2008,,
1012,ER_LOT_F,ORG_CLE_NEW,Organisme de liquidation des prestations (après fusion),string,9,IR_ORG_V,2008,,
1013,ER_LOT_F,ORG_CLE_NUM,Ancien organisme avant fusion (jusqu’au jour J de la fusion),string,9,IR_ORG_V,2008,,
1014,ER_LOT_F,PHA_ORD_NUM,Numéro d'ordre de la prestation affinée pharmacie,number,,-,2008,,
1015,ER_LOT_F,PRS_ORD_NUM,Numéro d'ordre de la prestation dans le décompte,number,5,-,2008,,
1016,ER_LOT_F,REM_TYP_AFF,Type de remboursement affiné,number,1,-,2008,,
1017,ER_PHA_F,DCT_ORD_NUM,Numéro d'ordre du décompte dans l'organisme,number,9,-,2006,,
1018,ER_PHA_F,FLX_DIS_DTD,Date de mise à disposition des données,date,20,-,2006,,
1019,ER_PHA_F,FLX_EMT_NUM,Numéro d'émetteur du flux,number,4,IR_NEM_T,2006,,
1020,ER_PHA_F,FLX_EMT_ORD,Numéro de séquence du flux,number,4,-,2006,,
1021,ER_PHA_F,FLX_EMT_TYP,Type d'émetteur,number,3,IR_TYT_V,2006,,
1022,ER_PHA_F,FLX_TRT_DTD,Date d'entrée des données dans le système d'information,date,20,IR_DTE_V,2006,,
1023,ER_PHA_F,ORG_CLE_NEW,Organisme de liquidation des prestations (après fusion),string,9,IR_ORG_V,2006,,
1024,ER_PHA_F,ORG_CLE_NUM,Ancien organisme avant fusion (jusqu’au jour J de la fusion),string,9,IR_ORG_V,2006,,
1025,ER_PHA_F,PHA_ACT_PRU,Prix unitaire de la prestation affinée de pharmacie,number,17,IR_PHA_R,2006,,
1026,ER_PHA_F,PHA_ACT_QSN,Quantité affinée,number,4,IR_PHA_R,2006,,
1027,ER_PHA_F,PHA_CPA_PCP,Condition particulière de prise en charge ,string,3,IR_PHA_R,2006,,
1028,ER_PHA_F,PHA_DEC_PRU,Prix unitaire de l'unité déconditionnée délivrée ,number,11,IR_PHA_R,2006,,
1029,ER_PHA_F,PHA_DEC_QSU,Quantité complète de déconditionnement signée,number,4,IR_PHA_R,2006,,
1030,ER_PHA_F,PHA_DEC_TOP,Top déconditionnement,number,1,IR_TDU_V,2006,,
1031,ER_PHA_F,PHA_IDE_CPL,Préfixe code affiné pharmacie,number,7,-,2006,,
1032,ER_PHA_F,PHA_MOD_PRN,Mode de prescription,string,1,IR_MDP_V,2006,,
1033,ER_PHA_F,PHA_ORD_NUM,Numéro d'ordre de la prestation affinée pharmacie,number,4,-,2006,,
1034,ER_PHA_F,PHA_PRS_C13,Code prestation affinée pharmacie (code CIP 13 délivré),number,14,-,2006,,
1035,ER_PHA_F,PHA_PRS_IDE,Code prestation affinée pharmacie (code CIP 7 du médicament délivré),number,8,IR_PHA_R,2006,,
1036,ER_PHA_F,PHA_SEQ_RNV,Séquence de renouvellement,number,3,IR_SEQ_V,2006,,
1037,ER_PHA_F,PHA_SUB_MTF,Motif de substitution du médicament,number,2,IR_SUB_V,2006,,
1038,ER_PHA_F,PRS_ORD_NUM,Numéro d'ordre de la prestation dans le décompte,number,5,-,2006,,
1039,ER_PHA_F,REM_TYP_AFF,Type de remboursement affiné,number,1,-,2006,,
1040,ER_PRS_F,ACC_TIE_IND,Indication de tiers sur feuille de soins en cas d'accident,number,2,-,2006,,
1041,ER_PRS_F,BEN_ACS_TOP,Top contrat ACS Tiers payant Intégral,string,1,-,2012,,
1042,ER_PRS_F,BEN_AMA_COD,Age en mois (< 2ans) et années (≥ 2ans) du bénéficiaire à la date du soin,number,5,IR_AMA_V,2006,,
1043,ER_PRS_F,BEN_C2S_TYP,Type de C2S,string,3,-,2013,,
1044,ER_PRS_F,BEN_CDI_NIR,Code identification du NIR,string,2,IR_NIR_V,2006,,
1045,ER_PRS_F,BEN_CMU_CAT,Catégorie d'organisme complémentaire CMU,string,1,IR_COC_V,2006,,
1046,ER_PRS_F,BEN_CMU_ORG,Organisme complémentaire CMU,string,9,IR_ORG_V,2006,,
1047,ER_PRS_F,BEN_CMU_TOP,Top bénéficiaire de la CMU complémentaire,string,1,-,2006,,
1048,ER_PRS_F,BEN_CTA_TYP,Type de contrat complémentaire,number,4,-,2012,,
1049,ER_PRS_F,BEN_DCD_AME,Année et mois de décès du bénéficiaire,string,3,-,2006,,
1050,ER_PRS_F,BEN_DCD_DTE,Date de décès du bénéficiaire (jour + mois + année),date,20,IR_DTE_V,2006,,
1051,ER_PRS_F,BEN_DRT_SPF,Droits spécifiques,string,3,IR_DSP_V,2012,,
1052,ER_PRS_F,BEN_EHP_TOP,Identification HAD,string,1,IR_HAD_V,2006,,
1053,ER_PRS_F,BEN_IAT_CAT,Catégorie du bénéficiaire (Invalidité / Rente accident du travail),string,2,IR_CBI_V,2006,,
1054,ER_PRS_F,BEN_NAI_ANN,Année de naissance du bénéficiaire,string,4,-,2006,,
1055,ER_PRS_F,BEN_NIR_PSA,Identifiant anonyme du patient dans le SNIIRAM,string,17,-,2006,,
1056,ER_PRS_F,BEN_PAI_CMU,Type de procédure de paiement CMU,string,1,IR_TCM_V,2006,,
1057,ER_PRS_F,BEN_QAF_COD,Qualité affinée du bénéficiaire,number,3,IR_QBA_V,2006,,
1058,ER_PRS_F,BEN_RES_COM,Commune de résidence du bénéficiaire,string,3,IR_GEO_V,2006,,
1059,ER_PRS_F,BEN_RES_DPT,Département de résidence du bénéficiaire,string,3,IR_DPT_V,2006,,
1060,ER_PRS_F,BEN_RNG_GEM,Rang du bénéficiaire,number,2,IR_BER_V,2006,,
1061,ER_PRS_F,BEN_SEX_COD,Code sexe du bénéficiaire,number,2,IR_SEX_V,2006,,
1062,ER_PRS_F,BSE_FJH_TYP,Type de prise en charge du forfait journalier (acte de base),number,2,IR_FJH_V,2006,,
1063,ER_PRS_F,BSE_PRS_NAT,Nature de la prestation (acte de base),number,5,IR_NAT_V,2006,,
1064,ER_PRS_F,BSE_REM_BSE,Base de remboursement (acte de base),number,13,-,2006,,
1065,ER_PRS_F,BSE_REM_MNT,Montant versé/remboursé (acte de base),number,13,-,2006,,
1066,ER_PRS_F,BSE_REM_PRU,Prix unitaire de l'acte (acte de base),number,19,-,2006,,
1067,ER_PRS_F,BSE_REM_SGN,Signe du remboursement (acte de base),number,2,IR_SGN_V,2006,,
1068,ER_PRS_F,CPL_AFF_COD,Code affiné du complément ou de la majoration,number,3,IR_CCA_V,2006,,
1069,ER_PRS_F,CPL_ANO_COD,Code anomalie du complément ou de la majoration,number,2,IR_ANC_V,2006,,
1070,ER_PRS_F,CPL_FJH_TYP,Type de prise en charge du forfait journalier (complément ou majoration),number,2,IR_FJH_V,2006,,
1071,ER_PRS_F,CPL_FTA_COD,Code de forçage du taux pour les compléments d'actes,number,2,-,2013,,
1072,ER_PRS_F,CPL_MAJ_TOP,Top complément / majoration,number,2,-,2006,,
1073,ER_PRS_F,CPL_PRS_NAT,Nature de la prestation (complément d'acte),number,5,IR_NAT_V,2006,,
1074,ER_PRS_F,CPL_REM_BSE,Base de remboursement (complément d'acte),number,13,-,2006,,
1075,ER_PRS_F,CPL_REM_MNT,Montant versé/remboursé (complément d'acte),number,13,-,2006,,
1076,ER_PRS_F,CPL_REM_PRU,Prix unitaire de l'acte (complément d'acte),number,19,-,2006,,
1077,ER_PRS_F,CPL_REM_SGN,Signe du remboursement (complément d'acte),number,2,IR_SGN_V,2006,,
1078,ER_PRS_F,CPL_REM_TAU,Taux de remboursement des compléments d'actes,number,9,-,2013,,
1079,ER_PRS_F,DCT_ORD_NUM,Numéro d'ordre du décompte dans l'organisme,number,9,-,2006,,
1080,ER_PRS_F,DPN_QLF,Qualificatif de la dépense,number,3,IR_DEP_V,2006,,
1081,ER_PRS_F,DRG_AFF_NAT,Code affiné du destinataire du règlement,string,2,-,2012,,
1082,ER_PRS_F,DRG_MOD,Mode de règlement,number,3,IR_MOD_V,2006,,
1083,ER_PRS_F,DRG_NAT,Nature du destinataire du règlement,number,3,IR_DRG_V,2006,,
1084,ER_PRS_F,ETB_PRE_FIN,Numéro FINESS géographique établissement prescripteur,string,8,-,2006,,
1085,ER_PRS_F,EXE_CTX_BEN,Contexte Bénéficiaire,string,4,-,2009,,
1086,ER_PRS_F,EXE_CTX_PFS,Contexte Professionnels de santé,string,4,-,2009,,
1087,ER_PRS_F,EXE_LIE_COD,Lieu d'exécution de l'acte médical,number,2,IR_LIE_V,2006,,
1088,ER_PRS_F,EXE_SOI_AMD,Année et mois de début de soin / exécution,string,6,IR_DTE_V,2006,,
1089,ER_PRS_F,EXE_SOI_AMF,Année et mois de fin de soin / exécution,string,6,IR_DTE_V,2006,,
1090,ER_PRS_F,EXE_SOI_DTD,Date de début des soins / Date d'exécution de la prestation (jour + mois + année),date,20,IR_DTE_V,2006,,
1091,ER_PRS_F,EXE_SOI_DTF,Date de fin des soins / Date de fin d'exécution de la prestation (jour + mois + année),date,20,IR_DTE_V,2006,,
1092,ER_PRS_F,EXO_MTF,Motif d'exonération du ticket modérateur,number,3,IR_EXO_V,2006,,
1093,ER_PRS_F,FLX_DIS_DTD,Date de mise à disposition des données,date,20,-,2006,,
1094,ER_PRS_F,FLX_EMT_NUM,Numéro d'émetteur du flux,number,4,IR_NEM_T,2006,,
1095,ER_PRS_F,FLX_EMT_ORD,Numéro de séquence du flux,number,4,-,2006,,
1096,ER_PRS_F,FLX_EMT_TYP,Type d'émetteur,number,3,IR_TYT_V,2006,,
1097,ER_PRS_F,FLX_TRT_DTD,Date d'entrée des données dans le système d'information,date,20,IR_DTE_V,2006,,
1098,ER_PRS_F,IJR_EMP_NUM,Numéro d’employeur pour les indemnités journalières,number,16,-,2006,,
1099,ER_PRS_F,IJR_RVL_NAT,Nature de la revalorisation pour les indemnités journalières,string,2,IR_RVL_V,2006,,
1100,ER_PRS_F,MTM_NAT,Modulation du ticket modérateur,number,2,IR_MTM_V,2006,,
